Entry	Gene Names	Orthomcl ID
A0A2H0ZHZ4	B9J08_004879	OG6_124880
A0A2H0ZW69	B9J08_002317	OG6_124821
A0A2H0ZN33	B9J08_003656	OG6_124720
A0A2H0ZXK8	B9J08_002102	OG6_124658
A0A2H1A1A2	B9J08_001225	OG6_124636
A0A2H0ZXN5	B9J08_001530	OG6_124587
A0A2H0ZIM1	B9J08_004326	OG6_124580
A0A2H0ZVA2	B9J08_002362	OG6_124580
A0A2H0ZK91	B9J08_002662	OG6_124534
A0A2H0ZP83	B9J08_004004	OG6_124368
A0A2H0ZNN9	B9J08_003868	OG6_124178
A0A2H0ZYR3	B9J08_002578	OG6_124156
A0A2H0ZE30	B9J08_004947	OG6_123860
A0A2H0ZDH9	B9J08_005390	OG6_123104
A0A2H1A747	B9J08_000860	OG6_123100
A0A2H0ZP09	B9J08_003970	OG6_123099
A0A2H0ZXY2	B9J08_001604	OG6_123097
A0A2H1A7R4	B9J08_000374	OG6_123097
A0A2H0ZVX3	B9J08_002567	OG6_123095
A0A2H0ZZM6	B9J08_001251	OG6_123089
A0A2H0ZDB9	B9J08_005325	OG6_123088
A0A2H1A6V5	B9J08_000060	OG6_123083
A0A2H0ZK61	B9J08_002617	OG6_123074
A0A2H1A803	B9J08_000473	OG6_123074
A0A2H0ZCZ2	B9J08_005191	OG6_123067
A0A2H1A0S6	B9J08_001062	OG6_123065
A0A2H1A812	B9J08_000489	OG6_123064
A0A2H0ZWL8	B9J08_002169	OG6_123060
A0A2H0ZME7	B9J08_003367	OG6_123058
A0A2H0ZSK4	B9J08_003299	OG6_123057
A0A2H0ZYT6	B9J08_001896	OG6_123056
A0A2H0ZD16	B9J08_004101	OG6_123029
A0A2H0ZYX3	B9J08_001936	OG6_123029
A0A2H1A1P8	B9J08_001319	OG6_123029
A0A2H1A654	B9J08_000835	OG6_123029
A0A2H0ZYD2	B9J08_001749	OG6_123003
A0A2H0ZV80	B9J08_003717	OG6_122984
A0A2H0ZI49	B9J08_004142	OG6_122962
A0A2H0ZNX7	B9J08_003643	OG6_122958
A0A2H1A776	B9J08_000183	OG6_122937
A0A2H0ZBX2	B9J08_005548	OG6_122931
A0A2H0ZI96	B9J08_004161	OG6_122931
A0A2H0ZXX8	B9J08_001588	OG6_122931
A0A2H1A257	B9J08_001515	OG6_122931
A0A2H0ZZV6	B9J08_001190	OG6_122928
A0A2H0ZYL9	B9J08_001541	OG6_122907
A0A2H0ZXP0	B9J08_001536	OG6_122907
A0A2H0ZXT1	B9J08_001537	OG6_122907
A0A2H0ZFX3	B9J08_005245	OG6_122891
A0A2H0ZSA0	B9J08_003045	OG6_122874
A0A2H0ZKG1	B9J08_002678	OG6_122871
A0A2H0ZH42	B9J08_004847	OG6_122869
A0A2H0ZWR4	B9J08_002210	OG6_122843
A0A2H1A843	B9J08_000225	OG6_122832
A0A2H0ZSG0	B9J08_003258	OG6_122793
A0A2H0ZG08	B9J08_004609	OG6_122791
A0A2H1A3N6	B9J08_000577	OG6_122731
A0A2H0ZHC6	B9J08_004729	OG6_122634
A0A2H0ZMV5	B9J08_003259	OG6_122563
A0A2H0ZZB1	B9J08_001707	OG6_122561
A0A2H1A795	B9J08_000201	OG6_122551
A0A2H1A5Z2	B9J08_000801	OG6_122175
A0A2H0ZUD5	B9J08_004047	OG6_121818
A0A2H0ZFR7	B9J08_004530	OG6_121753
A0A2H0ZPT5	B9J08_003867	OG6_121562
A0A2H1A7I5	B9J08_000298	OG6_121421
A0A2H1A7F1	B9J08_000252	OG6_121415
A0A2H0ZPD7	B9J08_004054	OG6_121412
A0A2H0ZCR7	B9J08_005117	OG6_121410
A0A2H0ZXM7	B9J08_002162	OG6_121407
A0A2H0ZL85	B9J08_002978	OG6_121406
A0A2H1A3K4	B9J08_000029	OG6_121405
A0A2H0ZNT9	B9J08_003899	OG6_121402
A0A2H0ZQ20	B9J08_003946	OG6_121400
A0A2H0ZJ89	B9J08_004197	OG6_121392
A0A2H0ZXU4	B9J08_001575	OG6_121391
A0A2H0ZK43	B9J08_004420	OG6_121390
A0A2H0ZP92	B9J08_003753	OG6_121387
A0A2H0ZI02	B9J08_004113	OG6_121386
A0A2H0ZZ36	B9J08_001462	OG6_121384
A0A2H1A8T6	B9J08_000422	OG6_121384
A0A2H0ZNB6	B9J08_003735	OG6_121377
A0A2H0ZZU8	B9J08_001174	OG6_121376
A0A2H0ZFW2	B9J08_004565	OG6_121373
A0A2H0ZGE1	B9J08_004723	OG6_121320
A0A2H0ZY43	B9J08_001664	OG6_121304
A0A2H0ZZY2	B9J08_001898	OG6_121293
A0A2H0ZDD4	B9J08_005339	OG6_121272
A0A2H0ZN42	B9J08_003647	OG6_121269
A0A2H0ZLH2	B9J08_003065	OG6_121258
A0A2H0ZMF2	B9J08_003408	OG6_121258
A0A2H0ZWC5	B9J08_002380	OG6_121253
A0A2H1A5Z5	B9J08_001009	OG6_121243
A0A2H1A1X1	B9J08_001423	OG6_121212
A0A2H0ZG66	B9J08_004630	OG6_121211
A0A2H0ZEZ1	B9J08_005498	OG6_121206
A0A2H0ZNU8	B9J08_003909	OG6_121206
A0A2H0ZQ05	B9J08_003907	OG6_121206
A0A2H1A2V8	B9J08_000267	OG6_121206
A0A2H1A792	B9J08_000195	OG6_121206
A0A2H0ZLQ2	B9J08_003158	OG6_121192
A0A2H0ZSK3	B9J08_003254	OG6_121128
A0A2H0ZIM3	B9J08_004310	OG6_121113
A0A2H1A5E2	B9J08_000609	OG6_121034
A0A2H0ZIM6	B9J08_004324	OG6_120944
A0A2H0ZV56	B9J08_002242	OG6_120944
A0A2H0ZDL9	B9J08_005422	OG6_120864
A0A2H1A658	B9J08_000857	OG6_120864
A0A2H1A1K3	B9J08_001309	OG6_120853
A0A2H0ZVX9	B9J08_002555	OG6_120801
A0A2H1A7Y8	B9J08_000452	OG6_120624
A0A2H0ZZD3	B9J08_001349	OG6_120122
A0A2H1A1C9	B9J08_001257	OG6_120119
A0A2H0ZDV8	B9J08_005187	OG6_120114
A0A2H0ZME0	B9J08_003385	OG6_120008
A0A2H0ZCG3	B9J08_005020	OG6_119945
A0A2H0ZP28	B9J08_004013	OG6_119818
A0A2H0ZGA7	B9J08_004671	OG6_119815
A0A2H0ZN94	B9J08_003372	OG6_119813
A0A2H0ZMZ9	B9J08_003597	OG6_119811
A0A2H0ZDA3	B9J08_005012	OG6_119810
A0A2H0ZIA8	B9J08_004812	OG6_119809
A0A2H1A214	B9J08_001460	OG6_119806
A0A2H0ZY83	B9J08_001703	OG6_119803
A0A2H0ZSZ4	B9J08_003398	OG6_119801
A0A2H1A635	B9J08_000841	OG6_119800
A0A2H1A7I3	B9J08_000282	OG6_119798
A0A2H0ZML5	B9J08_003484	OG6_119793
A0A2H0ZCH3	B9J08_005030	OG6_119792
A0A2H0ZV14	B9J08_002269	OG6_119787
A0A2H0ZML1	B9J08_003479	OG6_119786
A0A2H1A6E4	B9J08_000621	OG6_119785
A0A2H0ZD10	B9J08_005211	OG6_119781
A0A2H1A3L5	B9J08_000557	OG6_119780
A0A2H1A1K7	B9J08_001312	OG6_119776
A0A2H0ZSL7	B9J08_003266	OG6_119760
A0A2H0ZYJ8	B9J08_001809	OG6_119760
A0A2H0ZZF1	B9J08_001325	OG6_119760
A0A2H0ZGA3	B9J08_004692	OG6_119729
A0A2H0ZJ29	B9J08_004436	OG6_119729
A0A2H1A1M0	B9J08_001320	OG6_119711
A0A2H1A171	B9J08_001157	OG6_119694
A0A2H1A6T0	B9J08_000024	OG6_119686
A0A2H1A7M5	B9J08_000341	OG6_119685
A0A2H1A6H3	B9J08_000963	OG6_119656
A0A2H0ZYH0	B9J08_001796	OG6_119603
A0A2H1A3L2	B9J08_000535	OG6_119601
A0A2H0ZJ18	B9J08_004468	OG6_119573
A0A2H0ZNP0	B9J08_003855	OG6_119473
A0A2H1A6K2	B9J08_001016	OG6_119416
A0A2H1A6K3	B9J08_001017	OG6_119416
A0A2H1A6L0	B9J08_001015	OG6_119416
A0A2H1A573	B9J08_000553	OG6_119305
A0A2H1A6F9	B9J08_000662	OG6_119246
A0A2H1A0X5	B9J08_001298	OG6_118316
A0A2H1A4F9	B9J08_000821	OG6_118311
A0A2H0ZVG2	B9J08_002398	OG6_118310
A0A2H0ZNT4	B9J08_003914	OG6_118309
A0A2H0ZFL2	B9J08_004482	OG6_118307
A0A2H0ZS73	B9J08_003169	OG6_118306
A0A2H0ZJN0	B9J08_004333	OG6_118303
A0A2H1A6U8	B9J08_000043	OG6_118303
A0A2H0ZWT1	B9J08_002230	OG6_118300
A0A2H1A650	B9J08_000529	OG6_118299
A0A2H0ZFU9	B9J08_004547	OG6_118298
A0A2H1A194	B9J08_001202	OG6_118296
A0A2H1A7B9	B9J08_000220	OG6_118295
A0A2H1A0R2	B9J08_001372	OG6_118293
A0A2H0ZQ59	B9J08_001811	OG6_118290
A0A2H0ZCZ9	B9J08_005202	OG6_118288
A0A2H1A2Y3	B9J08_000247	OG6_118284
A0A2H0ZU86	B9J08_003322	OG6_118281
A0A2H1A1H7	B9J08_001279	OG6_118274
A0A2H0ZQJ0	B9J08_004069	OG6_118273
A0A2H0ZC91	B9J08_004941	OG6_118235
A0A2H1A6D7	B9J08_000640	OG6_118235
A0A2H0ZSB5	B9J08_003166	OG6_118223
A0A2H0ZFS4	B9J08_004527	OG6_118187
A0A2H0ZM03	B9J08_003256	OG6_118170
A0A2H1A649	B9J08_000840	OG6_118131
A0A2H0ZX45	B9J08_002039	OG6_118130
A0A2H0ZCB7	B9J08_004972	OG6_118125
A0A2H1A8H8	B9J08_000246	OG6_118122
A0A2H0ZS53	B9J08_003087	OG6_118120
A0A2H0ZID5	B9J08_004239	OG6_118086
A0A2H0ZZ15	B9J08_001635	OG6_118085
A0A2H0ZYT1	B9J08_001873	OG6_118050
A0A2H0ZW81	B9J08_002328	OG6_118030
A0A2H0ZI84	B9J08_004803	OG6_118003
A0A2H1A5R8	B9J08_000938	OG6_117943
A0A2H0ZXQ5	B9J08_002132	OG6_117654
A0A2H1A593	B9J08_000555	OG6_117316
A0A2H1A5W4	B9J08_000765	OG6_117256
A0A2H1A3C9	B9J08_000467	OG6_117256
A0A2H1A127	B9J08_001155	OG6_117062
A0A2H0ZKJ0	B9J08_002743	OG6_117018
A0A2H1A2V7	B9J08_000271	OG6_117015
A0A2H0ZNH2	B9J08_003749	OG6_117012
A0A2H0ZJ22	B9J08_004424	OG6_117011
A0A2H0ZIU6	B9J08_004382	OG6_117007
A0A2H0ZXB6	B9J08_002040	OG6_117007
A0A2H1A533	B9J08_000614	OG6_117007
A0A2H0ZWR7	B9J08_002572	OG6_117004
A0A2H0ZP66	B9J08_004050	OG6_117003
A0A2H1A7I6	B9J08_000293	OG6_117002
A0A2H1A0Z6	B9J08_001269	OG6_117001
A0A2H0ZLE9	B9J08_003041	OG6_116999
A0A2H1A1W5	B9J08_001089	OG6_116997
A0A2H0ZUT6	B9J08_004085	OG6_116994
A0A2H0ZK75	B9J08_004421	OG6_116992
A0A2H1A757	B9J08_000155	OG6_116989
A0A2H0ZV24	B9J08_002279	OG6_116987
A0A2H1A7N6	B9J08_000348	OG6_116987
A0A2H0ZYX4	B9J08_001940	OG6_116982
A0A2H0ZVL6	B9J08_002466	OG6_116980
A0A2H1A631	B9J08_000843	OG6_116978
A0A2H1A5L4	B9J08_000658	OG6_116931
A0A2H1A1U3	B9J08_001069	OG6_116901
A0A2H1A8J0	B9J08_000329	OG6_116900
	B9J08_005587	OG6_116900
A0A2H0ZK82	B9J08_004460	OG6_116889
A0A2H0ZCP5	B9J08_005096	OG6_116884
A0A2H1A243	B9J08_001210	OG6_116883
A0A2H0ZFC2	B9J08_004925	OG6_116870
A0A2H0ZCI4	B9J08_005040	OG6_116866
A0A2H1A2Z2	B9J08_000284	OG6_116858
A0A2H0ZG87	B9J08_004650	OG6_116848
A0A2H0ZLK8	B9J08_003092	OG6_116848
A0A2H0ZPQ4	B9J08_003847	OG6_116848
A0A2H0ZYX5	B9J08_001935	OG6_116848
A0A2H1A6I7	B9J08_000977	OG6_116848
A0A2H0ZLL5	B9J08_003063	OG6_116824
A0A2H0ZYG6	B9J08_001791	OG6_116815
A0A2H1A1R7	B9J08_001369	OG6_116786
A0A2H1A1T4	B9J08_001374	OG6_116779
A0A2H0ZLH9	B9J08_003083	OG6_116771
A0A2H0ZD03	B9J08_005198	OG6_116689
A0A2H0ZCH8	B9J08_005016	OG6_116656
A0A2H1A6H1	B9J08_000974	OG6_116650
A0A2H1A512	B9J08_000512	OG6_116641
A0A2H0ZD09	B9J08_005212	OG6_116612
A0A2H0ZYX7	B9J08_001914	OG6_116570
A0A2H1A252	B9J08_001506	OG6_116543
A0A2H0ZI17	B9J08_004893	OG6_116534
A0A2H0ZJF6	B9J08_004243	OG6_116534
A0A2H0ZPZ4	B9J08_003926	OG6_116431
A0A2H0ZEV0	B9J08_005425	OG6_116114
A0A2H0ZG31	B9J08_005275	OG6_115999
A0A2H0ZC42	B9J08_004902	OG6_115961
A0A2H1A576	B9J08_000547	OG6_115961
A0A2H0ZYU7	B9J08_001562	OG6_115956
A0A2H0ZJS9	B9J08_004396	OG6_115955
A0A2H0ZYC6	B9J08_001744	OG6_115955
A0A2H0ZIP5	B9J08_004332	OG6_115954
A0A2H1A253	B9J08_001181	OG6_115952
A0A2H0ZXY3	B9J08_001621	OG6_115951
A0A2H0ZT68	B9J08_003503	OG6_115950
A0A2H0ZJU3	B9J08_004350	OG6_115948
A0A2H1A5A0	B9J08_000707	OG6_115946
A0A2H0ZI78	B9J08_004185	OG6_115945
A0A2H1A6B9	B9J08_000935	OG6_115942
A0A2H1A527	B9J08_001040	OG6_115940
A0A2H0ZCV7	B9J08_005157	OG6_115935
A0A2H0ZNP6	B9J08_003881	OG6_115934
A0A2H0ZQ69	B9J08_001820	OG6_115933
A0A2H0ZKG9	B9J08_004217	OG6_115931
A0A2H0ZKX7	B9J08_002865	OG6_115930
A0A2H1A8S8	B9J08_000411	OG6_115929
A0A2H0ZK37	B9J08_002610	OG6_115888
A0A2H0ZX39	B9J08_002341	OG6_115881
A0A2H0ZXR4	B9J08_001538	OG6_115870
A0A2H1A192	B9J08_001215	OG6_115847
A0A2H1A4R1	B9J08_000930	OG6_115844
A0A2H1A4W7	B9J08_001001	OG6_115821
A0A2H0ZM40	B9J08_003283	OG6_115817
A0A2H0ZWK8	B9J08_002154	OG6_115800
A0A2H0ZG68	B9J08_004661	OG6_115793
A0A2H0ZL36	B9J08_002912	OG6_115793
A0A2H0ZFV5	B9J08_004558	OG6_115683
A0A2H0ZJ50	B9J08_004167	OG6_115680
A0A2H0ZIA2	B9J08_004208	OG6_115671
A0A2H0ZD06	B9J08_005179	OG6_115656
A0A2H1A558	B9J08_000520	OG6_115599
A0A2H0ZWN4	B9J08_002542	OG6_115574
A0A2H0ZHE8	B9J08_004683	OG6_115525
	B9J08_005540	OG6_115525
A0A2H0ZUN9	B9J08_003533	OG6_115523
A0A2H0ZTQ8	B9J08_003697	OG6_115066
A0A2H1A7B6	B9J08_000227	OG6_115065
A0A2H1A4U0	B9J08_000954	OG6_115064
A0A2H0ZP60	B9J08_004027	OG6_115063
A0A2H0ZUN1	B9J08_003954	OG6_115061
A0A2H1A5A9	B9J08_000578	OG6_115059
A0A2H1A2F0	B9J08_000084	OG6_115057
A0A2H1A1V3	B9J08_001400	OG6_115055
A0A2H0ZCI0	B9J08_005034	OG6_115052
A0A2H0ZDH8	B9J08_005383	OG6_115052
A0A2H1A783	B9J08_000190	OG6_115046
A0A2H0ZEN5	B9J08_005424	OG6_115045
A0A2H0ZGP2	B9J08_004805	OG6_115043
A0A2H0ZZK3	B9J08_001288	OG6_115041
A0A2H1A695	B9J08_000875	OG6_115039
A0A2H0ZUV4	B9J08_002254	OG6_115010
A0A2H0ZHH2	B9J08_004663	OG6_115007
A0A2H0ZL65	B9J08_002948	OG6_114985
A0A2H0ZGK2	B9J08_004788	OG6_114981
A0A2H1A8Q6	B9J08_000309	OG6_114974
A0A2H0ZVW7	B9J08_002549	OG6_114963
A0A2H0ZGK9	B9J08_004775	OG6_114945
A0A2H1A1A5	B9J08_001213	OG6_114945
A0A2H1A1H8	B9J08_001270	OG6_114910
A0A2H0ZCL3	B9J08_005064	OG6_114877
A0A2H0ZGV4	B9J08_004886	OG6_114877
A0A2H1A204	B9J08_001450	OG6_114877
A0A2H1A2N9	B9J08_000168	OG6_114877
A0A2H1A403	B9J08_000701	OG6_114877
A0A2H1A598	B9J08_000568	OG6_114877
A0A2H1A7W1	B9J08_000418	OG6_114877
A0A2H1A7J0	B9J08_000008	OG6_114876
A0A2H0ZUS6	B9J08_003903	OG6_114872
A0A2H1A7D1	B9J08_001002	OG6_114872
A0A2H1A693	B9J08_000881	OG6_114868
A0A2H0ZJ88	B9J08_004178	OG6_114861
A0A2H0ZDJ1	B9J08_005397	OG6_114842
A0A2H0ZY08	B9J08_001631	OG6_114747
A0A2H0ZQY6	B9J08_002683	OG6_114736
A0A2H0ZD79	B9J08_005284	OG6_114713
A0A2H0ZDD0	B9J08_005335	OG6_114704
A0A2H0ZDL4	B9J08_005421	OG6_114704
A0A2H0ZG30	B9J08_004629	OG6_114704
A0A2H0ZGU9	B9J08_004888	OG6_114704
A0A2H0ZNZ3	B9J08_003912	OG6_114704
A0A2H0ZW02	B9J08_001958	OG6_114704
A0A2H0ZXQ6	B9J08_001546	OG6_114704
A0A2H1A274	B9J08_001518	OG6_114704
A0A2H0ZG38	B9J08_005287	OG6_114704
A0A2H0ZNT2	B9J08_003911	OG6_114704
A0A2H0ZWJ1	B9J08_002149	OG6_114704
A0A2H1A1Q2	B9J08_001534	OG6_114704
A0A2H1A7T6	B9J08_000398	OG6_114704
A0A2H0ZKP5	B9J08_002793	OG6_114650
A0A2H0ZP82	B9J08_003743	OG6_114648
A0A2H1A2N0	B9J08_000156	OG6_114551
A0A2H1A689	B9J08_000905	OG6_114277
A0A2H0ZML0	B9J08_003471	OG6_114276
A0A2H1A1P3	B9J08_001352	OG6_114274
A0A2H1A740	B9J08_000134	OG6_114274
A0A2H0ZMI4	B9J08_003427	OG6_114273
A0A2H1A624	B9J08_000815	OG6_114268
A0A2H0ZQG9	B9J08_001931	OG6_114267
A0A2H0ZMZ7	B9J08_003280	OG6_114266
A0A2H0ZDL0	B9J08_005417	OG6_114265
A0A2H0ZJ52	B9J08_004456	OG6_114264
A0A2H0ZFI3	B9J08_004987	OG6_114258
A0A2H0ZHY2	B9J08_004533	OG6_114253
A0A2H0ZWZ3	B9J08_002583	OG6_114253
A0A2H1A833	B9J08_000213	OG6_114251
A0A2H0ZGT0	B9J08_004868	OG6_114248
A0A2H0ZGT1	B9J08_004867	OG6_114248
A0A2H0ZWD0	B9J08_002096	OG6_114247
A0A2H1A7Y9	B9J08_000447	OG6_114247
A0A2H1A805	B9J08_000468	OG6_114247
A0A2H0ZYB5	B9J08_001734	OG6_114193
A0A2H1A2L3	B9J08_001347	OG6_114191
A0A2H0ZGT8	B9J08_004872	OG6_114171
A0A2H0ZG10	B9J08_004603	OG6_114167
A0A2H0ZP20	B9J08_004000	OG6_114160
A0A2H0ZP04	B9J08_003922	OG6_114145
A0A2H0ZKJ9	B9J08_002755	OG6_114133
A0A2H0ZS01	B9J08_003028	OG6_114127
A0A2H0ZKF6	B9J08_002714	OG6_114121
A0A2H1A7M4	B9J08_000337	OG6_114113
A0A2H0ZL73	B9J08_002959	OG6_114109
A0A2H0ZJ59	B9J08_004454	OG6_114106
A0A2H0ZY86	B9J08_001709	OG6_113999
A0A2H0ZM44	B9J08_003291	OG6_113998
A0A2H0ZKM7	B9J08_002740	OG6_113988
A0A2H0ZIG7	B9J08_004266	OG6_113984
A0A2H0ZXK6	B9J08_002523	OG6_113966
A0A2H0ZFM1	B9J08_004478	OG6_113965
A0A2H0ZKF1	B9J08_002668	OG6_113965
A0A2H1A782	B9J08_000184	OG6_113935
A0A2H0ZTC3	B9J08_003562	OG6_113929
A0A2H1A5N4	B9J08_000690	OG6_113917
A0A2H0ZBL6	B9J08_001302	OG6_113897
A0A2H1A5Z3	B9J08_000772	OG6_113827
A0A2H1A746	B9J08_000145	OG6_113608
A0A2H1A105	B9J08_001121	OG6_113605
A0A2H0ZNW3	B9J08_003604	OG6_113602
A0A2H0ZXB3	B9J08_002445	OG6_113602
A0A2H0ZTZ8	B9J08_003792	OG6_113602
A0A2H1A646	B9J08_000852	OG6_113601
A0A2H0ZEH8	B9J08_005083	OG6_113599
A0A2H0ZZE9	B9J08_001398	OG6_113595
A0A2H1A5V6	B9J08_000739	OG6_113593
A0A2H0ZXR5	B9J08_002192	OG6_113586
A0A2H0ZEF6	B9J08_005107	OG6_113584
A0A2H0ZKU0	B9J08_002834	OG6_113582
A0A2H1A7W9	B9J08_000079	OG6_113582
A0A2H0ZJ11	B9J08_004449	OG6_113580
A0A2H0ZJK5	B9J08_004286	OG6_113577
A0A2H0ZQ89	B9J08_001817	OG6_113547
A0A2H0ZP89	B9J08_004057	OG6_113531
A0A2H0ZQC0	B9J08_004018	OG6_113521
A0A2H1A6T4	B9J08_000036	OG6_113521
A0A2H1A6U1	B9J08_000035	OG6_113521
A0A2H0ZLH5	B9J08_002766	OG6_113512
A0A2H1A1W4	B9J08_001417	OG6_113507
A0A2H0ZP03	B9J08_003969	OG6_113505
A0A2H0ZGB7	B9J08_004710	OG6_113489
A0A2H0ZMV6	B9J08_003572	OG6_113480
A0A2H0ZDD5	B9J08_005334	OG6_113385
A0A2H0ZWF1	B9J08_002400	OG6_113316
A0A2H1A361	B9J08_000354	OG6_113025
A0A2H0ZLG5	B9J08_003060	OG6_113020
A0A2H0ZWH4	B9J08_002422	OG6_113019
A0A2H0ZIY8	B9J08_004438	OG6_113016
A0A2H0ZWM9	B9J08_002168	OG6_113013
A0A2H0ZW90	B9J08_002058	OG6_113012
A0A2H0ZYJ3	B9J08_001816	OG6_113009
A0A2H0ZJB0	B9J08_004190	OG6_113008
A0A2H0ZGW3	B9J08_004875	OG6_113007
A0A2H1A203	B9J08_001457	OG6_113005
A0A2H0ZZA6	B9J08_001379	OG6_113000
A0A2H0ZQQ2	B9J08_002599	OG6_112968
A0A2H1A6B3	B9J08_000897	OG6_112960
A0A2H0ZFM5	B9J08_004487	OG6_112954
A0A2H1A738	B9J08_000849	OG6_112915
A0A2H0ZIE2	B9J08_004249	OG6_112911
A0A2H1A1T5	B9J08_001386	OG6_112910
A0A2H0ZGJ5	B9J08_005518	OG6_112885
A0A2H0ZCQ1	B9J08_005102	OG6_112869
A0A2H0ZDG1	B9J08_005362	OG6_112859
A0A2H0ZBY6	B9J08_005557	OG6_112858
A0A2H0ZMT5	B9J08_003558	OG6_112856
A0A2H0ZMY8	B9J08_003270	OG6_112837
A0A2H0ZY26	B9J08_002243	OG6_112813
A0A2H1A839	B9J08_000503	OG6_112813
A0A2H0ZLU0	B9J08_003202	OG6_112813
A0A2H0ZRI5	B9J08_002886	OG6_112813
A0A5Q7YIE3	B9J08_000882	OG6_112802
A0A2H1A3U5	B9J08_000638	OG6_112794
A0A2H0ZIY4	B9J08_004427	OG6_112766
A0A2H0ZKH4	B9J08_002688	OG6_112762
A0A2H1A3V0	B9J08_000616	OG6_112760
A0A2H0ZYQ5	B9J08_001872	OG6_112758
A0A2H0ZLG1	B9J08_003054	OG6_112755
A0A2H1A5Q7	B9J08_000868	OG6_112515
A0A2H0ZCC0	B9J08_004961	OG6_112512
A0A2H1A3M1	B9J08_000530	OG6_112510
A0A2H1A7V4	B9J08_000417	OG6_112509
A0A2H0ZMX2	B9J08_003598	OG6_112508
A0A2H0ZNB3	B9J08_003392	OG6_112506
A0A2H0ZSV3	B9J08_003391	OG6_112506
A0A2H1A7R0	B9J08_000078	OG6_112506
A0A2H0ZKP3	B9J08_002795	OG6_112504
A0A2H1A0U3	B9J08_001077	OG6_112501
A0A2H1A6Y3	B9J08_000081	OG6_112501
A0A2H0ZIJ9	B9J08_004304	OG6_112497
A0A2H0ZL56	B9J08_002932	OG6_112495
A0A2H1A7E9	B9J08_000263	OG6_112495
A0A2H0ZKP1	B9J08_002750	OG6_112471
A0A2H0ZC09	B9J08_004684	OG6_112470
	B9J08_005541	OG6_112470
A0A2H1A3D7	B9J08_000454	OG6_112450
A0A2H0ZFW3	B9J08_004571	OG6_112445
A0A2H0ZKG6	B9J08_002725	OG6_112436
A0A2H0ZVN8	B9J08_002427	OG6_112433
A0A2H0ZWH0	B9J08_002137	OG6_112432
A0A2H0ZG94	B9J08_004673	OG6_112414
A0A2H0ZPV9	B9J08_001698	OG6_112381
A0A2H1A675	B9J08_000855	OG6_112353
A0A2H1A676	B9J08_000877	OG6_112328
A0A2H0ZDU4	B9J08_005500	OG6_112326
A0A2H0ZTX0	B9J08_003241	OG6_112320
A0A2H0ZMU0	B9J08_003218	OG6_112318
A0A2H1A7M7	B9J08_000334	OG6_112318
A0A2H0ZWP3	B9J08_002178	OG6_112308
A0A2H0ZGI0	B9J08_004772	OG6_112284
A0A2H0ZGD1	B9J08_004691	OG6_112276
A0A2H1A6R6	B9J08_000017	OG6_112275
A0A2H0ZUC2	B9J08_003403	OG6_112271
A0A2H0ZMU7	B9J08_003543	OG6_112257
A0A2H0ZEW4	B9J08_005435	OG6_112154
A0A2H0ZR16	B9J08_002633	OG6_112154
A0A2H0ZVZ5	B9J08_001949	OG6_112065
A0A2H1A7J3	B9J08_000299	OG6_112063
A0A2H1A7K4	B9J08_000300	OG6_112063
A0A2H1A470	B9J08_000735	OG6_112060
A0A2H0ZK90	B9J08_002648	OG6_112058
A0A2H0ZKJ4	B9J08_002739	OG6_112055
A0A2H0ZKZ0	B9J08_002871	OG6_112036
A0A2H0ZWA3	B9J08_002035	OG6_112036
A0A2H1A3S6	B9J08_000618	OG6_112036
A0A2H0ZVJ9	B9J08_002459	OG6_112026
A0A2H1A2F2	B9J08_000071	OG6_112026
A0A2H0ZDQ5	B9J08_005463	OG6_112022
A0A2H1A574	B9J08_000536	OG6_112021
A0A2H0ZM11	B9J08_003253	OG6_112021
A0A2H0ZFK2	B9J08_004472	OG6_112012
A0A2H0ZHX5	B9J08_004830	OG6_112012
A0A2H0ZQN8	B9J08_004099	OG6_112012
A0A2H1A6T9	B9J08_000033	OG6_112012
A0A2H0ZQM0	B9J08_004089	OG6_112000
A0A2H0ZZI2	B9J08_001300	OG6_111996
A0A2H1A2Y8	B9J08_001399	OG6_111963
A0A5C1DW98	B9J08_001037	OG6_111918
A0A2H0ZHV8	B9J08_004849	OG6_111913
A0A2H0ZK63	B9J08_004411	OG6_111883
A0A2H0ZDR8	B9J08_005146	OG6_111877
A0A2H0ZP37	B9J08_004001	OG6_111867
A0A2H0ZCW2	B9J08_005160	OG6_111849
A0A2H1A1Z8	B9J08_001424	OG6_111846
A0A2H0ZTM5	B9J08_003138	OG6_111834
A0A2H0ZER4	B9J08_005217	OG6_111832
A0A2H1A7V8	B9J08_000421	OG6_111804
A0A2H0ZDA2	B9J08_005299	OG6_111633
A0A2H0ZMV1	B9J08_003571	OG6_111632
A0A2H0ZGJ9	B9J08_004787	OG6_111631
A0A2H0ZIT6	B9J08_004388	OG6_111629
A0A2H0ZWX6	B9J08_002274	OG6_111608
A0A2H0ZWG5	B9J08_002104	OG6_111598
A0A2H1A5J4	B9J08_000649	OG6_111592
A0A2H1A5J1	B9J08_000654	OG6_111589
A0A2H0ZMW4	B9J08_003590	OG6_111549
A0A2H1A073	B9J08_002219	OG6_111549
A0A2H0ZR57	B9J08_002752	OG6_111540
A0A2H0ZYG9	B9J08_001779	OG6_111536
A0A2H0ZNR2	B9J08_003552	OG6_111529
A0A2H0ZP14	B9J08_003980	OG6_111528
