Accession	Gene Names	Entry
OG6_102589	C201520WA	Q5ALW7
OG6_100679	C201530CA	Q5ALW6
OG6_121562	C201540WA	A0A1D8PGE7
OG6_100990	C201550WA	Q5ALW4
OG6_588367	C201560WA	Q5ALW2
OG6_106784	C201570WA	Q5ALW1
OG6_103503	C201580WA	A0A1D8PGG3
OG6_102857	C201590WA	Q5ALV9
OG6_100728	C201600CA	Q5ALV8
OG6_100814	C201610CA	Q5ALV6
OG6_102678	C201620WA	Q5ALV5
OG6_100397	C201630WA	Q5ALV4
OG6_113608	C201640WA	Q5ALV2
OG6_103808	C201650WA	Q5ALV0
OG6_105676	C201660CA	Q5ALU9
OG6_100521	C201670CA	Q5ALU8
OG6_127173	C201680CA	A0A1D8PGH2
OG6_103173	C201690WA	Q5ALU6
OG6r21_101661	C201700CA	A0A1D8PGE6
OG6_129990	C201710WA	Q5ALU4
OG6_104789	C201720CA	Q5ALU3
OG6_116989	C201730WA	Q5ALU2
OG6_114551	C201740CA	Q5ALU1
OG6r21_107064	C201750CA	Q5ALU0
OG6r21_115523	C201760CA	A0A1D8PGH1
OG6_210574	C201780WA	A0A1D8PGF8
OG6_100000	C201800WA	A0A1D8PGH8
OG6_500388	C201820CA	Q5AM84
OG6_104156	C201830WA	A0A1D8PGF5
OG6_109058	C201840CA	A0A1D8PGH5
OG6_101279	C201850WA	A0A1D8PGE3
OG6_104759	C201860CA	Q5AM80
OG6_153271	C201870CA	A0A1D8PGH3
OG6_137735	C201880CA	A0A1D8PGF3
OG6_107650	C201890WA	A0A1D8PGH7
OG6r21_112716	C201900CA	A0A1D8PGI1
OG6_102507	C201910WA	A0A1D8PGI6
OG6_102894	C201920CA	Q5AM72
OG6r21_112717	C201930CA	A0A1D8PGG2
OG6_110409	C201950CA	Q5ALR8
OG6_112308	C201970CA	A0A1D8PGG1
OG6_131573	C201980CA	A0A1D8PGG7
OG6_101979	C201990CA	A0A1D8PGH4
OG6_103565	C202000WA	A0A1D8PGG5
OG6_100224	C202010CA	Q5AM60
OG6_101380	C202020WA	A0A1D8PGI9
OG6_103629	C202030WA	A0A1D8PGI8
OG6r21_101662	C202040WA	A0A1D8PGI3
OG6r21_101820	C202050CA	A0A1D8PGI2
OG6_107354	C202060CA	Q5ALQ3
OG6_108099	C202070WA	A0A1D8PGH0
OG6_500181	C202090WA	Q5AM50
OG6_101122	C202100WA	A0A1D8PGK4
OG6_103038	C202110CA	Q5ALP8
OG6_122928	C202120WA	Q5ALP7
OG6r21_109255	C202130CA	A0A1D8PGK3
OG6r21_139998	C202140CA	A0A1D8PGJ6
OG6_102277	C202150CA	Q5AM44
OG6_103286	C202160WA	Q5ALP4
OG6_137800	C202170WA	A0A1D8PGJ8
OG6_100747	C202180WA	A0A1D8PGH6
OG6_100513	C202190CA	Q5ALP1
OG6_102585	C202200WA	A0A1D8PGL8
OG6_101604	C202210CA	A0A1D8PGJ1
OG6r21_112718	C202220CA	A0A1D8PGJ3
OG6_101873	C202230CA	A0A1D8PGM5
OG6r21_101380	C202240CA	Q5ALN5
OG6_115952	C202250CA	A0A1D8PGK8
OG6_100282	C202260WA	Q5ALN3
OG6_100322	C202270CA	Q5ALN2
OG6_500374	C202280WA	Q5ALN1
OG6_102580	C202290CA	A0A1D8PGJ5
OG6_103136	C202300WA	A0A1D8PGM6
OG6r21_101024	C202310WA	A0A1D8PGJ9
OG6_100528	C202320CA	Q5ALM6
OG6r21_139999	C202330WA	Q5ALM5
OG6_103183	C202340CA	A0A1D8PGL6
OG6_103177	C202350CA	A0A1D8PGL7
OG6_121269	C202360CA	A0A1D8PGL5
OG6_102581	C202370CA	Q5ALM0
OG6_101807	C202380WA	Q5ALL8
OG6r21_115524	C202390WA	Q5ALL6
OG6_122958	C202400WA	A0A1D8PGN3
OG6_102592	C202410WA	A0A1D8PGL1
OG6_101202	C202420CA	Q5ALL3
OG6_102184	C202430WA	A0A1D8PGP2
OG6_102524	C202440WA	A0A1D8PGN0
OG6_102389	C202450CA	A0A1D8PGM4
OG6_101245	C202460WA	Q04782
OG6_103278	C202470CA	A0A1D8PGM7
OG6_100379	C202490CA	A0A1D8PGL4
OG6_102177	C202500WA	A0A1D8PGL0
OG6_100356	C202510WA	Q5ALK3
OG6_102472	C202520WA	A0A1D8PGM1
OG6_222596	C202530WA	Q5ALK1
OG6_100538	C202540WA	A0A1D8PGR5
OG6_115817	C202550CA	A0A1D8PGN6
OG6_127200	C202570WA	A0A1D8PGN2
OG6_100246	C202580WA	Q5ALJ4
OG6_101746	C202590WA	A0A1D8PGN5
OG6_110918	C202600CA	Q5ALJ2
OG6_100060	C202610CA	Q5ALJ1
OG6_104552	C202620WA	A0A1D8PGP5
OG6_118120	C202630WA	Q5ALI9
OG6_100255	C202640CA	A0A1D8PGM8
OG6r21_102033	C202660WA	Q5A0H0
OG6r21_294834	C202670CA	A0A1D8PGQ1
OG6_102382	C202680WA	A0A1D8PGP3
OG6_101696	C202690WA	Q5A0H3
OG6_116771	C202700CA	Q5A0H4
OG6_103832	C202710CA	Q5A0H6
OG6_101190	C202720WA	A0A1D8PGN9
OG6_101567	C202730WA	Q5A0H8
OG6_500169	C202740CA	A0A1D8PGN7
OG6r21_110820	C202750CA	Q5A0I0
OG6_101811	C202760WA	A0A1D8PGU0
OG6_101356	C202770WA	A0A1D8PGR8
OG6_109517	C202780CA	A0A1D8PGP6
OG6_103247	C202790CA	A0A1D8PGP7
OG6_103811	C202800WA	A0A1D8PGP8
OG6_103431	C202810CA	Q5A0I6
OG6_101420	C202820CA	Q5A0I7
OG6_102652	C202830CA	Q5A0I8
OG6_500674	C202840CA	Q5A0J0
OG6_103247	C202850WA	A0A1D8PGQ6
OG6_108958	C202860WA	Q5A0J3
OG6_102403	C202870WA	A0A1D8PGS6
OG6_100194	C202880CA	Q5A0J5
OG6_105381	C202890WA	Q5A0J6
OG6r21_109256	C202900WA	Q5A0J7
OG6r21_140001	C202910WA	A0A1D8PGR3
OG6_100667	C202920WA	A0A1D8PGQ5
OG6_500323	C202930CA	Q5A0J9
OG6_102380	C202940WA	A0A1D8PGS2
OG6_100255	C202950WA	A0A1D8PGR0
OG6_111528	C202960CA	A0A1D8PGX0
OG6_100163	C202970CA	A0A1D8PGT5
OG6_100306	C202980CA	A0A1D8PGR9
OG6_100892	C202990CA	A0A1D8PGR6
OG6_101679	C203000CA	A0A1D8PGR1
OG6_100537	C203010CA	Q5A0L0
OG6_222611	C203020CA	Q5A0L2
OG6_103257	C203030WA	P52496
OG6_110918	C203040WA	Q5A0L4
OG6_112512	C203050WA	Q5A0L7
OG6_101965	C203060WA	Q5A0L8
OG6_105833	C203070CA	Q5A0L9
OG6_100541	C203080WA	A0A1D8PGS5
OG6_104105	C203090CA	A0A1D8PGS7
OG6_100212	C203100WA	Q5A0M4
OG6r21_107066	C203110WA	A0A1D8PGS4
OG6_100718	C203120WA	Q5A0M7
OG6_109089	C203130WA	A0A1D8PGT0
OG6_103749	C203140CA	A0A1D8PGT1
OG6_114167	C203150CA	A0A1D8PGT8
OG6_100448	C203160CA	Q5A0N3
OG6_116641	C203170WA	Q5A0N4
OG6_101783	C203180CA	A0A1D8PGT3
OG6_102616	C203200WA	Q5AH86
OG6_499981	C203210WA	A0A1D8PGV8
OG6_222557	C203220CA	Q5AH87
OG6_100254	C203230CA	A0A1D8PGU2
OG6_104196	C203240CA	Q5AH90
OG6_124658	C203250WA	A0A1D8PGU1
OG6_102988	C203260WA	Q5AH92
OG6_101500	C203270WA	P82612
OG6_102783	C203280WA	A0A1D8PGV7
OG6_102406	C203290WA	A0A1D8PGX4
OG6_101254	C203300WA	A0A1D8PGU4
OG6_102807	C203310CA	Q5AH99
OG6_104239	C203320WA	Q5AHA0
OG6_102675	C203330CA	Q92207
OG6r21_104666	C203340WA	A0A1D8PGU6
OG6r21_108061	C203350WA	Q5AHA4
OG6_100681	C203360WA	Q5AHA6
OG6_102750	C203370WA	A0A1D8PH02
OG6_113577	C203380WA	Q5AHB1
OG6_100223	C203390CA	Q96UX5
OG6r21_112719	C203400CA	Q5AHB5
OG6_101536	C203410WA	A0A1D8PGX7
OG6_103191	C203420CA	A0A1D8PGZ1
OG6_137182	C203430WA	Q5AHB8
OG6r21_115525	C203440WA	Q5AHC0
OG6r21_101025	C203450WA	A0A1D8PGU5
OG6r21_101381	C203460CA	Q5AHC2
OG6_104716	C203470CA	A0A1D8PH08
OG6r21_110821	C203490CA	Q5AHC4
OG6r21_101249	C203500WA	A0A1D8PGY3
OG6_123006	C203520CA	A0A1D8PGW0
OG6_179758	C203530WA	A0A1D8PGY5
OG6_102732	C203540WA	A0A1D8PGZ5
OG6_103377	C203550CA	A0A1D8PGW7
OG6_111451	C203560CA	Q5AHD3
OG6r21_115526	C203570CA	A0A1D8PGW6
OG6_581674	C203590CA	Q5AHD5
OG6_454568	C203600WA	Q5AHD6
OG6_107354	C203610WA	A0A1D8PGW4
OG6_107354	C203620WA	Q5AHE0
OG6r21_104647	C203630WA	A0A1D8PGX9
OG6_103520	C203640WA	Q5AHE2
OG6_113234	C203670WA	A0A1D8PGZ9
OG6_100536	C203680WA	A0A1D8PGX5
OG6_133175	C203690CA	Q5AHE5
OG6_110430	C203700WA	A0A1D8PGW9
OG6_133175	C203710WA	A0A1D8PGW8
OG6r21_126919	C203720WA	Q5AHE8
OG6_126952	C203750WA	Q5AHE9
OG6_500870	C203760CA	A0A1D8PH10
OG6_100581	C203770CA	A0A1D8PGY4
OG6_104832	C203780CA	A0A1D8PGZ0
OG6r21_102262	C203790CA	A0A1D8PH00
OG6_102093	C203800CA	A0A1D8PGY6
OG6_100663	C203810CA	A0A1D8PGY0
OG6_100955	C203820CA	A0A1D8PGY8
OG6_101395	C203830WA	A0A1D8PGY1
OG6_115999	C203840CA	A0A1D8PH18
OG6_102114	C203870WA	Q5AHF9
OG6_102408	C203880CA	A0A1D8PH20
OG6r21_101663	C203890WA	A0A1D8PGZ4
OG6_123088	C203900CA	A0A1D8PGZ6
OG6_101442	C203910CA	A0A1D8PH01
OG6_102855	C203920CA	A0A1D8PGZ7
OG6r21_101664	C203930CA	A0A1D8PH05
OG6_100157	C203940CA	Q5AHG6
OG6_103501	C203950WA	Q5AHG8
OG6_101322	C203960WA	A0A1D8PH21
OG6r21_101366	C203970WA	A0A1D8PH07
OG6r21_102034	C203980CA	Q5AHH0
OG6_102470	C203990WA	A0A1D8PH13
OG6r21_115527	C204000CA	Q5AHH3
OG6_100183	C204010CA	Q5AHH4
OG6_102267	C204020CA	Q5AHH6
OG6_100820	C204030CA	Q5AHH7
OG6_100636	C204040CA	A0A1D8PH14
OG6_100636	C204050CA	A0A1D8PH11
OG6_100168	C204060CA	A0A1D8PH27
OG6_100282	C204080WA	Q5AHI3
OG6r21_105358	C204090WA	A0A1D8PH41
OG6_118307	C204100WA	A0A1D8PH25
OG6_104328	C204110WA	A0A1D8PH33
OG6_103046	C204120CA	Q5AHI7
OG6_142300	C204130WA	A0A1D8PH30
OG6_112515	C204140WA	O74161
OG6_102324	C204150CA	A0A1D8PH17
OG6_101960	C204160WA	Q5AHJ1
OG6_137751	C204170CA	A0A1D8PH39
OG6_100703	C204180CA	A0A1D8PH37
OG6_103520	C204190CA	A0A1D8PH55
OG6_133447	C204200WA	Q5AHJ5
OG6_101247	C204210WA	A0A1D8PH43
OG6_123100	C204220CA	A0A1D8PH31
OG6_100313	C204230WA	A0A1D8PH42
OG6_101307	C204240CA	Q5AHK0
OG6_102615	C204250WA	A0A1D8PH22
OG6_102974	C204260WA	Q5AHK2
OG6_121377	C204270WA	A0A1D8PH53
OG6_100482	C204280WA	A0A1D8PH46
OG6_100482	C204290WA	A0A1D8PH74
OG6_133436	C204300CA	A0A1D8PH47
OG6_100472	C204310WA	A0A1D8PH52
OG6r21_106204	C204320WA	A0A1D8PH44
OG6_100091	C204330CA	Q59TB0
OG6_104107	C204340CA	Q59TB1
OG6_101922	C204350CA	Q59TB2
OG6_101957	C204360WA	Q59TB3
OG6_103094	C204370WA	Q59TB4
OG6_100496	C204380CA	A0A1D8PH56
OG6_127524	C204390WA	A0A1D8PH83
OG6r21_101665	C204400WA	A0A1D8PH57
OG6_100273	C204410WA	A0A1D8PH61
OG6_113680	C204420WA	A0A1D8PH54
OG6r21_140003	C204430WA	Q59TC1
OG6_109383	C204440WA	A0A1D8PH50
OG6_102090	C204450WA	A0A1D8PH38
OG6_101528	C204460WA	Q59TC4
OG6_100245	C204470WA	A0A1D8PH64
OG6_100471	C204480WA	A0A1D8PH67
OG6_102871	C204490WA	A0A1D8PH93
OG6_101665	C204500WA	A0A1D8PH70
OG6_103444	C204510WA	Q59TD1
OG6r21_105359	C204520CA	Q59TD2
OG6_122984	C204530WA	Q59TD3
OG6_101338	C204540CA	A0A1D8PH63
OG6_101044	C204550CA	Q59TD5
OG6_166515	C204560WA	A0A1D8PH51
OG6_102606	C204570WA	A0A1D8PH72
OG6_101661	C204580WA	A0A1D8PH78
OG6_105128	C204590CA	A0A1D8PHA2
OG6_100758	C204600CA	Q59TE0
OG6_100909	C204620WA	A0A1D8PH73
OG6_100212	C204640CA	A0A1D8PH71
OG6_102742	C204650CA	A0A1D8PH80
OG6_100394	C204660CA	A0A1D8PH81
OG6r21_167683	C204670WA	A0A1D8PH58
OG6_101935	C204680WA	Q59LI2
OG6_103247	C204690CA	A0A1D8PH79
OG6_102551	C204700CA	A0A1D8PH84
OG6_100130	C204710CA	Q96WL3
OG6_101394	C204720CA	A0A1D8PH87
OG6r21_106205	C204730WA	A0A1D8PH86
OG6_133372	C204740CA	A0A1D8PH77
OG6_106074	C204750WA	A0A1D8PH90
OG6_100860	C204760WA	Q59LK7
OG6_500215	C204770WA	Q59LK8
OG6_100908	C204780WA	A0A1D8PH76
OG6_143686	C204790CA	A0A1D8PH91
OG6_114985	C204800CA	Q59LL4
OG6_103268	C204810WA	Q59LL5
OG6_102128	C204820WA	A0A1D8PHA0
OG6_109506	C204830WA	A0A1D8PH95
OG6_103525	C204850CA	A0A1D8PH89
OG6_112959	C204860WA	Q59KL6
OG6_102850	C204870CA	A0A1D8PH99
OG6_101920	C204880CA	A0A1D8PH88
OG6_104394	C204930CA	Q9Y7W4
OG6_102726	C204940CA	A0A1D8PH98
OG6_102032	C204950CA	A0A1D8PHA3
OG6_107840	C204960CA	A0A1D8PHE6
OG6_101135	C204970WA	A0A1D8PHA7
OG6_100821	C204980CA	Q59ZI9
OG6_500285	C204990WA	Q59ZI8
OG6_100988	C205000CA	Q59ZI7
OG6_110882	C205020WA	Q59ZI6
OG6_119792	C205030CA	A0A1D8PH96
OG6_222593	C205040CA	A0A1D8PH92
OG6_103682	C205050CA	Q59ZI3
OG6_105315	C205060CA	Q59ZI2
OG6_114877	C205070WA	Q59ZI1
OG6_109956	C205080CA	Q59ZI0
OG6_102605	C205090WA	Q59ZH9
OG6_100994	C205100CA	Q59ZH8
OG6_138269	C205110WA	A0A1D8PHB8
OG6_100445	C205130WA	Q59ZH5
OG6_104840	C205140WA	A0A1D8PHB0
OG6_103635	C205150WA	Q59ZH3
OG6_102938	C205160CA	A0A1D8PHC4
OG6_103459	C205170WA	Q59ZH1
OG6_116982	C205180WA	A0A1D8PHF8
OG6_101427	C205190WA	P12461
OG6_109925	C205200CA	A0A1D8PHC3
OG6_120232	C205210WA	Q59ZG8
OG6_116656	C205220CA	A0A1D8PHC5
OG6_102220	C205230CA	Q59ZG6
OG6_100337	C205250CA	A0A1D8PHC9
OG6_116980	C205260WA	A0A1D8PHB1
OG6_101362	C205270WA	A0A1D8PHD1
OG6_102977	C205280CA	A0A1D8PHD4
OG6_103696	C205290CA	Q59ZG1
OG6_119810	C205300CA	A0A1D8PHE0
OG6_103228	C205320WA	A0A1D8PHD2
OG6r21_105360	C205330CA	A0A1D8PHB9
OG6_102180	C205340CA	A0A1D8PHD8
OG6_137776	C205350CA	Q59ZF4
OG6_104145	C205360CA	Q59ZF3
OG6_108030	C205370CA	A0A1D8PHC7
OG6_135321	C205380WA	A0A1D8PHD9
OG6r21_102821	C205390CA	Q59ZE8
OG6r21_101821	C205400WA	A0A1D8PHG8
OG6_100706	C205410WA	A0A1D8PHF5
OG6_103617	C205440WA	Q59ZE6
OG6_101286	C205450CA	Q59ZE5
OG6_100258	C205460WA	P46614
OG6_101003	C205470WA	Q59ZE2
OG6_106641	C205480CA	A0A1D8PHE3
OG6r21_108062	C205490WA	Q59ZE1
OG6_111834	C205500WA	Q59ZE0
OG6_101102	C205510CA	Q59ZD9
OG6_103983	C205520WA	A0A1D8PHH0
OG6_139042	C205530CA	A0A1D8PHF9
OG6_102349	C205540CA	A0A1D8PHF1
OG6_100542	C205550WA	A0A1D8PHE5
OG6_100721	C205560WA	Q59T49
OG6_126952	C205570CA	Q59T48
OG6_109723	C205580WA	Q59T47
OG6_102842	C205590CA	Q59T45
OG6_100802	C205610CA	Q59T44
OG6_103160	C205620WA	A0A1D8PHF7
OG6_100129	C205640WA	Q59T43
OG6_101945	C205650WA	Q59T42
OG6_108200	C205660WA	A0A1D8PHH2
OG6_102602	C205670CA	Q59T38
OG6_102876	C205680WA	Q59T37
OG6_103251	C205690CA	Q59T36
OG6_104311	C205700WA	Q59T35
OG6_100954	C205710CA	A0A1D8PHH4
OG6_112328	C205720CA	A0A1D8PHG1
OG6_103051	C205730CA	Q873N2
OG6_115039	C205740WA	Q59T32
OG6_103655	C205750WA	A0A1D8PHI7
OG6_112802	C205760CA	Q59T30
OG6_546974	C205770WA	A0A1D8PHG0
OG6_114868	C205780CA	A0A1D8PHG7
OG6_101059	C205790CA	A0A1D8PHI0
OG6_111491	C205800CA	A0A1D8PHG9
OG6r21_102035	C205810WA	Q59MG4
OG6_119599	C205820WA	A0A1D8PHH8
OG6_103996	C205830CA	Q59MG2
OG6_101267	C205840WA	Q59MG1
OG6_102906	C205850CA	Q59MF9
OG6_137850	C205860CA	A0A1D8PHJ0
OG6_474323	C205870WA	A0A1D8PHI1
OG6_100639	C205890CA	A0A1D8PHH7
OG6_106595	C205900WA	A0A1D8PHK1
OG6_106911	C205910WA	A0A1D8PHH9
OG6_172856	C205920CA	A0A1D8PHJ3
OG6_115943	C205930WA	A0A1D8PHI5
OG6_101460	C205940CA	Q59MF4
OG6_104258	C205950CA	Q59MF3
OG6_104258	C205960CA	A0A1D8PHK2
OG6_104258	C205970CA	Q59MF1
OG6_104258	C205980CA	A0A1D8PHJ4
OG6_104258	C205990CA	Q59X09
OG6_103624	C206000WA	A0A1D8PHK8
OG6_102791	C206010WA	Q59X11
OG6_102197	C206020WA	A0A1D8PHJ7
OG6r21_102036	C206030WA	A0A1D8PHJ1
OG6_121258	C206040CA	A0A1D8PHJ5
OG6_100152	C206070WA	A0A1D8PHL1
OG6_104807	C206080CA	A0A1D8PHM2
OG6_100703	C206090WA	A0A1D8PHK4
OG6_105038	C206100WA	Q59X23
OG6_103741	C206110WA	Q59X24
OG6_106444	C206120CA	Q59X25
OG6_104368	C206130WA	Q59X26
OG6_129459	C206140CA	Q59X27
OG6_102002	C206150CA	Q59X29
OG6r21_103538	C206160WA	Q59X30
OG6_103271	C206170CA	A0A1D8PHL8
OG6r21_110822	C206180CA	Q59P58
OG6_100378	C206190WA	Q59P56
OG6_100972	C206200CA	Q59P53
OG6_102566	C206210CA	Q59P52
OG6_500475	C206220CA	Q59P51
OG6_101260	C206230WA	Q59P50
OG6_102323	C206240WA	A0A1D8PHP3
OG6_102165	C206250CA	Q59P49
OG6_104401	C206260WA	Q59P48
OG6r21_101822	C206270WA	A0A1D8PHM7
OG6_111745	C206280CA	A0A1D8PHN4
OG6_115057	C206290CA	A0A1D8PHL7
OG6_102948	C206300WA	Q59P44
OG6_101761	C206310CA	Q59P43
OG6_112501	C206320WA	Q59P41
OG6_100570	C206330CA	Q59P40
OG6_113582	C206340WA	Q59P39
OG6_102248	C206350CA	A0A1D8PHL9
OG6_102084	C206360CA	Q59P36
OG6_124252	C206370CA	A0A1D8PHP1
OG6_100534	C206390CA	Q59Q46
OG6_100293	C206420CA	Q59Q44
OG6_100380	C206430CA	Q59Q43
OG6_100380	C206440CA	Q59Q42
OG6_112506	C206460WA	A0A1D8PHN5
OG6_112506	C206470WA	Q59Q40
OG6_102182	C206480WA	Q59Q39
OG6_103952	C206490WA	Q59Q38
OG6r21_104648	C206510WA	A0A1D8PHP5
OG6_103578	C206520CA	Q59Q36
OG6r21_104649	C206530WA	Q59Q35
OG6_101914	C206540CA	Q59Q34
OG6_127524	C206550WA	Q59Q33
OG6r21_167623	C206570CA	Q59Q31
OG6_112813	C206590CA	Q59Q30
OG6_100556	C206600WA	A0A1D8PHP6
OG6_100069	C206610CA	A0A1D8PHT7
OG6_102872	C206620WA	A0A1D8PHP4
OG6r21_115528	C206630CA	A0A1D8PHQ3
OG6_100292	C206640CA	A0A1D8PHR0
OG6_102494	C206650CA	A0A1D8PHQ5
OG6_103234	C206660WA	A0A1D8PHQ0
OG6_111464	C206670CA	Q59KM8
OG6_103278	C206680WA	A0A1D8PHP8
OG6r21_101823	C206690CA	Q59KM6
OG6_100718	C206700WA	Q59KV5
OG6_100721	C206710WA	A0A1D8PHU5
OG6_100721	C206720WA	A0A1D8PHQ6
OG6_112026	C206730WA	Q59KV8
OG6r21_101521	C206740WA	A0A1D8PHT1
OG6_103376	C206750CA	A0A1D8PHR7
OG6r21_101250	C206760CA	A0A1D8PHQ7
OG6_102985	C206770WA	A0A1D8PHR2
OG6_111428	C206780CA	Q59Z69
OG6_100512	C206790WA	Q59Z68
OG6r21_106206	C206800CA	Q59Z67
OG6_100325	C206810CA	A0A1D8PHW1
OG6_100897	C206820CA	Q59Z65
OG6_113474	C206830CA	Q59ZC8
OG6_107620	C206840WA	A0A1D8PHV3
OG6r21_119627	C206850WA	A0A1D8PHS1
OG6_123083	C206860WA	A0A1D8PHR4
OG6_101948	C206870CA	A0A1D8PHR5
OG6_100121	C206880CA	Q59Z57
OG6_100072	C206890CA	Q59Z55
OG6_101358	C206910WA	A0A1D8PHR9
OG6_104292	C206920CA	Q59Z54
OG6_153135	C206930CA	A0A1D8PHT6
OG6_101524	C206940CA	Q59Z52
OG6_102968	C206950CA	Q59Z51
OG6_100634	C206960WA	Q59Z50
OG6_103627	C206970WA	Q59ZB1
OG6_153135	C206980WA	A0A1D8PHS6
OG6_153135	C206990WA	Q59Z47
OG6_109900	C207000WA	A0A1D8PHS4
OG6_103006	C207010WA	A0A1D8PHU4
OG6_106039	C207020CA	A0A1D8PHZ0
OG6_103651	C207030CA	A0A1D8PHU0
OG6_102819	C207040WA	A0A1D8PHU3
OG6_102421	C207060WA	A0A1D8PHX6
OG6_102213	C207070WA	Q59Z38
OG6_124901	C207080CA	Q59Z37
OG6_100468	C207090CA	A0A1D8PHT9
OG6_100964	C207100WA	A0A1D8PHT4
OG6_222577	C207110CA	A0A1D8PHT8
OG6_102423	C207120WA	Q59Z33
OG6_110868	C207130CA	A0A1D8PI07
OG6_110112	C207140WA	A0A1D8PHU6
OG6_100775	C207160WA	A0A1D8PHV2
OG6r21_126920	C207170CA	Q59Z29
OG6r21_115529	C207180WA	Q59Z27
OG6_100766	C207190CA	Q59Z25
OG6_102455	C207200WA	Q59Z24
OG6_100326	C207210CA	A0A1D8PHU1
OG6_104586	C207220WA	A0A1D8PHU2
OG6_137705	C207230CA	A0A1D8PHW6
OG6_100924	C207240CA	Q59Z19
OG6_111226	C207250CA	Q59Z18
OG6_109302	C207260CA	Q59Z17
OG6_104255	C207270WA	A0A1D8PHY8
OG6_132797	C207280WA	A0A1D8PHV4
OG6_101312	C207290WA	Q59Z14
OG6_103317	C207300CA	A0A1D8PHV8
OG6_100235	C207310WA	Q59Z12
OG6_102024	C207320WA	Q59Z11
OG6_100794	C207330WA	A0A1D8PHX3
OG6_102386	C207340WA	A0A1D8PI20
OG6_101598	C207350WA	A0A1D8PHW4
OG6_102135	C207360WA	Q59U53
OG6r21_108063	C207370WA	Q59U54
OG6_100423	C207380WA	P83784
OG6r21_102288	C207390CA	A0A1D8PHV7
OG6_100536	C207400CA	Q59U59
OG6_100540	C207410WA	Q59U61
OG6_100250	C207420WA	A0A1D8PHW0
OG6_100640	C207430CA	A0A1D8PI06
OG6_115656	C207440CA	A0A1D8PI33
OG6_102522	C207450CA	A0A1D8PHX2
OG6_105779	C207460WA	Q59U67
OG6_102273	C207470WA	A0A1D8PI01
OG6_101140	C207480WA	A0A1D8PHX1
OG6_101310	C207490WA	Q59U72
OG6_221206	C207500CA	Q59U73
OG6_105065	C207510WA	A0A1D8PHW7
OG6_102296	C207520CA	A0A1D8PHZ3
OG6_153179	C207530CA	A0A1D8PI13
OG6r21_101666	C207540WA	A0A1D8PI37
OG6_105301	C207550WA	A0A1D8PHY0
OG6_101779	C207560WA	Q59U81
OG6_100537	C207570WA	A0A1D8PI17
OG6_106656	C207580WA	A0A1D8PHX8
OG6_101449	C207590WA	Q59U85
OG6_108000	C207600CA	A0A1D8PHY1
OG6_102686	C207610CA	A0A1D8PHX5
OG6_143869	C207620WA	A0A1D8PI09
OG6_110565	C207630CA	Q59U89
OG6r21_105361	C207640WA	Q59U90
OG6_112414	C207650CA	A0A1D8PHY7
OG6_101478	C207660WA	A0A1D8PHZ6
OG6_103111	C207670CA	Q5A2J1
OG6_100325	C207680WA	A0A1D8PHY2
OG6_133440	C207690WA	A0A1D8PHY3
OG6r21_112720	C207700CA	Q5A2J4
OG6r21_104650	C207710WA	Q5A2J5
OG6r21_101522	C207720CA	A0A1D8PI18
OG6_118290	C207730WA	Q5A2J7
OG6_500331	C207740WA	Q5A2K0
OG6_119796	C207750WA	A0A1D8PHZ5
OG6_101191	C207760WA	A0A1D8PHZ9
OG6r21_103539	C207770CA	A0A1D8PI30
OG6_100250	C207790CA	A0A1D8PHZ2
OG6_107653	C207800WA	Q5A2K4
OG6_101728	C207810WA	Q5A2K5
OG6_500731	C207820CA	A0A1D8PI08
OG6_123074	C207830WA	A0A1D8PI48
OG6_100150	C207840WA	A0A1D8PI45
OG6_172873	C207860WA	A0A1D8PI66
OG6r21_140008	C207870CA	Q5A2K9
OG6_102976	C207880WA	Q5A2L1
OG6_121392	C207890WA	Q5A2L2
OG6_106160	C207900WA	A0A1D8PI00
OG6r21_112721	C207910CA	A0A1D8PI02
OG6_103086	C207920WA	A0A1D8PI03
OG6_159662	C207930CA	A0A1D8PI26
OG6_101483	C207940CA	A0A1D8PI58
OG6_103638	C207950WA	Q5A2S9
OG6_103653	C207960CA	Q5A2T0
OG6_100403	C207980WA	A0A1D8PI10
OG6_102940	C208000CA	Q5A2T2
OG6_102446	C208010WA	Q5A2T3
OG6_100410	C208020CA	Q5A2T4
OG6r21_140009	C208030WA	Q5A2T5
OG6_101133	C208040CA	A0A1D8PI15
OG6_105688	C208050CA	Q5A2T6
OG6_135366	C208060WA	A0A1D8PI67
OG6_101882	C208070CA	Q5A2T7
OG6_100397	C208080CA	A0A1D8PI81
OG6r21_140010	C208090WA	Q5A2T8
OG6_102044	C208100WA	A0A1D8PI22
OG6_104619	C208110WA	A0A1D8PI62
OG6_102476	C208120WA	A0A1D8PI21
OG6_100072	C208130WA	A0A1D8PI24
OG6_100323	C208140CA	A0A1D8PI19
OG6r21_115577	C208150WA	A0A1D8PI39
OG6_100903	C208160CA	A0A1D8PI76
OG6_121206	C208170WA	Q5A2U7
OG6_114713	C208180CA	A0A1D8PI86
OG6_101992	C208190WA	Q5A2U9
OG6_113521	C208200WA	A0A1D8PI34
OG6r21_167624	C208210CA	A0A1D8PI68
OG6_100000	C208240WA	A0A1D8PI28
OG6r21_102263	C208260WA	A0A1D8PI29
OG6_101750	C208270CA	A0A1D8PI35
OG6_102009	C208280WA	Q59K07
OG6_222574	C208290CA	Q59KG2
