Entry	Entry Name	Protein names	Gene Names
A0A2V1AQN7	A0A2V1AQN7_9ASCO	Ribosomal protein S19	CXQ85_001939
A0A2V1AQP0	A0A2V1AQP0_9ASCO	AAA+ ATPase domain-containing protein	CXQ85_001895
A0A2V1AQP3	A0A2V1AQP3_9ASCO	non-specific serine/threonine protein kinase (EC 2.7.11.1)	CXQ85_002341
A0A2V1AQP4	A0A2V1AQP4_9ASCO	Small ribosomal subunit protein eS1	RPS1 CXQ85_001587
A0A2V1AQP5	A0A2V1AQP5_9ASCO	CCR4-Not complex component Not N-terminal domain-containing protein	CXQ85_002178
A0A2V1AQP9	A0A2V1AQP9_9ASCO	Exocyst complex component Sec8	CXQ85_001851
A0A2V1AQQ0	A0A2V1AQQ0_9ASCO	Nucleolar GTP-binding protein 1	CXQ85_001905
A0A2V1AQQ1	A0A2V1AQQ1_9ASCO	J domain-containing protein	CXQ85_001843
A0A2V1AQQ2	A0A2V1AQQ2_9ASCO	Uncharacterized protein	CXQ85_003694
A0A2V1AQQ5	A0A2V1AQQ5_9ASCO	ML-like domain-containing protein	CXQ85_001992
A0A2V1AQQ7	A0A2V1AQQ7_9ASCO	NADPH-dependent 1-acyldihydroxyacetone phosphate reductase	CXQ85_002188
A0A2V1AQQ8	A0A2V1AQQ8_9ASCO	Protein kinase domain-containing protein	CXQ85_001960
A0A2V1AQR1	A0A2V1AQR1_9ASCO	V-type proton ATPase proteolipid subunit	CXQ85_001607
A0A2V1AQR3	A0A2V1AQR3_9ASCO	Uncharacterized protein	CXQ85_002361
A0A2V1AQR4	A0A2V1AQR4_9ASCO	Histone H3	CXQ85_002564 CXQ85_003420
A0A2V1AQR6	A0A2V1AQR6_9ASCO	DFDF domain-containing protein	CXQ85_003704
A0A2V1AQR9	A0A2V1AQR9_9ASCO	non-specific serine/threonine protein kinase (EC 2.7.11.1)	CXQ85_001617
A0A2V1AQS0	A0A2V1AQS0_9ASCO	Glycerol-3-phosphate dehydrogenase [NAD(+)] (EC 1.1.1.8)	CXQ85_003714
A0A2V1AQS1	A0A2V1AQS1_9ASCO	40S ribosomal protein S13	CXQ85_001863
A0A2V1AQS6	A0A2V1AQS6_9ASCO	histone deacetylase (EC 3.5.1.98)	CXQ85_002208
A0A2V1AQS7	A0A2V1AQS7_9ASCO	Protein BFR2	CXQ85_001981
A0A2V1AQS9	A0A2V1AQS9_9ASCO	isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase)	CXQ85_002023
A0A2V1AQT0	A0A2V1AQT0_9ASCO	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	CXQ85_001873
A0A2V1AQT2	A0A2V1AQT2_9ASCO	Mitochondrial pyruvate carrier	CXQ85_001628
A0A2V1AQT6	A0A2V1AQT6_9ASCO	Fork-head transcriptional regulator 2	CXQ85_002218
A0A2V1AQT8	A0A2V1AQT8_9ASCO	Lactoylglutathione lyase (EC 4.4.1.5) (Glyoxalase I)	CXQ85_001936
A0A2V1AQU0	A0A2V1AQU0_9ASCO	60S ribosomal protein L41	CXQ85_001884
A0A2V1AQU2	A0A2V1AQU2_9ASCO	Nuclear pore protein	CXQ85_002392
A0A2V1AQU3	A0A2V1AQU3_9ASCO	Chitobiosyldiphosphodolichol beta-mannosyltransferase (EC 2.4.1.142) (Asparagine-linked glycosylation protein 1) (Beta-1,4-mannosyltransferase) (GDP-Man:GlcNAc2-PP-dolichol mannosyltransferase) (GDP-mannose-dolichol diphosphochitobiose mannosyltransferase)	CXQ85_002230
A0A2V1AQU6	A0A2V1AQU6_9ASCO	Zn(2)-C6 fungal-type domain-containing protein	CXQ85_002002
A0A2V1AQU8	A0A2V1AQU8_9ASCO	Cwf19-like C-terminal domain-containing protein	CXQ85_001947
A0A2V1AQV0	A0A2V1AQV0_9ASCO	CHCH domain-containing protein	CXQ85_001894
A0A2V1AQV5	A0A2V1AQV5_9ASCO	tRNA-5-taurinomethyluridine 2-sulfurtransferase (EC 2.8.1.14)	CXQ85_002403
A0A2V1AQV8	A0A2V1AQV8_9ASCO	AP complex subunit beta	CXQ85_001957
A0A2V1AQW0	A0A2V1AQW0_9ASCO	Geranylgeranyl transferase type-2 subunit beta (EC 2.5.1.60)	CXQ85_001673
A0A2V1AQW1	A0A2V1AQW1_9ASCO	C3H1-type domain-containing protein	CXQ85_001904
A0A2V1AQW5	A0A2V1AQW5_9ASCO	ATP synthase subunit 4	CXQ85_003190
A0A2V1AQX2	A0A2V1AQX2_9ASCO	5'-3' exoribonuclease (EC 3.1.13.-)	CXQ85_002033
A0A2V1AQX5	A0A2V1AQX5_9ASCO	BHLH domain-containing protein	CXQ85_001683
A0A2V1AQX6	A0A2V1AQX6_9ASCO	Proteasome alpha-type subunits domain-containing protein	CXQ85_003482
A0A2V1AQX9	A0A2V1AQX9_9ASCO	protein disulfide-isomerase (EC 5.3.4.1)	CXQ85_002075
A0A2V1AQY0	A0A2V1AQY0_9ASCO	Alpha-1,2-mannosyltransferase MNN2	CXQ85_001924
A0A2V1AQY2	A0A2V1AQY2_9ASCO	sphingolipid C(9)-methyltransferase (EC 2.1.1.317)	CXQ85_002271
A0A2V1AQY5	A0A2V1AQY5_9ASCO	Pre-mRNA-splicing factor CWC25	CXQ85_003210
A0A2V1AQY6	A0A2V1AQY6_9ASCO	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST2 (Oligosaccharyl transferase subunit OST2)	CXQ85_003492
A0A2V1AQZ0	A0A2V1AQZ0_9ASCO	Probable metalloreductase AIM14	CXQ85_003502
A0A2V1AQZ1	A0A2V1AQZ1_9ASCO	AAA+ ATPase domain-containing protein	CXQ85_002086
A0A2V1AQZ2	A0A2V1AQZ2_9ASCO	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	CXQ85_001935
A0A2V1AQZ3	A0A2V1AQZ3_9ASCO	Topoisomerase 1-associated factor 1	CXQ85_002281
A0A2V1AQZ6	A0A2V1AQZ6_9ASCO	Translation factor GUF1, mitochondrial	CXQ85_003221
A0A2V1AQZ9	A0A2V1AQZ9_9ASCO	Malate dehydrogenase (EC 1.1.1.37)	CXQ85_003513
A0A2V1AR01	A0A2V1AR01_9ASCO	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	CXQ85_002096
A0A2V1AR03	A0A2V1AR03_9ASCO	Mediator of RNA polymerase II transcription subunit 14 (Mediator complex subunit 14)	CXQ85_002292
A0A2V1AR05	A0A2V1AR05_9ASCO	Vacuolar aspartic protease	CXQ85_001954
A0A2V1AR06	A0A2V1AR06_9ASCO	Uncharacterized protein	CXQ85_003233
A0A2V1AR08	A0A2V1AR08_9ASCO	glucan endo-1,3-beta-D-glucosidase (EC 3.2.1.39)	CXQ85_003525
A0A2V1AR11	A0A2V1AR11_9ASCO	SURF1-like protein	CXQ85_002106
A0A2V1AR17	A0A2V1AR17_9ASCO	Aprataxin C2HE/C2H2/C2HC zinc finger domain-containing protein	CXQ85_002019
A0A2V1AR20	A0A2V1AR20_9ASCO	Calcineurin subunit B (Calcineurin regulatory subunit) (Protein phosphatase 2B regulatory subunit)	CXQ85_001733
A0A2V1AR23	A0A2V1AR23_9ASCO	NOT2/NOT3/NOT5 C-terminal domain-containing protein	CXQ85_001967
A0A2V1AR26	A0A2V1AR26_9ASCO	THO complex subunit 2	CXQ85_003255
A0A2V1AR27	A0A2V1AR27_9ASCO	histone acetyltransferase (EC 2.3.1.48)	CXQ85_003547
A0A2V1AR35	A0A2V1AR35_9ASCO	DUF676 domain-containing protein	CXQ85_002324
A0A2V1AR37	A0A2V1AR37_9ASCO	Anaphase-promoting complex subunit cut9	CXQ85_003265
A0A2V1AR39	A0A2V1AR39_9ASCO	TATA-binding protein interacting (TIP20) domain-containing protein	CXQ85_001753
A0A2V1AR41	A0A2V1AR41_9ASCO	Phosphoenolpyruvate carboxykinase (ATP) (EC 4.1.1.49)	CXQ85_002040
A0A2V1AR46	A0A2V1AR46_9ASCO	Ribosomal protein S17	CXQ85_003568
A0A2V1AR47	A0A2V1AR47_9ASCO	Major facilitator superfamily (MFS) profile domain-containing protein	CXQ85_004201
A0A2V1AR48	A0A2V1AR48_9ASCO	leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase)	CXQ85_001763
A0A2V1AR50	A0A2V1AR50_9ASCO	Endoplasmic reticulum lectin (Protein OS-9 homolog)	CXQ85_002115
A0A2V1AR51	A0A2V1AR51_9ASCO	cAMP-dependent protein kinase type 2	CXQ85_002146
A0A2V1AR54	A0A2V1AR54_9ASCO	DOA4-independent degradation protein 4	CXQ85_002344
A0A2V1AR55	A0A2V1AR55_9ASCO	glutamine--fructose-6-phosphate transaminase (isomerizing) (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (Hexosephosphate aminotransferase)	CXQ85_002006
A0A2V1AR58	A0A2V1AR58_9ASCO	Choline/carnitine acyltransferase domain-containing protein	CXQ85_003287
A0A2V1AR62	A0A2V1AR62_9ASCO	Guanine nucleotide-binding protein alpha-2 subunit	CXQ85_002008
A0A2V1AR64	A0A2V1AR64_9ASCO	E2 ubiquitin-conjugating enzyme (EC 2.3.2.23)	CXQ85_002354
A0A2V1AR66	A0A2V1AR66_9ASCO	N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234)	CXQ85_004221
A0A2V1AR69	A0A2V1AR69_9ASCO	DNA-directed RNA polymerase (EC 2.7.7.6)	CXQ85_003297
A0A2V1AR70	A0A2V1AR70_9ASCO	threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase)	CXQ85_002135
A0A2V1AR71	A0A2V1AR71_9ASCO	Methyltransferase type 11 domain-containing protein	CXQ85_002166
A0A2V1AR72	A0A2V1AR72_9ASCO	Major facilitator superfamily (MFS) profile domain-containing protein	CXQ85_002018
A0A2V1AR75	A0A2V1AR75_9ASCO	Uncharacterized protein	CXQ85_004231
A0A2V1AR76	A0A2V1AR76_9ASCO	F-box domain-containing protein	CXQ85_002071
A0A2V1AR77	A0A2V1AR77_9ASCO	Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	CXQ85_001795
A0A2V1AR80	A0A2V1AR80_9ASCO	DNA-directed RNA polymerase subunit	CXQ85_002145
A0A2V1AR86	A0A2V1AR86_9ASCO	DASH complex subunit SPC34 (Outer kinetochore protein SPC34)	CXQ85_002082
A0A2V1AR88	A0A2V1AR88_9ASCO	Amino acid permease/ SLC12A domain-containing protein	CXQ85_002037
A0A2V1AR90	A0A2V1AR90_9ASCO	non-specific serine/threonine protein kinase (EC 2.7.11.1)	CXQ85_002187
A0A2V1AR95	A0A2V1AR95_9ASCO	Metal ion transporter	CXQ85_002384
A0A2V1AR98	A0A2V1AR98_9ASCO	Enhancer of polycomb-like protein	CXQ85_002047
A0A2V1ARA0	A0A2V1ARA0_9ASCO	Mitogen-activated protein kinase (EC 2.7.11.24)	CXQ85_002049
A0A2V1ARA3	A0A2V1ARA3_9ASCO	O-acyltransferase	CXQ85_002165
A0A2V1ARA4	A0A2V1ARA4_9ASCO	Non-structural maintenance of chromosomes element 1 homolog (EC 2.3.2.27)	CXQ85_004262
A0A2V1ARA5	A0A2V1ARA5_9ASCO	BING4 C-terminal domain-containing protein	CXQ85_002102
A0A2V1ARA8	A0A2V1ARA8_9ASCO	SPX domain-containing protein	CXQ85_001825
A0A2V1ARB0	A0A2V1ARB0_9ASCO	Large ribosomal subunit protein mL53	CXQ85_002059
A0A2V1ARB1	A0A2V1ARB1_9ASCO	M-phase inducer phosphatase (EC 3.1.3.48)	CXQ85_002207
A0A2V1ARB4	A0A2V1ARB4_9ASCO	cAMP-dependent protein kinase regulatory subunit	CXQ85_002176
A0A2V1ARB7	A0A2V1ARB7_9ASCO	t-SNARE coiled-coil homology domain-containing protein	CXQ85_002068
A0A2V1ARB9	A0A2V1ARB9_9ASCO	General negative regulator of transcription subunit	CXQ85_003651
A0A2V1ARC0	A0A2V1ARC0_9ASCO	Pre-mRNA-splicing factor SYF2	CXQ85_002070
A0A2V1ARC3	A0A2V1ARC3_9ASCO	Acyl-coenzyme A oxidase	CXQ85_003661
A0A2V1ARC4	A0A2V1ARC4_9ASCO	Uncharacterized protein	CXQ85_002186
A0A2V1ARC6	A0A2V1ARC6_9ASCO	inositol-3-phosphate synthase (EC 5.5.1.4)	CXQ85_002122
A0A2V1ARC8	A0A2V1ARC8_9ASCO	Bicarbonate transporter-like transmembrane domain-containing protein	CXQ85_002078
A0A2V1ARD5	A0A2V1ARD5_9ASCO	AMP-dependent synthetase/ligase domain-containing protein	CXQ85_001855
A0A2V1ARD7	A0A2V1ARD7_9ASCO	F-BAR domain-containing protein	CXQ85_002196
A0A2V1ARD8	A0A2V1ARD8_9ASCO	Cell division control protein 25	CXQ85_003357
A0A2V1ARE1	A0A2V1ARE1_9ASCO	ENTH domain-containing protein	CXQ85_003681
A0A2V1ARE3	A0A2V1ARE3_9ASCO	Spliceosomal protein DIB1	CXQ85_002240
A0A2V1ARE4	A0A2V1ARE4_9ASCO	Proteasome assembly chaperone 2	CXQ85_002142
A0A2V1ARE7	A0A2V1ARE7_9ASCO	Peroxisomal hydratase-dehydrogenase-epimerase	CXQ85_002206
A0A2V1ARE8	A0A2V1ARE8_9ASCO	Inclusion body clearance protein IML2	CXQ85_003367
A0A2V1ARF0	A0A2V1ARF0_9ASCO	Tethering factor for nuclear proteasome STS1	CXQ85_002101
A0A2V1ARF2	A0A2V1ARF2_9ASCO	Replication protein A C-terminal domain-containing protein	CXQ85_002152
A0A2V1ARF3	A0A2V1ARF3_9ASCO	Biotin synthase	CXQ85_001875
A0A2V1ARF5	A0A2V1ARF5_9ASCO	non-specific serine/threonine protein kinase (EC 2.7.11.1)	CXQ85_002250
A0A2V1ARF6	A0A2V1ARF6_9ASCO	Zn(2)-C6 fungal-type domain-containing protein	CXQ85_002109
A0A2V1ARF7	A0A2V1ARF7_9ASCO	GOLD domain-containing protein	CXQ85_002216
A0A2V1ARG0	A0A2V1ARG0_9ASCO	Mediator of RNA polymerase II transcription subunit 17 (Mediator complex subunit 17)	MED17 CXQ85_003701
A0A2V1ARG1	A0A2V1ARG1_9ASCO	Bromo domain-containing protein	CXQ85_002111
A0A2V1ARG4	A0A2V1ARG4_9ASCO	Anaphase-promoting complex subunit 4-like WD40 domain-containing protein	CXQ85_004325
A0A2V1ARG5	A0A2V1ARG5_9ASCO	Pre-mRNA-splicing factor SLU7	CXQ85_002260
A0A2V1ARG7	A0A2V1ARG7_9ASCO	ethanolamine-phosphate cytidylyltransferase (EC 2.7.7.14) (CTP:phosphoethanolamine cytidylyltransferase)	CXQ85_002227
A0A2V1ARG9	A0A2V1ARG9_9ASCO	cytochrome-b5 reductase (EC 1.6.2.2)	CXQ85_003711
A0A2V1ARH1	A0A2V1ARH1_9ASCO	chitinase (EC 3.2.1.14)	CXQ85_002121
A0A2V1ARH5	A0A2V1ARH5_9ASCO	isocitrate dehydrogenase (NAD(+)) (EC 1.1.1.41) (Isocitric dehydrogenase) (NAD(+)-specific ICDH)	CXQ85_002129
A0A2V1ARH7	A0A2V1ARH7_9ASCO	Deacetylase sirtuin-type domain-containing protein	CXQ85_002270
A0A2V1ARH8	A0A2V1ARH8_9ASCO	Mediator of RNA polymerase II transcription subunit 21	CXQ85_003721
A0A2V1ARI1	A0A2V1ARI1_9ASCO	Late endosomal/lysosomal adaptor and MAPK and MTOR activator 1	CXQ85_003397
A0A2V1ARI2	A0A2V1ARI2_9ASCO	Mannan polymerase complex subunit MNN9	CXQ85_001906
A0A2V1ARI9	A0A2V1ARI9_9ASCO	Amino acid transporter transmembrane domain-containing protein	CXQ85_002280
A0A2V1ARJ3	A0A2V1ARJ3_9ASCO	Endoplasmic reticulum transmembrane protein	CXQ85_002193
A0A2V1ARJ7	A0A2V1ARJ7_9ASCO	Casein kinase II subunit beta (CK II beta)	CXQ85_001658
A0A2V1ARJ8	A0A2V1ARJ8_9ASCO	Ribosomal RNA-processing protein 1	CXQ85_002259
A0A2V1ARJ9	A0A2V1ARJ9_9ASCO	Protein kinase domain-containing protein	CXQ85_002291
A0A2V1ARK0	A0A2V1ARK0_9ASCO	RING-type domain-containing protein	CXQ85_002151
A0A2V1ARK2	A0A2V1ARK2_9ASCO	Actin-like protein ARP9	CXQ85_002203
A0A2V1ARK3	A0A2V1ARK3_9ASCO	Photolyase/cryptochrome alpha/beta domain-containing protein	CXQ85_004204
A0A2V1ARK4	A0A2V1ARK4_9ASCO	HIT-type domain-containing protein	CXQ85_002159
A0A2V1ARK6	A0A2V1ARK6_9ASCO	GPI mannosyltransferase 2 (EC 2.4.1.-)	CXQ85_003418
A0A2V1ARL3	A0A2V1ARL3_9ASCO	Plasma membrane ATPase (EC 7.1.2.1)	CXQ85_002213
A0A2V1ARL6	A0A2V1ARL6_9ASCO	ERAD-associated E3 ubiquitin-protein ligase component HRD3	CXQ85_001680
A0A2V1ARL7	A0A2V1ARL7_9ASCO	Serine/threonine-protein kinase PHO85	CXQ85_003428
A0A2V1ARL8	A0A2V1ARL8_9ASCO	Translation machinery-associated protein 22	CXQ85_004224
A0A2V1ARL9	A0A2V1ARL9_9ASCO	Lysophospholipase (EC 3.1.1.5)	CXQ85_002172
A0A2V1ARM2	A0A2V1ARM2_9ASCO	Peroxisome assembly protein 12 (Peroxin-12)	CXQ85_002180
A0A2V1ARM8	A0A2V1ARM8_9ASCO	Mitochondrial import inner membrane translocase subunit TIM14 (Presequence translocated-associated motor subunit PAM18)	CXQ85_004234
A0A2V1ARM9	A0A2V1ARM9_9ASCO	Cation-transporting P-type ATPase N-terminal domain-containing protein	CXQ85_002182
A0A2V1ARN3	A0A2V1ARN3_9ASCO	DNA repair and recombination protein RAD26	CXQ85_002190
A0A2V1ARN6	A0A2V1ARN6_9ASCO	Major facilitator superfamily (MFS) profile domain-containing protein	CXQ85_002323
A0A2V1ARN7	A0A2V1ARN7_9ASCO	Transcription elongation factor SPT4	CXQ85_004244
A0A2V1ARN9	A0A2V1ARN9_9ASCO	HTH APSES-type domain-containing protein	CXQ85_002192
A0A2V1ARP1	A0A2V1ARP1_9ASCO	Zn(2)-C6 fungal-type domain-containing protein	CXQ85_002246
A0A2V1ARP3	A0A2V1ARP3_9ASCO	Cyclic nucleotide-binding domain-containing protein	CXQ85_001710
A0A2V1ARP5	A0A2V1ARP5_9ASCO	Actin interacting protein 3 C-terminal domain-containing protein	CXQ85_004409
A0A2V1ARP6	A0A2V1ARP6_9ASCO	DNA helicase (EC 3.6.4.12)	CXQ85_002333
A0A2V1ARP7	A0A2V1ARP7_9ASCO	GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I)	CXQ85_004255
A0A2V1ARP8	A0A2V1ARP8_9ASCO	C2H2-type domain-containing protein	CXQ85_001979
A0A2V1ARQ1	A0A2V1ARQ1_9ASCO	ATP-dependent RNA helicase (EC 3.6.4.13)	CXQ85_002256
A0A2V1ARQ2	A0A2V1ARQ2_9ASCO	Delta(24(24(1)))-sterol reductase (EC 1.3.1.71) (C-24(28) sterol reductase) (Sterol Delta(24(28))-reductase)	CXQ85_002210
A0A2V1ARQ6	A0A2V1ARQ6_9ASCO	HSF-type DNA-binding domain-containing protein	CXQ85_004265
A0A2V1ARQ7	A0A2V1ARQ7_9ASCO	Adenylyl-sulfate kinase (EC 2.7.1.25)	CXQ85_002343
A0A2V1ARQ9	A0A2V1ARQ9_9ASCO	U1-type domain-containing protein	CXQ85_002266
A0A2V1ARR0	A0A2V1ARR0_9ASCO	Zn(2)-C6 fungal-type domain-containing protein	CXQ85_001730
A0A2V1ARR2	A0A2V1ARR2_9ASCO	PUM-HD domain-containing protein	CXQ85_002212
A0A2V1ARR3	A0A2V1ARR3_9ASCO	Mid2 domain-containing protein	CXQ85_003469
A0A2V1ARR5	A0A2V1ARR5_9ASCO	Ran GTPase-activating protein 1	CXQ85_001740
A0A2V1ARS1	A0A2V1ARS1_9ASCO	Rab-GAP TBC domain-containing protein	CXQ85_002353
A0A2V1ARS3	A0A2V1ARS3_9ASCO	Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 90 kDa subunit homolog) (eIF3 p90) (Translation initiation factor eIF3, p90 subunit homolog)	PRT1 CXQ85_003480
A0A2V1ARS8	A0A2V1ARS8_9ASCO	Ribosomal lysine N-methyltransferase 4 (EC 2.1.1.-)	CXQ85_002287
A0A2V1ART4	A0A2V1ART4_9ASCO	SPX domain-containing protein	CXQ85_004298
A0A2V1ARU0	A0A2V1ARU0_9ASCO	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)	CXQ85_004453
A0A2V1ARU1	A0A2V1ARU1_9ASCO	Protein kinase domain-containing protein	CXQ85_003500
A0A2V1ARU4	A0A2V1ARU4_9ASCO	ribose-phosphate diphosphokinase (EC 2.7.6.1)	CXQ85_001770
A0A2V1ARU5	A0A2V1ARU5_9ASCO	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	CXQ85_002342
A0A2V1ARU6	A0A2V1ARU6_9ASCO	Major facilitator superfamily (MFS) profile domain-containing protein	CXQ85_002031
A0A2V1ARU7	A0A2V1ARU7_9ASCO	Succinate dehydrogenase assembly factor 2, mitochondrial (SDH assembly factor 2) (SDHAF2)	CXQ85_002263
A0A2V1ARV1	A0A2V1ARV1_9ASCO	tRNA-intron lyase (EC 4.6.1.16)	CXQ85_002307
A0A2V1ARV3	A0A2V1ARV3_9ASCO	Uncharacterized protein	CXQ85_002255
A0A2V1ARV6	A0A2V1ARV6_9ASCO	Major facilitator superfamily (MFS) profile domain-containing protein	CXQ85_002273
A0A2V1ARV9	A0A2V1ARV9_9ASCO	RNA helicase (EC 3.6.4.13)	CXQ85_001792
A0A2V1ARW1	A0A2V1ARW1_9ASCO	Actin-related protein 2/3 complex subunit 4	CXQ85_003523
A0A2V1ARW2	A0A2V1ARW2_9ASCO	Multiprotein-bridging factor 1	CXQ85_002319
A0A2V1ARW3	A0A2V1ARW3_9ASCO	HTH APSES-type domain-containing protein	CXQ85_002265
A0A2V1ARW4	A0A2V1ARW4_9ASCO	LNS2/PITP domain-containing protein	CXQ85_002394
A0A2V1ARW5	A0A2V1ARW5_9ASCO	Cyclin-like domain-containing protein	CXQ85_002283
A0A2V1ARW6	A0A2V1ARW6_9ASCO	NDT80 domain-containing protein	CXQ85_002051
A0A2V1ARX0	A0A2V1ARX0_9ASCO	Multiple RNA-binding domain-containing protein 1	CXQ85_004483
A0A2V1ARX1	A0A2V1ARX1_9ASCO	Signal peptidase complex catalytic subunit SEC11 (EC 3.4.21.89)	CXQ85_003533
A0A2V1ARX7	A0A2V1ARX7_9ASCO	Mediator of RNA polymerase II transcription subunit 18 (Mediator complex subunit 18)	MED18 CXQ85_002372
A0A2V1ARX9	A0A2V1ARX9_9ASCO	Type 1 phosphatases regulator	CXQ85_002408
A0A2V1ARY1	A0A2V1ARY1_9ASCO	Preprotein translocase, SecY subunit	CXQ85_004493
A0A2V1ARY5	A0A2V1ARY5_9ASCO	AMP deaminase (EC 3.5.4.6)	CXQ85_004358
A0A2V1ARY7	A0A2V1ARY7_9ASCO	NupC family nucleoside transporter	CXQ85_002304
A0A2V1ARY8	A0A2V1ARY8_9ASCO	CS domain-containing protein	CXQ85_002382
A0A2V1ARZ0	A0A2V1ARZ0_9ASCO	Fatty acid desaturase domain-containing protein	CXQ85_004503
A0A2V1ARZ2	A0A2V1ARZ2_9ASCO	Vacuolar protein sorting-associated protein 54 C-terminal domain-containing protein	CXQ85_002419
A0A2V1ARZ3	A0A2V1ARZ3_9ASCO	Protein transport protein SEC22	CXQ85_001832
A0A2V1ARZ4	A0A2V1ARZ4_9ASCO	Cytochrome c oxidase subunit 6, mitochondrial (Cytochrome c oxidase polypeptide VI)	CXQ85_004370
A0A2V1ARZ5	A0A2V1ARZ5_9ASCO	Protein kinase domain-containing protein	CXQ85_002296
A0A2V1ARZ7	A0A2V1ARZ7_9ASCO	FH2 domain-containing protein	CXQ85_004513
A0A2V1ARZ8	A0A2V1ARZ8_9ASCO	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	CXQ85_003566
A0A2V1ARZ9	A0A2V1ARZ9_9ASCO	10 kDa heat shock protein, mitochondrial	CXQ85_002316
A0A2V1AS04	A0A2V1AS04_9ASCO	FAD dependent oxidoreductase domain-containing protein	CXQ85_004380
A0A2V1AS06	A0A2V1AS06_9ASCO	Succinate dehydrogenase assembly factor 3 (SDH assembly factor 3) (SDHAF3)	CXQ85_002093
A0A2V1AS08	A0A2V1AS08_9ASCO	Phosphoribosyltransferase domain-containing protein	CXQ85_004523
A0A2V1AS14	A0A2V1AS14_9ASCO	DNA repair protein RAD2	CXQ85_004390
A0A2V1AS15	A0A2V1AS15_9ASCO	GTP-binding protein ypt5	CXQ85_002318
A0A2V1AS17	A0A2V1AS17_9ASCO	Dihydroorotate dehydrogenase (quinone), mitochondrial (DHOdehase) (EC 1.3.5.2)	CXQ85_002103
A0A2V1AS18	A0A2V1AS18_9ASCO	Anaphase-promoting complex subunit 11	CXQ85_004535
A0A2V1AS21	A0A2V1AS21_9ASCO	TLC domain-containing protein	CXQ85_004402
A0A2V1AS22	A0A2V1AS22_9ASCO	protein-tyrosine-phosphatase (EC 3.1.3.48)	CXQ85_001862
A0A2V1AS23	A0A2V1AS23_9ASCO	Kinesin-like protein	CXQ85_002379
A0A2V1AS24	A0A2V1AS24_9ASCO	DNA replication regulator SLD2	CXQ85_002328
A0A2V1AS30	A0A2V1AS30_9ASCO	NUDE domain-containing protein	CXQ85_002346
A0A2V1AS33	A0A2V1AS33_9ASCO	L-serine ammonia-lyase (EC 4.3.1.17)	CXQ85_002390
A0A2V1AS34	A0A2V1AS34_9ASCO	MICOS complex subunit MIC60 (Mitofilin)	CXQ85_002338
A0A2V1AS35	A0A2V1AS35_9ASCO	Phosphoribomutase	CXQ85_003609
A0A2V1AS36	A0A2V1AS36_9ASCO	AMP-dependent synthetase/ligase domain-containing protein	CXQ85_002123
A0A2V1AS37	A0A2V1AS37_9ASCO	CID domain-containing protein	CXQ85_002428
A0A2V1AS40	A0A2V1AS40_9ASCO	Ribosome biogenesis protein NSA1	CXQ85_004422
A0A2V1AS44	A0A2V1AS44_9ASCO	SCD domain-containing protein	CXQ85_002401
A0A2V1AS45	A0A2V1AS45_9ASCO	Exocyst complex component SEC5	CXQ85_002348
A0A2V1AS46	A0A2V1AS46_9ASCO	Amine oxidase (EC 1.4.3.-)	CXQ85_002133
A0A2V1AS50	A0A2V1AS50_9ASCO	Serine/threonine-protein phosphatase (EC 3.1.3.16)	CXQ85_001893
A0A2V1AS52	A0A2V1AS52_9ASCO	Zinc finger PHD-type domain-containing protein	CXQ85_002366
A0A2V1AS53	A0A2V1AS53_9ASCO	COP9 signalosome complex subunit 5	CXQ85_003629
A0A2V1AS57	A0A2V1AS57_9ASCO	Bud emergence protein 1	CXQ85_004193
A0A2V1AS61	A0A2V1AS61_9ASCO	BRO1 domain-containing protein	CXQ85_002415
A0A2V1AS62	A0A2V1AS62_9ASCO	non-specific serine/threonine protein kinase (EC 2.7.11.1)	CXQ85_003639
A0A2V1AS67	A0A2V1AS67_9ASCO	Large ribosomal subunit protein uL3 (60S ribosomal protein L3)	CXQ85_002368
A0A2V1AS69	A0A2V1AS69_9ASCO	ferroxidase (EC 1.16.3.1)	CXQ85_004456
A0A2V1AS70	A0A2V1AS70_9ASCO	homocitrate synthase (EC 2.3.3.14)	CXQ85_000032
A0A2V1AS71	A0A2V1AS71_9ASCO	palmitoyl-CoA hydrolase (EC 3.1.2.2)	CXQ85_002425
