Entry	Entry Name	Protein names	Gene Names
Q9Y7C4	ROK1_CANAL	ATP-dependent RNA helicase CHR1 (EC 3.6.4.13)	CHR1 ROK1 CAALFM_C112600CA CaO19.11240 CaO19.3756
Q9Y872	MET3_CANAL	Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT)	MET3 CAALFM_C113870WA CaO19.12492 CaO19.5025
A0A1D8PC84	A0A1D8PC84_CANAL	Glutathione hydrolase (EC 2.3.2.2) (EC 3.4.19.13) (Gamma-glutamyltransferase) (Gamma-glutamyltranspeptidase)	CIS2 CAALFM_C100550WA orf19.13474
A0A1D8PC97	A0A1D8PC97_CANAL	Tubulin beta chain	TUB2 CAALFM_C100710CA orf19.13455
A0A1D8PCB9	ERG2_CANAL	C-8 sterol isomerase ERG2 (EC 5.-.-.-) (Ergosterol biosynthetic protein 2)	ERG2 orf19.6026 CAALFM_C100800CA
A0A1D8PCD2	A0A1D8PCD2_CANAL	Pro-apoptotic serine protease NMA111 (Pro-apoptotic serine protease nma111)	NMA111 CAALFM_C100990CA orf19.10798
A0A1D8PCD3	NDUS4_CANAL	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	CAALFM_C101010WA orf19.10800
A0A1D8PCI6	RS4_CANAL	Small ribosomal subunit protein eS4 (40S ribosomal protein S4)	RPS42 orf19.3354 CAALFM_C101640WA
A0A1D8PCM0	A0A1D8PCM0_CANAL	separase (EC 3.4.22.49)	ESP1 CAALFM_C101670CA orf19.10864
A0A1D8PCM2	A0A1D8PCM2_CANAL	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.12)	GAL7 CAALFM_C102180WA orf19.11159
A0A1D8PCQ5	RL26B_CANAL	Large ribosomal subunit protein uL24 (60S ribosomal protein L26-B)	RPL26B orf19.3690.2 CAALFM_C102330CA
A0A1D8PCS7	A0A1D8PCS7_CANAL	glutaminase (EC 3.5.1.2)	SNO1 CAALFM_C102600WA orf19.10465
A0A1D8PCT0	A0A1D8PCT0_CANAL	1,3-beta-glucan synthase (EC 2.4.1.34) (1,3-beta-D-glucan-UDP glucosyltransferase)	GSC1 CAALFM_C102420CA orf19.10446
A0A1D8PCV7	A0A1D8PCV7_CANAL	Alpha-aminoadipate reductase (EC 1.2.1.31) (EC 1.2.1.95) (L-aminoadipate-semialdehyde dehydrogenase)	LYS2 CAALFM_C102820WA orf19.10487
A0A1D8PCX9	A0A1D8PCX9_CANAL	Ras family GTPase	TEM1 CAALFM_C103080CA orf19.10519
A0A1D8PCY1	A0A1D8PCY1_CANAL	Origin recognition complex subunit 1	ORC1 CAALFM_C103070CA orf19.10518
A0A1D8PCY8	A0A1D8PCY8_CANAL	mitochondrial processing peptidase (EC 3.4.24.64) (Beta-MPP)	MAS1 CAALFM_C103300CA orf19.10544
A0A1D8PCZ6	A0A1D8PCZ6_CANAL	Chromatin-remodeling ATPase	CAALFM_C103360WA orf19.10553
A0A1D8PDC4	A0A1D8PDC4_CANAL	ATP synthase subunit alpha	ATP1 CAALFM_C104610WA orf19.14144
A0A1D8PDC9	A0A1D8PDC9_CANAL	Probable vacuolar protein sorting-associated protein 16 homolog	VPS16 CAALFM_C104540CA orf19.14138
A0A1D8PDD2	A0A1D8PDD2_CANAL	Phospholipid-transporting ATPase (EC 7.6.2.1)	NEO1 CAALFM_C104630CA orf19.8405
A0A1D8PDE3	A0A1D8PDE3_CANAL	Coatomer subunit gamma	SEC21 CAALFM_C104830WA orf19.8379
A0A1D8PDF4	A0A1D8PDF4_CANAL	Exosome nuclease subunit	RRP6 CAALFM_C105050CA orf19.7719
A0A1D8PDI4	A0A1D8PDI4_CANAL	Zcf2p	ZCF2 CAALFM_C105340CA orf19.8061
A0A1D8PDL6	RL7A_CANAL	Large ribosomal subunit protein uL30 (60S ribosomal protein L7-A)	RPL7A orf19.2478.1 CAALFM_C105720WA
A0A1D8PDM8	A0A1D8PDM8_CANAL	DNA polymerase delta subunit 3	POL32 CAALFM_C105850WA orf19.10002
A0A1D8PDP3	A0A1D8PDP3_CANAL	Rgd1p	RGD1 CAALFM_C106020WA orf19.9979
A0A1D8PDP8	QCR10_CANAL	Cytochrome b-c1 complex subunit 10, mitochondrial (Complex III subunit 10)	QCR10 CAALFM_C106050CA orf19.2439.1
A0A1D8PDR2	A0A1D8PDR2_CANAL	Transcription factor	HAC1 CAALFM_C106130CA orf19.9968
A0A1D8PDT3	RS14B_CANAL	Small ribosomal subunit protein uS11 (40S ribosomal protein S14B)	RPS14B orf19.6265.1 CAALFM_C106450CA
A0A1D8PDU3	RS23B_CANAL	Small ribosomal subunit protein uS12 (40S ribosomal protein S23B)	RPS23A orf19.6253 CAALFM_C106580WA
A0A1D8PDU9	A0A1D8PDU9_CANAL	glutamate synthase (NADH) (EC 1.4.1.14)	GLT1 CAALFM_C106550WA orf19.13636
A0A1D8PDW1	A0A1D8PDW1_CANAL	Exosome non-catalytic core subunit	CAALFM_C106540CA orf19.13638
A0A1D8PE13	A0A1D8PE13_CANAL	Chromatin-remodeling ATPase	CAALFM_C107340WA orf19.11916
A0A1D8PE35	A0A1D8PE35_CANAL	Transcriptional activator HAP2	HAP2 CAALFM_C107680WA orf19.8814
A0A1D8PE37	A0A1D8PE37_CANAL	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase)	ADE4 CAALFM_C107710CA orf19.8818
A0A1D8PE63	A0A1D8PE63_CANAL	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (Gamma-glutamylcysteine synthetase)	GCS1 CAALFM_C107880CA orf19.12526
A0A1D8PE67	A0A1D8PE67_CANAL	Bifunctional aminoimidazole ribotide synthase/glycinamide ribotide synthase	ADE5:7 CAALFM_C107890CA orf19.12528
A0A1D8PE76	A0A1D8PE76_CANAL	non-specific serine/threonine protein kinase (EC 2.7.11.1)	IRE1 CAALFM_C107970CA orf19.12534
A0A1D8PE77	A0A1D8PE77_CANAL	Ubiquitin-activating enzyme E1-like	UBA2 CAALFM_C108020WA orf19.12540
A0A1D8PE85	A0A1D8PE85_CANAL	Bud6p	BUD6 CAALFM_C108120WA orf19.12553
A0A1D8PE87	A0A1D8PE87_CANAL	General negative regulator of transcription subunit	NOT5 CAALFM_C108300WA orf19.12573
A0A1D8PE92	A0A1D8PE92_CANAL	Endonuclease III homolog (EC 3.2.2.-) (EC 4.2.99.18) (Bifunctional DNA N-glycosylase/DNA-(apurinic or apyrimidinic site) lyase) (DNA glycosylase/AP lyase)	NTG1 CAALFM_C108200WA orf19.12564
A0A1D8PE97	A0A1D8PE97_CANAL	Glycine cleavage system P protein (EC 1.4.4.2)	GCV2 CAALFM_C108400CA orf19.8015
A0A1D8PEA0	A0A1D8PEA0_CANAL	Telomerase reverse transcriptase (EC 2.7.7.49) (Telomerase catalytic subunit)	TERT CAALFM_C108130CA orf19.12555
A0A1D8PEB4	A0A1D8PEB4_CANAL	Gcr3p	GCR3 CAALFM_C108420WA orf19.8017
A0A1D8PEB6	A0A1D8PEB6_CANAL	Chromatin structure-remodeling complex subunit SFH1 (RSC complex subunit SFH1) (SNF5 homolog 1)	SFH1 CAALFM_C108160WA orf19.12559
A0A1D8PEG2	A0A1D8PEG2_CANAL	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	ZWF1 CAALFM_C108980CA orf19.12218
A0A1D8PEG7	A0A1D8PEG7_CANAL	Arg81p	ARG81 CAALFM_C109090CA orf19.12230
A0A1D8PEH5	A0A1D8PEH5_CANAL	Alternative oxidase (EC 1.-.-.-)	AOX2 CAALFM_C109150WA orf19.12237
A0A1D8PEI4	A0A1D8PEI4_CANAL	Crp1p	CRP1 CAALFM_C109250WA orf19.12248
A0A1D8PEI6	A0A1D8PEI6_CANAL	Bifunctional acetylglutamate kinase/N-acetyl-gamma-glutamyl-phosphate reductase	ARG5:6 CAALFM_C109290CA orf19.12252
A0A1D8PEL1	ERG12_CANAL	Mevalonate kinase (MK) (MvK) (EC 2.7.1.36) (Ergosterol biosynthesis protein 12) (Regulation of autonomous replication protein 1)	ERG12 orf19.4809 CAALFM_C109460WA
A0A1D8PEM4	A0A1D8PEM4_CANAL	Alternative oxidase (EC 1.-.-.-)	AOX1 CAALFM_C109160WA orf19.4774
A0A1D8PER8	A0A1D8PER8_CANAL	ER oxidoreductin	ERO1 CAALFM_C110040WA orf19.12335
A0A1D8PEV2	A0A1D8PEV2_CANAL	Alkaline phosphatase (EC 3.1.3.1)	PHO8 CAALFM_C110430WA orf19.8599
A0A1D8PEV4	RL44_CANAL	Large ribosomal subunit protein eL42 (60S ribosomal protein L44)	RPL44 RPL42 orf19.4909.1 CAALFM_C110390CA
A0A1D8PEV5	A0A1D8PEV5_CANAL	Phosphatidylinositol-3-phosphatase	SAC1 CAALFM_C109990WA orf19.12329
A0A1D8PEX3	A0A1D8PEX3_CANAL	DNA-directed RNA polymerase subunit (EC 2.7.7.6)	RPA190 CAALFM_C110670CA orf19.9397
A0A1D8PEX6	A0A1D8PEX6_CANAL	DNA-(Apurinic or apyrimidinic site) lyase	APN2 CAALFM_C110650WA orf19.9394
A0A1D8PF14	A0A1D8PF14_CANAL	SnoRNA-binding rRNA-processing protein	CAALFM_C110880WA orf19.9866
A0A1D8PF22	A0A1D8PF22_CANAL	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1 (Oligosaccharyl transferase subunit WBP1)	WBP1 CAALFM_C111170WA orf19.9834
A0A1D8PF45	RL37B_CANAL	Large ribosomal subunit protein eL37 (60S ribosomal protein L37-B)	RPL37B orf19.667.1 CAALFM_C111360WA
A0A1D8PF54	A0A1D8PF54_CANAL	Phosphate transporter	PHO84 CAALFM_C111480WA orf19.8269
A0A1D8PF57	RL29_CANAL	Large ribosomal subunit protein eL29 (60S ribosomal protein L29)	RPL29 orf19.2310.1 CAALFM_C111040WA
A0A1D8PF68	A0A1D8PF68_CANAL	S-adenosylmethionine synthase (EC 2.5.1.6)	SAM2 CAALFM_C111450CA orf19.8272
A0A1D8PF81	A0A1D8PF81_CANAL	DNA helicase (EC 3.6.4.12)	CAS1 CAALFM_C111810WA orf19.8728
A0A1D8PFB0	A0A1D8PFB0_CANAL	ATP-binding cassette long-chain fatty acid transporter	PXA2 CAALFM_C112100CA orf19.12720
A0A1D8PFE0	A0A1D8PFE0_CANAL	Rhomboid-type serine protease (EC 3.4.21.105)	RBD1 CAALFM_C112290CA orf19.12698
A0A1D8PFE1	A0A1D8PFE1_CANAL	Csi2p	CSI2 CAALFM_C112310CA orf19.12697
A0A1D8PFE4	A0A1D8PFE4_CANAL	Recombinase	DLH1 CAALFM_C112560CA orf19.11244
A0A1D8PFE5	A0A1D8PFE5_CANAL	Rax2p	RAX2 CAALFM_C112510WA orf19.11249
A0A1D8PFG4	RL27A_CANAL	Large ribosomal subunit protein eL27 (60S ribosomal protein L27-A)	RPL27A CAALFM_C112390CA
A0A1D8PFI3	A0A1D8PFI3_CANAL	Ribokinase (RK) (EC 2.7.1.15)	RBK1 CAALFM_C112780WA orf19.13700
A0A1D8PFJ8	A0A1D8PFJ8_CANAL	DNA-directed RNA polymerases I, II, and III subunit RPABC1	CAALFM_C112820CA orf19.13696
A0A1D8PFK5	A0A1D8PFK5_CANAL	chitin synthase (EC 2.4.1.16)	CHS3 CAALFM_C113110CA
A0A1D8PFL7	A0A1D8PFL7_CANAL	26S proteasome regulatory subunit RPN1	RPN1 CAALFM_C113300CA orf19.12421
A0A1D8PFL9	RL14_CANAL	Large ribosomal subunit protein eL14 (60S ribosomal protein L14)	RPL14 RPL14B orf19.4931.1 CAALFM_C113050WA
A0A1D8PFM1	A0A1D8PFM1_CANAL	DNA mismatch repair protein	MSH6 CAALFM_C113170CA orf19.12411
A0A1D8PFN0	A0A1D8PFN0_CANAL	Ecm25p	ECM25 CAALFM_C113310WA orf19.12423
A0A1D8PFQ0	A0A1D8PFQ0_CANAL	FG-nucleoporin	NUP49 CAALFM_C113550CA orf19.12454
A0A1D8PFR4	A0A1D8PFR4_CANAL	Actin	ACT1 CAALFM_C113700WA orf19.12474
A0A1D8PFS4	A0A1D8PFS4_CANAL	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	GND1 CAALFM_C113860CA orf19.12491
A0A1D8PFV0	A0A1D8PFV0_CANAL	High-affinity iron permease	FTR1 CAALFM_C114130WA orf19.7219
A0A1D8PFV1	RL4B_CANAL	Large ribosomal subunit protein uL4 (60S ribosomal protein L4-B)	RPL4B RPL4 orf19.7217 CAALFM_C114110CA
A0A1D8PFV9	A0A1D8PFV9_CANAL	Histone-binding protein	SET3 CAALFM_C114140CA orf19.7221
A0A1D8PFX2	A0A1D8PFX2_CANAL	DNA-directed RNA polymerase core subunit	RPC10 CAALFM_C114390WA orf19.7255
A0A1D8PG16	RL38_CANAL	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	RPL38 orf19.2111.2 CAALFM_C200210WA
A0A1D8PG20	A0A1D8PG20_CANAL	Bifunctional 2-aminoadipate transaminase/aromatic-amino-acid:2-oxoglutarate transaminase	ARO8 CAALFM_C200340CA orf19.9645
A0A1D8PGB2	A0A1D8PGB2_CANAL	Peroxisome assembly protein 12 (Peroxin-12)	PEX12 CAALFM_C201150WA orf19.9560
A0A1D8PGB7	A0A1D8PGB7_CANAL	Epsin	ENT2 CAALFM_C201390WA orf19.9019
A0A1D8PGB8	CSA6_CANAL	Spindle pole body protein CSA6 (Chromosomal stability protein 6) (CaCSA6)	CSA6 CAALFM_C201420CA orf19.9022
A0A1D8PGE0	A0A1D8PGE0_CANAL	Dynein light chain	CAALFM_C201440CA orf19.1448.1
A0A1D8PGE3	A0A1D8PGE3_CANAL	UV excision repair protein RAD23	RAD23 CAALFM_C201850WA orf19.9071
A0A1D8PGF0	A0A1D8PGF0_CANAL	Lysophospholipase (EC 3.1.1.5)	PLB4.5 CAALFM_C201380WA orf19.9017
A0A1D8PGG5	A0A1D8PGG5_CANAL	Vacuolar protein sorting-associated protein 74	CAALFM_C202000WA orf19.9089
A0A1D8PGJ1	A0A1D8PGJ1_CANAL	Tlg2p	TLG2 CAALFM_C202210CA orf19.9112
A0A1D8PGL4	A0A1D8PGL4_CANAL	Cation-transporting ATPase (EC 7.2.2.-)	CAALFM_C202490CA orf19.9146
A0A1D8PGR1	A0A1D8PGR1_CANAL	18S rRNA aminocarboxypropyltransferase (EC 2.5.1.157)	TSR3 CAALFM_C203000CA orf19.13224
A0A1D8PGS7	A0A1D8PGS7_CANAL	phosphoribosylglycinamide formyltransferase 1 (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase)	ADE8 CAALFM_C203090CA orf19.13211
A0A1D8PGU2	A0A1D8PGU2_CANAL	Elongation of fatty acids protein (EC 2.3.1.-)	FEN12 CAALFM_C203230CA orf19.8526
A0A1D8PGU4	A0A1D8PGU4_CANAL	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	HEM2 CAALFM_C203300WA orf19.8517
A0A1D8PGY8	RS9B_CANAL	Small ribosomal subunit protein uS4 (40S ribosomal protein S9B)	RPS9B orf19.838.1 CAALFM_C203820CA
A0A1D8PGZ5	A0A1D8PGZ5_CANAL	DNA-directed DNA polymerase eta	RAD32 CAALFM_C203540WA orf19.8485
A0A1D8PH01	A0A1D8PH01_CANAL	alpha-1,2-Mannosidase (EC 3.2.1.-)	CAALFM_C203910CA orf19.8454
A0A1D8PH11	A0A1D8PH11_CANAL	Dck1p	DCK1 CAALFM_C204050CA orf19.8435
A0A1D8PH14	A0A1D8PH14_CANAL	Dck2p	DCK2 CAALFM_C204040CA orf19.8436
A0A1D8PH20	A0A1D8PH20_CANAL	Small nuclear ribonucleoprotein G (snRNP-G)	CAALFM_C203880CA orf19.836.1
A0A1D8PH27	A0A1D8PH27_CANAL	Ssy1p	SSY1 CAALFM_C204060CA orf19.8434
A0A1D8PH31	A0A1D8PH31_CANAL	TATA-binding protein-associated factor	TAF14 CAALFM_C204220CA orf19.8418
A0A1D8PH42	A0A1D8PH42_CANAL	Branched-chain-amino-acid aminotransferase (EC 2.6.1.42)	BAT21 CAALFM_C204230WA orf19.8417
A0A1D8PH43	A0A1D8PH43_CANAL	G protein subunit beta	STE4 CAALFM_C204210WA orf19.8419
A0A1D8PH52	ERG10_CANAL	Acetyl-CoA acetyltransferase (EC 2.3.1.9) (Acetoacetyl-CoA thiolase) (Ergosterol biosynthesis protein 10)	ERG10 POT14 orf19.1591 CAALFM_C204310WA
A0A1D8PH55	A0A1D8PH55_CANAL	4-aminobutyrate aminotransferase (EC 2.6.1.19) (GABA aminotransferase) (Gamma-amino-N-butyrate transaminase)	UGA1 CAALFM_C204190CA orf19.8421
A0A1D8PH56	A0A1D8PH56_CANAL	Folylpolyglutamate synthase (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase) (Tetrahydrofolylpolyglutamate synthase)	CAALFM_C204380CA orf19.11991
A0A1D8PH96	A0A1D8PH96_CANAL	Rho family GTPase	RHO3 CAALFM_C205030CA orf19.11018
A0A1D8PHB0	A0A1D8PHB0_CANAL	non-specific serine/threonine protein kinase (EC 2.7.11.1)	CDC15 CAALFM_C205140WA orf19.11029
A0A1D8PHD1	A0A1D8PHD1_CANAL	Importin N-terminal domain-containing protein	CAALFM_C205270WA orf19.11040
A0A1D8PHG7	A0A1D8PHG7_CANAL	mitogen-activated protein kinase kinase (EC 2.7.12.2)	MKK2 CAALFM_C205780CA orf19.14178
A0A1D8PHH7	A0A1D8PHH7_CANAL	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	IDP1 CAALFM_C205890CA orf19.12678
A0A1D8PHI0	A0A1D8PHI0_CANAL	Replication factor C subunit 1	RFC1 CAALFM_C205790CA orf19.14180
A0A1D8PHJ7	A0A1D8PHJ7_CANAL	Cntp	CNT CAALFM_C206020WA orf19.11600
A0A1D8PHP3	A0A1D8PHP3_CANAL	Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2)	SMD2 CAALFM_C206240WA orf19.5486.1
A0A1D8PHP6	A0A1D8PHP6_CANAL	non-specific serine/threonine protein kinase (EC 2.7.11.1)	SKY2 CAALFM_C206600WA orf19.7708
A0A1D8PHR0	A0A1D8PHR0_CANAL	valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase)	VAS1 CAALFM_C206640CA orf19.8875
A0A1D8PHT9	A0A1D8PHT9_CANAL	Acyl-CoA desaturase (EC 1.14.19.1)	OLE2 CAALFM_C207090CA orf19.9804
A0A1D8PHV8	A0A1D8PHV8_CANAL	DNA-directed RNA polymerase subunit	RPA12 CAALFM_C207300CA orf19.9827
A0A1D8PHX3	A0A1D8PHX3_CANAL	Serine/threonine-protein kinase TOR (EC 2.7.11.1)	TOR1 CAALFM_C207330WA orf19.9459
A0A1D8PI00	A0A1D8PI00_CANAL	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)	GDH2 CAALFM_C207900WA orf19.9738
A0A1D8PI07	A0A1D8PI07_CANAL	Serine/threonine protein kinase	RCK2 CAALFM_C207130CA orf19.9808
A0A1D8PI15	RS10A_CANAL	Small ribosomal subunit protein eS10 (40S ribosomal protein S10A)	RPS10 orf19.2179.2 CAALFM_C208040CA
A0A1D8PI26	A0A1D8PI26_CANAL	Vrp1p	VRP1 CAALFM_C207930CA orf19.9736
A0A1D8PI58	A0A1D8PI58_CANAL	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.15) (GlcNAc-1-P transferase) (N-acetylglucosamine-1-phosphate transferase)	ALG7 CAALFM_C207940CA orf19.9733
A0A1D8PI59	A0A1D8PI59_CANAL	Structural maintenance of chromosomes protein	SMC2 CAALFM_C208560WA orf19.11106
A0A1D8PI76	A0A1D8PI76_CANAL	Protein YOP1	CAALFM_C208160CA orf19.2168.3
A0A1D8PI78	TIM22_CANAL	Mitochondrial import inner membrane translocase subunit TIM22	TIM22 CAALFM_C208310WA orf19.1352
A0A1D8PIB5	A0A1D8PIB5_CANAL	Jem1p	JEM1 CAALFM_C208790WA orf19.11074
A0A1D8PIB6	A0A1D8PIB6_CANAL	Polyprenol reductase (EC 1.3.1.94)	DFG10 CAALFM_C208970CA orf19.7841
A0A1D8PID6	A0A1D8PID6_CANAL	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.2)	SPO11 CAALFM_C208820CA orf19.11071
A0A1D8PIH2	A0A1D8PIH2_CANAL	Purine-cytosine permease	FCY21 CAALFM_C209950WA orf19.8937
A0A1D8PIH5	A0A1D8PIH5_CANAL	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)] (EC 1.3.1.88)	CAALFM_C209500WA orf19.8982
A0A1D8PIH6	A0A1D8PIH6_CANAL	phosphoinositide 5-phosphatase (EC 3.1.3.36)	INP51 CAALFM_C209770CA orf19.8953
A0A1D8PIL8	A0A1D8PIL8_CANAL	Formate dehydrogenase (FDH) (EC 1.17.1.9) (NAD-dependent formate dehydrogenase)	CAALFM_C210070WA orf19.1775
A0A1D8PIP2	A0A1D8PIP2_CANAL	Kinesin-like protein	KIP2 CAALFM_C210310CA orf19.9315
A0A1D8PIP3	A0A1D8PIP3_CANAL	Chromatin modification-related protein	PHO23 CAALFM_C210220CA orf19.9328
A0A1D8PIP6	A0A1D8PIP6_CANAL	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	UBP8 CAALFM_C210140WA orf19.9336
A0A1D8PIR2	A0A1D8PIR2_CANAL	Gcn1p	GCN1 CAALFM_C210550CA orf19.12788
A0A1D8PJ08	A0A1D8PJ08_CANAL	DNA ligase (EC 6.5.1.1)	CAALFM_C300830CA orf19.6155
A0A1D8PJ25	ERG4_CANAL	Delta(24(24(1)))-sterol reductase (EC 1.3.1.71) (C-24(28) sterol reductase) (Ergosterol biosynthetic protein 4) (Sterol Delta(24(28))-reductase)	ERG4 orf19.5379 CAALFM_C300760WA
A0A1D8PJ29	A0A1D8PJ29_CANAL	chitin synthase (EC 2.4.1.16)	CHS8 CAALFM_C300710WA orf19.12839
A0A1D8PJ31	A0A1D8PJ31_CANAL	1-phosphatidylinositol-4-phosphate 5-kinase	MSS4 CAALFM_C301160WA orf19.10663
A0A1D8PJB0	A0A1D8PJB0_CANAL	Coatomer subunit alpha	CAALFM_C301720CA orf19.9241
A0A1D8PJD1	A0A1D8PJD1_CANAL	MRX complex DNA-binding subunit	RAD50 CAALFM_C302000WA orf19.9217
A0A1D8PJF9	A0A1D8PJF9_CANAL	Acetolactate synthase (EC 2.2.1.6)	ILV2 CAALFM_C302320WA orf19.9180
A0A1D8PJG4	A0A1D8PJG4_CANAL	RSC chromatin remodeling complex ATPase subunit	STH1 CAALFM_C302490CA orf19.7869
A0A1D8PJK7	A0A1D8PJK7_CANAL	Structural maintenance of chromosomes protein	SMC3 CAALFM_C302700WA orf19.7895
A0A1D8PJL5	A0A1D8PJL5_CANAL	SCF ubiquitin ligase complex subunit	HRT1 CAALFM_C302450WA orf19.233.1
A0A1D8PJL8	A0A1D8PJL8_CANAL	Purine nucleoside phosphorylase (EC 2.4.2.1) (Inosine-guanosine phosphorylase)	PNP1 CAALFM_C303180CA orf19.7949
A0A1D8PJN3	A0A1D8PJN3_CANAL	Phospholipid-transporting ATPase (EC 7.6.2.1)	DNF1 CAALFM_C303250WA orf19.7955
A0A1D8PJT8	QCR6_CANAL	Cytochrome b-c1 complex subunit 6, mitochondrial (Complex III subunit 6)	QCR6 CAALFM_C304080WA orf19.913.2
A0A1D8PJW1	A0A1D8PJW1_CANAL	V-SNARE protein	VTI1 CAALFM_C303400CA orf19.7970
A0A1D8PK00	A0A1D8PK00_CANAL	V-type proton ATPase proteolipid subunit	CUP5 CAALFM_C304390WA orf19.13307
A0A1D8PK22	RS15_CANAL	Small ribosomal subunit protein uS19 (40S ribosomal protein S15)	RPS15 orf19.5927 CAALFM_C304670CA
A0A1D8PK25	A0A1D8PK25_CANAL	SNAP receptor	VAM3 CAALFM_C304320WA orf19.13296
A0A1D8PK28	A0A1D8PK28_CANAL	DNA polymerase (EC 2.7.7.7)	POL1 CAALFM_C304300CA orf19.13294
A0A1D8PK40	RL19A_CANAL	Large ribosomal subunit protein eL19 (60S ribosomal protein L19-A)	RPL19A RPL19B orf19.5904 CAALFM_C304500CA
A0A1D8PK61	RS19A_CANAL	Small ribosomal subunit protein eS19 (40S ribosomal protein S19A)	RPS19A orf19.5996.1 CAALFM_C305200WA
A0A1D8PK74	A0A1D8PK74_CANAL	Tea1p	TEA1 CAALFM_C305470WA orf19.6985
A0A1D8PK89	GAP2_CANAL	General amino-acid permease GAP2	GAP2 CAALFM_C305580CA
A0A1D8PKA5	A0A1D8PKA5_CANAL	Lac1p	LAC1 CAALFM_C305730CA orf19.7354
A0A1D8PKB9	A0A1D8PKB9_CANAL	Branched-chain-amino-acid aminotransferase (EC 2.6.1.42)	BAT22 CAALFM_C305590CA orf19.6994
A0A1D8PKC2	A0A1D8PKC2_CANAL	Oleate-activated transcription factor	CTA4 CAALFM_C305930WA orf19.7374
A0A1D8PKD3	A0A1D8PKD3_CANAL	Nucleolar GTP-binding protein 1	NOG1 CAALFM_C306030WA orf19.7384
A0A1D8PKD5	A0A1D8PKD5_CANAL	Elongator complex protein 3 (EC 2.3.1.-)	ELP3 CAALFM_C306060WA orf19.7387
A0A1D8PKE9	A0A1D8PKE9_CANAL	DNA polymerase (EC 2.7.7.7)	REV3 CAALFM_C306080WA orf19.7390
A0A1D8PKH9	A0A1D8PKH9_CANAL	Jen1p	JEN1 CAALFM_C306580WA orf19.7447
A0A1D8PKI5	A0A1D8PKI5_CANAL	ATP-binding cassette alpha-factor transporter	HST6 CAALFM_C306510CA orf19.7440
A0A1D8PKJ2	A0A1D8PKJ2_CANAL	Taf60p	TAF60 CAALFM_C306650CA orf19.7454
A0A1D8PKL0	A0A1D8PKL0_CANAL	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	CYP5 CAALFM_C306360CA orf19.7421
A0A1D8PKM5	A0A1D8PKM5_CANAL	Phosphatidyl-N-methylethanolamine N-methyltransferase (EC 2.1.1.71) (Phospholipid methyltransferase) (PLMT)	OPI3 CAALFM_C306570CA orf19.7446
A0A1D8PKQ8	A0A1D8PKQ8_CANAL	Zfu2p	ZFU2 CAALFM_C307200CA orf19.14073
A0A1D8PKT0	A0A1D8PKT0_CANAL	Tcc1p	TCC1 CAALFM_C307560WA orf19.14026
A0A1D8PKW2	A0A1D8PKW2_CANAL	fructose-bisphosphatase (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase)	FBP1 CAALFM_C307830WA orf19.6178
A0A1D8PKY2	A0A1D8PKY2_CANAL	ferric-chelate reductase (NADPH) (EC 1.16.1.9)	FRP1 CAALFM_C400110CA orf19.13079
A0A1D8PKY4	A0A1D8PKY4_CANAL	1,3-beta-glucanosyltransferase (EC 2.4.1.-)	PHR3 CAALFM_C400090WA orf19.13077
A0A1D8PKZ3	A0A1D8PKZ3_CANAL	RNA helicase (EC 3.6.4.13)	SUB2 CAALFM_C400220CA orf19.13092
A0A1D8PKZ9	A0A1D8PKZ9_CANAL	ATP synthase subunit beta (EC 7.1.2.2)	ATP2 CAALFM_C400270WA orf19.13098
A0A1D8PL01	A0A1D8PL01_CANAL	CAAX prenyl protease (EC 3.4.24.84)	STE24 CAALFM_C400280WA orf19.13099
A0A1D8PL05	A0A1D8PL05_CANAL	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (Peroxin-10)	CAALFM_C400320CA orf19.13105
