Entry	Entry Name	Protein names	Gene Names
A0A2H0ZHC9	A0A2H0ZHC9_CANAR	Proliferating cell nuclear antigen	B9J08_004714 CA7LBN_004067
A0A2H0ZHD4	A0A2H0ZHD4_CANAR	Uncharacterized protein	B9J08_004749 CA7LBN_004038
A0A2H0ZHD5	A0A2H0ZHD5_CANAR	Uncharacterized protein	B9J08_004716
A0A2H0ZHI5	A0A2H0ZHI5_CANAR	E2 ubiquitin-conjugating enzyme (EC 2.3.2.23)	B9J08_004658
A0A2H0ZHL3	A0A2H0ZHL3_CANAR	Peptidase S59 domain-containing protein	B9J08_004611 CA7LBN_003986
A0A2H0ZHN5	A0A2H0ZHN5_CANAR	5'-3' exoribonuclease 1 (EC 3.1.13.-)	B9J08_004636
A0A2H0ZHN7	A0A2H0ZHN7_CANAR	Sodium/hydrogen exchanger	B9J08_004593
A0A2H0ZHP9	A0A2H0ZHP9_CANAR	C2H2-type domain-containing protein	B9J08_004624 CA7LBN_004147
A0A2H0ZHQ0	A0A2H0ZHQ0_CANAR	GTP-binding protein	B9J08_004588
A0A2H0ZHR4	A0A2H0ZHR4_CANAR	Zn(2)-C6 fungal-type domain-containing protein	B9J08_004819 CA7LBN_004171
A0A2H0ZHR9	A0A2H0ZHR9_CANAR	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	B9J08_004550
A0A2H0ZHS8	A0A2H0ZHS8_CANAR	Mitochondrial carrier protein	B9J08_004829 CA7LBN_004180
A0A2H0ZHT9	A0A2H0ZHT9_CANAR	glucan endo-1,3-beta-D-glucosidase (EC 3.2.1.39)	B9J08_004532
A0A2H0ZHV8	A0A2H0ZHV8_CANAR	Mitochondrial escape protein 2	B9J08_004849 CA7LBN_004196
A0A2H0ZHW0	A0A2H0ZHW0_CANAR	Small GTP-binding protein	B9J08_004524 CA7LBN_003909
A0A2H0ZHW2	A0A2H0ZHW2_CANAR	Zn(2)-C6 fungal-type domain-containing protein	B9J08_004820
A0A2H0ZHW4	A0A2H0ZHW4_CANAR	Uncharacterized protein	B9J08_004517
A0A2H0ZHY3	A0A2H0ZHY3_CANAR	Exocyst complex protein EXO70	B9J08_004869 CA7LBN_004213
A0A2H0ZHZ9	A0A2H0ZHZ9_CANAR	Agglutinin-like protein N-terminal domain-containing protein	B9J08_004112 CA7LBN_004250
A0A2H0ZI07	A0A2H0ZI07_CANAR	Transporter	B9J08_004889 CA7LBN_004232
A0A2H0ZI18	A0A2H0ZI18_CANAR	Homeobox domain-containing protein	B9J08_004870
A0A2H0ZI21	A0A2H0ZI21_CANAR	Low temperature viability protein	B9J08_004117
A0A2H0ZI36	A0A2H0ZI36_CANAR	cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase)	B9J08_004145
A0A2H0ZI39	A0A2H0ZI39_CANAR	amidase (EC 3.5.1.4)	B9J08_004890
A0A2H0ZI42	A0A2H0ZI42_CANAR	Hyphally-regulated cell wall protein N-terminal domain-containing protein	B9J08_004109
A0A2H0ZI48	A0A2H0ZI48_CANAR	D-aminoacyl-tRNA deacylase (EC 3.1.1.96)	B9J08_004155
A0A2H0ZI49	A0A2H0ZI49_CANAR	Aurora kinase (EC 2.7.11.1)	B9J08_004142 CA7LBN_004274
A0A2H0ZI52	A0A2H0ZI52_CANAR	Anaphase-promoting complex subunit 11	B9J08_004121
A0A2H0ZI53	A0A2H0ZI53_CANAR	PIH1 N-terminal domain-containing protein	B9J08_004119 CA7LBN_004256
A0A2H0ZI54	A0A2H0ZI54_CANAR	Multiple RNA-binding domain-containing protein 1	B9J08_004164 CA7LBN_004291
A0A2H0ZI56	A0A2H0ZI56_CANAR	chitin synthase (EC 2.4.1.16)	B9J08_004150
A0A2H0ZI61	A0A2H0ZI61_CANAR	Heme oxygenase	B9J08_004152 CA7LBN_004282
A0A2H0ZI62	A0A2H0ZI62_CANAR	Proteasome activator BLM10	B9J08_004133
A0A2H0ZI70	A0A2H0ZI70_CANAR	G2/mitotic-specific cyclin-4	B9J08_004162 CA7LBN_004289
A0A2H0ZI74	A0A2H0ZI74_CANAR	Protein YIP	B9J08_004141
A0A2H0ZI78	A0A2H0ZI78_CANAR	37S ribosomal protein S25, mitochondrial	B9J08_004185 CA7LBN_004310
A0A2H0ZI92	A0A2H0ZI92_CANAR	Phosphatidylethanolamine N-methyltransferase (PE methyltransferase) (PEAMT) (PEMT) (EC 2.1.1.17)	B9J08_004182
A0A2H0ZIA0	A0A2H0ZIA0_CANAR	ferroxidase (EC 1.16.3.1)	B9J08_004189
A0A2H0ZIA3	A0A2H0ZIA3_CANAR	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)	B9J08_004192
A0A2H0ZIA8	A0A2H0ZIA8_CANAR	Inositol polyphosphate-related phosphatase domain-containing protein	B9J08_004812 CA7LBN_004163
A0A2H0ZIB1	A0A2H0ZIB1_CANAR	Ribosome biogenesis protein NSA1	B9J08_004219
A0A2H0ZIB8	A0A2H0ZIB8_CANAR	Uncharacterized protein	B9J08_004181
A0A2H0ZIC1	A0A2H0ZIC1_CANAR	Anaphase-promoting complex subunit 4 WD40 domain-containing protein	B9J08_004220
A0A2H0ZIC8	A0A2H0ZIC8_CANAR	methylated diphthine methylhydrolase (EC 3.1.1.97)	B9J08_004191 CA7LBN_004314
A0A2H0ZIC9	A0A2H0ZIC9_CANAR	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	B9J08_004213 CA7LBN_004333
A0A2H0ZID0	A0A2H0ZID0_CANAR	Ribosomal protein S2	B9J08_004238 CA7LBN_004354
A0A2H0ZID5	A0A2H0ZID5_CANAR	TLC domain-containing protein	B9J08_004239
A0A2H0ZID7	A0A2H0ZID7_CANAR	Calnexin	B9J08_004206 CA7LBN_004326
A0A2H0ZID9	A0A2H0ZID9_CANAR	isocitrate dehydrogenase (NAD(+)) (EC 1.1.1.41) (Isocitric dehydrogenase) (NAD(+)-specific ICDH)	B9J08_004224
A0A2H0ZIE4	A0A2H0ZIE4_CANAR	Elongator complex protein 5	B9J08_004251
A0A2H0ZIF1	A0A2H0ZIF1_CANAR	Cell division control protein 45	B9J08_004262
A0A2H0ZIF5	A0A2H0ZIF5_CANAR	Splicing factor 3B subunit 1 domain-containing protein	B9J08_004252 CA7LBN_004364
A0A2H0ZIF8	A0A2H0ZIF8_CANAR	3beta-hydroxysteroid 3-dehydrogenase (EC 1.1.1.270)	B9J08_004245
A0A2H0ZIG5	A0A2H0ZIG5_CANAR	FAD dependent oxidoreductase domain-containing protein	B9J08_004263
A0A2H0ZIG6	A0A2H0ZIG6_CANAR	BZIP domain-containing protein	B9J08_004271
A0A2H0ZIG7	A0A2H0ZIG7_CANAR	ATP synthase subunit e, mitochondrial	B9J08_004266
A0A2H0ZIH3	A0A2H0ZIH3_CANAR	Cytochrome c oxidase subunit 6, mitochondrial (Cytochrome c oxidase polypeptide VI)	B9J08_004273
A0A2H0ZII4	A0A2H0ZII4_CANAR	RING-type domain-containing protein	B9J08_004246 CA7LBN_004360
A0A2H0ZII8	A0A2H0ZII8_CANAR	SRP54-type proteins GTP-binding domain-containing protein	B9J08_004294
A0A2H0ZIJ2	A0A2H0ZIJ2_CANAR	Uncharacterized protein	B9J08_004277 CA7LBN_004384
A0A2H0ZIJ4	A0A2H0ZIJ4_CANAR	Kinetochore protein SPC25	B9J08_004258
A0A2H0ZIK5	A0A2H0ZIK5_CANAR	GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I)	B9J08_004299
A0A2H0ZIL2	A0A2H0ZIL2_CANAR	Multifunctional fusion protein [Includes: Delta-1-pyrroline-5-carboxylate dehydrogenase (P5C dehydrogenase) (L-glutamate gamma-semialdehyde dehydrogenase); L-glutamate gamma-semialdehyde dehydrogenase (EC 1.2.1.88)]	B9J08_004317
A0A2H0ZIL3	A0A2H0ZIL3_CANAR	Ribonuclease II/R domain-containing protein	B9J08_004300
A0A2H0ZIM3	A0A2H0ZIM3_CANAR	HSF-type DNA-binding domain-containing protein	B9J08_004310
A0A2H0ZIM7	A0A2H0ZIM7_CANAR	Arginase (EC 3.5.3.1)	B9J08_004292
A0A2H0ZIM9	A0A2H0ZIM9_CANAR	TOMM system kinase/cyclase fusion protein	B9J08_004336
A0A2H0ZIN0	A0A2H0ZIN0_CANAR	Uncharacterized protein	B9J08_004328
A0A2H0ZIN6	A0A2H0ZIN6_CANAR	Homeobox domain-containing protein	B9J08_004334 CA7LBN_004431
A0A2H0ZIP0	A0A2H0ZIP0_CANAR	T-complex protein 1 subunit gamma	B9J08_004338
A0A2H0ZIP8	A0A2H0ZIP8_CANAR	Fatty acid desaturase domain-containing protein	B9J08_004590 CA7LBN_003967
A0A2H0ZIQ1	A0A2H0ZIQ1_CANAR	Clathrin/coatomer adaptor adaptin-like N-terminal domain-containing protein	B9J08_004349
A0A2H0ZIQ8	A0A2H0ZIQ8_CANAR	GATA-type domain-containing protein	B9J08_004355 CA7LBN_004447
A0A2H0ZIR0	A0A2H0ZIR0_CANAR	Adenosylhomocysteinase (EC 3.13.2.1)	B9J08_004352
A0A2H0ZIR6	A0A2H0ZIR6_CANAR	Zn(2)-C6 fungal-type domain-containing protein	B9J08_004353
A0A2H0ZIS2	A0A2H0ZIS2_CANAR	Dolichyl-diphosphooligosaccharide-protein glycosyltransferase subunit OST5	B9J08_004362
A0A2H0ZIS7	A0A2H0ZIS7_CANAR	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	B9J08_004363
A0A2H0ZIS8	A0A2H0ZIS8_CANAR	BUB1 N-terminal domain-containing protein	B9J08_004346 CA7LBN_004441
A0A2H0ZIS9	A0A2H0ZIS9_CANAR	Elongation factor 1-alpha	B9J08_003610 B9J08_004579
A0A2H0ZIT1	A0A2H0ZIT1_CANAR	Phosphoglycerate mutase (EC 5.4.2.11)	B9J08_004375
A0A2H0ZIT3	A0A2H0ZIT3_CANAR	Prefoldin, alpha subunit	B9J08_004569
A0A2H0ZIT5	A0A2H0ZIT5_CANAR	porphobilinogen synthase (EC 4.2.1.24) (Porphobilinogen synthase)	B9J08_004372
A0A2H0ZIT8	A0A2H0ZIT8_CANAR	Translation initiation factor eIF4e	B9J08_004356
A0A2H0ZIU6	A0A2H0ZIU6_CANAR	Receptor L-domain domain-containing protein	B9J08_004382 CA7LBN_004473
A0A2H0ZIV6	A0A2H0ZIV6_CANAR	choline-phosphate cytidylyltransferase (EC 2.7.7.15)	B9J08_004408 CA7LBN_004496
A0A2H0ZIV7	A0A2H0ZIV7_CANAR	Protein YIP	B9J08_004399 CA7LBN_004487
A0A2H0ZIW1	A0A2H0ZIW1_CANAR	Maintenance of mitochondrial morphology protein 1	MMM1 B9J08_004407
A0A2H0ZIX0	A0A2H0ZIX0_CANAR	Transcription elongation factor SPT4	B9J08_004402
A0A2H0ZIX1	A0A2H0ZIX1_CANAR	Nucleoporin NSP1-like C-terminal domain-containing protein	B9J08_004374 CA7LBN_004465
A0A2H0ZIX3	A0A2H0ZIX3_CANAR	Membrane insertase YidC/Oxa/ALB C-terminal domain-containing protein	B9J08_004403
A0A2H0ZIX4	A0A2H0ZIX4_CANAR	4-nitrophenylphosphatase (PNPPase) (EC 3.1.3.41)	B9J08_004417 CA7LBN_004504
A0A2H0ZIX5	A0A2H0ZIX5_CANAR	PCI domain-containing protein	B9J08_004386 CA7LBN_004476
A0A2H0ZIX6	A0A2H0ZIX6_CANAR	E2 ubiquitin-conjugating enzyme (EC 2.3.2.23)	B9J08_004508
A0A2H0ZIY0	A0A2H0ZIY0_CANAR	Mitochondrial import inner membrane translocase subunit TIM14 (Presequence translocated-associated motor subunit PAM18)	B9J08_004412
A0A2H0ZIY2	A0A2H0ZIY2_CANAR	Ribosome biogenesis protein RLP24	B9J08_004413
A0A2H0ZIY3	A0A2H0ZIY3_CANAR	Uncharacterized protein	B9J08_004425
A0A2H0ZIZ2	A0A2H0ZIZ2_CANAR	Elongation of fatty acids protein (EC 2.3.1.-)	B9J08_004437 CA7LBN_004524
A0A2H0ZIZ3	A0A2H0ZIZ3_CANAR	ER membrane protein complex subunit 2	B9J08_004394 CA7LBN_004483
A0A2H0ZIZ5	A0A2H0ZIZ5_CANAR	peptidylprolyl isomerase (EC 5.2.1.8)	B9J08_004115 CA7LBN_004253
A0A2H0ZIZ7	A0A2H0ZIZ7_CANAR	Translation machinery-associated protein 22	B9J08_004423
A0A2H0ZIZ8	A0A2H0ZIZ8_CANAR	Major facilitator superfamily (MFS) profile domain-containing protein	B9J08_004448
A0A2H0ZJ01	A0A2H0ZJ01_CANAR	Peroxin-7	B9J08_004439 CA7LBN_004526
A0A2H0ZJ18	A0A2H0ZJ18_CANAR	ferric-chelate reductase (NADPH) (EC 1.16.1.9)	B9J08_004468
A0A2H0ZJ19	A0A2H0ZJ19_CANAR	Non-structural maintenance of chromosomes element 4	B9J08_004426 CA7LBN_004512
A0A2H0ZJ20	A0A2H0ZJ20_CANAR	ABC transporter domain-containing protein	B9J08_004452 CA7LBN_004539
A0A2H0ZJ21	A0A2H0ZJ21_CANAR	Acetolactate synthase small subunit, mitochondrial	B9J08_004459
A0A2H0ZJ22	A0A2H0ZJ22_CANAR	Cargo-transport protein YPP1	B9J08_004424
A0A2H0ZJ27	A0A2H0ZJ27_CANAR	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)	MEF1 B9J08_004147
A0A2H0ZJ30	A0A2H0ZJ30_CANAR	Maintenance of telomere capping protein 6	B9J08_004462 CA7LBN_004549
A0A2H0ZJ31	A0A2H0ZJ31_CANAR	CFEM domain-containing protein	B9J08_004469
A0A2H0ZJ34	A0A2H0ZJ34_CANAR	Uncharacterized protein	B9J08_004138
A0A2H0ZJ52	A0A2H0ZJ52_CANAR	Bud emergence protein 1	B9J08_004456
A0A2H0ZJ88	A0A2H0ZJ88_CANAR	ADP-ribosylation factor GTPase-activating protein	B9J08_004178 CA7LBN_004304
A0A2H0ZJA3	A0A2H0ZJA3_CANAR	Peptidase M48 domain-containing protein	B9J08_004210
A0A2H0ZJB8	A0A2H0ZJB8_CANAR	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.15) (GlcNAc-1-P transferase) (N-acetylglucosamine-1-phosphate transferase)	B9J08_004221
A0A2H0ZJC0	A0A2H0ZJC0_CANAR	Mannosyltransferase (EC 2.4.1.-)	B9J08_004226
A0A2H0ZJD9	A0A2H0ZJD9_CANAR	Transcription initiation factor TFIID subunit 10	B9J08_004247
A0A2H0ZJE6	A0A2H0ZJE6_CANAR	F-actin-capping protein subunit alpha	B9J08_004241
A0A2H0ZJF3	A0A2H0ZJF3_CANAR	DNA-directed RNA polymerase subunit (EC 2.7.7.6)	B9J08_004222 CA7LBN_004340
A0A2H0ZJF4	A0A2H0ZJF4_CANAR	Class E vacuolar protein-sorting machinery protein HSE1 (Class E vacuolar protein-sorting machinery protein hse1)	B9J08_004240 CA7LBN_004356
A0A2H0ZJG1	A0A2H0ZJG1_CANAR	Uncharacterized protein	B9J08_004253 CA7LBN_004365
A0A2H0ZJG9	A0A2H0ZJG9_CANAR	TOG domain-containing protein	B9J08_004232
A0A2H0ZJI6	A0A2H0ZJI6_CANAR	HECT-type E3 ubiquitin transferase (EC 2.3.2.26)	B9J08_004242
A0A2H0ZJK5	A0A2H0ZJK5_CANAR	Actin cytoskeleton-regulatory complex protein PAN1 (Actin cytoskeleton-regulatory complex protein pan1)	B9J08_004286
A0A2H0ZJK8	A0A2H0ZJK8_CANAR	AMP deaminase (EC 3.5.4.6)	B9J08_004289
A0A2H0ZJM0	A0A2H0ZJM0_CANAR	methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase)	B9J08_004297
A0A2H0ZJM1	A0A2H0ZJM1_CANAR	Protein phosphatase (EC 3.1.3.16)	B9J08_004267
A0A2H0ZJN2	A0A2H0ZJN2_CANAR	Cys-Gly metallodipeptidase DUG1	B9J08_004357
A0A2H0ZJN4	A0A2H0ZJN4_CANAR	Non-structural maintenance of chromosomes element 1 homolog (EC 2.3.2.27)	B9J08_004307 CA7LBN_004407
A0A2H0ZJT0	A0A2H0ZJT0_CANAR	GH16 domain-containing protein	B9J08_004308 CA7LBN_004408
A0A2H0ZJU5	A0A2H0ZJU5_CANAR	rRNA-processing protein EFG1 (rRNA-processing protein efg1)	B9J08_004320 CA7LBN_004418
A0A2H0ZJV9	A0A2H0ZJV9_CANAR	Mannosyltransferase (EC 2.4.1.-)	B9J08_004330 CA7LBN_004427
A0A2H0ZJX3	A0A2H0ZJX3_CANAR	[RNA-polymerase]-subunit kinase (EC 2.7.11.23)	B9J08_004340 CA7LBN_004436
A0A2H0ZJX5	A0A2H0ZJX5_CANAR	Photolyase/cryptochrome alpha/beta domain-containing protein	B9J08_004445 CA7LBN_004532
A0A2H0ZJY1	A0A2H0ZJY1_CANAR	CTP synthase (EC 6.3.4.2) (UTP--ammonia ligase)	B9J08_004393
A0A2H0ZJY4	A0A2H0ZJY4_CANAR	Choline kinase N-terminal domain-containing protein	B9J08_004440 CA7LBN_004527
A0A2H0ZJY5	A0A2H0ZJY5_CANAR	glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase)	B9J08_004380 CA7LBN_004471
A0A2H0ZK15	A0A2H0ZK15_CANAR	Charged multivesicular body protein 6	B9J08_004371 CA7LBN_004462
A0A2H0ZK20	A0A2H0ZK20_CANAR	methionine--tRNA ligase (EC 6.1.1.10)	B9J08_004400 CA7LBN_004488
A0A2H0ZK22	A0A2H0ZK22_CANAR	Vacuolar protein sorting-associated protein 29	B9J08_002589 CA7LBN_001264
A0A2H0ZK31	A0A2H0ZK31_CANAR	Glycosidase (EC 3.2.-.-)	B9J08_004410
A0A2H0ZK44	A0A2H0ZK44_CANAR	Protein BFR2	B9J08_002604
A0A2H0ZK46	A0A2H0ZK46_CANAR	non-specific serine/threonine protein kinase (EC 2.7.11.1)	B9J08_002611 CA7LBN_001245
A0A2H0ZK51	A0A2H0ZK51_CANAR	Small GTP-binding protein	B9J08_002607
A0A2H0ZK52	A0A2H0ZK52_CANAR	Bromo domain-containing protein	B9J08_004401
A0A2H0ZK53	A0A2H0ZK53_CANAR	ATP-dependent bile acid permease	B9J08_004430 CA7LBN_004517
A0A2H0ZK61	A0A2H0ZK61_CANAR	ML-like domain-containing protein	B9J08_002617
A0A2H0ZK62	A0A2H0ZK62_CANAR	Protein PNS1	B9J08_002588
A0A2H0ZK63	A0A2H0ZK63_CANAR	ENTH domain-containing protein	B9J08_004411
A0A2H0ZK64	A0A2H0ZK64_CANAR	Major facilitator superfamily (MFS) profile domain-containing protein	B9J08_002585
A0A2H0ZK68	A0A2H0ZK68_CANAR	Bms1-type G domain-containing protein	B9J08_002615
A0A2H0ZK71	A0A2H0ZK71_CANAR	Zn(2)-C6 fungal-type domain-containing protein	B9J08_002628 CA7LBN_001231
A0A2H0ZK72	A0A2H0ZK72_CANAR	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase (HMP-P synthase) (Hydroxymethylpyrimidine phosphate synthase)	B9J08_004450 CA7LBN_004537
A0A2H0ZK73	A0A2H0ZK73_CANAR	Exo-beta-1,3-glucanase	B9J08_002596
A0A2H0ZK80	A0A2H0ZK80_CANAR	isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase)	B9J08_002651 CA7LBN_001214
A0A2H0ZK81	A0A2H0ZK81_CANAR	Deoxyhypusine synthase (EC 2.5.1.46)	B9J08_002638
A0A2H0ZK85	A0A2H0ZK85_CANAR	N-glycosylation protein EOS1	B9J08_002606
A0A2H0ZK98	A0A2H0ZK98_CANAR	5'-3' exoribonuclease (EC 3.1.13.-)	B9J08_002661 CA7LBN_001206
A0A2H0ZKA2	A0A2H0ZKA2_CANAR	Serine/threonine-protein phosphatase 2A activator (EC 5.2.1.8) (Phosphotyrosyl phosphatase activator)	B9J08_002672
A0A2H0ZKB0	A0A2H0ZKB0_CANAR	Phosphoenolpyruvate carboxykinase (ATP) (EC 4.1.1.49)	B9J08_002669
A0A2H0ZKB2	A0A2H0ZKB2_CANAR	Mitogen-activated protein kinase (EC 2.7.11.24)	B9J08_002682
A0A2H0ZKB4	A0A2H0ZKB4_CANAR	Prohibitin	B9J08_004461 CA7LBN_004548
A0A2H0ZKB8	A0A2H0ZKB8_CANAR	Uncharacterized protein	B9J08_002676
A0A2H0ZKC7	A0A2H0ZKC7_CANAR	Uncharacterized protein	B9J08_002677
A0A2H0ZKC8	A0A2H0ZKC8_CANAR	Aprataxin C2HE/C2H2/C2HC zinc finger domain-containing protein	B9J08_002647
A0A2H0ZKD6	A0A2H0ZKD6_CANAR	catechol O-methyltransferase (EC 2.1.1.6)	B9J08_002703
A0A2H0ZKE0	A0A2H0ZKE0_CANAR	J domain-containing protein	B9J08_002696 CA7LBN_001180
A0A2H0ZKE3	A0A2H0ZKE3_CANAR	t-SNARE coiled-coil homology domain-containing protein	B9J08_002702 CA7LBN_001176
A0A2H0ZKE4	A0A2H0ZKE4_CANAR	V-type proton ATPase subunit H	B9J08_002699
A0A2H0ZKE5	A0A2H0ZKE5_CANAR	Pre-mRNA-splicing factor SYF2	B9J08_002704
A0A2H0ZKF4	A0A2H0ZKF4_CANAR	protein disulfide-isomerase (EC 5.3.4.1)	B9J08_002712 CA7LBN_001167
A0A2H0ZKF7	A0A2H0ZKF7_CANAR	Zn(2)-C6 fungal-type domain-containing protein	B9J08_002710 CA7LBN_001169
A0A2H0ZKF9	A0A2H0ZKF9_CANAR	AAA+ ATPase domain-containing protein	B9J08_002724
A0A2H0ZKH5	A0A2H0ZKH5_CANAR	Mediator of RNA polymerase II transcription subunit 10 (Mediator complex subunit 10)	MED10 B9J08_002728
A0A2H0ZKH6	A0A2H0ZKH6_CANAR	4-nitrophenylphosphatase (PNPPase) (EC 3.1.3.41)	B9J08_004228
A0A2H0ZKH9	A0A2H0ZKH9_CANAR	Succinate dehydrogenase assembly factor 3 (SDH assembly factor 3) (SDHAF3)	B9J08_002733
A0A2H0ZKI4	A0A2H0ZKI4_CANAR	Tr-type G domain-containing protein	B9J08_002701
A0A2H0ZKI8	A0A2H0ZKI8_CANAR	SURF1-like protein	B9J08_002745
A0A2H0ZKJ0	A0A2H0ZKJ0_CANAR	DASH complex subunit DAM1 (Outer kinetochore protein DAM1)	B9J08_002743
A0A2H0ZKJ1	A0A2H0ZKJ1_CANAR	BING4 C-terminal domain-containing protein	B9J08_002741 CA7LBN_001145
A0A2H0ZKK9	A0A2H0ZKK9_CANAR	DASH complex subunit SPC34 (Outer kinetochore protein SPC34)	B9J08_002720
A0A2H0ZKL2	A0A2H0ZKL2_CANAR	AMP-dependent synthetase/ligase domain-containing protein	B9J08_002763 CA7LBN_001127
A0A2H0ZKL3	A0A2H0ZKL3_CANAR	chitinase (EC 3.2.1.14)	B9J08_002761
A0A2H0ZKM4	A0A2H0ZKM4_CANAR	phosphoribosylglycinamide formyltransferase 1 (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase)	B9J08_002771 CA7LBN_001121
A0A2H0ZKM7	A0A2H0ZKM7_CANAR	Tethering factor for nuclear proteasome STS1	B9J08_002740
A0A2H0ZKM9	A0A2H0ZKM9_CANAR	threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase)	B9J08_002778
A0A2H0ZKN0	A0A2H0ZKN0_CANAR	Dihydroorotate dehydrogenase (quinone), mitochondrial (DHOdehase) (EC 1.3.5.2)	B9J08_002742
A0A2H0ZKN1	A0A2H0ZKN1_CANAR	Proteasome assembly chaperone 2	B9J08_002784
A0A2H0ZKN9	A0A2H0ZKN9_CANAR	Uncharacterized protein	B9J08_002794
A0A2H0ZKP0	A0A2H0ZKP0_CANAR	cAMP-dependent protein kinase type 2	B9J08_002788
A0A2H0ZKP1	A0A2H0ZKP1_CANAR	Bromo domain-containing protein	B9J08_002750
A0A2H0ZKP5	A0A2H0ZKP5_CANAR	RING-type domain-containing protein	B9J08_002793 CA7LBN_001103
A0A2H0ZKQ0	A0A2H0ZKQ0_CANAR	Acyl-CoA desaturase (EC 1.14.19.1)	B9J08_002798
A0A2H0ZKQ1	A0A2H0ZKQ1_CANAR	inositol-3-phosphate synthase (EC 5.5.1.4)	B9J08_002762
A0A2H0ZKR1	A0A2H0ZKR1_CANAR	Uncharacterized protein	B9J08_002808
A0A2H0ZKR5	A0A2H0ZKR5_CANAR	isocitrate dehydrogenase (NAD(+)) (EC 1.1.1.41) (Isocitric dehydrogenase) (NAD(+)-specific ICDH)	B9J08_002770
A0A2H0ZKR8	A0A2H0ZKR8_CANAR	Lysophospholipase (EC 3.1.1.5)	B9J08_002814
A0A2H0ZKS0	A0A2H0ZKS0_CANAR	Mitogen-activated protein kinase (EC 2.7.11.24)	B9J08_004369
A0A2H0ZKS6	A0A2H0ZKS6_CANAR	valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase)	B9J08_002826
A0A2H0ZKT1	A0A2H0ZKT1_CANAR	CCR4-Not complex component Not N-terminal domain-containing protein	B9J08_002820
A0A2H0ZKT2	A0A2H0ZKT2_CANAR	non-specific serine/threonine protein kinase (EC 2.7.11.1)	B9J08_002829
A0A2H0ZKT6	A0A2H0ZKT6_CANAR	Endoplasmic reticulum transmembrane protein	B9J08_002835
A0A2H0ZKT7	A0A2H0ZKT7_CANAR	Magnesium and cobalt transport protein CorA	B9J08_002836
A0A2H0ZKT9	A0A2H0ZKT9_CANAR	DNA repair and recombination protein RAD26	B9J08_002832
A0A2H0ZKU4	A0A2H0ZKU4_CANAR	Anaphase-promoting complex subunit 4-like WD40 domain-containing protein	B9J08_004370 CA7LBN_004461
A0A2H0ZKU8	A0A2H0ZKU8_CANAR	DNA ligase (EC 6.5.1.1)	B9J08_002845
A0A2H0ZKV5	A0A2H0ZKV5_CANAR	Elongation factor 3	B9J08_002813
A0A2H0ZKV9	A0A2H0ZKV9_CANAR	Plasma membrane ATPase (EC 7.1.2.1)	B9J08_002855
A0A2H0ZKW1	A0A2H0ZKW1_CANAR	Histone deacetylase (EC 3.5.1.98)	B9J08_002850
A0A2H0ZKW3	A0A2H0ZKW3_CANAR	Chitin synthase (EC 2.4.1.16)	B9J08_002856 CA7LBN_001056
A0A2H0ZKW6	A0A2H0ZKW6_CANAR	Peroxisome assembly protein 12 (Peroxin-12)	B9J08_002821
A0A2H0ZKW7	A0A2H0ZKW7_CANAR	Uncharacterized protein	B9J08_002823
A0A2H0ZKY0	A0A2H0ZKY0_CANAR	Transcription factor	B9J08_002860 CA7LBN_001052
A0A2H0ZKY6	A0A2H0ZKY6_CANAR	Chitobiosyldiphosphodolichol beta-mannosyltransferase (EC 2.4.1.142) (Asparagine-linked glycosylation protein 1) (Beta-1,4-mannosyltransferase) (GDP-Man:GlcNAc2-PP-dolichol mannosyltransferase) (GDP-mannose-dolichol diphosphochitobiose mannosyltransferase)	B9J08_002874 CA7LBN_001042
A0A2H0ZKZ2	A0A2H0ZKZ2_CANAR	PH domain-containing protein	B9J08_002877 CA7LBN_001039
A0A2H0ZKZ3	A0A2H0ZKZ3_CANAR	poly(A)-specific ribonuclease (EC 3.1.13.4)	B9J08_002889
A0A2H0ZL06	A0A2H0ZL06_CANAR	Pre-mRNA-splicing factor RSE1	B9J08_002861 CA7LBN_001051
A0A2H0ZL11	A0A2H0ZL11_CANAR	Pre-mRNA-splicing factor CWC24	B9J08_002872
A0A2H0ZL12	A0A2H0ZL12_CANAR	TATA box binding protein associated factor (TAF) histone-like fold domain-containing protein	B9J08_002898 CA7LBN_001023
