complex_id,avg_correlation,num_proteins,num_pairs,proteins_used
PRP19-associated_complex,0.03699526085609632,31,465,"['OG6_102364', 'OG6_102669', 'OG6_100085', 'OG6_102341', 'OG6_102870', 'OG6_102145', 'OG6_102246', 'OG6_100305', 'OG6_101765', 'OG6_102614', 'OG6_102431', 'OG6_100753', 'OG6_102085', 'OG6_101702', 'OG6_103856', 'OG6_101743', 'OG6_103842', 'OG6_102452', 'OG6_102282', 'OG6_102804', 'OG6_101940', 'OG6_102153', 'OG6_102607', 'OG6_102825', 'OG6_102092', 'OG6_102496', 'OG6_102158', 'OG6_102567', 'OG6_106961', 'OG6_101977', 'OG6_101928']"
COPI_vesicle_coat_complex,0.043199994084945764,7,21,"['OG6_101348', 'OG6_102500', 'OG6_100064', 'OG6_101404', 'OG6_101729', 'OG6_101375', 'OG6_101600']"
Retromer_complex,0.045532322690094586,3,3,"['OG6_118299', 'OG6_101945', 'OG6_102065']"
i-AAA_complex,0.1024307478002297,2,1,"['OG6_101196', 'OG6_222606']"
General_transcription_factor_TFIIIC_complex,0.03726437613071457,4,6,"['OG6_103511', 'OG6_198028', 'OG6_105212', 'OG6_102745']"
General_transcription_factor_TFIIH_complex,0.0016288044033254262,8,28,"['OG6_103547', 'OG6_101742', 'OG6_103656', 'OG6_100822', 'OG6_101881', 'OG6_103797', 'OG6_102284', 'OG6_103072']"
General_transcription_factor_complex_TFIIK,-0.05405405405405407,2,1,"['OG6_103547', 'OG6_103797']"
CYC8-TUP1_corepressor_complex,-0.05484084971070817,2,1,"['OG6_101645', 'OG6_108387']"
DNA-directed_RNA_Polymerase_I_complex,0.09349905170732661,10,45,"['OG6_102180', 'OG6_101773', 'OG6_101049', 'OG6_101231', 'OG6_102056', 'OG6_102249', 'OG6_102491', 'OG6_103317', 'OG6_103646', 'OG6_500269']"
MutLalpha_endonuclease_complex,0.19499538256401064,2,1,"['OG6_101943', 'OG6_101011']"
RENT_complex,-0.06711560552140244,2,1,"['OG6_103854', 'OG6_100917']"
MUS81-MMS4_structure-specific_endonuclease_complex,-0.038137436803294254,2,1,"['OG6_105221', 'OG6_103117']"
Prefoldin_co-chaperone_complex,0.4684557421027489,3,3,"['OG6_103090', 'OG6_102908', 'OG6_101532']"
"alpha-1,6-mannosyltransferase_complex,_M-Pol_I_variant",-0.10873970905020999,2,1,"['OG6_113480', 'OG6_132885']"
Replication_fork_protection_complex,-0.07587212233336049,2,1,"['OG6_102693', 'OG6_104368']"
Septin_complex,0.3433456022938682,4,6,"['OG6_104031', 'OG6_104146', 'OG6_108525', 'OG6_108099']"
Phosphatidylinositol_3-kinase_complex_II,0.10891149956562303,3,3,"['OG6_102384', 'OG6_101850', 'OG6_102610']"
TRAMP_complex_variant_4-1,0.11089856347052911,4,6,"['OG6_105655', 'OG6_101192', 'OG6_100340', 'OG6_101092']"
TRAMP_complex_variant_4-2,0.11089856347052911,4,6,"['OG6_101192', 'OG6_100340', 'OG6_101092', 'OG6_105655']"
TRAMP_complex_variant_5-1,0.2420274802998327,3,3,"['OG6_105655', 'OG6_100340', 'OG6_101092']"
Histone_acetyltransferase_B,0.6379992680672697,2,1,"['OG6_101102', 'OG6_102175']"
CBK1-MOB2_kinase_complex,0.31068488300060004,2,1,"['OG6_112320', 'OG6_100850']"
PHO80-PHO85_kinase_complex,0.17712297710801908,2,1,"['OG6_100334', 'OG6_101636']"
PCL6-PHO85_kinase_complex,0.17712297710801908,2,1,"['OG6_100334', 'OG6_101636']"
PCL7-PHO85_kinase_complex,0.17712297710801908,2,1,"['OG6_100334', 'OG6_101636']"
CLG1-PHO85_kinase_complex,-0.06220907522417994,2,1,"['OG6_100334', 'OG6_137777']"
PCL2-PHO85_kinase_complex,-0.08915786895268651,2,1,"['OG6_100334', 'OG6_112495']"
PCL1-PHO85_kinase_complex,-0.08915786895268651,2,1,"['OG6_100334', 'OG6_112495']"
PCL9-PHO85_kinase_complex,-0.08915786895268651,2,1,"['OG6_100334', 'OG6_112495']"
EMP24_complex,-0.050553536806907606,3,3,"['OG6_101558', 'OG6_103696', 'OG6_102210']"
CLN1-CDC28_kinase_complex,0.03312059982659216,3,3,"['OG6_100334', 'OG6_222615', 'OG6_100899']"
CLN3-CDC28_kinase_complex,-0.1311765490834142,2,1,"['OG6_100334', 'OG6_100899']"
CLB2-CDC28_kinase_complex,-0.18158422395065185,2,1,"['OG6_100334', 'OG6_100199']"
CLB5-CDC28_kinase_complex,-0.18158422395065185,2,1,"['OG6_100334', 'OG6_100199']"
Prohibitin_complex,-0.03771571432023571,2,1,"['OG6_101926', 'OG6_101763']"
BUD14-GLC7_phosphatase_complex,0.0876623127718916,2,1,"['OG6_116980', 'OG6_100222']"
Nucleotide-excision_repair_factor_1_complex,0.0529139766982781,2,1,"['OG6_101959', 'OG6_102832']"
Carboxy-terminal_domain_protein_kinase_complex,0.055756688299749654,2,1,"['OG6_101562', 'OG6_101677']"
RIX1_complex,-0.10873970905021,2,1,"['OG6_105039', 'OG6_103008']"
Gin4_serine/threonine_kinase_complex,0.3987341244641397,6,15,"['OG6_100833', 'OG6_104031', 'OG6_104146', 'OG6_108525', 'OG6_108099', 'OG6_100252']"
"TORC1_serine/threonine-protein_kinase_complex,_TOR1_variant",0.4798574349686965,2,1,"['OG6_100794', 'OG6_101923']"
"TORC1_serine/threonine-protein_kinase_complex,_TOR2_variant",0.4798574349686965,2,1,"['OG6_100794', 'OG6_101923']"
TORC2_complex,-0.005666278590733359,4,6,"['OG6_100794', 'OG6_103652', 'OG6_116833', 'OG6_114145']"
GARP_tethering_complex,0.054627914041339876,4,6,"['OG6_103074', 'OG6_101848', 'OG6_102035', 'OG6_102785']"
PAF1_complex,0.2711413395079892,4,6,"['OG6_104699', 'OG6_103917', 'OG6_102191', 'OG6_102858']"
CTF18-RFC_complex,0.016968409880434476,5,3,"['OG6_102480', 'OG6_100321', 'OG6_100321', 'OG6_101335', 'OG6_102931']"
Ku70:Ku80_complex,0.40001636903747645,2,1,"['OG6_102426', 'OG6_102536']"
NOC1-NOC2_pre-ribosome_maturation_complex,-0.12790589587821585,2,1,"['OG6_102068', 'OG6_102698']"
NOC2-NOC3_pre-ribosome_maturation_complex,-0.07187690837830947,2,1,"['OG6_102068', 'OG6_102758']"
NOP14-NOC4_complex,-0.046829290579084706,2,1,"['OG6_102386', 'OG6_103518']"
Ribosome-associated_complex,0.8939748802619245,2,1,"['OG6_102149', 'OG6_115931']"
Mitochondrial_sorting_and_assembly_machinery_complex,-0.0377157143202357,2,1,"['OG6_103286', 'OG6_102372']"
TREX_complex,-0.046429207993772224,4,6,"['OG6_102850', 'OG6_103233', 'OG6_101150', 'OG6_101458']"
Endosomal_SNARE_complex_TLG2-VTI1-TLG1-SNC2,-0.054840849710708184,2,1,"['OG6_105078', 'OG6_101479']"
Endosomal_SNARE_complex_TLG2-VTI1-TLG1-SNC1,-0.054840849710708184,2,1,"['OG6_105078', 'OG6_101479']"
Vacuolar_SNARE_complex_VAM3-VTI1-VAM7-YKT6,-0.0637267406425591,3,3,"['OG6_103098', 'OG6_101479', 'OG6_102289']"
Vacuolar_SNARE_complex_VAM3-VTI1-VAM7-NYV1,-0.0637267406425591,3,3,"['OG6_103098', 'OG6_101479', 'OG6_102289']"
Endosomal_SNARE_complex_PEP12-VTI1-SYN8-YKT6,-0.0637267406425591,3,3,"['OG6_103098', 'OG6_102289', 'OG6_101479']"
Endosomal_SNARE_complex_PEP12-VTI1-TLG1-YKT6,-0.03771571432023572,2,1,"['OG6_102289', 'OG6_101479']"
Endosomal_SNARE_complex_PEP12-VTI1-TLG1-SNC1,-0.05705143774004328,3,3,"['OG6_105078', 'OG6_102289', 'OG6_101479']"
Endosomal_SNARE_complex_PEP12-VTI1-SYN8-SNC1,0.0718575495217956,4,6,"['OG6_105078', 'OG6_103098', 'OG6_102289', 'OG6_101479']"
Endosomal_SNARE_complex_PEP12-VTI1-SYN8-SNC2,0.07185754952179561,4,6,"['OG6_103098', 'OG6_102289', 'OG6_105078', 'OG6_101479']"
Endosomal_SNARE_complex_PEP12-VTI1-TLG1-SNC2,-0.05705143774004328,3,3,"['OG6_102289', 'OG6_105078', 'OG6_101479']"
Vesicular_SNARE_complex_SSO1-SEC9-SNC1,0.11038318472889114,3,3,"['OG6_105078', 'OG6_100497', 'OG6_112276']"
Vesicular_SNARE_complex_SSO1-SEC9-SNC2,0.11038318472889112,3,3,"['OG6_100497', 'OG6_105078', 'OG6_112276']"
Vesicular_SNARE_complex_SSO1-SPO20-SNC1,0.11038318472889114,3,3,"['OG6_105078', 'OG6_100497', 'OG6_112276']"
Vesicular_SNARE_complex_SSO2-SEC9-SNC2,0.11038318472889114,3,3,"['OG6_105078', 'OG6_100497', 'OG6_112276']"
Vesicular_SNARE_complex_SSO1-SPO20-SNC2,0.11038318472889112,3,3,"['OG6_100497', 'OG6_105078', 'OG6_112276']"
Vesicular_SNARE_complex_SSO2-SEC9-SNC1,0.11038318472889114,3,3,"['OG6_105078', 'OG6_100497', 'OG6_112276']"
Vacuolar_SNARE_complex_SSO1-SEC9-NYV1,-0.11021821271078748,2,1,"['OG6_100497', 'OG6_112276']"
CCR4-NOT_mRNA_deadenylase_complex,-0.025098162954079524,7,10,"['OG6_101639', 'OG6_101346', 'OG6_101511', 'OG6_101771', 'OG6_102042', 'OG6_500871', 'OG6_101346']"
Dynactin_complex,-0.06711560552140243,2,1,"['OG6_104816', 'OG6_103885']"
Rad17_RFC-like_complex,0.05730482495495184,5,3,"['OG6_103195', 'OG6_102480', 'OG6_100321', 'OG6_100321', 'OG6_101335']"
GCN1-GCN20_complex,0.28593870212122025,2,1,"['OG6_102176', 'OG6_100624']"
NuA3_histone_acetyltransferase_complex,0.04827118156717671,4,6,"['OG6_103737', 'OG6_123100', 'OG6_102943', 'OG6_102102']"
R2TP_co-chaperone_complex,0.11105848114524214,3,3,"['OG6_105060', 'OG6_101792', 'OG6_101635']"
"TIM23_mitochondrial_inner_membrane_pre-sequence_translocase_complex,_sort_variant",-0.04977376612367734,3,3,"['OG6_102649', 'OG6_104555', 'OG6_102279']"
"TIM23_mitochondrial_inner_membrane_pre-sequence_translocase_complex,_motor_variant",0.049014597279891096,8,28,"['OG6_100423', 'OG6_102649', 'OG6_110913', 'OG6_100642', 'OG6_102816', 'OG6_102237', 'OG6_102279', 'OG6_101286']"
Eukaryotic_translation_initiation_factor_3_core_complex,0.39863685215554545,4,6,"['OG6_101924', 'OG6_101999', 'OG6_102668', 'OG6_101932']"
tRNA-intron_endonuclease_complex,0.00594534722441029,3,3,"['OG6_103858', 'OG6_102602', 'OG6_113531']"
RNA_polymerase_I_core_factor_complex,-0.06711560552140243,2,1,"['OG6_118120', 'OG6_500786']"
CUL3-HRT1-ELC1-ELA1_ubiquitin_ligase_complex,-0.06318725340311124,2,1,"['OG6_102066', 'OG6_102390']"
COG_Golgi_transport_complex,0.21664367347617872,4,6,"['OG6_103055', 'OG6_142601', 'OG6_102906', 'OG6_102876']"
Anthranilate_synthase_complex,0.17691385670624205,2,1,"['OG6_102508', 'OG6_103198']"
RPD3S_histone_deacetylase_complex,0.08248896252165647,3,3,"['OG6_101145', 'OG6_100248', 'OG6_102009']"
RPD3L_histone_deacetylase_complex,0.08576345853269363,7,21,"['OG6_101145', 'OG6_142300', 'OG6_100248', 'OG6_500066', 'OG6_152964', 'OG6_107420', 'OG6_108030']"
CKM_complex,-0.05858749251483802,2,1,"['OG6_100099', 'OG6_103590']"
Golgi_SNARE_complex_SED5-BOS1-BET1-SEC22,-0.02631578947368422,3,3,"['OG6_101026', 'OG6_102735', 'OG6_102103']"
Golgi_SNARE_complex_SED5-GOS1-SFT1-YKT6,-0.05484084971070818,2,1,"['OG6_102989', 'OG6_102103']"
Serine/threonine-protein_phosphatase_PP2A_variant_1,0.24570051037753296,3,3,"['OG6_100547', 'OG6_101100', 'OG6_100728']"
Serine/threonine-protein_phosphatase_PP2A_variant_2,0.2431349502933687,3,3,"['OG6_100547', 'OG6_101100', 'OG6_100293']"
Serine/threonine-protein_phosphatase_PP2A_variant_4,0.2431349502933687,3,3,"['OG6_100547', 'OG6_101100', 'OG6_100293']"
Serine/threonine-protein_phosphatase_PP2A_variant_3,0.24570051037753296,3,3,"['OG6_100547', 'OG6_101100', 'OG6_100728']"
GET4-GET5_transmembrane_domain_recognition_complex,0.02929534563753682,4,6,"['OG6_100223', 'OG6_121320', 'OG6_103135', 'OG6_153145']"
PeBoW_complex,-0.04196658603996273,3,3,"['OG6_102136', 'OG6_102525', 'OG6_102659']"
TAP42-RRD1-SIT4_phosphatase_complex,0.07965197839471105,2,1,"['OG6_103044', 'OG6_101438']"
SIT4-SAP155_phosphatase_complex,0.5860408123704248,2,1,"['OG6_103044', 'OG6_222578']"
SIT4-SAP185_phosphatase_complex,0.9610974239592754,2,1,"['OG6_103044', 'OG6_100938']"
SIT4-SAP190_phosphatase_complex,0.9610974239592754,2,1,"['OG6_103044', 'OG6_100938']"
Nuclear_mitotic_cohesin_complex,0.03300565864934551,3,3,"['OG6_101499', 'OG6_101525', 'OG6_103388']"
Nuclear_condensin_complex,0.07240729416568055,5,10,"['OG6_103100', 'OG6_101492', 'OG6_102273', 'OG6_103650', 'OG6_101113']"
RQT_ribosome-associated_quality_control_trigger_complex,-0.014957282590368333,3,3,"['OG6_121406', 'OG6_172873', 'OG6_100305']"
ADA_complex,0.21753522026767724,3,3,"['OG6_104616', 'OG6_100940', 'OG6_101489']"
SLIK_(SAGA-like)_complex,0.07192100045760903,14,91,"['OG6_105306', 'OG6_104616', 'OG6_102222', 'OG6_112471', 'OG6_102926', 'OG6_101815', 'OG6_102914', 'OG6_500210', 'OG6_103103', 'OG6_120122', 'OG6_100940', 'OG6_101489', 'OG6_103784', 'OG6_119711']"
Mitochondrial_NIAUFX_iron-sulfur_cluster_assembly_complex,0.21068630581631947,5,10,"['OG6_100745', 'OG6_100820', 'OG6_100973', 'OG6_102217', 'OG6_100695']"
"Vacuolar_proton_translocating_ATPase_complex,_Golgi_variant",0.17973019315524455,10,28,"['OG6_100544', 'OG6_100902', 'OG6_100711', 'OG6_101992', 'OG6_101546', 'OG6_100711', 'OG6_100301', 'OG6_102324', 'OG6_101800', 'OG6_101449']"
"Vacuolar_proton_translocating_ATPase_complex,_vacuole_variant",0.17973019315524455,10,28,"['OG6_100544', 'OG6_100902', 'OG6_100711', 'OG6_101992', 'OG6_101546', 'OG6_100301', 'OG6_100711', 'OG6_102324', 'OG6_101800', 'OG6_101449']"
BOL3-GRX5_iron-sulfur_cluster_assembly_complex,0.3096749865300057,2,1,"['OG6_104163', 'OG6_101462']"
MRE11-RAD50-XRS2_meiotic_recombination_initiation_complex,0.19417805187537499,2,1,"['OG6_101667', 'OG6_101854']"
Nucleolar_ribonuclease_P_complex,-0.013771839732542033,4,6,"['OG6_152915', 'OG6_101654', 'OG6_102854', 'OG6_103108']"
"Phosphatidylinositol_3-kinase_complex,_class_III,_type_I",0.10891149956562303,3,3,"['OG6_102384', 'OG6_101850', 'OG6_102610']"
"HAP1_transcriptional_repressor_complex,_SSA1_variant",0.034974283375652754,2,1,"['OG6_100083', 'OG6_100614']"
"HAP1_transcriptional_repressor_complex,_SSA2_variant",0.034974283375652754,2,1,"['OG6_100083', 'OG6_100614']"
HDA1_histone_deacetylase_complex,0.020388899620654478,3,3,"['OG6_100220', 'OG6_500921', 'OG6_500493']"
NineTeen_complex,-0.01963184683363263,6,15,"['OG6_102669', 'OG6_102145', 'OG6_103856', 'OG6_102607', 'OG6_102092', 'OG6_101977']"
"RSC_chromatin_remodelling_complex,_variant_RSC2",0.14236963102661018,9,21,"['OG6_100964', 'OG6_101122', 'OG6_100909', 'OG6_103614', 'OG6_112445', 'OG6_137766', 'OG6_103095', 'OG6_103614', 'OG6_500338']"
"RSC_chromatin_remodelling_complex,_variant_RSC1",0.14236963102661018,9,21,"['OG6_100964', 'OG6_101122', 'OG6_100909', 'OG6_103614', 'OG6_103614', 'OG6_112445', 'OG6_137766', 'OG6_103095', 'OG6_500338']"
Exocyst,0.0017434756310758432,7,21,"['OG6_102697', 'OG6_101663', 'OG6_104006', 'OG6_102748', 'OG6_104892', 'OG6_103938', 'OG6_102983']"
RPB4-RPB7_subcomplex,0.5532142165145109,2,1,"['OG6_102742', 'OG6_102167']"
MPP10_complex,0.20500480309772096,3,3,"['OG6_102070', 'OG6_102269', 'OG6_102223']"
COP9_signalosome_complex,0.026947005006831004,2,1,"['OG6_101860', 'OG6_102889']"
mRNA_cleavage_factor_complex_CFIA,-0.05031318990029129,4,6,"['OG6_102277', 'OG6_100265', 'OG6_112326', 'OG6_101503']"
mRNA_cleavage_factor_complex_CFI,-0.00983073714704294,5,10,"['OG6_102277', 'OG6_100265', 'OG6_112326', 'OG6_101503', 'OG6_101082']"
DNA-directed_RNA_polymerase_II_complex,0.5670205235643074,10,45,"['OG6_100210', 'OG6_100190', 'OG6_101363', 'OG6_102742', 'OG6_101049', 'OG6_101231', 'OG6_102056', 'OG6_102455', 'OG6_102167', 'OG6_101401']"
Chromosomal_passenger_complex,-0.046829290579084706,2,1,"['OG6_109783', 'OG6_100573']"
Small_ribosomal_subunit_processome,0.05395853083269733,24,276,"['OG6_100868', 'OG6_103832', 'OG6_102159', 'OG6_102358', 'OG6_102411', 'OG6_103119', 'OG6_102551', 'OG6_102261', 'OG6_101116', 'OG6_102360', 'OG6_102932', 'OG6_116866', 'OG6_102419', 'OG6_102389', 'OG6_101162', 'OG6_102322', 'OG6_102803', 'OG6_100538', 'OG6_101337', 'OG6_102033', 'OG6_102946', 'OG6_126521', 'OG6_101480', 'OG6_101575']"
"GID_E3_ubiquitin_ligase_complex,_GID10_variant",-0.0070377488917516854,5,10,"['OG6_102395', 'OG6_103231', 'OG6_102407', 'OG6_104071', 'OG6_102297']"
"GID_E3_ubiquitin_ligase_complex,_GID11_variant",-0.04949438085389273,4,6,"['OG6_102395', 'OG6_103231', 'OG6_102407', 'OG6_102297']"
PBA1-PBA2_proteasomal_chaperone_complex,0.9636207964847111,2,1,"['OG6_104586', 'OG6_500775']"
DNA_polymerase_zeta_complex,0.4618208482595729,2,1,"['OG6_102751', 'OG6_102286']"
"Vacuolar_transporter_chaperone_complex,_VTC3_variant",0.06244885181133103,3,3,"['OG6_107280', 'OG6_106806', 'OG6_122869']"
"Vacuolar_transporter_chaperone_complex,_VTC2_variant",0.06244885181133103,3,3,"['OG6_107280', 'OG6_122869', 'OG6_106806']"
THO_complex,-0.07381732441968655,2,1,"['OG6_102850', 'OG6_103233']"
Peroxisomal_receptor_export_module_complex,0.6211234079051248,2,1,"['OG6_103335', 'OG6_103617']"
PEX2-PEX10-PEX12_ubiquitin_ligase_complex,-0.05484084971070817,2,1,"['OG6_103569', 'OG6_103665']"
TRAPP_II_complex,-0.016823882241554625,5,10,"['OG6_102403', 'OG6_102292', 'OG6_104539', 'OG6_102399', 'OG6_113512']"
TRAPPI_protein_complex,-0.06332969672727534,3,3,"['OG6_102403', 'OG6_102292', 'OG6_102399']"
Methionyl_glutamyl_tRNA_synthetase_complex,0.1376847241024626,3,3,"['OG6_101454', 'OG6_103886', 'OG6_100893']"
DNA_polymerase_alpha:primase_complex,-0.010516457460523423,3,3,"['OG6_101221', 'OG6_102343', 'OG6_102459']"
DNA_polymerase_delta_complex,0.194178051875375,2,1,"['OG6_101046', 'OG6_102286']"
DNA_polymerase_epsilon_complex,0.16216647334985296,4,6,"['OG6_101586', 'OG6_102104', 'OG6_104378', 'OG6_103217']"
Swr1_chromatin_remodelling_complex,0.0782668922788519,9,36,"['OG6_100249', 'OG6_104154', 'OG6_102680', 'OG6_100127', 'OG6_102754', 'OG6_101792', 'OG6_101779', 'OG6_101635', 'OG6_103780']"
Chaperonin-containing_T-complex,0.06810777913279606,8,15,"['OG6_101890', 'OG6_101721', 'OG6_100235', 'OG6_101757', 'OG6_101716', 'OG6_100235', 'OG6_101782', 'OG6_102087']"
"Myosin_class_V_complex,_MYO2_variant",0.6060306459048617,3,3,"['OG6_100851', 'OG6_100101', 'OG6_113025']"
26S_proteasome_complex,0.18856090491102628,30,435,"['OG6_102724', 'OG6_102011', 'OG6_102240', 'OG6_102061', 'OG6_101968', 'OG6_101631', 'OG6_101382', 'OG6_101970', 'OG6_100897', 'OG6_101718', 'OG6_101621', 'OG6_102164', 'OG6_101410', 'OG6_101915', 'OG6_101965', 'OG6_101899', 'OG6_101390', 'OG6_101799', 'OG6_102002', 'OG6_101680', 'OG6_102143', 'OG6_101207', 'OG6_101835', 'OG6_101751', 'OG6_101513', 'OG6_101776', 'OG6_102079', 'OG6_102054', 'OG6_102014', 'OG6_101896']"
SOD1-CCS1_superoxide_dismutase_heterodimer,0.4909661579323433,2,1,"['OG6_101013', 'OG6_105544']"
TIM9-TIM10_mitochondrial_intermembrane_space_protein_transporter_complex,-0.08166661485971866,2,1,"['OG6_103037', 'OG6_103064']"
CIA_targeting_complex,0.5755293730182381,3,3,"['OG6_102398', 'OG6_102900', 'OG6_102166']"
COPII_vesicle_coat_complex,0.08426401452189473,5,10,"['OG6_100992', 'OG6_101164', 'OG6_101250', 'OG6_101023', 'OG6_101941']"
Kinetochore_CCAN_complex,-0.17627096045294854,2,1,"['OG6_500389', 'OG6_500273']"
"Nucleosome,_variant_HTA1-HTB2_",0.6420534442221516,4,6,"['OG6_100082', 'OG6_100120', 'OG6_100077', 'OG6_100119']"
2-(3-amino-3-carboxypropyl)histidine_synthase_complex,-0.05150535271439557,2,1,"['OG6_103331', 'OG6_101267']"
DNA-directed_RNA_polymerase_III_complex,0.12090546560800304,15,105,"['OG6_100210', 'OG6_102180', 'OG6_500829', 'OG6_101049', 'OG6_101231', 'OG6_102056', 'OG6_100190', 'OG6_122843', 'OG6_102491', 'OG6_102868', 'OG6_102251', 'OG6_101831', 'OG6_102756', 'OG6_103530', 'OG6_101491']"
ISA1-ISA2-IBA57_mitochondrial_iron-sulfur_protein_assembly_complex,-0.041889856159692394,3,3,"['OG6_102468', 'OG6_101081', 'OG6_101909']"
Snf1_protein_kinase_complex_variant_SIP2_,0.17481239023461023,3,3,"['OG6_100252', 'OG6_101734', 'OG6_101253']"
"Elongation_Factor_eEF1_complex,_variant_CAM1",0.17866568333813912,3,3,"['OG6_100227', 'OG6_101050', 'OG6_101695']"
BRE1-RAD6_ubiquitin_ligase_complex,-0.10758867958146001,2,1,"['OG6_101178', 'OG6_113897']"
UBR1-RAD6_ubiquitin_ligase_complex,-0.14316779094884782,2,1,"['OG6_101178', 'OG6_101603']"
RSP5-BUL1_ubiquitin_ligase_complex,0.0916544468883458,2,1,"['OG6_100256', 'OG6_160270']"
RSP5-BUL2_ubiquitin_ligase_complex,0.0916544468883458,2,1,"['OG6_100256', 'OG6_160270']"
RAD6-UBR2_ubiquitin_ligase_complex,-0.14316779094884782,2,1,"['OG6_101178', 'OG6_101603']"
MUB1-RAD6-UBR2_ubiquitin_ligase_complex,0.08486394609497601,3,3,"['OG6_101178', 'OG6_137830', 'OG6_101603']"
MCM_complex,0.06766699943396698,6,15,"['OG6_101598', 'OG6_101336', 'OG6_102165', 'OG6_101805', 'OG6_102101', 'OG6_101983']"
CDC48-NPL4-UFD1_AAA_ATPase_complex,0.13668409844299126,3,3,"['OG6_100525', 'OG6_101880', 'OG6_101567']"
TIM9-TIM10-TIM12_mitochondrial_intermembrane_space_protein_transporter_complex,0.17673736599688405,3,3,"['OG6_103037', 'OG6_500836', 'OG6_103064']"
Acetolactate_synthase_complex,0.3691358303677134,2,1,"['OG6_100369', 'OG6_104341']"
Translocon_complex,-0.005205078240578877,5,10,"['OG6_102234', 'OG6_106907', 'OG6_100672', 'OG6_114113', 'OG6_115523']"
SEC62-SEC63_complex,-0.03201575189695996,4,6,"['OG6_102234', 'OG6_106907', 'OG6_114113', 'OG6_115523']"
CDC48-NPL4-VMS1_AAA_ATPase_complex,-0.03524812171521915,3,3,"['OG6_100525', 'OG6_101880', 'OG6_104356']"
HRD1_E3_ubiquitin_ligase_complex,-0.030717110339383184,3,3,"['OG6_101672', 'OG6_101047', 'OG6_102274']"
PAS_complex,0.15708686431517865,3,3,"['OG6_101979', 'OG6_101803', 'OG6_103112']"
Mitochondrial_DNA-directed_RNA_polymerase_complex,-0.12176985590293359,2,1,"['OG6_101824', 'OG6_122928']"
NuA4_histone_acetyltransferase_complex,0.017630038711456096,10,45,"['OG6_137182', 'OG6_101815', 'OG6_102490', 'OG6_102943', 'OG6_102680', 'OG6_100127', 'OG6_102754', 'OG6_156413', 'OG6_100632', 'OG6_102009']"
SPOTS_complex,-0.05173182753754854,2,1,"['OG6_101364', 'OG6_100700']"
Sulfite_reductase_complex_(NADPH),-0.010660940144767178,2,1,"['OG6_111529', 'OG6_103271']"
EGO_complex,-0.09442232237987952,2,1,"['OG6_102660', 'OG6_102718']"
Piccolo_NuA4_histone_acetyltransferase_complex,-0.06332969672727536,3,3,"['OG6_137182', 'OG6_102490', 'OG6_100632']"
ERMES_complex,0.006724840100376314,5,10,"['OG6_114985', 'OG6_101658', 'OG6_110538', 'OG6_111233', 'OG6_112022']"
Mitochondrial_pyruvate_dehydrogenase_complex,0.5943153217950341,5,10,"['OG6_100523', 'OG6_101258', 'OG6_100754', 'OG6_116999', 'OG6_101309']"
"Mitotic_checkpoint_complex,_MAD1-MAD2-BUB1-BUB3_subcomplex",-0.05023822311350507,4,6,"['OG6_102928', 'OG6_103958', 'OG6_103574', 'OG6_103677']"
FACT_complex,0.18977566564842369,2,1,"['OG6_102309', 'OG6_101807']"
Core_mediator_complex,0.09900591922226691,11,55,"['OG6_143677', 'OG6_500770', 'OG6_137788', 'OG6_143850', 'OG6_104763', 'OG6_122984', 'OG6_103162', 'OG6_102673', 'OG6_103658', 'OG6_103150', 'OG6_500086']"
SEA_complex,0.024108114313087067,8,28,"['OG6_104395', 'OG6_104131', 'OG6_103955', 'OG6_103753', 'OG6_103638', 'OG6_104242', 'OG6_101941', 'OG6_104440']"
GSE_complex,-0.07519335826353764,3,3,"['OG6_104128', 'OG6_102660', 'OG6_102718']"
SCF-Cdc4_ubiquitin_ligase_complex,0.06303365415256058,4,6,"['OG6_101649', 'OG6_104162', 'OG6_100934', 'OG6_101330']"
SCF-Grr1_ubiquitin_ligase_complex,0.057665517462465614,3,3,"['OG6_104162', 'OG6_100934', 'OG6_101330']"
SCF-Mdm30_ubiquitin_ligase_complex,0.057665517462465614,3,3,"['OG6_104162', 'OG6_100934', 'OG6_101330']"
SCF-Ufo1_ubiquitin_ligase_complex,0.0747196644907488,4,6,"['OG6_104162', 'OG6_100934', 'OG6_500743', 'OG6_101330']"
SCF-Das1_ubiquitin_ligase_complex,0.057665517462465614,3,3,"['OG6_104162', 'OG6_100934', 'OG6_101330']"
SCF-MET30_E3_ubiquitin_ligase_complex,0.12836815508440988,4,6,"['OG6_104162', 'OG6_112271', 'OG6_100934', 'OG6_101330']"
SCF-Dia2_ubiquitin_ligase_complex,-0.0025943749161068674,4,6,"['OG6_104162', 'OG6_100934', 'OG6_119818', 'OG6_101330']"
SCF-Ylr352w_ubiquitin_ligase_complex,0.07790086190193267,4,6,"['OG6_104162', 'OG6_100934', 'OG6_115059', 'OG6_101330']"
SCF-Saf1_ubiquitin_ligase_complex,0.057665517462465614,3,3,"['OG6_104162', 'OG6_100934', 'OG6_101330']"
SCF-Hrt3_ubiquitin_ligase_complex,0.02153482201864941,4,6,"['OG6_104162', 'OG6_100934', 'OG6_101330', 'OG6_104095']"
Ribosome_quality_control_complex,0.01871341738220349,5,10,"['OG6_100525', 'OG6_101880', 'OG6_101567', 'OG6_105606', 'OG6_101297']"
