Uniprot ID	Orthomcl ID
A0A1D8PKE1	OG6_105803
A0A1D8PKE7	OG6_102209
A0A1D8PKG2	OG6_101676
A0A1D8PKG7	OG6_101978
A0A1D8PKH5	OG6_101690
A0A1D8PKJ7	OG6_104339
A0A1D8PKK1	OG6_101625
A0A1D8PKL7	OG6r20_325454
A0A1D8PKT1	OG6_113480
A0A1D8PKV4	OG6_101016
A0A1D8PKX3	OG6_101546
A0A1D8PL04	OG6_102946
A0A1D8PL16	OG6_153234
A0A1D8PL37	OG6_102457
A0A1D8PL98	OG6r20_139596
A0A1D8PLB0	OG6_100775
A0A1D8PLB5	OG6_102540
A0A1D8PLB7	OG6_104341
A0A1D8PLD6	OG6_104452
A0A1D8PLH1	OG6_103064
A0A1D8PLL0	OG6_100918
A0A1D8PLM5	OG6_103329
A0A1D8PLN0	OG6_100918
A0A1D8PLN3	OG6_101757
A0A1D8PLR5	OG6_101548
A0A1D8PLW8	OG6_101896
A0A1D8PLX8	OG6r20_112566
A0A1D8PLY0	OG6r20_126579
A0A1D8PM81	OG6_103551
A0A1D8PM82	OG6_103313
A0A1D8PM83	OG6_100416
A0A1D8PM85	OG6r20_103986
A0A1D8PM94	OG6_102212
A0A1D8PM95	OG6r20_303535
A0A1D8PMB2	OG6_102646
A0A1D8PMB5	OG6_102501
A0A1D8PMB8	OG6_100697
A0A1D8PMC9	OG6_101065
A0A1D8PMD0	OG6_107815
A0A1D8PME0	OG6_101196
A0A1D8PMF8	OG6_100851
A0A1D8PMH1	OG6r20_102502
A0A1D8PMH8	OG6_100455
A0A1D8PMJ1	OG6_101399
A0A1D8PML6	OG6_101377
A0A1D8PMN4	OG6_101825
A0A1D8PMN9	OG6_101716
A0A1D8PMP4	OG6_105259
A0A1D8PMQ0	OG6_106980
A0A1D8PMQ4	OG6_101915
A0A1D8PMS5	OG6r20_106964
A0A1D8PMW6	OG6_100500
A0A1D8PN02	OG6r20_102234
A0A1D8PN24	OG6_103471
A0A1D8PN83	OG6_100208
A0A1D8PN84	OG6_102381
A0A1D8PN90	OG6_102012
A0A1D8PNA7	OG6_102415
A0A1D8PNA8	OG6_102054
A0A1D8PNB3	OG6_101719
A0A1D8PNC8	OG6_101718
A0A1D8PNE8	OG6_101203
A0A1D8PNF5	OG6_101859
A0A1D8PNG6	OG6_101381
A0A1D8PNJ4	OG6_100996
A0A1D8PNM3	OG6_102196
A0A1D8PNQ6	OG6_100950
A0A1D8PNS0	OG6_100603
A0A1D8PNT2	OG6_101921
A0A1D8PNV1	OG6_100321
A0A1D8PNV3	OG6_104704
A0A1D8PNW1	OG6_126857
A0A1D8PNY0	OG6r20_106966
A0A1D8PNY1	OG6_100156
A0A1D8PNY6	OG6_106728
A0A1D8PP13	OG6_101086
A0A1D8PP19	OG6_101153
A0A1D8PP29	OG6_101505
A0A1D8PP39	OG6_100402
A0A1D8PP67	OG6_104340
A0A1D8PP87	OG6r20_292278
A0A1D8PP96	OG6_106380
A0A1D8PP98	OG6r20_166846
A0A1D8PPA5	OG6_101874
A0A1D8PPA9	OG6r20_139642
A0A1D8PPB2	OG6r20_101514
A0A1D8PPB7	OG6_111255
A0A1D8PPC6	OG6_101845
A0A1D8PPE2	OG6_100257
A0A1D8PPE8	OG6_102761
A0A1D8PPG4	OG6_103579
A0A1D8PPH3	OG6r20_139751
A0A1D8PPH4	OG6_100297
A0A1D8PPK4	OG6r20_106968
A0A1D8PPP3	OG6_101463
A0A1D8PPR4	OG6_110235
A0A1D8PPS1	OG6_100365
A0A1D8PPT8	OG6_102255
A0A1D8PPU3	OG6_102597
A0A1D8PPW6	OG6_102224
A0A1D8PPW9	OG6_101103
A0A1D8PPZ2	OG6r20_126600
A0A1D8PQ13	OG6_100154
A0A1D8PQ33	OG6r20_102014
A0A1D8PQ51	OG6r20_171166
A0A1D8PQ78	OG6_100927
A0A1D8PQ94	OG6_101574
A0A1D8PQC2	OG6r20_325383
A0A1D8PQD4	OG6_103192
A0A1D8PQD5	OG6_102345
A0A1D8PQE5	OG6_101883
A0A1D8PQE8	OG6r20_112564
A0A1D8PQF9	OG6_101090
A0A1D8PQH5	OG6_100280
A0A1D8PQK1	OG6_102662
A0A1D8PQL5	OG6_102888
A0A1D8PQN0	OG6_101185
A0A1D8PQP7	OG6_100589
A0A1D8PQQ5	OG6_100333
A0A1D8PQS0	OG6_100781
A0A1D8PQS6	OG6_104575
A0A1D8PQT4	OG6_102141
A0A1D8PQW1	OG6_102011
A0A1D8PR80	OG6_100545
A0A1D8PR93	OG6_112353
A0A1D8PRC2	OG6_100109
A0A1D8PRE8	OG6_102419
A0A1D8PRG5	OG6_101037
A0A1D8PRG8	OG6_101272
A0A1D8PRH1	OG6_100423
A0A1D8PRH2	OG6_102483
A0A1D8PRH4	OG6r20_101813
A0A1D8PRH6	OG6_102143
A0A1D8PRH8	OG6r20_101974
A0A1D8PRI7	OG6_102320
A0A1D8PRJ6	OG6_101265
A0A1D8PRK2	OG6_103385
A0A1D8PRK7	OG6_105375
A0A1D8PRK8	OG6r20_103087
A0A1D8PRL6	OG6_101592
A0A1D8PRM3	OG6r20_126557
A0A1D8PRM5	OG6_115888
A0A1D8PRM7	OG6_102030
A0A1D8PRN6	OG6_108825
A0A1D8PRN7	OG6_113965
A0A1D8PRP0	OG6_102118
A0A1D8PRP4	OG6_102070
A0A1D8PRQ1	OG6_101413
A0A1D8PRQ3	OG6_101736
A0A1D8PRQ4	OG6_103994
A0A1D8PRR5	OG6_101359
A0A1D8PRU4	OG6_102934
A0A1D8PRY3	OG6_100847
A0A1D8PRY9	OG6_103007
A0A1D8PS03	OG6_102508
A0A1D8PS16	OG6_101233
A0A1D8PS33	OG6_104652
A0A1D8PS46	OG6_102439
A0A1D8PS56	OG6_103352
A0A1D8PS68	OG6_102991
A0A1D8PS92	OG6_100085
A0A1D8PS97	OG6_104342
A0A1D8PSA5	OG6_101465
A0A1D8PSA9	OG6_100937
A0A1D8PSB0	OG6_101228
A0A1D8PSD3	OG6_103010
A0A1D8PSD6	OG6_101299
A0A1D8PSE1	OG6_113025
A0A1D8PSE5	OG6_129076
A0A1D8PSH1	OG6_153240
A0A1D8PSH3	OG6_101425
A0A1D8PSK2	OG6_101018
A0A1D8PSK4	OG6r20_292404
A0A1D8PSM8	OG6_104526
A0A1D8PSN8	OG6_100487
A0A1D8PSR2	OG6_101428
A0A1D8PSS4	OG6_101207
A0A1D8PSU2	OG6_103552
A0A1D8PSU3	OG6r20_102494
A0A1D8PSW2	OG6_102336
A0A1D8PSW6	OG6_100163
A0A1D8PSY1	OG6_100668
A0A1D8PT04	OG6_101369
A0A1D8PT71	OG6r20_119405
A0A1D8PT80	OG6_100976
A0A1D8PTB6	OG6_102262
A0A1D8PTE4	OG6_123074
A0A1D8PTH3	OG6_101182
A0A1D8PTI2	OG6_100582
A0A1D8PTJ1	OG6r20_101668
A0A1D8PTK1	OG6_102633
A0A1D8PTL5	OG6_120624
A0A1D8PTM0	OG6_122731
A0A1D8PTM3	OG6_103189
A0A1D8PTN4	OG6_102021
A0A1D8PTS0	OG6_100883
A0A1D8PTU3	OG6_100539
A0A1D8PTU4	OG6_101251
A0A1D8PTU9	OG6_100725
A0A1D8PTV0	OG6_102079
A0A1D8PTV1	OG6_102846
A0A1D8PTX0	OG6r20_112835
A0A1D8PTX2	OG6_100983
A0A1D8PTY7	OG6_105061
A0A1D8PTZ6	OG6_101197
A0A1D8PU04	OG6_103701
A0A1D8PU24	OG6_102449
A0A1D8PU30	OG6r20_139718
A0A1D8PU40	OG6_100671
A0A1D8PU46	OG6_101480
A0A1D8PU56	OG6_100746
A0A1D8PU58	OG6_100658
A0A1D8PU67	OG6_101382
A0A1D8PU74	OG6_105306
A0A1D8PU84	OG6_102532
A0A1D8PU93	OG6_100321
A0A1D8PU99	OG6_103498
A0A1D8PUB4	OG6_100349
A0A1D8PUC0	OG6r20_119393
A0A1D8PUD2	OG6_101225
O94150	OG6_101155
P0C0X3	OG6_104325
P0CT51	OG6r20_119382
P0CU35	OG6_100322
P0CU36	OG6_102245
P0CU37	OG6_101531
P0CY22	OG6r20_104517
P87218	OG6_119760
P87220	OG6_101069
Q59KJ6	OG6_100926
Q59KP9	OG6r20_115383
Q59KS8	OG6r20_119393
Q59KV5	OG6_100718
Q59KV8	OG6_112026
Q59L89	OG6_104153
Q59LI2	OG6_101935
Q59LL5	OG6_103268
Q59LQ4	OG6_100899
Q59LQ6	OG6_100635
Q59LT9	OG6_102491
Q59LX0	OG6_166214
Q59M00	OG6_100740
Q59M53	OG6_101881
Q59MD0	OG6r20_139500
Q59MI8	OG6_101956
Q59MK3	OG6_101337
Q59MU0	OG6_105102
Q59N10	OG6r20_139695
Q59N40	OG6_100337
Q59N44	OG6_101229
Q59NB3	OG6r20_127094
Q59NC4	OG6_102336
Q59NH3	OG6_108609
Q59NX9	OG6_101531
Q59P36	OG6_102084
Q59P43	OG6_101761
Q59P52	OG6_102566
Q59P58	OG6r20_110675
Q59P88	OG6r20_127067
Q59PA0	OG6_102743
Q59PH5	OG6_106806
Q59PR7	OG6_102265
Q59PU1	OG6_101618
Q59PU4	OG6_101767
Q59PW1	OG6_101462
Q59PZ1	OG6_101621
Q59PZ4	OG6_101748
Q59Q43	OG6_100380
Q59QB4	OG6_103671
Q59QC1	OG6_117002
Q59QG8	OG6r20_106948
Q59QH4	OG6_129979
Q59R18	OG6_103052
Q59R24	OG6_103037
Q59R31	OG6_101588
Q59R32	OG6r20_126612
Q59R98	OG6r20_292308
Q59RL1	OG6_142238
Q59S77	OG6_101986
Q59S81	OG6_222618
Q59SC5	OG6r20_139549
Q59SI1	OG6_101340
Q59SI6	OG6_101770
Q59SL4	OG6_112766
Q59SL5	OG6_101971
Q59SN0	OG6_103080
Q59SS4	OG6_101926
Q59T36	OG6_103251
Q59T80	OG6_104379
Q59T88	OG6_102015
Q59T91	OG6_102420
Q59TA9	OG6_102017
Q59TC4	OG6_101528
Q59TD1	OG6_103444
Q59TN2	OG6_101400
Q59TS4	OG6_106484
Q59TU0	OG6_101091
Q59TV8	OG6_102766
Q59U72	OG6_101310
Q59UF6	OG6_104044
Q59UF7	OG6_100778
Q59UH8	OG6_102411
Q59UR2	OG6_133176
Q59V90	OG6_102432
Q59V92	OG6_100302
Q59VF9	OG6r20_112579
Q59VG1	OG6_101528
Q59VH0	OG6_102337
Q59VY2	OG6_103169
Q59W63	OG6_102159
Q59WC2	OG6_101471
Q59WC5	OG6_100677
Q59WF0	OG6_100517
Q59WG4	OG6_103579
Q59WG6	OG6_102047
Q59WI7	OG6_130010
Q59WT0	OG6_102731
Q59WT3	OG6_102311
Q59WU0	OG6_103579
Q59WV9	OG6_103181
Q59WW7	OG6_100297
Q59WW8	OG6_100297
Q59X29	OG6_102002
Q59X40	OG6r20_127811
Q59X47	OG6_101253
Q59X74	OG6_102223
Q59XV1	OG6_100153
Q59Y11	OG6r20_103494
Q59Y27	OG6_129583
Q59Y64	OG6_102098
Q59YC4	OG6_101721
Q59YD1	OG6_101022
Q59YD8	OG6_109417
Q59YG5	OG6_102649
Q59YG7	OG6r20_110729
Q59YH1	OG6_101429
Q59YH4	OG6_101782
Q59YL9	OG6_102746
Q59Z12	OG6_100235
Q59Z19	OG6_100924
Q59Z24	OG6_102455
Q59Z38	OG6_102213
Q59Z51	OG6_102968
Q59Z57	OG6_100121
Q59Z65	OG6_100897
Q59ZE0	OG6_111834
Q59ZG6	OG6_102220
Q59ZH8	OG6_100994
Q59ZI0	OG6_109956
Q59ZI2	OG6_105315
Q59ZU1	OG6_104011
Q59ZW9	OG6_102816
Q5A001	OG6_153240
Q5A013	OG6_109181
Q5A026	OG6_103164
Q5A0H3	OG6_101696
Q5A0I6	OG6_103431
Q5A0J3	OG6_108958
Q5A0L8	OG6_101965
Q5A0M7	OG6_100718
Q5A0W6	OG6_102080
Q5A0X6	OG6_103429
Q5A0Z9	OG6_100754
Q5A107	OG6_102353
Q5A199	OG6_101211
Q5A1A9	OG6r20_102008
Q5A1C1	OG6_100185
Q5A1D7	OG6_107787
Q5A1E1	OG6r20_139612
Q5A1L8	OG6_106265
Q5A1M0	OG6_102797
Q5A1M9	OG6_102190
Q5A1Q0	OG6_102231
Q5A1X9	OG6_101371
Q5A1Y2	OG6_100984
Q5A207	OG6_114830
Q5A210	OG6r20_126615
Q5A283	OG6_101424
Q5A298	OG6_101831
Q5A2A0	OG6_101899
Q5A2B1	OG6_100743
Q5A2B2	OG6_101092
Q5A2S9	OG6_103638
Q5A2Y7	OG6_102245
Q5A328	OG6_101975
Q5A331	OG6_104982
Q5A339	OG6_101514
Q5A362	OG6_100353
Q5A386	OG6_100549
Q5A388	OG6_101170
Q5A3J0	OG6_110122
Q5A3K7	OG6_100629
Q5A3P4	OG6_101168
Q5A3Q0	OG6_102721
Q5A435	OG6_102908
Q5A4H4	OG6r20_292371
Q5A4M2	OG6_100205
Q5A4M9	OG6r20_139650
Q5A4P1	OG6_102352
Q5A4X7	OG6_118316
Q5A4Y0	OG6_104072
Q5A4Z1	OG6r20_101807
Q5A501	OG6_102450
Q5A513	OG6_101934
Q5A5N0	OG6_100829
Q5A5N9	OG6_101491
Q5A5Q8	OG6_100732
Q5A5V6	OG6_101309
Q5A653	OG6_103288
Q5A660	OG6_104777
Q5A679	OG6_101452
Q5A695	OG6_132941
Q5A6L1	OG6_101016
Q5A6N7	OG6_101084
Q5A6R5	OG6_100542
Q5A6R7	OG6_100580
Q5A779	OG6_102018
Q5A785	OG6r20_101497
Q5A7B1	OG6_101730
Q5A7K1	OG6_102870
Q5A7L0	OG6_107280
Q5A7L9	OG6_106767
Q5A7M2	OG6_102237
Q5A7P3	OG6r20_104617
Q5A7P6	OG6_100234
Q5A7S4	OG6_106346
Q5A8A2	OG6_104576
Q5A8H9	OG6_104658
Q5A8I6	OG6r20_115367
Q5A8J5	OG6_117943
Q5A8Y6	OG6_101118
Q5A8Z9	OG6r20_106987
Q5A917	OG6r20_126537
Q5A933	OG6_112271
Q5A934	OG6_101443
Q5A940	OG6_102239
Q5A942	OG6_100783
Q5A943	OG6_101444
Q5A948	OG6_103275
Q5A967	OG6_102800
Q5A970	OG6_102708
Q5A975	OG6_104145
Q5A995	OG6_103564
Q5A9B2	OG6_100215
Q5A9D9	OG6_100541
Q5A9E1	OG6_100642
Q5AAS9	OG6_100842
Q5AB86	OG6_110817
Q5AB93	OG6_104517
Q5ABA8	OG6_105143
Q5ABB1	OG6_100315
Q5ABB3	OG6_102860
Q5ABB8	OG6_102484
Q5ABC3	OG6_100780
Q5ABP8	OG6_123860
Q5ABU0	OG6_101472
Q5AC29	OG6_101081
Q5AC35	OG6_103736
Q5ACN3	OG6r20_115379
Q5ACW2	OG6_102529
Q5ACX5	OG6_100353
Q5ACY4	OG6_101383
Q5ACZ8	OG6_100775
Q5AD10	OG6_100384
Q5AD24	OG6_100169
Q5AD28	OG6_102538
Q5AD30	OG6r20_102222
Q5AD39	OG6_100458
Q5AD51	OG6_105162
Q5ADM5	OG6_100072
Q5ADP7	OG6_100846
Q5ADQ6	OG6_101261
Q5ADR2	OG6_101419
Q5ADR6	OG6_101847
Q5ADT3	OG6_100072
Q5ADT4	OG6_100072
Q5ADX1	OG6_116883
Q5AEB3	OG6_105576
Q5AEB8	OG6_101968
Q5AEC0	OG6_105803
Q5AEC3	OG6_102015
Q5AEC9	OG6_100512
Q5AEE2	OG6_103296
Q5AEI0	OG6_101298
Q5AEI9	OG6_101644
Q5AEJ0	OG6_133017
Q5AEN2	OG6_100791
Q5AF52	OG6_101087
Q5AF54	OG6_103836
Q5AF62	OG6_100462
Q5AF81	OG6_101660
Q5AF98	OG6_102149
Q5AFB3	OG6_101224
Q5AFB4	OG6_100130
Q5AFD8	OG6_102467
Q5AG80	OG6_101334
Q5AGX8	OG6_101258
Q5AGY6	OG6_101299
Q5AGZ0	OG6_100973
Q5AGZ7	OG6_100789
Q5AH00	OG6_100711
Q5AH07	OG6_101051
Q5AH14	OG6_101593
Q5AH74	OG6_100228
Q5AHC0	OG6r20_115327
Q5AHC2	OG6r20_101357
Q5AHD5	OG6r20_303561
Q5AHE2	OG6_103520
Q5AHF9	OG6_102114
Q5AHH7	OG6_100820
Q5AHZ1	OG6_100609
Q5AHZ3	OG6_101024
Q5AI44	OG6_103250
Q5AI66	OG6_112021
Q5AI97	OG6_110272
Q5AJ85	OG6r20_139566
Q5AJ90	OG6_101592
Q5AJF1	OG6_500936
Q5AJF7	OG6_100843
Q5AJK6	OG6r20_166826
Q5AJX0	OG6_100351
Q5AJZ5	OG6_102061
Q5AJZ7	OG6_102116
Q5AK16	OG6_100235
Q5AK69	OG6_101570
Q5AKU2	OG6r20_140383
Q5AKV0	OG6_100700
Q5AKX1	OG6_100619
Q5AKZ4	OG6r20_101229
Q5AL10	OG6_103881
Q5AL11	OG6_102019
Q5AL17	OG6_100634
Q5AL46	OG6_100332
Q5ALP1	OG6r20_106977
Q5ALU6	OG6_103173
Q5ALV0	OG6_103808
Q5ALV5	OG6_102678
Q5ALV8	OG6_100728
Q5AM84	OG6r20_168537
Q5AMM1	OG6_103706
Q5AMN5	OG6_100356
Q5AMP2	OG6_106957
Q5AMP8	OG6_100354
Q5AMR3	OG6_111963
Q5AMR8	OG6_101849
Q5AMT0	OG6_123860
Q5AN98	OG6_119729
Q5AND0	OG6_101763
Q5AND9	OG6_100600
Q5ANH5	OG6_100883
Q5ANN5	OG6_100085
Q5AP74	OG6_127200
Q5AP79	OG6_101022
Q5APB0	OG6_102341
Q5APC0	OG6_117003
Q5APD0	OG6_102360
Q5APD2	OG6_104513
Q5APF5	OG6_101070
Q5APF8	OG6_100346
Q5APS5	OG6r20_128200
Q96W54	OG6_100322
Q9B1P9	OG6_104028
Q9B8D0	OG6_103969
Q9B8D3	OG6_137875
Q9B8D4	OG6_102362
Q9B8D6	OG6_101576
Q9UVJ4	OG6_100869
Q9UW19	OG6r20_107852
Q9UW21	OG6_102132
Q9UW25	OG6_102132
A0A1D8PC79	OG6_102480
A0A1D8PCC4	OG6r20_139724
A0A1D8PCD5	OG6r20_119376
A0A1D8PCD7	OG6r20_141491
A0A1D8PCF2	OG6r20_101639
A0A1D8PCI9	OG6_101512
A0A1D8PCJ1	OG6_105622
A0A1D8PCL0	OG6r20_139488
A0A1D8PCL4	OG6_102232
A0A1D8PCT3	OG6_102636
A0A1D8PCT7	OG6r20_166881
A0A1D8PCU3	OG6r20_126540
A0A1D8PCV2	OG6_103660
A0A1D8PCW2	OG6_127200
A0A1D8PCW3	OG6_100397
A0A1D8PCZ1	OG6r20_102794
A0A1D8PD02	OG6_101441
A0A1D8PD04	OG6r20_107939
A0A1D8PD11	OG6r20_109417
A0A1D8PD15	OG6_101680
A0A1D8PD19	OG6r20_166801
A0A1D8PD34	OG6r20_104587
A0A1D8PD35	OG6_104240
A0A1D8PD42	OG6r20_103489
A0A1D8PD45	OG6r20_292332
A0A1D8PD50	OG6_102382
A0A1D8PD74	OG6_101126
A0A1D8PD86	OG6_123058
A0A1D8PD99	OG6_102701
A0A1D8PDA0	OG6_108186
A0A1D8PDB6	OG6r20_115073
A0A1D8PDC7	OG6r20_102217
A0A1D8PDD0	OG6r20_126541
A0A1D8PDE2	OG6_101126
A0A1D8PDG7	OG6r20_166803
A0A1D8PDI8	OG6r20_108003
A0A1D8PDK1	OG6r20_101992
A0A1D8PDL9	OG6_103247
A0A1D8PDN8	OG6r20_101993
A0A1D8PDP2	OG6_101243
A0A1D8PDP5	OG6r20_104589
A0A1D8PDQ2	OG6r20_110667
A0A1D8PDQ5	OG6r20_112566
A0A1D8PDQ8	OG6r20_139495
A0A1D8PDR3	OG6r20_100698
A0A1D8PDS4	OG6r20_139497
A0A1D8PDS8	OG6r20_139498
A0A1D8PDT5	OG6r20_292278
A0A1D8PDV1	OG6r20_106985
A0A1D8PDV8	OG6r20_115314
A0A1D8PDX3	OG6r20_126546
A0A1D8PDX5	OG6_100612
A0A1D8PDX7	OG6r20_127755
A0A1D8PDY6	OG6r20_107942
A0A1D8PDZ4	OG6r20_106134
A0A1D8PDZ5	OG6r20_109128
A0A1D8PE03	OG6r20_105277
A0A1D8PE30	OG6_101083
A0A1D8PE34	OG6r20_115315
A0A1D8PE38	OG6r20_101641
A0A1D8PE39	OG6r20_139503
A0A1D8PE68	OG6r20_126547
A0A1D8PE69	OG6_103668
A0A1D8PE80	OG6r20_119378
A0A1D8PE82	OG6r20_112536
A0A1D8PE91	OG6_101411
A0A1D8PEB5	OG6r20_115317
A0A1D8PEB8	OG6r20_126548
A0A1D8PEC2	OG6_112495
A0A1D8PEE8	OG6r20_102483
A0A1D8PEF2	OG6r20_102777
A0A1D8PEF8	OG6_100764
A0A1D8PEG0	OG6_118298
A0A1D8PEI8	OG6_100477
A0A1D8PEJ1	OG6r20_139505
A0A1D8PEN5	OG6r20_102221
A0A1D8PEP6	OG6r20_112537
A0A1D8PEQ0	OG6r20_115318
A0A1D8PEQ6	OG6r20_139510
A0A1D8PES5	OG6r20_105278
A0A1D8PEU0	OG6r20_102484
A0A1D8PEV9	OG6_104516
A0A1D8PEY4	OG6_102348
A0A1D8PEY7	OG6r20_103998
A0A1D8PEY8	OG6r20_166807
A0A1D8PEZ6	OG6r20_139511
A0A1D8PF29	OG6r20_166808
A0A1D8PF34	OG6r20_428711
A0A1D8PF40	OG6r20_102485
A0A1D8PF49	OG6_358271
A0A1D8PF83	OG6r20_139514
A0A1D8PFA9	OG6_105122
A0A1D8PFC9	OG6r20_110671
A0A1D8PFD4	OG6_116431
A0A1D8PFD5	OG6r20_100630
A0A1D8PFE7	OG6r20_126552
A0A1D8PFF0	OG6r20_139517
A0A1D8PFF6	OG6_101085
A0A1D8PFG1	OG6r20_105281
A0A1D8PFG3	OG6r20_101995
A0A1D8PFG6	OG6r20_104618
A0A1D8PFH2	OG6_102504
A0A1D8PFI8	OG6r20_139519
A0A1D8PFJ0	OG6r20_126553
A0A1D8PFJ9	OG6r20_101012
A0A1D8PFK2	OG6r20_126554
A0A1D8PFL2	OG6r20_100470
A0A1D8PFL4	OG6r20_115320
A0A1D8PFL6	OG6r20_101799
A0A1D8PFR1	OG6r20_126555
A0A1D8PFS0	OG6_105078
A0A1D8PFV6	OG6_100403
A0A1D8PFW6	OG6_102571
A0A1D8PFX5	OG6r20_303517
A0A1D8PFY4	OG6r20_102789
A0A1D8PFY5	OG6_102295
A0A1D8PFZ0	OG6r20_166810
A0A1D8PFZ1	OG6r20_126557
A0A1D8PFZ6	OG6r20_109133
A0A1D8PG02	OG6r20_139524
A0A1D8PG05	OG6r20_101499
A0A1D8PG09	OG6_206380
A0A1D8PG18	OG6_104712
A0A1D8PG50	OG6_116984
A0A1D8PG78	OG6r20_115322
A0A1D8PG85	OG6r20_112541
A0A1D8PG94	OG6_101573
A0A1D8PG95	OG6r20_106953
A0A1D8PG98	OG6r20_166812
A0A1D8PGA0	OG6r20_107947
A0A1D8PGE9	OG6_100779
A0A1D8PGG2	OG6r20_112543
A0A1D8PGH1	OG6r20_115325
A0A1D8PGI1	OG6r20_112542
A0A1D8PGJ3	OG6r20_112544
A0A1D8PGJ6	OG6r20_139534
A0A1D8PGJ9	OG6r20_101013
A0A1D8PGK3	OG6r20_109134
A0A1D8PGP5	OG6_104552
A0A1D8PGP7	OG6_103247
A0A1D8PGR3	OG6r20_139537
A0A1D8PGS4	OG6r20_106956
A0A1D8PGT0	OG6_109089
A0A1D8PGU5	OG6r20_101014
A0A1D8PGV8	OG6r20_115426
A0A1D8PGW6	OG6r20_115328
A0A1D8PGX9	OG6r20_104592
A0A1D8PGZ4	OG6r20_101645
A0A1D8PH00	OG6r20_102223
A0A1D8PH07	OG6r20_101343
A0A1D8PH38	OG6r20_112566
A0A1D8PH39	OG6_137751
A0A1D8PH50	OG6r20_292378
A0A1D8PH57	OG6r20_101647
A0A1D8PH58	OG6r20_166873
A0A1D8PH61	OG6r20_112566
A0A1D8PH88	OG6_101920
A0A1D8PHB9	OG6r20_105285
A0A1D8PHE3	OG6_106641
A0A1D8PHE6	OG6_107840
A0A1D8PHG8	OG6r20_101801
A0A1D8PHM7	OG6r20_101802
A0A1D8PHP5	OG6r20_104593
A0A1D8PHQ3	OG6r20_115330
A0A1D8PHQ7	OG6r20_101231
A0A1D8PHS6	OG6r20_109206
A0A1D8PHT6	OG6r20_109206
A0A1D8PHU6	OG6_110112
A0A1D8PHW0	OG6_100250
A0A1D8PHY8	OG6_104255
A0A1D8PI02	OG6r20_112547
A0A1D8PI10	OG6_100403
A0A1D8PI29	OG6r20_102224
A0A1D8PI30	OG6r20_103493
A0A1D8PI37	OG6r20_101648
A0A1D8PI39	OG6r20_115380
A0A1D8PI40	OG6r20_126561
A0A1D8PI67	OG6_135366
A0A1D8PI75	OG6r20_115332
A0A1D8PI79	OG6r20_101649
A0A1D8PI81	OG6_100397
A0A1D8PI82	OG6r20_115333
A0A1D8PI89	OG6r20_112548
A0A1D8PI97	OG6r20_104078
A0A1D8PIA1	OG6r20_139547
A0A1D8PIA6	OG6_101622
A0A1D8PIA9	OG6r20_166816
A0A1D8PIC2	OG6_109316
A0A1D8PID5	OG6r20_126628
A0A1D8PIE4	OG6r20_104596
A0A1D8PIE5	OG6r20_139550
A0A1D8PIF0	OG6_101686
A0A1D8PIH9	OG6_100767
A0A1D8PIJ1	OG6_127104
A0A1D8PIL9	OG6r20_119387
A0A1D8PIM3	OG6r20_139554
A0A1D8PIQ4	OG6r20_100255
A0A1D8PIS1	OG6r20_115336
A0A1D8PIT9	OG6r20_126557
A0A1D8PIU6	OG6r20_107952
A0A1D8PIW5	OG6r20_166820
A0A1D8PIX8	OG6_102894
A0A1D8PIZ2	OG6_104546
A0A1D8PJ12	OG6_100207
A0A1D8PJ22	OG6_103278
A0A1D8PJ24	OG6r20_166825
A0A1D8PJ38	OG6_105381
A0A1D8PJ42	OG6_103278
A0A1D8PJ49	OG6r20_103079
A0A1D8PJ53	OG6r20_171419
A0A1D8PJ92	OG6r20_106107
A0A1D8PJ94	OG6_107541
A0A1D8PJ99	OG6r20_166827
A0A1D8PJB8	OG6_102636
A0A1D8PJC1	OG6_500948
A0A1D8PJD5	OG6r20_173564
A0A1D8PJE5	OG6_112154
A0A1D8PJF4	OG6r20_126565
A0A1D8PJF6	OG6r20_126566
A0A1D8PJF7	OG6r20_126564
A0A1D8PJH6	OG6r20_110679
A0A1D8PJI5	OG6_100690
A0A1D8PJK5	OG6_100306
A0A1D8PJK8	OG6r20_139570
A0A1D8PJM4	OG6_110303
A0A1D8PJN4	OG6r20_110680
A0A1D8PJP0	OG6r20_112552
A0A1D8PJP6	OG6_105034
A0A1D8PJT1	OG6_101563
A0A1D8PJT2	OG6_101926
A0A1D8PJT6	OG6r20_139578
A0A1D8PJU2	OG6r20_115340
A0A1D8PJU7	OG6r20_166829
A0A1D8PJV3	OG6_100026
A0A1D8PJV7	OG6r20_139575
A0A1D8PJV9	OG6r20_106109
A0A1D8PJW6	OG6r20_103088
A0A1D8PJW9	OG6r20_112573
A0A1D8PJZ0	OG6r20_126567
A0A1D8PK67	OG6r20_101506
A0A1D8PK82	OG6r20_107955
A0A1D8PK86	OG6r20_126568
A0A1D8PKA2	OG6_105576
A0A1D8PKA7	OG6r20_112553
A0A1D8PKB0	OG6_102247
A0A1D8PKC3	OG6_101050
A0A1D8PKE0	OG6_100357
A0A1D8PKE3	OG6r20_107956
A0A1D8PKF3	OG6_103648
A0A1D8PKG1	OG6r20_102782
A0A1D8PKH0	OG6_106489
A0A1D8PKH8	OG6_102245
A0A1D8PKI7	OG6r20_115342
A0A1D8PKI9	OG6r20_109141
A0A1D8PKJ0	OG6_102512
A0A1D8PKJ4	OG6_101775
