Accession	Group ID	Entry
YDL081C	OG7_0004828	P05318
YDL082W	OG7_0005753	Q12690
YDL083C	OG7_0003127	P0CX52
YDL084W	OG7_0000130	Q07478
YDL085C-A	OG7_0009262	Q3E7B7
YDL085W	OG7_0002549	Q07500
YDL086W	OG7_0025095	Q07505
YDL087C	OG7_0003621	Q07508
YDL088C	OG7_0101636	Q05166
YDL089W	OG7_0155806	Q12066
YDL090C	OG7_0002914	P22007
YDL091C	OG7_0004862	Q12229
YDL092W	OG7_0008334	P38985
YDL093W	OG7_0004620	P52867
YDL095W	OG7_0004620	P33775
YDL097C	OG7_0007036	Q12377
YDL098C	OG7_0008104	Q12368
YDL099W	OG7_0156166	Q12191
YDL100C	OG7_0004948	Q12154
YDL101C	OG7_0000003	P39009
YDL102W	OG7_0002028	P15436
YDL103C	OG7_0005413	P43123
YDL104C	OG7_0003449	P43122
YDL105W	OG7_0007876	P43124
YDL106C	OG7_0000940	P07269
YDL107W	OG7_0155542	P40990
YDL108W	OG7_0000396	P06242
YDL109C	OG7_0006601	Q12103
YDL110C	OG7_0024029	Q12513
YDL111C	OG7_0002825	Q12277
YDL112W	OG7_0002388	Q07527
YDL113C	OG7_0001722	Q07528
YDL114W	OG7_0000084	Q07530
YDL115C	OG7_0082281	Q07532
YDL116W	OG7_0008455	P52891
YDL117W	OG7_0006032	Q07533
YDL119C	OG7_0001370	Q07534
YDL120W	OG7_0007717	Q07540
YDL121C	OG7_0155739	Q07541
YDL122W	OG7_0008002	P25037
YDL123W	OG7_0007186	Q07549
YDL124W	OG7_0001209	Q07551
YDL125C	OG7_0001985	Q04344
YDL126C	OG7_0001162	P25694
YDL127W	OG7_0001822	P25693
YDL128W	OG7_0004761	Q99385
YDL129W	OG7_0156174	Q07555
YDL130W	OG7_0004828	P10622
YDL130W-A	OG7_0020830	P01098
YDL131W	OG7_0004756	Q12122
YDL132W	OG7_0001577	Q12018
YDL133C-A	OG7_0045816	P0CX87
YDL133W	OG7_0025229	Q12516
YDL134C	OG7_0000696	P23594
YDL135C	OG7_0006735	Q12434
YDL136W	OG7_0004215	P0CX85
YDL137W	OG7_0000557	P19146
YDL138W	OG7_0000446	Q12300
YDL139C	OG7_0024022	Q12334
YDL140C	OG7_0001854	P04050
YDL141W	OG7_0004583	P48445
YDL142C	OG7_0005388	Q07560
YDL143W	OG7_0001068	P39078
YDL144C	OG7_0007177	Q07589
YDL145C	OG7_0006188	P53622
YDL146W	OG7_0009764	Q12342
YDL147W	OG7_0006556	Q12250
YDL148C	OG7_0007869	Q99207
YDL149W	OG7_0006711	Q12142
YDL150W	OG7_0008382	P25441
YDL153C	OG7_0004822	Q12136
YDL154W	OG7_0001339	Q12175
YDL155W	OG7_0001168	P24870
YDL156W	OG7_0006800	Q12510
YDL157C	OG7_0155696	Q12082
YDL159W	OG7_0000432	P06784
YDL159W-A	OG7_0155803	Q3E774
YDL160C	OG7_0000130	P39517
YDL160C-A	OG7_0011294	Q3E829
YDL161W	OG7_0002658	Q12518
YDL164C	OG7_0002598	P04819
YDL165W	OG7_0005539	P06100
YDL166C	OG7_0006617	Q12055
YDL167C	OG7_0002787	P32770
YDL168W	OG7_0001107	P32771
YDL169C	OG7_0155725	P32772
YDL170W	OG7_0020664	P26370
YDL171C	OG7_0003684	Q12680
YDL173W	OG7_0155839	Q12515
YDL174C	OG7_0002979	P32891
YDL175C	OG7_0010448	Q12476
YDL176W	OG7_0155838	Q12027
YDL177C	OG7_0005985	Q12257
YDL178W	OG7_0002981	P46681
YDL179W	OG7_0001822	Q12477
YDL180W	OG7_0156095	Q12301
YDL181W	OG7_0020830	P01097
YDL182W	OG7_0004756	P48570
YDL183C	OG7_0014794	P48569
YDL184C	OG7_0045816	P0CX86
YDL185W	OG7_0005426	P17255
YDL186W	OG7_0155853	P48568
YDL188C	OG7_0000696	P23595
YDL189W	OG7_0003593	Q05672
YDL190C	OG7_0005358	P54860
YDL191W	OG7_0004215	P0CX84
YDL192W	OG7_0000557	P11076
YDL193W	OG7_0009186	Q12063
YDL194W	OG7_0000446	P10870
YDL195W	OG7_0004239	P38968
YDL197C	OG7_0155881	P32448
YDL198C	OG7_0015021	P38988
YDL199C	OG7_0000446	Q12407
YDL200C	OG7_0005671	P26188
YDL201W	OG7_0005737	Q12009
YDL202W	OG7_0026614	P36521
YDL203C	OG7_0004212	Q07622
YDL204W	OG7_0002984	Q12443
YDL205C	OG7_0005810	P28789
YDL206W	OG7_0001914	Q12424
YDL207W	OG7_0008208	Q12315
YDL208W	OG7_0003590	P32495
YDL209C	OG7_0012730	Q12046
YDL210W	OG7_0005350	P32837
YDL211C	OG7_0101648	Q12121
YDL212W	OG7_0021354	Q02774
YDL213C	OG7_0000011	Q07623
YDL214C	OG7_0010344	Q12310
YDL215C	OG7_0011174	P33327
YDL216C	OG7_0007757	Q12468
YDL217C	OG7_0007758	Q12328
YDL218W	OG7_0156007	Q07629
YDL219W	OG7_0006134	Q07648
YDL220C	OG7_0156237	P32797
YDL222C	OG7_0036329	Q07651
YDL223C	OG7_0156054	Q07653
YDL224C	OG7_0004810	Q07655
YDL225W	OG7_0001286	Q07657
YDL226C	OG7_0001719	P35197
YDL227C	OG7_0005426	P09932
YDL229W	OG7_0000779	P11484
YDL230W	OG7_0000542	P25044
YDL231C	OG7_0011978	Q07660
YDL232W	OG7_0040951	Q99380
YDL233W	OG7_0011319	Q07684
YDL234C	OG7_0003032	P48365
YDL235C	OG7_0016487	Q07688
YDL236W	OG7_0003065	P19881
YDL237W	OG7_0019411	Q07716
YDL238C	OG7_0004147	Q07729
YDL239C	OG7_0101661	Q07732
YDL240W	OG7_0001281	P35688
YDL241W	OG7_0155877	Q07738
YDL243C	OG7_0001184	Q07747
YDL244W	OG7_0012586	Q07748
YDL245C	OG7_0000446	P54854
YDL246C	OG7_0001109	Q07786
YDL247W	OG7_0012907	P0CD99
YDL248W	OG7_0017420	Q07788
YDR001C	OG7_0005760	P32356
YDR002W	OG7_0003954	P41920
YDR003W	OG7_0101687	Q03446
YDR003W-A	OG7_0155472	Q3E7Z7
YDR004W	OG7_0001765	P25301
YDR005C	OG7_0007393	P41910
YDR006C	OG7_0005694	P40317
YDR007W	OG7_0009845	P00912
YDR009W	OG7_0004338	P13045
YDR011W	OG7_0002622	P32568
YDR012W	OG7_0005381	P49626
YDR013W	OG7_0008102	Q12488
YDR014W	OG7_0155998	Q99359
YDR014W-A	OG7_0156178	Q03937
YDR016C	OG7_0019982	Q12248
YDR017C	OG7_0003696	Q12494
YDR018C	OG7_0003547	Q12185
YDR019C	OG7_0002886	P48015
YDR020C	OG7_0001754	Q12084
YDR021W	OG7_0000130	Q12099
YDR022C	OG7_0156240	Q12421
YDR023W	OG7_0002999	P07284
YDR025W	OG7_0003138	P0CX47
YDR026C	OG7_0007842	Q12457
YDR027C	OG7_0007163	Q12071
YDR028C	OG7_0017142	Q00816
YDR030C	OG7_0008182	Q12021
YDR031W	OG7_0014215	Q04341
YDR032C	OG7_0006510	Q12335
YDR033W	OG7_0010526	Q12117
YDR034C	OG7_0009351	P40971
YDR034C-A	OG7_0155901	P0C289
YDR034C-C	OG7_0011767	Q12392
YDR034C-D	OG7_0011767	Q12472
YDR034W-B	OG7_0155773	Q6Q5X2
YDR035W	OG7_0009286	P14843
YDR036C	OG7_0000750	P28817
YDR037W	OG7_0003861	P15180
YDR038C	OG7_0001061	Q12691
YDR039C	OG7_0001061	Q01896
YDR040C	OG7_0001061	P13587
YDR041W	OG7_0003061	Q03201
YDR042C	OG7_0156013	Q03205
YDR043C	OG7_0000135	Q03125
YDR044W	OG7_0007001	P11353
YDR045C	OG7_0002891	Q04307
YDR046C	OG7_0005294	P41815
YDR047W	OG7_0004924	P32347
YDR049W	OG7_0008549	Q04311
YDR050C	OG7_0003951	P00942
YDR051C	OG7_0009652	Q99288
YDR052C	OG7_0018420	P32325
YDR054C	OG7_0003023	P14682
YDR055W	OG7_0020661	Q12355
YDR056C	OG7_0155601	Q12025
YDR057W	OG7_0005687	Q99220
YDR058C	OG7_0013637	P54857
YDR059C	OG7_0001016	P15732
YDR060W	OG7_0007685	Q12176
YDR061W	OG7_0000380	Q12298
YDR062W	OG7_0001707	P40970
YDR063W	OG7_0008986	Q12156
YDR064W	OG7_0005835	P05756
YDR065W	OG7_0155734	Q12167
YDR066C	OG7_0008282	Q12378
YDR067C	OG7_0005394	Q12454
YDR068W	OG7_0007816	P54858
YDR069C	OG7_0001214	P32571
YDR070C	OG7_0156093	Q12497
YDR071C	OG7_0011518	Q12447
YDR072C	OG7_0014412	P38954
YDR073W	OG7_0155638	P38956
YDR074W	OG7_0003699	P31688
YDR075W	OG7_0000696	P32345
YDR076W	OG7_0007766	P38953
YDR077W	OG7_0033061	Q01589
YDR078C	OG7_0156238	P38957
YDR079C-A	OG7_0009193	Q3E7C1
YDR079W	OG7_0012155	P38958
YDR080W	OG7_0007043	P38959
YDR081C	OG7_0001724	P32896
YDR082W	OG7_0155969	P38960
YDR083W	OG7_0007720	P38961
YDR084C	OG7_0005695	P38962
YDR085C	OG7_0017145	P33304
YDR086C	OG7_0007192	P35179
YDR087C	OG7_0006506	P35178
YDR088C	OG7_0006955	Q02775
YDR089W	OG7_0006206	P38966
YDR090C	OG7_0020687	Q03193
YDR091C	OG7_0006271	Q03195
YDR092W	OG7_0001016	P52490
YDR093W	OG7_0001014	Q12675
YDR096W	OG7_0003562	Q03833
YDR097C	OG7_0001337	Q03834
YDR098C	OG7_0003454	Q03835
YDR098C-A	OG7_0014733	Q03856
YDR098C-B	OG7_0011767	Q03855
YDR099W	OG7_0002080	P34730
YDR100W	OG7_0015332	Q03860
YDR101C	OG7_0006554	Q03862
YDR103W	OG7_0001364	P32917
YDR104C	OG7_0021343	Q03868
YDR105C	OG7_0003570	Q12116
YDR106W	OG7_0000774	Q04549
YDR107C	OG7_0001932	Q04562
YDR108W	OG7_0006480	P46944
YDR109C	OG7_0008055	Q04585
YDR110W	OG7_0009724	O13329
YDR111C	OG7_0003566	P52892
YDR113C	OG7_0155681	P40316
YDR114C	OG7_0155764	Q04597
YDR115W	OG7_0007712	Q04598
YDR116C	OG7_0005806	Q04599
YDR117C	OG7_0003719	Q04600
YDR118W	OG7_0156250	Q04601
YDR119W	OG7_0002000	Q04602
YDR119W-A	OG7_0155585	Q2V2P9
YDR120C	OG7_0004550	P15565
YDR121W	OG7_0002789	Q04603
YDR122W	OG7_0000009	P13185
YDR123C	OG7_0156193	P26798
YDR124W	OG7_0022999	Q04608
YDR125C	OG7_0003255	Q04623
YDR126W	OG7_0000782	Q04629
YDR127W	OG7_0003074	P08566
YDR128W	OG7_0007932	Q03897
YDR129C	OG7_0004484	P32599
YDR130C	OG7_0156035	Q03898
YDR131C	OG7_0101678	Q03899
YDR132C	OG7_0026623	Q03900
YDR135C	OG7_0000689	P39109
YDR137W	OG7_0008528	P16664
YDR138W	OG7_0155659	P17629
YDR139C	OG7_0001212	Q03919
YDR140W	OG7_0006586	Q03920
YDR141C	OG7_0005819	Q03921
YDR142C	OG7_0007761	P39108
YDR143C	OG7_0000431	P22470
YDR144C	OG7_0001304	P53379
YDR145W	OG7_0007532	Q03761
YDR146C	OG7_0000135	P08153
YDR147W	OG7_0002962	Q03764
YDR148C	OG7_0001835	P19262
YDR150W	OG7_0017547	Q00402
YDR151C	OG7_0002161	P47976
YDR152W	OG7_0007452	Q03768
YDR153C	OG7_0002658	Q03769
YDR155C	OG7_0000556	P14832
YDR156W	OG7_0156226	P50106
YDR158W	OG7_0007767	P13663
YDR159W	OG7_0005281	P46674
YDR160W	OG7_0005294	Q03770
YDR161W	OG7_0010835	Q03771
YDR162C	OG7_0033023	Q12163
YDR163W	OG7_0008043	Q03772
YDR164C	OG7_0003701	P30619
YDR165W	OG7_0008274	Q03774
YDR166C	OG7_0006498	P89102
YDR167W	OG7_0008770	Q12030
YDR168W	OG7_0008157	P06101
YDR169C	OG7_0036309	Q12427
YDR169C-A	OG7_0155572	Q3E789
YDR170C	OG7_0001170	P11075
YDR170W-A	OG7_0014733	Q03964
YDR171W	OG7_0002245	Q12329
YDR172W	OG7_0001444	P05453
YDR173C	OG7_0003696	P07250
YDR174W	OG7_0000969	Q03973
YDR175C	OG7_0017558	Q03976
YDR176W	OG7_0009312	P32494
YDR177W	OG7_0001016	P21734
YDR178W	OG7_0008826	P37298
YDR179C	OG7_0155804	Q03981
YDR179W-A	OG7_0005006	Q03983
YDR180W	OG7_0006991	Q04002
YDR181C	OG7_0156097	Q04003
YDR182W	OG7_0006469	P40986
YDR182W-A	OG7_0007053	Q3E796
YDR183W	OG7_0006106	Q04004
YDR184C	OG7_0155729	Q04005
YDR185C	OG7_0004184	Q04006
YDR186C	OG7_0155816	Q04007
YDR188W	OG7_0001068	P39079
YDR189W	OG7_0007074	P22213
YDR190C	OG7_0003574	Q03940
YDR191W	OG7_0001464	P53688
YDR192C	OG7_0156244	P49686
YDR194C	OG7_0000128	P15424
YDR194W-A	OG7_0155645	Q3E818
YDR195W	OG7_0155543	P42073
YDR196C	OG7_0003432	Q03941
YDR197W	OG7_0007177	P14905
YDR198C	OG7_0001717	Q03942
YDR200C	OG7_0004320	Q03944
YDR201W	OG7_0023022	Q03954
YDR202C	OG7_0156224	Q03956
YDR204W	OG7_0008280	O13525
YDR205W	OG7_0001789	Q03455
YDR206W	OG7_0101634	Q03466
YDR207C	OG7_0017967	P39001
YDR208W	OG7_0001731	P38994
YDR210C-C	OG7_0014733	Q12441
YDR210C-D	OG7_0011767	Q99231
YDR210W	OG7_0155980	Q03482
YDR210W-A	OG7_0011767	Q03483
YDR210W-B	OG7_0011767	Q03494
YDR211W	OG7_0007809	P32501
YDR212W	OG7_0001068	P12612
YDR213W	OG7_0009351	Q12151
YDR214W	OG7_0006691	Q12449
YDR216W	OG7_0049130	P07248
YDR217C	OG7_0009269	P14737
YDR218C	OG7_0001286	Q04921
YDR219C	OG7_0156118	Q04922
YDR221W	OG7_0004765	Q04924
YDR222W	OG7_0017496	Q04925
YDR223W	OG7_0101620	Q04930
YDR224C	OG7_0001377	P02293
YDR225W	OG7_0001197	P04911
YDR226W	OG7_0001353	P07170
YDR227W	OG7_0155507	P11978
YDR228C	OG7_0006585	P39081
YDR229W	OG7_0027397	Q04934
YDR231C	OG7_0010479	Q04935
YDR232W	OG7_0001707	P09950
YDR233C	OG7_0002984	Q04947
YDR234W	OG7_0001901	P49367
YDR235W	OG7_0007595	Q03776
YDR236C	OG7_0005569	Q03778
YDR237W	OG7_0003690	P36519
YDR238C	OG7_0006563	P41810
YDR239C	OG7_0155742	Q03780
YDR240C	OG7_0155875	Q03782
YDR242W	OG7_0001379	P22580
YDR243C	OG7_0000120	P23394
YDR244W	OG7_0005008	P35056
YDR245W	OG7_0005756	P50108
YDR246W	OG7_0004616	Q03784
YDR246W-A	OG7_0155669	Q3E763
YDR247W	OG7_0000009	Q03785
YDR248C	OG7_0008676	Q03786
YDR249C	OG7_0155591	Q03787
YDR251W	OG7_0071882	P37304
YDR252W	OG7_0005053	P40314
YDR253C	OG7_0000135	Q12041
YDR254W	OG7_0036324	P38907
YDR255C	OG7_0006971	Q12508
YDR256C	OG7_0003913	P15202
YDR257C	OG7_0001717	Q12504
YDR258C	OG7_0002479	P33416
YDR259C	OG7_0022994	Q03935
YDR260C	OG7_0156020	Q12379
YDR261C	OG7_0006512	P52911
YDR261C-C	OG7_0014733	O74302
YDR261C-D	OG7_0011767	Q07793
YDR261W-A	OG7_0011767	Q99303
YDR261W-B	OG7_0011767	Q07791
YDR262W	OG7_0028325	Q12331
YDR263C	OG7_0001893	Q12086
YDR264C	OG7_0000782	P39010
YDR265W	OG7_0002146	Q05568
YDR266C	OG7_0006441	Q05580
YDR267C	OG7_0007743	Q05583
YDR268W	OG7_0006237	P04803
YDR270W	OG7_0002077	P38995
YDR272W	OG7_0001622	Q05584
YDR273W	OG7_0019452	Q05610
YDR275W	OG7_0155549	Q05611
YDR276C	OG7_0007186	P87284
YDR277C	OG7_0101676	P35198
YDR279W	OG7_0156148	Q05635
YDR280W	OG7_0002825	Q05636
YDR281C	OG7_0155976	Q05637
YDR282C	OG7_0005782	Q05648
YDR283C	OG7_0002967	P15442
YDR284C	OG7_0002355	Q05521
YDR285W	OG7_0156138	P31111
YDR286C	OG7_0011969	Q05530
YDR287W	OG7_0002653	Q05533
YDR288W	OG7_0002756	Q05541
YDR289C	OG7_0004542	Q05543
YDR291W	OG7_0007371	Q05549
YDR292C	OG7_0002376	P32916
YDR293C	OG7_0002439	P24276
YDR294C	OG7_0004177	Q05567
YDR295C	OG7_0155892	Q06629
YDR296W	OG7_0155630	Q06630
YDR297W	OG7_0003175	P38992
YDR298C	OG7_0005922	P09457
YDR299W	OG7_0007360	Q06631
YDR300C	OG7_0004066	P32264
YDR301W	OG7_0006855	Q06632
YDR302W	OG7_0009035	Q06636
YDR303C	OG7_0047365	Q06639
YDR304C	OG7_0000556	P35176
YDR305C	OG7_0001990	P49775
YDR306C	OG7_0036298	Q06640
YDR307W	OG7_0004620	Q06644
YDR308C	OG7_0009464	P47822
YDR309C	OG7_0101650	Q06648
YDR310C	OG7_0156192	P46676
YDR311W	OG7_0008463	P32776
YDR312W	OG7_0007330	Q12153
YDR313C	OG7_0001169	Q06651
YDR314C	OG7_0006341	Q06665
YDR315C	OG7_0033036	Q06667
YDR316W	OG7_0001781	Q06668
YDR316W-A	OG7_0014733	P0CX65
YDR316W-B	OG7_0011767	P0C2I2
YDR317W	OG7_0007962	Q06674
YDR318W	OG7_0033039	Q06675
YDR319C	OG7_0009314	Q06676
YDR320C	OG7_0002079	Q06677
YDR320C-A	OG7_0022601	P69851
YDR321W	OG7_0004295	P38986
YDR322C-A	OG7_0019578	P81449
YDR322W	OG7_0002955	Q06678
YDR323C	OG7_0001169	P32609
YDR324C	OG7_0007528	Q06679
YDR325W	OG7_0007338	Q06680
YDR326C	OG7_0002535	Q06681
YDR328C	OG7_0003571	P52286
YDR329C	OG7_0008216	P28795
YDR330W	OG7_0007520	Q06682
YDR331W	OG7_0004072	P49018
YDR332W	OG7_0011199	Q06683
YDR333C	OG7_0007879	Q05468
YDR334W	OG7_0000402	Q05471
YDR335W	OG7_0008478	P52918
YDR336W	OG7_0005348	Q05473
YDR337W	OG7_0005929	P21771
YDR338C	OG7_0001708	Q05497
YDR339C	OG7_0004414	Q05498
YDR341C	OG7_0003615	Q05506
YDR342C	OG7_0000446	P39004
YDR343C	OG7_0000446	P39003
YDR345C	OG7_0000446	P32466
YDR346C	OG7_0017496	Q05515
YDR347W	OG7_0003192	P10662
YDR348C	OG7_0019448	Q05518
YDR349C	OG7_0001304	Q06325
YDR350C	OG7_0155938	P50273
YDR351W	OG7_0101628	P42223
YDR352W	OG7_0006909	Q06328
YDR353W	OG7_0004730	P29509
YDR354W	OG7_0008848	P07285
YDR356W	OG7_0155474	P32380
YDR357C	OG7_0155895	Q06333
YDR358W	OG7_0001949	Q06336
YDR359C	OG7_0012621	Q06337
YDR361C	OG7_0007861	Q06338
YDR362C	OG7_0009254	Q06339
YDR363W	OG7_0048634	Q06340
YDR363W-A	OG7_0009496	O94742
YDR364C	OG7_0005708	P40968
YDR365C	OG7_0007633	Q06344
YDR365W-A	OG7_0014733	P0CX70
YDR365W-B	OG7_0011767	P0C2I3
YDR366C	OG7_0155807	P87287
YDR367W	OG7_0022155	Q06346
YDR368W	OG7_0001209	Q12458
YDR369C	OG7_0155869	P33301
YDR370C	OG7_0155575	Q06349
YDR371W	OG7_0001525	Q06350
YDR372C	OG7_0008442	Q06385
YDR373W	OG7_0001159	Q06389
YDR374C	OG7_0002788	Q06390
YDR374W-A	OG7_0156107	Q2V2P8
YDR375C	OG7_0003287	P32839
YDR376W	OG7_0006573	P48360
YDR377W	OG7_0019404	Q06405
YDR378C	OG7_0001217	Q06406
YDR379C-A	OG7_0011826	Q3E785
YDR379W	OG7_0001056	Q06407
YDR380W	OG7_0009289	Q06408
YDR381C-A	OG7_0155753	Q3E6R5
YDR381W	OG7_0000011	Q12159
YDR382W	OG7_0005051	P02400
YDR383C	OG7_0155930	Q12493
YDR384C	OG7_0007009	Q12359
YDR385W	OG7_0002134	P32324
YDR386W	OG7_0006582	Q04149
YDR387C	OG7_0000446	Q04162
YDR388W	OG7_0006125	P39743
YDR389W	OG7_0001056	P17121
YDR390C	OG7_0003569	P52488
YDR391C	OG7_0101669	Q04170
YDR392W	OG7_0005531	P06844
YDR393W	OG7_0018898	Q04172
YDR394W	OG7_0000949	P33298
YDR395W	OG7_0005004	Q04175
YDR397C	OG7_0002789	Q92317
YDR398W	OG7_0008220	Q04177
YDR399W	OG7_0003751	Q04178
YDR400W	OG7_0003876	Q04179
YDR402C	OG7_0000397	P21595
YDR403W	OG7_0019391	P21623
YDR404C	OG7_0003800	P34087
YDR405W	OG7_0009058	P32387
YDR406W	OG7_0002622	Q04182
YDR407C	OG7_0006945	Q04183
YDR408C	OG7_0002040	P04161
YDR409W	OG7_0002157	Q04195
YDR410C	OG7_0006210	P32584
YDR411C	OG7_0003695	Q12743
YDR412W	OG7_0010567	Q04031
YDR414C	OG7_0003118	P16151
YDR415C	OG7_0008418	Q04033
YDR416W	OG7_0007025	Q04048
YDR418W	OG7_0005473	P0CX54
YDR419W	OG7_0002159	Q04049
YDR420W	OG7_0022141	P41809
YDR421W	OG7_0023012	Q04052
YDR422C	OG7_0156175	P32578
YDR423C	OG7_0014414	P24813
YDR424C	OG7_0002698	Q02647
YDR425W	OG7_0001722	Q04053
YDR427W	OG7_0007087	Q04062
YDR428C	OG7_0005707	Q04066
YDR429C	OG7_0000011	Q04067
YDR430C	OG7_0004979	P32898
YDR432W	OG7_0000011	Q01560
YDR434W	OG7_0008836	Q04080
YDR435C	OG7_0005126	Q04081
YDR436W	OG7_0000696	P33329
YDR437W	OG7_0008060	Q04082
YDR438W	OG7_0006472	Q04083
YDR439W	OG7_0156162	Q04087
YDR440W	OG7_0006575	Q04089
YDR441C	OG7_0003964	P36973
YDR443C	OG7_0006577	P38931
YDR444W	OG7_0006601	Q04093
YDR446W	OG7_0155830	Q04110
YDR447C	OG7_0005468	P14127
YDR448W	OG7_0004914	Q02336
YDR449C	OG7_0006996	Q02354
YDR450W	OG7_0003671	P0CX55
YDR451C	OG7_0000940	Q04116
YDR452W	OG7_0003112	Q04119
YDR453C	OG7_0001516	Q04120
YDR454C	OG7_0003611	P15454
YDR456W	OG7_0001342	Q04121
YDR457W	OG7_0000785	Q03280
YDR458C	OG7_0017968	Q03281
YDR459C	OG7_0000782	Q03289
YDR460W	OG7_0007576	Q03290
YDR461C-A	OG7_0155811	Q2V2P7
YDR461W	OG7_0101649	P34165
YDR462W	OG7_0021360	P36527
YDR463W	OG7_0038960	Q00947
YDR464W	OG7_0027415	P38904
YDR465C	OG7_0010440	Q03305
YDR466W	OG7_0000103	Q03306
YDR468C	OG7_0006189	Q03322
YDR469W	OG7_0008133	Q03323
YDR470C	OG7_0017975	Q03327
YDR471W	OG7_0006541	P0C2H7
YDR472W	OG7_0007818	Q03337
YDR473C	OG7_0007602	Q03338
YDR475C	OG7_0071894	Q03361
YDR476C	OG7_0155916	Q03362
YDR477W	OG7_0000009	P06782
YDR478W	OG7_0155528	P40993
YDR479C	OG7_0020669	Q03370
YDR480W	OG7_0156180	Q03373
YDR481C	OG7_0003150	P11491
YDR482C	OG7_0005962	Q03375
YDR483W	OG7_0007223	P27809
YDR484W	OG7_0006475	P39904
YDR485C	OG7_0155756	Q03388
YDR486C	OG7_0007940	Q03390
YDR487C	OG7_0005721	Q99258
YDR488C	OG7_0002233	P40960
YDR489W	OG7_0008336	Q03406
YDR490C	OG7_0000103	Q03407
YDR492W	OG7_0002922	Q03419
YDR493W	OG7_0009032	Q03429
YDR494W	OG7_0155503	Q03430
YDR495C	OG7_0067181	P23643
YDR496C	OG7_0007334	Q04373
YDR497C	OG7_0000446	P30605
YDR498C	OG7_0009112	P28791
YDR499W	OG7_0156108	Q04377
YDR500C	OG7_0005715	P51402
YDR501W	OG7_0020672	Q04383
YDR502C	OG7_0003674	P19358
YDR503C	OG7_0002355	Q04396
YDR504C	OG7_0155882	Q04398
YDR505C	OG7_0008399	P50896
YDR506C	OG7_0002295	Q04399
YDR507C	OG7_0000009	Q12263
YDR508C	OG7_0005294	P48813
YDR510W	OG7_0002909	Q12306
YDR511W	OG7_0009393	Q04401
YDR512C	OG7_0015036	Q04406
YDR513W	OG7_0002700	P17695
YDR514C	OG7_0020046	Q04408
YDR515W	OG7_0155979	Q12034
YDR516C	OG7_0002467	Q04409
YDR517W	OG7_0006524	Q04410
YDR518W	OG7_0000478	P32474
YDR519W	OG7_0001020	P32472
YDR520C	OG7_0017961	Q04411
YDR522C	OG7_0020661	P08459
YDR523C	OG7_0000432	P08458
YDR524C	OG7_0004937	Q04412
YDR524C-B	OG7_0101673	Q3E6R4
YDR524W-C	OG7_0155721	P0C1Z1
YDR525W-A	OG7_0007186	P56508
YDR527W	OG7_0007200	Q04418
YDR528W	OG7_0101681	Q04429
YDR529C	OG7_0007931	P00128
YDR530C	OG7_0014583	P22108
YDR531W	OG7_0003485	Q04430
YDR532C	OG7_0156114	Q04431
YDR533C	OG7_0009857	Q04432
YDR534C	OG7_0101671	Q04433
YDR536W	OG7_0000446	P39932
YDR538W	OG7_0012859	P33751
YDR539W	OG7_0010824	Q03034
YDR540C	OG7_0087450	Q03036
YDR541C	OG7_0002966	Q03049
YDR542W	OG7_0014528	Q03050
YDR545W	OG7_0014529	P0CX20
YEL001C	OG7_0021333	P40006
YEL002C	OG7_0007934	P33767
YEL003W	OG7_0008003	P40005
YEL004W	OG7_0009613	P40004
YEL005C	OG7_0155693	P40003
YEL006W	OG7_0001013	P39953
YEL007W	OG7_0010455	P40002
YEL009C	OG7_0015336	P03069
YEL011W	OG7_0004418	P32775
YEL012W	OG7_0006962	P28263
YEL013W	OG7_0013969	P39968
YEL015W	OG7_0010776	P39998
YEL016C	OG7_0002831	P39997
YEL017C-A	OG7_0101625	P40975
YEL017W	OG7_0155453	P39996
YEL018W	OG7_0155538	P39995
YEL019C	OG7_0008214	P38632
YEL020C	OG7_0002897	P39994
YEL020W-A	OG7_0006816	O74700
YEL021W	OG7_0004317	P03962
YEL022W	OG7_0001170	P39993
YEL023C	OG7_0010454	P39992
YEL024W	OG7_0005279	P08067
YEL025C	OG7_0155628	P39991
YEL026W	OG7_0003590	P39990
YEL027W	OG7_0003059	P25515
YEL029C	OG7_0006572	P39988
YEL030W	OG7_0000776	P39987
YEL031W	OG7_0002066	P39986
YEL032W	OG7_0001163	P24279
YEL033W	OG7_0156183	P32633
YEL034W	OG7_0004686	P23301
YEL035C	OG7_0155567	P32630
YEL036C	OG7_0013961	P32629
YEL037C	OG7_0005081	P32628
YEL038W	OG7_0004539	P32626
YEL039C	OG7_0004830	P00045
YEL040W	OG7_0004303	P32623
YEL041W	OG7_0003369	P32622
YEL042W	OG7_0002231	P32621
YEL043W	OG7_0041030	P32618
YEL044W	OG7_0009826	P32617
YEL046C	OG7_0006404	P37303
YEL047C	OG7_0003099	P32614
YEL048C	OG7_0155437	P32613
YEL049W	OG7_0014528	P32612
YEL050C	OG7_0003209	P32611
YEL051W	OG7_0005997	P32610
YEL052W	OG7_0004861	P32317
YEL053C	OG7_0007723	Q02197
YEL054C	OG7_0005473	P0CX53
YEL055C	OG7_0008086	P39985
YEL056W	OG7_0004181	P39984
YEL057C	OG7_0156030	P39983
YEL058W	OG7_0007244	P38628
YEL059C-A	OG7_0030334	Q05676
YEL060C	OG7_0001376	P09232
YEL061C	OG7_0000136	P27895
YEL062W	OG7_0009116	P39923
YEL063C	OG7_0005294	P04817
YEL064C	OG7_0001448	P39981
