Gene Names	Accession
CXQ85_000895	OG6_101353
CXQ85_000896	OG6_101019
CXQ85_000897	OG6_201441
CXQ85_000898	OG6_222573
CXQ85_000899	OG6_101359
CXQ85_000900	OG6_124918
CXQ85_000901	OG6_102291
CXQ85_000902	OG6_103927
CXQ85_000903	OG6_113917
CXQ85_000904	OG6_111525
CXQ85_000905	OG6_101736
CXQ85_000906	OG6_101697
CXQ85_000907	OG6_101212
CXQ85_000908	OG6_111461
CXQ85_000909	OG6_100316
CXQ85_000910	OG6_100949
CXQ85_000911	OG6_103727
CXQ85_000912	OG6_102070
CXQ85_000913	OG6r20_100193
CXQ85_000914	OG6_114877
CXQ85_000915	OG6r20_107987
CXQ85_000916	OG6_102911
CXQ85_000917	OG6_102222
CXQ85_000918	OG6_101314
CXQ85_000919	OG6r20_309485
CXQ85_000920	OG6r20_169540
CXQ85_000921	OG6_156413
CXQ85_000922	OG6_115946
CXQ85_000923	OG6_143644
CXQ85_000924	OG6_152930
CXQ85_000925	OG6_100781
CXQ85_000926	OG6r20_107986
CXQ85_000927	OG6_101089
CXQ85_000928	OG6_103654
CXQ85_000929	OG6_103824
CXQ85_000930	OG6r20_110725
CXQ85_000931	OG6_106650
CXQ85_000932	OG6_104575
CXQ85_000933	OG6_102676
CXQ85_000934	OG6_102756
CXQ85_000935	OG6_193297
CXQ85_000937	OG6_153334
CXQ85_000938	OG6_102772
CXQ85_000939	OG6r20_101793
CXQ85_000940	OG6_101322
CXQ85_000941	OG6_103501
CXQ85_000942	OG6_100157
CXQ85_000943	OG6r20_101646
CXQ85_000944	OG6_102855
CXQ85_000945	OG6_106702
CXQ85_000946	OG6_100938
CXQ85_000947	OG6_101040
CXQ85_000948	OG6_100581
CXQ85_000949	OG6_500235
CXQ85_000950	OG6_104021
CXQ85_000951	OG6_100509
CXQ85_000952	OG6_113593
CXQ85_000953	OG6_100455
CXQ85_000954	OG6_103911
CXQ85_000955	OG6_100651
CXQ85_000956	OG6_102764
CXQ85_000959	OG6_108411
CXQ85_000960	OG6_111250
CXQ85_000961	OG6_105076
CXQ85_000962	OG6_105326
CXQ85_000963	OG6_103591
CXQ85_000964	OG6_100220
CXQ85_000965	OG6_101386
CXQ85_000966	OG6_102591
CXQ85_000967	OG6_100541
CXQ85_000968	OG6r20_309488
CXQ85_000969	OG6r20_169541
CXQ85_000970	OG6_110303
CXQ85_000971	OG6_100642
CXQ85_000972	OG6_101137
CXQ85_000973	OG6_100144
CXQ85_000974	OG6_108985
CXQ85_000975	OG6_100011
CXQ85_000977	OG6_101212
CXQ85_000978	OG6_117256
CXQ85_000979	OG6_100337
CXQ85_000980	OG6r20_101509
CXQ85_000981	OG6_105071
CXQ85_000982	OG6_101709
CXQ85_000983	OG6_102246
CXQ85_000984	OG6_100737
CXQ85_000985	OG6r20_115406
CXQ85_000986	OG6_100425
CXQ85_000987	OG6_100616
CXQ85_000988	OG6_500046
CXQ85_000989	OG6_106907
CXQ85_000990	OG6_103112
CXQ85_000991	OG6_102025
CXQ85_000992	OG6_102754
CXQ85_000993	OG6_137720
CXQ85_000994	OG6r20_309518
CXQ85_000995	OG6_102579
CXQ85_000996	OG6_222561
CXQ85_000997	OG6_101167
CXQ85_000998	OG6_100351
CXQ85_000999	OG6_104344
CXQ85_001000	OG6_101949
CXQ85_001001	OG6_109735
CXQ85_001002	OG6r20_110724
CXQ85_001003	OG6_100593
CXQ85_001004	OG6_106185
CXQ85_001005	OG6_479432
CXQ85_001006	OG6_101689
CXQ85_001007	OG6_101689
CXQ85_001008	OG6_107403
CXQ85_001009	OG6r20_102022
CXQ85_001010	OG6_100666
CXQ85_001011	OG6_122175
CXQ85_001012	OG6_500616
CXQ85_001013	OG6_101628
CXQ85_001014	OG6_102776
CXQ85_001015	OG6_186829
CXQ85_001016	OG6r20_101236
CXQ85_001017	OG6r20_140408
CXQ85_001018	OG6_100716
CXQ85_001019	OG6_500649
CXQ85_001020	OG6_102485
CXQ85_001021	OG6_100282
CXQ85_001022	OG6_100072
CXQ85_001023	OG6_104988
CXQ85_001024	OG6_103152
CXQ85_001025	OG6_114268
CXQ85_001026	OG6_100304
CXQ85_001027	OG6_105473
CXQ85_001028	OG6_103433
CXQ85_001029	OG6_102920
CXQ85_001030	OG6_118311
CXQ85_001031	OG6_100850
CXQ85_001032	OG6_100788
CXQ85_001033	OG6r20_105279
CXQ85_001034	OG6r20_103998
CXQ85_001035	OG6r20_101940
CXQ85_001036	OG6_104807
CXQ85_001037	OG6r20_102013
CXQ85_001038	OG6_100318
CXQ85_001039	OG6r20_119442
CXQ85_001040	OG6_107192
CXQ85_001043	OG6_101610
CXQ85_001044	OG6_100282
CXQ85_001045	OG6_105611
CXQ85_001046	OG6_100158
CXQ85_001047	OG6_100577
CXQ85_001048	OG6_103714
CXQ85_001049	OG6_118131
CXQ85_001050	OG6_119800
CXQ85_001051	OG6_500503
CXQ85_001052	OG6_116978
CXQ85_001053	OG6r20_101366
CXQ85_001054	OG6r20_309486
CXQ85_001055	OG6r20_309456
CXQ85_001056	OG6_103694
CXQ85_001057	OG6_100725
CXQ85_001058	OG6_105516
CXQ85_001059	OG6_191099
CXQ85_001060	OG6_102044
CXQ85_001062	OG6_113601
CXQ85_001063	OG6_100069
CXQ85_001064	OG6_103247
CXQ85_001065	OG6_108615
CXQ85_001066	OG6_112353
CXQ85_001067	OG6_102548
CXQ85_001068	OG6_120864
CXQ85_001069	OG6_107459
CXQ85_001070	OG6_123100
CXQ85_001071	OG6_101247
CXQ85_001072	OG6_133447
CXQ85_001073	OG6_103520
CXQ85_001074	OG6_100703
CXQ85_001075	OG6_101960
CXQ85_001076	OG6_102324
CXQ85_001077	OG6_112515
CXQ85_001078	OG6_142300
CXQ85_001079	OG6_103046
CXQ85_001080	OG6_105635
CXQ85_001081	OG6_102876
CXQ85_001082	OG6_103251
CXQ85_001083	OG6_104311
CXQ85_001084	OG6_115039
CXQ85_001085	OG6_103051
CXQ85_001086	OG6_112328
CXQ85_001087	OG6_100954
CXQ85_001088	OG6_111491
CXQ85_001089	OG6_101059
CXQ85_001090	OG6_114868
CXQ85_001091	OG6_112802
CXQ85_001092	OG6_103655
CXQ85_001093	OG6r20_102248
CXQ85_001094	OG6r20_102793
CXQ85_001095	OG6_101229
CXQ85_001096	OG6_103309
CXQ85_001097	OG6_105051
CXQ85_001098	OG6_102809
CXQ85_001099	OG6r20_110723
CXQ85_001100	OG6r20_309455
CXQ85_001102	OG6_499915
CXQ85_001103	OG6_100819
CXQ85_001104	OG6_127200
CXQ85_001105	OG6_112960
CXQ85_001106	OG6_103859
CXQ85_001107	OG6_102996
CXQ85_001108	OG6_103222
CXQ85_001109	OG6_104452
CXQ85_001110	OG6_107650
CXQ85_001111	OG6_100466
CXQ85_001112	OG6_103257
CXQ85_001113	OG6_114277
CXQ85_001114	OG6_102422
CXQ85_001115	OG6_101211
CXQ85_001116	OG6_102729
CXQ85_001117	OG6_101399
CXQ85_001118	OG6r20_112589
CXQ85_001119	OG6_101124
CXQ85_001120	OG6r20_101362
CXQ85_001121	OG6_101695
CXQ85_001122	OG6_103288
CXQ85_001123	OG6_198028
CXQ85_001124	OG6_104777
CXQ85_001125	OG6_107446
CXQ85_001126	OG6r20_102008
CXQ85_001127	OG6_102847
CXQ85_001128	OG6_102783
CXQ85_001129	OG6r20_107999
CXQ85_001130	OG6r20_101979
CXQ85_001131	OG6_102680
CXQ85_001132	OG6_101377
CXQ85_001133	OG6_103307
CXQ85_001134	OG6_102868
CXQ85_001135	OG6_100198
CXQ85_001136	OG6_204757
CXQ85_001137	OG6_115844
CXQ85_001138	OG6_100927
CXQ85_001139	OG6_101138
CXQ85_001140	OG6_101829
CXQ85_001141	OG6_115942
CXQ85_001142	OG6_133175
CXQ85_001143	OG6_100486
CXQ85_001144	OG6_117943
CXQ85_001145	OG6_210852
CXQ85_001146	OG6r20_110722
CXQ85_001147	OG6_102399
CXQ85_001148	OG6_103169
CXQ85_001149	OG6_103775
CXQ85_001150	OG6r20_109191
CXQ85_001151	OG6_102975
CXQ85_001152	OG6_101642
CXQ85_001153	OG6_103418
CXQ85_001154	OG6_102808
CXQ85_001155	OG6_101971
CXQ85_001156	OG6_101106
CXQ85_001157	OG6_102681
CXQ85_001158	OG6_103090
CXQ85_001159	OG6_500766
CXQ85_001160	OG6_115064
CXQ85_001161	OG6_100790
CXQ85_001163	OG6_104555
CXQ85_001164	OG6_143047
CXQ85_001165	OG6r20_101351
CXQ85_001166	OG6_103223
CXQ85_001167	OG6_102812
CXQ85_001168	OG6_103163
CXQ85_001169	OG6_119656
CXQ85_001170	OG6_101172
CXQ85_001171	OG6_101886
CXQ85_001172	OG6_110526
CXQ85_001173	OG6_107467
CXQ85_001174	OG6_106383
CXQ85_001175	OG6_104816
CXQ85_001176	OG6_108801
CXQ85_001177	OG6r20_106981
CXQ85_001178	OG6_102946
CXQ85_001179	OG6_575246
CXQ85_001180	OG6_100669
CXQ85_001181	OG6_100523
CXQ85_001182	OG6_116848
CXQ85_001183	OG6_101465
CXQ85_001184	OG6_111222
CXQ85_001185	OG6_100639
CXQ85_001186	OG6_104881
CXQ85_001187	OG6_100336
CXQ85_001188	OG6_100484
CXQ85_001189	OG6_220690
CXQ85_001190	OG6r20_107978
CXQ85_001191	OG6_100539
CXQ85_001192	OG6_143740
CXQ85_001193	OG6_102045
CXQ85_001194	OG6_104145
CXQ85_001196	OG6_103858
CXQ85_001197	OG6_103329
CXQ85_001198	OG6_104010
CXQ85_001199	OG6_100144
CXQ85_001200	OG6_101294
CXQ85_001201	OG6_101901
CXQ85_001202	OG6_100839
CXQ85_001203	OG6_102878
CXQ85_001204	OG6_500422
CXQ85_001205	OG6_114872
CXQ85_001206	OG6_500762
CXQ85_001207	OG6_122190
CXQ85_001208	OG6_102708
CXQ85_001209	OG6_103646
CXQ85_001210	OG6r20_102500
CXQ85_001211	OG6_121243
CXQ85_001212	OG6r20_106982
CXQ85_001213	OG6_124876
CXQ85_001214	OG6_102617
CXQ85_001215	OG6_102649
CXQ85_001216	OG6_119416
CXQ85_001217	OG6_119416
CXQ85_001218	OG6_119416
CXQ85_001219	OG6_101052
CXQ85_001220	OG6_101172
CXQ85_001221	OG6_103410
CXQ85_001222	OG6_103276
CXQ85_001223	OG6r20_103502
CXQ85_001224	OG6_102497
CXQ85_001225	OG6_103561
CXQ85_001226	OG6_102392
CXQ85_001227	OG6r20_127340
CXQ85_001228	OG6_109471
CXQ85_001229	OG6r20_119438
CXQ85_001230	OG6r20_169538
CXQ85_001231	OG6r20_102501
CXQ85_001232	OG6_102398
CXQ85_001233	OG6r20_102239
CXQ85_001234	OG6_100299
CXQ85_001235	OG6_137854
CXQ85_001236	OG6_104251
CXQ85_001237	OG6_100936
CXQ85_001238	OG6_103238
CXQ85_001239	OG6_100740
CXQ85_001240	OG6_111918
CXQ85_001241	OG6_103643
CXQ85_001242	OG6_102253
CXQ85_001243	OG6_115940
CXQ85_001244	OG6r20_101369
CXQ85_001245	OG6r20_103083
CXQ85_001246	OG6_100903
CXQ85_001247	OG6_105622
CXQ85_001248	OG6_100190
CXQ85_001249	OG6_101118
CXQ85_001250	OG6_102167
CXQ85_001251	OG6_100350
CXQ85_001252	OG6r20_104619
CXQ85_001253	OG6_101337
CXQ85_001254	OG6r20_140409
CXQ85_001255	OG6_166114
CXQ85_001256	OG6_100769
CXQ85_001257	OG6r20_109193
CXQ85_001258	OG6_101973
CXQ85_001259	OG6_101921
CXQ85_001260	OG6_110308
CXQ85_001261	OG6_103999
CXQ85_001262	OG6r20_108000
CXQ85_001263	OG6r20_107988
CXQ85_001264	OG6_119246
CXQ85_001265	OG6_137793
CXQ85_001266	OG6_101424
CXQ85_001267	OG6_100076
CXQ85_001269	OG6_111589
CXQ85_001270	OG6r20_102216
CXQ85_001271	OG6_104893
CXQ85_001272	OG6_100834
CXQ85_001273	OG6_111592
CXQ85_001274	OG6_100844
CXQ85_001275	OG6_102673
CXQ85_001276	OG6_101676
CXQ85_001277	OG6_100111
CXQ85_001278	OG6_101440
CXQ85_001279	OG6r20_109194
CXQ85_001281	OG6_118235
CXQ85_001282	OG6_102318
CXQ85_001283	OG6_112794
CXQ85_001284	OG6_104616
CXQ85_001285	OG6_100777
CXQ85_001286	OG6_102353
CXQ85_001287	OG6r20_103463
CXQ85_001288	OG6_101215
CXQ85_001289	OG6_101107
CXQ85_001290	OG6_102983
CXQ85_001291	OG6_104282
CXQ85_001292	OG6_166614
CXQ85_001293	OG6_103308
CXQ85_001294	OG6_100625
CXQ85_001295	OG6_101657
CXQ85_001296	OG6_103841
CXQ85_001297	OG6_102373
CXQ85_001298	OG6_101396
CXQ85_001299	OG6r20_102798
CXQ85_001300	OG6_119785
CXQ85_001301	OG6_103250
CXQ85_001302	OG6_112036
CXQ85_001303	OG6_112760
CXQ85_001304	OG6_127248
CXQ85_001305	OG6_117007
CXQ85_001306	OG6_100905
CXQ85_001307	OG6r20_115702
CXQ85_001308	OG6_100420
CXQ85_001309	OG6_100913
CXQ85_001310	OG6_102608
CXQ85_001311	OG6_121034
CXQ85_001312	OG6r20_102252
CXQ85_001313	OG6_100246
CXQ85_001314	OG6_137822
CXQ85_001315	OG6_100266
CXQ85_001316	OG6_100322
CXQ85_001317	OG6_101109
CXQ85_001318	OG6_102188
CXQ85_001319	OG6_101703
CXQ85_001320	OG6r20_168581
CXQ85_001321	OG6r20_101796
CXQ85_001322	OG6r20_120177
CXQ85_001323	OG6_101802
CXQ85_001324	OG6_101218
CXQ85_001325	OG6r20_105307
CXQ85_001326	OG6_101790
CXQ85_001327	OG6r20_107989
CXQ85_001328	OG6_129934
CXQ85_001329	OG6_129934
CXQ85_001330	OG6_105664
CXQ85_001331	OG6_100323
CXQ85_001332	OG6r20_140410
CXQ85_001333	OG6_100989
CXQ85_001334	OG6_109251
CXQ85_001335	OG6_100818
CXQ85_001336	OG6_101769
CXQ85_001337	OG6_101239
CXQ85_001338	OG6r20_101497
CXQ85_001340	OG6_110555
CXQ85_001341	OG6_100151
CXQ85_001342	OG6_100525
CXQ85_001343	OG6_101277
CXQ85_001344	OG6_100083
CXQ85_001345	OG6_100619
CXQ85_001346	OG6_105078
CXQ85_001347	OG6_100127
CXQ85_001348	OG6_104311
CXQ85_001349	OG6_102456
CXQ85_001350	OG6_123064
CXQ85_001351	OG6r20_115410
CXQ85_001352	OG6_100101
CXQ85_001353	OG6_105067
CXQ85_001354	OG6_143281
CXQ85_001355	OG6_101474
CXQ85_001356	OG6_102476
CXQ85_001357	OG6_100346
CXQ85_001358	OG6_101269
CXQ85_001359	OG6_100323
CXQ85_001360	OG6_112813
CXQ85_001361	OG6_101787
CXQ85_001362	OG6r20_110726
CXQ85_001363	OG6_101069
CXQ85_001364	OG6_100447
CXQ85_001365	OG6_102086
CXQ85_001366	OG6_306051
CXQ85_001367	OG6_104196
CXQ85_001368	OG6_100813
CXQ85_001369	OG6_222557
CXQ85_001370	OG6_116641
CXQ85_001371	OG6_101783
CXQ85_001372	OG6r20_106967
CXQ85_001373	OG6_105470
CXQ85_001374	OG6_101845
CXQ85_001375	OG6_101137
CXQ85_001376	OG6_100257
CXQ85_001377	OG6_143782
CXQ85_001378	OG6_115599
CXQ85_001379	OG6_100275
CXQ85_001380	OG6_102110
CXQ85_001381	OG6_101713
CXQ85_001382	OG6_129167
CXQ85_001383	OG6r20_112838
CXQ85_001384	OG6_102012
CXQ85_001385	OG6_100996
CXQ85_001386	OG6_100280
CXQ85_001387	OG6_118299
CXQ85_001388	OG6_112510
CXQ85_001389	OG6_103538
CXQ85_001390	OG6_101619
CXQ85_001391	OG6_105306
CXQ85_001392	OG6r20_309461
CXQ85_001393	OG6_119601
CXQ85_001394	OG6_112021
CXQ85_001395	OG6_101323
CXQ85_001396	OG6_100590
CXQ85_001397	OG6_102532
CXQ85_001398	OG6r20_103453
CXQ85_001399	OG6_115767
CXQ85_001400	OG6_100096
CXQ85_001401	OG6_100069
CXQ85_001402	OG6_103515
CXQ85_001403	OG6_102708
CXQ85_001404	OG6_100860
CXQ85_001405	OG6_102597
CXQ85_001406	OG6_222618
CXQ85_001407	OG6_100365
CXQ85_001408	OG6_117316
CXQ85_001409	OG6_101862
CXQ85_001410	OG6_100812
CXQ85_001411	OG6_103701
CXQ85_001412	OG6_108195
CXQ85_001413	OG6_104030
CXQ85_001414	OG6_100509
CXQ85_001415	OG6_100929
CXQ85_001417	OG6_102003
CXQ85_001418	OG6_143629
CXQ85_001419	OG6_114877
CXQ85_001420	OG6_104174
CXQ85_001421	OG6r20_103989
CXQ85_001422	OG6r20_101816
CXQ85_001423	OG6_126571
CXQ85_001424	OG6r20_102497
CXQ85_001425	OG6_101855
CXQ85_001426	OG6_145910
CXQ85_001427	OG6_115059
CXQ85_001428	OG6_101251
CXQ85_001429	OG6_106143
CXQ85_001430	OG6_106209
CXQ85_001431	OG6_110766
CXQ85_001432	OG6r20_106125
CXQ85_001433	OG6_100831
CXQ85_001435	OG6_100223
CXQ85_001436	OG6_101255
CXQ85_001437	OG6_101741
CXQ85_001438	OG6_123074
CXQ85_001439	OG6r20_109195
CXQ85_001440	OG6r20_102247
CXQ85_001442	OG6_101182
CXQ85_001443	OG6_114247
CXQ85_001444	OG6_117256
CXQ85_001445	OG6r20_103990
CXQ85_001446	OG6_102633
CXQ85_001447	OG6_103000
CXQ85_001448	OG6_500367
CXQ85_001449	OG6_100222
CXQ85_001450	OG6_100337
CXQ85_001451	OG6_101558
CXQ85_001452	OG6_100339
CXQ85_001453	OG6_129958
CXQ85_001454	OG6r20_102784
CXQ85_001456	OG6_112450
CXQ85_001458	OG6_152921
CXQ85_001459	OG6_133054
CXQ85_001460	OG6_103579
CXQ85_001461	OG6r20_103081
CXQ85_001462	OG6_150966
CXQ85_001463	OG6_500858
CXQ85_001464	OG6_102468
CXQ85_001465	OG6_100867
CXQ85_001466	OG6_101981
CXQ85_001467	OG6_102140
CXQ85_001468	OG6r20_103080
CXQ85_001469	OG6_101934
CXQ85_001470	OG6_105857
CXQ85_001471	OG6_100089
CXQ85_001472	OG6_100505
CXQ85_001473	OG6_102374
CXQ85_001474	OG6_100157
CXQ85_001475	OG6_100232
CXQ85_001476	OG6_166187
CXQ85_001477	OG6_100327
CXQ85_001478	OG6_500327
CXQ85_001480	OG6_132404
CXQ85_001481	OG6_101849
CXQ85_001482	OG6_102788
CXQ85_001483	OG6_121384
CXQ85_001484	OG6_111804
CXQ85_001485	OG6r20_106241
CXQ85_001486	OG6_101719
CXQ85_001487	OG6_114877
CXQ85_001488	OG6_112509
CXQ85_001489	OG6r20_169541
CXQ85_001490	OG6_103233
CXQ85_001491	OG6_101674
CXQ85_001492	OG6_103062
CXQ85_001493	OG6_129981
CXQ85_001494	OG6_101196
CXQ85_001495	OG6_100491
CXQ85_001496	OG6_103100
CXQ85_001497	OG6_116866
CXQ85_001498	OG6_107815
CXQ85_001499	OG6_101363
CXQ85_001500	OG6_133439
CXQ85_001501	OG6r20_102232
CXQ85_001502	OG6_101065
CXQ85_001503	OG6_101965
CXQ85_001504	OG6_105833
CXQ85_001505	OG6_102917
CXQ85_001506	OG6r20_140777
CXQ85_001507	OG6r20_140777
CXQ85_001508	OG6r20_169542
CXQ85_001509	OG6_119792
CXQ85_001510	OG6_110882
CXQ85_001511	OG6_101673
CXQ85_001512	OG6_100989
CXQ85_001513	OG6_140564
CXQ85_001514	OG6_108728
CXQ85_001515	OG6_106767
CXQ85_001516	OG6_101784
CXQ85_001517	OG6_102237
CXQ85_001518	OG6_103174
CXQ85_001519	OG6_101755
CXQ85_001520	OG6_102905
CXQ85_001521	OG6_103459
CXQ85_001522	OG6_101427
CXQ85_001523	OG6r20_112591
CXQ85_001524	OG6_120232
CXQ85_001525	OG6_116656
CXQ85_001526	OG6_102220
CXQ85_001527	OG6r20_109197
CXQ85_001528	OG6_103228
CXQ85_001529	OG6_119810
CXQ85_001530	OG6_103696
CXQ85_001531	OG6_102180
CXQ85_001532	OG6_102389
CXQ85_001533	OG6_101245
CXQ85_001534	OG6_102723
CXQ85_001535	OG6r20_107999
CXQ85_001536	OG6_100988
CXQ85_001537	OG6_500285
CXQ85_001538	OG6_100821
CXQ85_001539	OG6_100348
CXQ85_001540	OG6_107840
CXQ85_001541	OG6_104272
CXQ85_001542	OG6_104272
CXQ85_001543	OG6_157519
CXQ85_001544	OG6_100883
CXQ85_001545	OG6_101596
CXQ85_001546	OG6_110243
CXQ85_001551	OG6_100778
CXQ85_001552	OG6_101721
CXQ85_001553	OG6_106005
CXQ85_001554	OG6_100429
CXQ85_001555	OG6r20_106987
CXQ85_001556	OG6r20_167151
CXQ85_001557	OG6_166451
CXQ85_001558	OG6_114258
CXQ85_001559	OG6_114253
CXQ85_001560	OG6_101873
CXQ85_001561	OG6_585233
CXQ85_001562	OG6_101821
CXQ85_001563	OG6_102382
CXQ85_001565	OG6_106366
CXQ85_001566	OG6_102854
CXQ85_001567	OG6_105888
CXQ85_001568	OG6_101750
CXQ85_001569	OG6_111876
CXQ85_001570	OG6_152695
CXQ85_001571	OG6_100952
CXQ85_001572	OG6_101978
CXQ85_001573	OG6_118125
CXQ85_001574	OG6_109757
CXQ85_001575	OG6_100835
CXQ85_001576	OG6_100892
CXQ85_001577	OG6_101679
CXQ85_001578	OG6_100537
CXQ85_001579	OG6_222611
CXQ85_001580	OG6_100060
CXQ85_001581	OG6_110918
CXQ85_001582	OG6_112512
CXQ85_001583	OG6_107787
CXQ85_001584	OG6_104296
CXQ85_001585	OG6_101188
CXQ85_001586	OG6_100476
CXQ85_001587	OG6_100723
CXQ85_001588	OG6_108522
CXQ85_001589	OG6_100406
CXQ85_001590	OG6_103365
CXQ85_001591	OG6_103153
CXQ85_001592	OG6_100566
CXQ85_001593	OG6_100277
CXQ85_001594	OG6_110729
CXQ85_001595	OG6_123860
CXQ85_001596	OG6_222615
CXQ85_001597	OG6r20_109196
CXQ85_001598	OG6_100259
CXQ85_001599	OG6_106167
CXQ85_001600	OG6r20_103488
CXQ85_001601	OG6_118235
CXQ85_001602	OG6r20_106986
CXQ85_001603	OG6_102211
CXQ85_001604	OG6_100479
CXQ85_001605	OG6_101564
CXQ85_001606	OG6_124902
CXQ85_001607	OG6_100711
CXQ85_001608	OG6_101635
CXQ85_001609	OG6_100152
CXQ85_001610	OG6_500187
CXQ85_001611	OG6_100319
CXQ85_001612	OG6_101593
CXQ85_001613	OG6r20_101516
CXQ85_001614	OG6_116870
CXQ85_001615	OG6r20_169540
CXQ85_001616	OG6r20_101974
CXQ85_001617	OG6_104003
CXQ85_001618	OG6r20_101663
CXQ85_001619	OG6_101265
CXQ85_001620	OG6_105985
CXQ85_001621	OG6_137843
CXQ85_001622	OG6_100204
CXQ85_001623	OG6_100634
CXQ85_001624	OG6_100011
CXQ85_001626	OG6_101426
CXQ85_001627	OG6_100026
CXQ85_001628	OG6_101975
CXQ85_001629	OG6_101370
CXQ85_001630	OG6_102790
CXQ85_001631	OG6_102559
CXQ85_001632	OG6_101765
CXQ85_001633	OG6_104131
CXQ85_001634	OG6_103916
CXQ85_001635	OG6r20_101817
CXQ85_001636	OG6r20_101108
CXQ85_001637	OG6_115961
CXQ85_001639	OG6_101230
CXQ85_001640	OG6r20_101361
CXQ85_001641	OG6_173251
CXQ85_001643	OG6_101569
CXQ85_001644	OG6r20_102787
CXQ85_001645	OG6r20_101811
CXQ85_001646	OG6_128411
CXQ85_001647	OG6_106303
CXQ85_001648	OG6_101081
CXQ85_001649	OG6_100896
CXQ85_001650	OG6_137820
CXQ85_001651	OG6_101316
CXQ85_001652	OG6_100353
CXQ85_001653	OG6_101311
CXQ85_001654	OG6_101383
CXQ85_001655	OG6_100686
CXQ85_001656	OG6_103167
CXQ85_001657	OG6_105089
CXQ85_001658	OG6_100687
CXQ85_001659	OG6_102596
CXQ85_001660	OG6_100992
CXQ85_001661	OG6_500921
CXQ85_001662	OG6_102752
CXQ85_001663	OG6_108011
CXQ85_001664	OG6_500255
CXQ85_001665	OG6r20_107973
CXQ85_001666	OG6_100718
CXQ85_001669	OG6r20_102499
CXQ85_001670	OG6_121304
CXQ85_001671	OG6_100201
CXQ85_001672	OG6_102104
CXQ85_001673	OG6_102449
CXQ85_001674	OG6_105463
CXQ85_001675	OG6_103116
CXQ85_001676	OG6_103579
CXQ85_001677	OG6_103579
CXQ85_001678	OG6_101575
CXQ85_001679	OG6_102643
CXQ85_001680	OG6_101047
CXQ85_001681	OG6_100301
CXQ85_001682	OG6_104414
CXQ85_001683	OG6_121262
CXQ85_001684	OG6_101942
CXQ85_001685	OG6_104370
CXQ85_001686	OG6_100399
CXQ85_001687	OG6r20_101804
CXQ85_001688	OG6_101599
CXQ85_001689	OG6_103519
CXQ85_001690	OG6_100732
CXQ85_001691	OG6_108620
CXQ85_001692	OG6_100091
CXQ85_001693	OG6_107468
CXQ85_001694	OG6_104693
CXQ85_001695	OG6_103383
CXQ85_001696	OG6_101586
CXQ85_001697	OG6_101876
CXQ85_001698	OG6_100194
CXQ85_001699	OG6_100616
CXQ85_001700	OG6r20_102021
CXQ85_001701	OG6_499951
CXQ85_001702	OG6_112381
CXQ85_001703	OG6_499848
CXQ85_001704	OG6_100544
CXQ85_001705	OG6_101426
CXQ85_001706	OG6_101209
CXQ85_001707	OG6_500748
CXQ85_001708	OG6_103860
CXQ85_001709	OG6_102936
CXQ85_001710	OG6_122561
CXQ85_001711	OG6_101902
CXQ85_001712	OG6_103906
CXQ85_001713	OG6r20_102783
CXQ85_001714	OG6_104164
CXQ85_001715	OG6_100524
CXQ85_001716	OG6r20_106109
CXQ85_001717	OG6_100147
CXQ85_001718	OG6_100085
CXQ85_001719	OG6_133380
CXQ85_001720	OG6r20_112578
CXQ85_001721	OG6_143728
CXQ85_001722	OG6_107107
CXQ85_001723	OG6_104431
CXQ85_001724	OG6_102507
CXQ85_001725	OG6_100236
CXQ85_001726	OG6r20_102796
CXQ85_001727	OG6_100394
CXQ85_001728	OG6_101057
CXQ85_001729	OG6_105529
CXQ85_001730	OG6_166113
CXQ85_001731	OG6_101455
CXQ85_001732	OG6r20_102003
CXQ85_001733	OG6_101614
CXQ85_001734	OG6_151171
CXQ85_001735	OG6_114193
CXQ85_001736	OG6_103724
CXQ85_001737	OG6_116846
CXQ85_001738	OG6_166214
CXQ85_001739	OG6_160270
CXQ85_001740	OG6_103239
CXQ85_001741	OG6_100457
CXQ85_001742	OG6_100457
CXQ85_001743	OG6_137783
CXQ85_001744	OG6_115955
CXQ85_001745	OG6_101341
CXQ85_001746	OG6_102331
CXQ85_001747	OG6_101645
CXQ85_001748	OG6_123003
CXQ85_001749	OG6_128391
CXQ85_001750	OG6r20_101233
CXQ85_001751	OG6_108287
CXQ85_001752	OG6_105869
CXQ85_001753	OG6_101666
CXQ85_001754	OG6_101506
CXQ85_001755	OG6_103186
CXQ85_001756	OG6_100069
CXQ85_001757	OG6_103477
CXQ85_001758	OG6r20_101510
CXQ85_001759	OG6_100519
CXQ85_001760	OG6_101284
CXQ85_001761	OG6_106034
CXQ85_001762	OG6_101649
CXQ85_001763	OG6_101014
CXQ85_001764	OG6_103012
CXQ85_001765	OG6_163359
CXQ85_001766	OG6_104966
CXQ85_001767	OG6_100538
CXQ85_001768	OG6_102472
CXQ85_001769	OG6_100310
CXQ85_001770	OG6_100356
CXQ85_001771	OG6_102177
CXQ85_001772	OG6_100379
CXQ85_001773	OG6_103278
CXQ85_001774	OG6_107280
CXQ85_001775	OG6_106972
CXQ85_001776	OG6_111536
CXQ85_001777	OG6_102870
CXQ85_001778	OG6_101799
CXQ85_001779	OG6_102000
CXQ85_001780	OG6_129929
CXQ85_001781	OG6_186968
CXQ85_001782	OG6_103790
