Gene Names	Accession
YDR158W	OG6_102581
YDR159W	OG6_132492
YDR160W	OG6_100168
YDR161W	OG6_105270
YDR162C	OG6_129934
YDR163W	OG6_102825
YDR164C	OG6_100816
YDR165W	OG6_103715
YDR166C	OG6_103938
YDR167W	OG6_103784
YDR168W	OG6_114747
YDR169C	OG6_500073
YDR169C-A	OG6_500931
YDR170C	OG6_100729
YDR170W-A	OG6_100069
YDR171W	OG6_100183
YDR172W	OG6_101550
YDR173C	OG6_113316
YDR174W	OG6_143619
YDR175C	OG6_112794
YDR176W	OG6_104616
YDR177W	OG6_103192
YDR178W	OG6_103841
YDR179C	OG6_499870
YDR179W-A	OG6_127160
YDR180W	OG6_103308
YDR181C	OG6_499856
YDR182W	OG6_104282
YDR182W-A	OG6_500064
YDR183W	OG6_101215
YDR184C	OG6_500943
YDR185C	OG6_102353
YDR186C	OG6_500845
YDR188W	OG6_101716
YDR189W	OG6_101825
YDR190C	OG6_101792
YDR191W	OG6_110516
YDR192C	OG6_499940
YDR194C	OG6_105578
YDR194W-A	OG6_500328
YDR195W	OG6_500453
YDR196C	OG6_101308
YDR197W	OG6_102045
YDR198C	OG6_105100
YDR200C	OG6_193892
YDR201W	OG6_119785
YDR202C	OG6_500644
YDR204W	OG6_103250
YDR205W	OG6_105399
YDR206W	OG6_222561
YDR207C	OG6_500969
YDR208W	OG6_100438
YDR210C-C	OG6_100069
YDR210C-D	OG6_100069
YDR210W	OG6r20_520152
YDR210W-A	OG6_100069
YDR210W-B	OG6_100069
YDR211W	OG6_101778
YDR212W	OG6_101890
YDR213W	OG6_222562
YDR214W	OG6_102661
YDR216W	OG6_124415
YDR217C	OG6_175124
YDR218C	OG6_500895
YDR219C	OG6_500401
YDR221W	OG6_102618
YDR222W	OG6_111589
YDR223W	OG6_499894
YDR224C	OG6_100082
YDR225W	OG6_100077
YDR226W	OG6_100712
YDR227W	OG6_500781
YDR228C	OG6_112326
YDR229W	OG6_125890
YDR231C	OG6_136683
YDR232W	OG6_100359
YDR233C	OG6_128923
YDR234W	OG6_101506
YDR235W	OG6_104156
YDR236C	OG6_101300
YDR237W	OG6_100325
YDR238C	OG6_100064
YDR239C	OG6_500609
YDR240C	OG6_500954
YDR242W	OG6_101248
YDR243C	OG6_102378
YDR244W	OG6_101647
YDR245W	OG6_133176
YDR246W	OG6_102399
YDR246W-A	OG6_499903
YDR247W	OG6_111239
YDR248C	OG6_104107
YDR249C	OG6_500033
YDR251W	OG6_222563
YDR252W	OG6_101091
YDR253C	OG6_119813
YDR254W	OG6_143758
YDR255C	OG6_102297
YDR256C	OG6_100495
YDR257C	OG6_103554
YDR258C	OG6_100223
YDR259C	OG6_156106
YDR260C	OG6_500143
YDR261C	OG6_107620
YDR261C-C	OG6_100069
YDR261C-D	OG6_100069
YDR261W-A	OG6_100069
YDR261W-B	OG6_100069
YDR262W	OG6_127248
YDR263C	OG6_101671
YDR264C	OG6_101007
YDR265W	OG6_103665
YDR266C	OG6_101580
YDR267C	OG6_102166
YDR268W	OG6_101334
YDR270W	OG6_100289
YDR272W	OG6_101019
YDR273W	OG6_500167
YDR275W	OG6_500492
YDR276C	OG6_102636
YDR277C	OG6_222564
YDR279W	OG6_500209
YDR280W	OG6_100420
YDR281C	OG6_500726
YDR282C	OG6_101806
YDR283C	OG6_102717
YDR284C	OG6_100228
YDR285W	OG6_133709
YDR286C	OG6_107131
YDR287W	OG6_100401
YDR288W	OG6_114002
YDR289C	OG6_110728
YDR291W	OG6_104923
YDR292C	OG6_100631
YDR293C	OG6_102526
YDR294C	OG6_101412
YDR295C	OG6_500493
YDR296W	OG6_500647
YDR297W	OG6_108958
YDR298C	OG6_101031
YDR299W	OG6_102684
YDR300C	OG6_104735
YDR301W	OG6_103351
YDR302W	OG6_104722
YDR303C	OG6_181776
YDR304C	OG6_100844
YDR305C	OG6_101676
YDR306C	OG6_137734
YDR307W	OG6_500232
YDR308C	OG6_104457
YDR309C	OG6_222565
YDR310C	OG6_500383
YDR311W	OG6_103656
YDR312W	OG6_101976
YDR313C	OG6_109220
YDR314C	OG6_500977
YDR315C	OG6_137005
YDR316W	OG6_100787
YDR316W-A	OG6_100069
YDR316W-B	OG6_100069
YDR317W	OG6_499878
YDR318W	OG6_500273
YDR319C	OG6_105238
YDR320C	OG6_112450
YDR320C-A	OG6_120624
YDR321W	OG6_100658
YDR322C-A	OG6_113984
YDR322W	OG6_111451
YDR323C	OG6_105165
YDR324C	OG6_102666
YDR325W	OG6_103650
YDR326C	OG6_173470
YDR328C	OG6_100934
YDR329C	OG6_103586
YDR330W	OG6_103779
YDR331W	OG6_101767
YDR332W	OG6_107570
YDR333C	OG6_102686
YDR334W	OG6_101779
YDR335W	OG6_103801
YDR336W	OG6_101142
YDR337W	OG6_101240
YDR338C	OG6_100259
YDR339C	OG6_101337
YDR341C	OG6_100350
YDR342C	OG6_100060
YDR343C	OG6_100060
YDR345C	OG6_100060
YDR346C	OG6_111589
YDR347W	OG6_115955
YDR348C	OG6_137783
YDR349C	OG6_107443
YDR350C	OG6_500883
YDR351W	OG6_222566
YDR352W	OG6_102512
YDR353W	OG6_101104
YDR354W	OG6_103270
YDR356W	OG6_130139
YDR357C	OG6_499989
YDR358W	OG6_112760
YDR359C	OG6_156413
YDR361C	OG6_102632
YDR362C	OG6_105212
YDR363W	OG6_499845
YDR363W-A	OG6_106980
YDR364C	OG6_102256
YDR365C	OG6_103088
YDR365W-A	OG6_100069
YDR365W-B	OG6_100069
YDR366C	OG6_499918
YDR367W	OG6_118284
YDR368W	OG6_100072
YDR369C	OG6_500334
YDR370C	OG6_500952
YDR371W	OG6_100224
YDR372C	OG6_103565
YDR373W	OG6_100764
YDR374C	OG6_102335
YDR374W-A	OG6_500522
YDR375C	OG6_101424
YDR376W	OG6_101920
YDR377W	OG6_115888
YDR378C	OG6_102118
YDR379C-A	OG6_106319
YDR379W	OG6_155958
YDR380W	OG6_500187
YDR381C-A	OG6_500335
YDR381W	OG6_101458
YDR382W	OG6_100883
YDR383C	OG6_499861
YDR384C	OG6_500322
YDR385W	OG6_100212
YDR386W	OG6_103117
YDR387C	OG6_114943
YDR388W	OG6_109735
YDR389W	OG6_114191
YDR390C	OG6_101769
YDR391C	OG6_191363
YDR392W	OG6_105306
YDR393W	OG6_112512
YDR394W	OG6_101965
YDR395W	OG6_101190
YDR397C	OG6_103431
YDR398W	OG6_102917
YDR399W	OG6_500169
YDR400W	OG6_100640
YDR402C	OG6_100014
YDR403W	OG6_116858
YDR404C	OG6_102167
YDR405W	OG6_105622
YDR409W	OG6_102691
YDR406W	OG6_100151
YDR407C	OG6_113512
YDR408C	OG6_104105
YDR410C	OG6_101638
YDR411C	OG6_101672
YDR412W	OG6_137856
YDR414C	OG6_107767
YDR415C	OG6_103356
YDR416W	OG6_102092
YDR418W	OG6_100843
YDR419W	OG6_102732
YDR420W	OG6_500843
YDR421W	OG6_129925
YDR422C	OG6_500822
YDR423C	OG6_500818
YDR424C	OG6_101264
YDR425W	OG6_111249
YDR427W	OG6_101776
YDR428C	OG6_112755
YDR429C	OG6_102687
YDR430C	OG6_101809
YDR432W	OG6_102665
YDR434W	OG6_103860
YDR435C	OG6_100931
YDR436W	OG6_100222
YDR437W	OG6_102977
YDR438W	OG6_103193
YDR439W	OG6_500586
YDR440W	OG6_103524
YDR441C	OG6_500012
YDR443C	OG6_100099
YDR444W	OG6_124580
YDR446W	OG6_500764
YDR447C	OG6_100832
YDR448W	OG6_100940
YDR449C	OG6_102475
YDR450W	OG6_100333
YDR451C	OG6_116141
YDR452W	OG6_102108
YDR453C	OG6_100111
YDR454C	OG6_100603
YDR456W	OG6_100371
YDR457W	OG6_101783
YDR458C	OG6_112432
YDR459C	OG6_120927
YDR460W	OG6_103797
YDR461C-A	OG6_500535
YDR461W	OG6_222567
YDR462W	OG6_117002
YDR463W	OG6_222568
YDR464W	OG6_499904
YDR465C	OG6_105679
YDR466W	OG6_500682
YDR468C	OG6_101619
YDR469W	OG6_103538
YDR470C	OG6_112510
YDR471W	OG6_101266
YDR472W	OG6_102532
YDR473C	OG6_102616
YDR475C	OG6_222569
YDR476C	OG6_500410
YDR477W	OG6_100252
YDR478W	OG6_500893
YDR479C	OG6_113012
YDR480W	OG6_500585
YDR481C	OG6_100381
YDR482C	OG6_102153
YDR483W	OG6_104259
YDR484W	OG6_101848
YDR485C	OG6_500332
YDR486C	OG6_102352
YDR487C	OG6_100984
YDR488C	OG6_101571
YDR489W	OG6_102987
YDR490C	OG6_101713
YDR492W	OG6_100486
YDR493W	OG6_104386
YDR494W	OG6_500469
YDR495C	OG6_173107
YDR496C	OG6_102938
YDR497C	OG6_102726
YDR498C	OG6_500019
YDR499W	OG6_500211
YDR500C	OG6_100852
YDR501W	OG6_137859
YDR502C	OG6_100388
YDR503C	OG6_100228
YDR504C	OG6_500007
YDR505C	OG6_104927
YDR506C	OG6_109015
YDR507C	OG6_100252
YDR508C	OG6_142238
YDR510W	OG6_100654
YDR511W	OG6_104153
YDR512C	OG6_110882
YDR513W	OG6_100315
YDR514C	OG6_117004
YDR515W	OG6_500890
YDR516C	OG6_100418
YDR517W	OG6_102404
YDR518W	OG6_100478
YDR519W	OG6_101705
YDR520C	OG6_500085
YDR522C	OG6_117007
YDR523C	OG6_100860
YDR524C	OG6_500170
YDR524C-B	OG6_500473
YDR524W-C	OG6_500052
YDR525W-A	OG6_499968
YDR527W	OG6_104902
YDR528W	OG6_222551
YDR529C	OG6_103572
YDR530C	OG6_108841
YDR531W	OG6_100565
YDR532C	OG6_499875
YDR533C	OG6_105123
YDR534C	OG6_222570
YDR536W	OG6_117943
YDR538W	OG6_106789
YDR539W	OG6_105094
YDR540C	OG6_204921
YDR541C	OG6_100721
YDR542W	OG6_109825
YDR545W	OG6_108906
YEL001C	OG6_499892
YEL002C	OG6_103031
YEL003W	OG6_102034
YEL004W	OG6_104444
YEL005C	OG6_500604
YEL006W	OG6_100767
YEL007W	OG6_115063
YEL009C	OG6_143779
YEL011W	OG6_101128
YEL012W	OG6_102420
YEL013W	OG6_108710
YEL015W	OG6_133450
YEL016C	OG6_100651
YEL017C-A	OG6_222554
YEL017W	OG6_500516
YEL018W	OG6_500192
YEL019C	OG6_103911
YEL020C	OG6_100369
YEL020W-A	OG6_103037
YEL021W	OG6_100519
YEL022W	OG6_102130
YEL023C	OG6_106392
YEL024W	OG6_101749
YEL025C	OG6_500666
YEL026W	OG6_101116
YEL027W	OG6_100711
YEL029C	OG6_102185
YEL030W	OG6_100423
YEL031W	OG6_101914
YEL032W	OG6_101598
YEL033W	OG6_499971
YEL034W	OG6_100628
YEL035C	OG6_500976
YEL036C	OG6_129583
YEL037C	OG6_101279
YEL038W	OG6_104759
YEL039C	OG6_101063
YEL040W	OG6_107120
YEL041W	OG6_100357
YEL042W	OG6_101794
YEL043W	OG6_500193
YEL044W	OG6_104604
YEL046C	OG6_102336
YEL047C	OG6_104311
YEL048C	OG6_500932
YEL049W	OG6_109825
YEL050C	OG6_100234
YEL051W	OG6_101069
YEL052W	OG6_101377
YEL053C	OG6_103368
YEL054C	OG6_100843
YEL055C	OG6_104778
YEL056W	OG6_101102
YEL057C	OG6_500908
YEL058W	OG6_102413
YEL059C-A	OG6_500894
YEL060C	OG6_100121
YEL061C	OG6_500835
YEL062W	OG6_103955
YEL063C	OG6_103579
YEL064C	OG6_100459
YEL065W	OG6_105688
YEL066W	OG6_132807
YEL067C	OG6_500260
YEL068C	OG6_500714
YEL069C	OG6_100060
YEL070W	OG6_109307
YEL071W	OG6_100306
YEL072W	OG6_106358
YEL073C	OG6_162025
YEL075C	OG6_108906
YEL076C	OG6_108906
YEL076C-A	OG6_108906
YEL077C	OG6_108906
YER001W	OG6_105463
YER002W	OG6_109417
YER003C	OG6_102059
YER004W	OG6_103869
YER005W	OG6_101124
YER006W	OG6_101399
YER007C-A	OG6_101211
YER007W	OG6_102729
YER008C	OG6_102748
YER009W	OG6_101526
YER010C	OG6_106335
YER011W	OG6_499871
YER012W	OG6_102061
YER013W	OG6_100085
YER014C-A	OG6_499980
YER014W	OG6_101704
YER015W	OG6_100152
YER016W	OG6_100898
YER017C	OG6_100384
YER018C	OG6_500618
YER019C-A	OG6_103007
YER019W	OG6_105043
YER020W	OG6_100285
YER021W	OG6_101680
YER022W	OG6_137788
YER023W	OG6_100382
YER024W	OG6_500858
YER025W	OG6_101121
YER026C	OG6_106277
YER027C	OG6_101253
YER028C	OG6_500950
YER029C	OG6_101868
YER030W	OG6_500934
YER031C	OG6_100582
YER032W	OG6_500053
YER033C	OG6_500727
YER034W	OG6_500711
YER035W	OG6_222571
YER036C	OG6_102940
YER037W	OG6_106165
YER038C	OG6_500124
YER038W-A	OG6_500489
YER039C	OG6_500071
YER039C-A	OG6_500097
YER040W	OG6_500963
YER041W	OG6_124905
YER042W	OG6_100458
YER043C	OG6_100715
YER044C	OG6_105162
YER044C-A	OG6_500474
YER045C	OG6_186922
YER046W	OG6_117001
YER047C	OG6_100722
YER048C	OG6_102152
YER048W-A	OG6_103491
YER049W	OG6_104447
YER050C	OG6_101408
YER051W	OG6_104082
YER052C	OG6_100697
YER053C	OG6_101022
YER053C-A	OG6_500138
YER054C	OG6_222572
YER055C	OG6_103082
YER056C	OG6_110306
YER056C-A	OG6_100855
YER057C	OG6_100612
YER058W	OG6_106323
YER059W	OG6_101636
YER060W	OG6_110306
YER060W-A	OG6_110306
YER061C	OG6_100752
YER062C	OG6_111160
YER063W	OG6_103733
YER064C	OG6_222573
YER065C	OG6_104865
YER066W	OG6_500372
YER067W	OG6_222574
YER068W	OG6_102042
YER069W	OG6_101994
YER070W	OG6_100448
YER071C	OG6_500472
YER072W	OG6_107280
YER073W	OG6_100163
YER074W	OG6_100698
YER074W-A	OG6_103811
YER075C	OG6_104767
YER076C	OG6_500416
YER077C	OG6_100693
YER078C	OG6_100598
YER078W-A	OG6_500032
YER079W	OG6_500533
YER080W	OG6_110891
YER081W	OG6_100629
YER082C	OG6_102360
YER083C	OG6_198766
YER084W	OG6_500592
YER085C	OG6_499916
YER086W	OG6_100378
YER087C-B	OG6_103007
YER087W	OG6_103003
YER088C	OG6_222543
YER089C	OG6_100270
YER090W	OG6_102508
YER091C	OG6_103138
YER092W	OG6_500213
YER093C	OG6_103652
YER093C-A	OG6_143732
YER094C	OG6_101970
YER095W	OG6_100483
YER096W	OG6_500137
YER098W	OG6_101733
YER102W	OG6_100802
YER099C	OG6_100356
YER100W	OG6_101978
YER101C	OG6_187137
YER103W	OG6_100083
YER104W	OG6_500698
YER105C	OG6_102040
YER106W	OG6_500178
YER107C	OG6_101883
YER110C	OG6_102877
YER111C	OG6_500375
YER112W	OG6_102392
YER113C	OG6_500271
YER114C	OG6_143671
YER115C	OG6_500011
YER116C	OG6_500000
YER117W	OG6_100370
YER118C	OG6_114267
YER119C	OG6_100459
YER120W	OG6_101143
YER121W	OG6_500202
YER122C	OG6_101784
YER123W	OG6_499860
YER124C	OG6_500256
YER125W	OG6_100256
YER126C	OG6_102245
YER127W	OG6_102932
YER128W	OG6_500367
YER129W	OG6_100881
YER130C	OG6_148764
YER131W	OG6_100814
YER132C	OG6_171097
YER133W	OG6_100222
YER134C	OG6_103342
YER136W	OG6_100967
YER137C	OG6_500879
YER137C-A	OG6_100069
YER138C	OG6_100069
YER138W-A	OG6_181777
YER139C	OG6_104782
YER140W	OG6_101942
YER141W	OG6_102761
YER142C	OG6_106094
YER143W	OG6_101685
YER144C	OG6_101021
YER145C	OG6_107140
YER146W	OG6_103447
YER147C	OG6_155740
YER148W	OG6_100597
YER149C	OG6_499946
YER150W	OG6_222559
YER151C	OG6_103260
YER152C	OG6_100686
YER153C	OG6_500803
YER154W	OG6_100866
YER155C	OG6_122634
YER156C	OG6_102232
YER157W	OG6_103055
YER158C	OG6_500363
YER159C	OG6_103329
YER159C-A	OG6_100069
YER160C	OG6_100069
YER161C	OG6_500198
YER162C	OG6_102113
YER163C	OG6_101165
YER164W	OG6_102222
YER165W	OG6_100425
YER166W	OG6_100089
YER167W	OG6_500749
YER168C	OG6_104034
YER169W	OG6_100918
YER170W	OG6_103907
YER171W	OG6_101742
YER172C	OG6_100305
YER173W	OG6_103195
YER174C	OG6_101660
YER175C	OG6_101540
YER175W-A	OG6_500935
YER176W	OG6_500748
YER177W	OG6_100283
YER178W	OG6_100754
YER179W	OG6_100483
YER180C	OG6_500875
YER180C-A	OG6_500203
YER182W	OG6_103459
YER183C	OG6_101474
YER184C	OG6_179530
YER185W	OG6_111248
YER186C	OG6_162026
YER187W	OG6_222575
YER188C-A	OG6_181778
YER189W	OG6_108906
YER190C-B	OG6_222576
YER190W	OG6_108906
YFL001W	OG6_100424
YFL002C	OG6_102339
YFL002W-A	OG6_100069
YFL002W-B	OG6_100069
YFL003C	OG6_103909
YFL004W	OG6_122869
YFL005W	OG6_101252
YFL007W	OG6_102446
YFL008W	OG6_101499
YFL009W	OG6_101649
YFL010C	OG6_500812
YFL010W-A	OG6_500264
YFL011W	OG6_100060
YFL012W	OG6_499869
YFL013C	OG6_123088
YFL014W	OG6_116982
YFL016C	OG6_100469
YFL017C	OG6_102114
YFL017W-A	OG6_102408
YFL018C	OG6_100523
YFL020C	OG6_109825
YFL021W	OG6_107467
YFL022C	OG6_100669
YFL023W	OG6_157281
YFL024C	OG6_102490
YFL025C	OG6_111877
YFL026W	OG6_137784
YFL027C	OG6_103152
YFL028C	OG6_105473
YFL029C	OG6_121377
YFL030W	OG6_100588
YFL031W	OG6_500863
YFL033C	OG6_110573
YFL034C-A	OG6_101015
YFL034C-B	OG6_112320
YFL034W	OG6_102131
YFL036W	OG6_101824
YFL037W	OG6_100137
YFL038C	OG6_101123
YFL039C	OG6_100127
YFL040W	OG6_500341
YFL041W	OG6_100257
YFL041W-A	OG6_500679
YFL042C	OG6_101929
YFL044C	OG6_102949
YFL045C	OG6_101634
YFL046W	OG6_103110
YFL047W	OG6_115961
YFL048C	OG6_129300
YFL049W	OG6_500913
YFL050C	OG6_101780
YFL051C	OG6_128677
YFL052W	OG6_123060
YFL053W	OG6_102658
YFL054C	OG6_100415
YFL055W	OG6_132941
YFL058W	OG6_107444
YFL059W	OG6_102840
YFL060C	OG6_103407
YFL061W	OG6_129919
YFL062W	OG6_111794
YFL064C	OG6_108906
YFL065C	OG6_108906
YFL066C	OG6_108906
YFL067W	OG6_152230
YFL068W	OG6_222576
YFR001W	OG6_500936
YFR002W	OG6_103333
YFR003C	OG6_104011
YFR004W	OG6_101835
YFR005C	OG6_102786
YFR006W	OG6_102295
YFR007W	OG6_106381
YFR008W	OG6_499919
YFR009W	OG6_100624
YFR010W	OG6_101892
YFR011C	OG6_118306
YFR012W	OG6_500063
YFR012W-A	OG6_500128
YFR013W	OG6_222577
YFR014C	OG6_100153
YFR015C	OG6_103561
YFR016C	OG6_500458
YFR017C	OG6_500813
YFR018C	OG6_102560
YFR019W	OG6_101979
YFR020W	OG6_500022
YFR021W	OG6_103112
YFR022W	OG6_112308
YFR023W	OG6_205241
YFR024C-A	OG6_103525
YFR025C	OG6_108383
YFR026C	OG6_500413
YFR027W	OG6_102667
YFR028C	OG6_100917
YFR029W	OG6_500956
YFR030W	OG6_111529
YFR031C	OG6_101492
YFR031C-A	OG6_100234
YFR032C	OG6_500859
YFR032C-A	OG6_101591
YFR032C-B	OG6_500340
YFR033C	OG6_102683
YFR034C	OG6_500690
YFR035C	OG6_500037
YFR036W	OG6_500270
YFR037C	OG6_100909
YFR038W	OG6_104380
YFR039C	OG6_500806
YFR040W	OG6_222578
YFR041C	OG6_105968
YFR042W	OG6_500222
YFR043C	OG6_137799
YFR044C	OG6_100503
YFR045W	OG6_500559
YFR046C	OG6_500349
YFR047C	OG6_101905
YFR048W	OG6_119694
YFR049W	OG6_117765
YFR050C	OG6_101718
YFR051C	OG6_101729
YFR052W	OG6_102164
YFR053C	OG6_100418
YFR055W	OG6_130711
YFR057W	OG6_500478
YGL001C	OG6_102847
YGL002W	OG6_102210
YGL003C	OG6_101383
YGL004C	OG6_106042
YGL005C	OG6_500111
YGL006W	OG6_100143
YGL006W-A	OG6_500495
YGL007C-A	OG6_500756
YGL008C	OG6_100641
YGL009C	OG6_101506
YGL010W	OG6_105676
YGL011C	OG6_102240
YGL012W	OG6_109926
YGL013C	OG6_179530
YGL014W	OG6_104470
YGL015C	OG6_499884
YGL016W	OG6_137820
YGL017W	OG6_103364
YGL018C	OG6_102596
YGL019W	OG6_100687
YGL020C	OG6_105089
YGL021W	OG6_193608
YGL022W	OG6_100521
YGL023C	OG6_127173
YGL025C	OG6_500115
YGL026C	OG6_102774
YGL027C	OG6_103455
YGL028C	OG6_126857
YGL029W	OG6_130010
YGL030W	OG6_100932
YGL031C	OG6_101189
YGL032C	OG6_500915
YGL033W	OG6_103529
YGL035C	OG6_111549
YGL036W	OG6_500520
YGL037C	OG6_100439
YGL038C	OG6_106964
YGL039W	OG6_100721
YGL040C	OG6_101254
YGL041C-B	OG6_500045
YGL041W-A	OG6_131593
YGL043W	OG6_101177
YGL044C	OG6_100265
YGL045W	OG6_129116
YGL047W	OG6_102820
YGL048C	OG6_101513
YGL049C	OG6_111107
YGL050W	OG6_104044
YGL051W	OG6_111794
YGL053W	OG6_111794
YGL054C	OG6_101313
YGL055W	OG6_100468
YGL056C	OG6_106150
YGL057C	OG6_500357
YGL058W	OG6_101178
YGL059W	OG6_103927
YGL060W	OG6_222548
YGL061C	OG6_499963
YGL062W	OG6_101725
YGL063W	OG6_101974
YGL064C	OG6_123065
YGL065C	OG6_102563
YGL066W	OG6_120122
YGL067W	OG6_102535
YGL068W	OG6_100766
YGL070C	OG6_102455
YGL071W	OG6_222579
YGL073W	OG6_101482
YGL075C	OG6_500720
YGL076C	OG6_100755
YGL077C	OG6_103247
YGL078C	OG6_108375
YGL079W	OG6_136431
YGL080W	OG6_102458
YGL081W	OG6_500810
YGL082W	OG6_102202
YGL083W	OG6_102086
YGL084C	OG6_102319
YGL085W	OG6_105299
YGL086W	OG6_103958
YGL087C	OG6_101344
YGL089C	OG6_193297
YGL090W	OG6_500737
YGL091C	OG6_100169
YGL092W	OG6_101756
YGL093W	OG6_500266
YGL094C	OG6_102772
YGL095C	OG6_101522
YGL096W	OG6_113520
YGL097W	OG6_100545
YGL098W	OG6_104533
YGL103W	OG6_100748
YGL099W	OG6_101986
YGL100W	OG6_103638
YGL101W	OG6_101371
YGL104C	OG6_100060
YGL105W	OG6_100893
YGL106W	OG6_113025
YGL107C	OG6_222549
YGL108C	OG6_222580
YGL110C	OG6_172873
YGL111W	OG6_103653
YGL112C	OG6_103103
YGL113W	OG6_500639
YGL114W	OG6_104658
YGL115W	OG6_101734
YGL116W	OG6_101791
YGL117W	OG6_500263
YGL119W	OG6_101512
YGL120C	OG6_100085
YGL121C	OG6_500815
YGL122C	OG6_106005
YGL123W	OG6_100429
YGL124C	OG6_102023
YGL125W	OG6_101298
YGL126W	OG6_105238
YGL127C	OG6_103162
YGL128C	OG6_500632
YGL129C	OG6_104079
YGL130W	OG6_101990
YGL131C	OG6_113007
YGL133W	OG6_108356
YGL134W	OG6_222581
YGL135W	OG6_100869
YGL136C	OG6_103441
YGL137W	OG6_101404
YGL138C	OG6_500425
YGL139W	OG6_123074
YGL140C	OG6_145403
YGL141W	OG6_100865
YGL142C	OG6_103087
YGL143C	OG6_101033
YGL144C	OG6_124580
YGL145W	OG6_500191
YGL146C	OG6_500249
YGL147C	OG6_100791
YGL148W	OG6_102633
YGL150C	OG6_103743
YGL151W	OG6_500850
YGL153W	OG6_105746
YGL154C	OG6_102195
YGL155W	OG6_103705
YGL156W	OG6_103853
YGL157W	OG6_100721
YGL158W	OG6_500094
YGL159W	OG6_102950
YGL160W	OG6_179758
YGL161C	OG6_101326
YGL162W	OG6_222582
YGL163C	OG6_102456
YGL164C	OG6_123064
YGL166W	OG6_113605
YGL167C	OG6_100158
YGL168W	OG6_499993
YGL169W	OG6_100577
YGL170C	OG6_500722
YGL171W	OG6_102417
YGL172W	OG6_121211
YGL173C	OG6_100417
YGL174W	OG6_103002
YGL175C	OG6_500214
YGL176C	OG6_500061
YGL178W	OG6_499922
YGL179C	OG6_100881
YGL180W	OG6_101938
YGL181W	OG6_100831
YGL183C	OG6_103073
YGL184C	OG6_100353
YGL185C	OG6_500110
YGL186C	OG6_166214
YGL187C	OG6_102678
YGL188C-A	OG6_500739
YGL189C	OG6_100814
YGL190C	OG6_100728
YGL191W	OG6_102857
YGL192W	OG6_103808
YGL193C	OG6_500459
YGL194C	OG6_100248
YGL194C-A	OG6_500840
YGL195W	OG6_102176
YGL196W	OG6_106037
YGL197W	OG6_171097
YGL198W	OG6_102338
YGL200C	OG6_101558
YGL201C	OG6_101983
YGL202W	OG6_100686
YGL203C	OG6_100109
YGL204C	OG6_499991
YGL205W	OG6_100457
YGL206C	OG6_101144
YGL207W	OG6_102309
YGL208W	OG6_101253
YGL209W	OG6_500673
YGL210W	OG6_100582
YGL211W	OG6_100947
YGL212W	OG6_103098
YGL213C	OG6_103719
YGL215W	OG6_137777
YGL216W	OG6_100835
YGL219C	OG6_111233
YGL220W	OG6_103994
YGL221C	OG6_102764
YGL222C	OG6_222571
YGL223C	OG6_500660
YGL224C	OG6_106165
YGL225W	OG6_105424
YGL226C-A	OG6_500188
YGL226W	OG6_500286
YGL227W	OG6_102407
YGL228W	OG6_500839
YGL229C	OG6_222578
YGL230C	OG6_500923
YGL231C	OG6_102320
YGL232W	OG6_102910
YGL233W	OG6_101663
YGL234W	OG6_100441
YGL235W	OG6_500379
YGL236C	OG6_101730
YGL237C	OG6_102402
YGL238W	OG6_101888
YGL240W	OG6_102604
YGL241W	OG6_103714
YGL242C	OG6_112960
YGL243W	OG6_103859
YGL244W	OG6_103917
YGL245W	OG6_103886
YGL246C	OG6_104243
YGL247W	OG6_109555
YGL248W	OG6_114963
YGL249W	OG6_500339
YGL250W	OG6_152896
YGL251C	OG6_104328
YGL252C	OG6_104924
YGL253W	OG6_100418
YGL254W	OG6_500937
YGL255W	OG6_101746
YGL256W	OG6_101183
YGL257C	OG6_105463
YGL258W	OG6_150258
YGL258W-A	OG6_500189
YGL259W	OG6_114704
YGL260W	OG6_500282
YGL261C	OG6_109825
YGL262W	OG6_222575
YGL263W	OG6_111794
YGR001C	OG6_103288
YGR002C	OG6_102680
YGR003W	OG6_102066
YGR004W	OG6_114274
YGR005C	OG6_102568
YGR006W	OG6_102077
YGR007W	OG6_100945
YGR008C	OG6_206380
YGR009C	OG6_112276
YGR010W	OG6_100907
YGR012W	OG6_100154
YGR013W	OG6_500388
YGR014W	OG6_500024
YGR015C	OG6_106859
YGR016W	OG6_500717
YGR017W	OG6_108615
YGR018C	OG6_500201
YGR019W	OG6_103520
YGR020C	OG6_102324
YGR021W	OG6_101960
YGR023W	OG6_500277
YGR024C	OG6_103009
YGR026W	OG6_500616
YGR027C	OG6_100950
YGR027W-A	OG6_100069
YGR027W-B	OG6_100069
YGR028W	OG6_103164
YGR029W	OG6_101299
YGR030C	OG6_500542
YGR031C-A	OG6_499944
YGR031W	OG6_101420
YGR032W	OG6_101172
YGR033C	OG6_104555
YGR034W	OG6_100790
YGR035C	OG6_499850
YGR035W-A	OG6_500523
YGR036C	OG6_103418
YGR037C	OG6_101568
YGR038C-A	OG6_100069
YGR038C-B	OG6_100069
YGR038W	OG6_102694
YGR040W	OG6_100339
YGR041W	OG6_499864
YGR042W	OG6_133440
YGR043C	OG6_101088
YGR044C	OG6_500847
YGR046W	OG6_103248
YGR047C	OG6_103511
YGR048W	OG6_101567
YGR049W	OG6_137818
YGR050C	OG6_500517
YGR052W	OG6_500643
YGR053C	OG6_143627
YGR054W	OG6_101886
YGR055W	OG6_110122
