Accession	Gene Names
OG6_102397	C111090CA
OG6_102069	C111100WA
OG6_102034	C111110CA
OG6_112318	C111120CA
OG6_102388	C111130WA
OG6_106468	C111140WA
OG6_102356	C111150WA
OG6_102802	C111160CA
OG6_103031	C111170WA
OG6_103510	C111190WA
OG6r21_126909	C111200WA
OG6_153158	C111210CA
OG6_102279	C111220CA
OG6r21_101818	C111230WA
OG6_106277	C111240CA
OG6_100898	C111250WA
OG6r21_167618	C111260CA
OG6_137540	C111270WA
OG6_106961	C111280WA
OG6_100194	C111290WA
OG6_102378	C111300CA
OG6_104927	C111310CA
OG6_109510	C111320CA
OG6_100654	C111330CA
OG6_117010	C111340WA
OG6_137859	C111350CA
OG6_100852	C111360WA
OG6r21_108057	C111370CA
OG6_101493	C111380WA
OG6r21_105355	C111390WA
OG6_100252	C111400CA
OG6r21_102520	C111410CA
OG6_102159	C111420WA
OG6_109925	C111430WA
OG6r21_119620	C111440CA
OG6_100388	C111450CA
OG6_100228	C111470CA
OG6_101246	C111480WA
OG6_109283	C111490CA
OG6_106484	C111500CA
OG6_127203	C111510CA
OG6_143774	C111520CA
OG6_105576	C111530CA
OG6_101578	C111540CA
OG6_102146	C111550WA
OG6_101142	C111560CA
OG6_121391	C111570WA
OG6_112856	C111580WA
OG6_100567	C111590WA
OG6_104172	C111600WA
OG6_103275	C111610CA
OG6_105238	C111620WA
OG6_514445	C111630CA
OG6_100228	C111640CA
OG6_101091	C111650WA
OG6_104611	C111660WA
OG6_153084	C111670WA
OG6_103168	C111680CA
OG6_105861	C111690WA
OG6_100989	C111700CA
OG6_127524	C111710CA
OG6r21_139978	C111720WA
OG6_110526	C111730WA
OG6_127218	C111740WA
OG6_100466	C111750WA
OG6_115066	C111760CA
OG6_499907	C111770CA
OG6_100714	C111790WA
OG6_102766	C111800CA
OG6_102426	C111810WA
OG6r21_102029	C111850WA
OG6_104272	C111860WA
OG6_110122	C111870WA
OG6_103158	C111880WA
OG6_127195	C111890WA
OG6_104140	C111900CA
OG6_121412	C111910WA
OG6_102826	C111920WA
OG6_500329	C111930WA
OG6_133380	C111940CA
OG6_127195	C111950WA
OG6_105122	C111960CA
OG6r21_119622	C111970CA
OG6_103658	C111980WA
OG6r21_109250	C111990WA
OG6r21_109251	C112000CA
OG6_100344	C112010CA
OG6r21_139979	C112020WA
OG6_100629	C112030WA
OG6r21_126910	C112040WA
OG6_101410	C112050WA
OG6r21_100645	C112060CA
OG6_115274	C112070CA
OG6_101566	C112080WA
OG6_139201	C112090CA
OG6_100236	C112100CA
OG6_100260	C112110CA
OG6_100394	C112120WA
OG6_143728	C112130CA
OG6_107107	C112140WA
OG6_104431	C112150CA
OG6_500369	C112160WA
OG6_499847	C112170CA
OG6r21_126911	C112180CA
OG6_160270	C112190WA
OG6_103930	C112200WA
OG6_103198	C112210WA
OG6_100406	C112220WA
OG6_307818	C112230WA
OG6_104566	C112240CA
OG6_100861	C112250CA
OG6_143667	C112260WA
OG6_100493	C112270WA
OG6_138994	C112280CA
OG6_100562	C112290CA
OG6r21_139980	C112300WA
OG6_101913	C112310CA
OG6_116431	C112320CA
OG6r21_110818	C112330WA
OG6_101155	C112340CA
OG6_101226	C112350WA
OG6_100984	C112360CA
OG6_499976	C112370WA
OG6_101168	C112380CA
OG6_101266	C112390CA
OG6r21_139981	C112400CA
OG6_101713	C112410CA
OG6r21_139982	C112420CA
OG6_114145	C112430WA
OG6_102721	C112440WA
OG6_103500	C112450CA
OG6r21_167619	C112460CA
OG6r21_126912	C112470WA
OG6r21_109252	C112480WA
OG6_101285	C112490WA
OG6_114276	C112510WA
OG6_102833	C112520WA
OG6_103163	C112530CA
OG6r21_105356	C112540WA
OG6_101805	C112550CA
OG6_100483	C112560CA
OG6_103712	C112570CA
OG6_101085	C112580WA
OG6_104623	C112590WA
OG6_102417	C112600CA
OG6_117012	C112610WA
OG6r21_104645	C112620WA
OG6_102825	C112630CA
OG6_500894	C112640WA
OG6_101344	C112650CA
OG6_103958	C112660WA
OG6_102682	C112670CA
OG6_102504	C112680WA
OG6r21_104646	C112690CA
OG6_107448	C112700WA
OG6r21_102030	C112710CA
OG6r21_126913	C112720CA
OG6_105748	C112730WA
OG6_121400	C112740WA
OG6_102256	C112750CA
OG6_102632	C112760WA
OG6_102668	C112770WA
OG6_100800	C112780WA
OG6_100254	C112790CA
OG6_103001	C112800WA
OG6_101319	C112810WA
OG6_101049	C112820CA
OG6_103667	C112830CA
OG6_105266	C112840WA
OG6r21_119623	C112850WA
OG6r21_294833	C112860CA
OG6_115817	C112870CA
OG6_100067	C112880CA
OG6_100067	C112890WA
OG6_115817	C112900WA
OG6r21_115518	C112910WA
OG6_101326	C112920CA
OG6_100060	C112930CA
OG6r21_139983	C112940CA
OG6r21_108058	C112950WA
OG6_101727	C112960CA
OG6_127196	C112970CA
OG6_100693	C113010WA
OG6_102447	C113020CA
OG6_100332	C113030CA
OG6_100966	C113050WA
OG6_100770	C113060CA
OG6_102311	C113070CA
OG6r21_101023	C113080WA
OG6r21_139984	C113090WA
OG6r21_126914	C113100WA
OG6_105483	C113110CA
OG6_102916	C113120CA
OG6_103579	C113130CA
OG6_121262	C113140CA
OG6r21_139985	C113150WA
OG6_103587	C113160WA
OG6_100652	C113170CA
OG6r21_103536	C113180WA
OG6_104794	C113190WA
OG6_103246	C113200CA
OG6r21_119624	C113210CA
OG6_101007	C113220CA
OG6r21_101819	C113240WA
OG6r21_100483	C113250WA
OG6_101705	C113260WA
OG6_118130	C113270WA
OG6_102000	C113280CA
OG6_117007	C113290WA
OG6_101799	C113300CA
OG6_103505	C113310WA
OG6_131591	C113320CA
OG6_100634	C113330CA
OG6_323906	C113350WA
OG6_143849	C113360CA
OG6_105270	C113370WA
OG6_103002	C113380WA
OG6r21_107061	C113390WA
OG6_102019	C113400CA
OG6_103881	C113410WA
OG6_100417	C113420CA
OG6r21_108059	C113430CA
OG6_134431	C113440CA
OG6_153397	C113450WA
OG6r21_139986	C113460WA
OG6_100708	C113470WA
OG6_100083	C113480WA
OG6_101277	C113490CA
OG6_100408	C113510CA
OG6r21_101248	C113520CA
OG6_102319	C113540WA
OG6_121211	C113550CA
OG6r21_112713	C113560WA
OG6_104470	C113570WA
OG6_101440	C113580WA
OG6r21_126915	C113590WA
OG6r21_109253	C113600WA
OG6_101253	C113610CA
OG6_107650	C113620WA
OG6_100930	C113630WA
OG6_113605	C113640WA
OG6_123064	C113650CA
OG6_102456	C113660WA
OG6_104311	C113670WA
OG6_100619	C113680CA
OG6_105078	C113690CA
OG6_100127	C113700WA
OG6_113505	C113710CA
OG6_103804	C113720WA
OG6_100569	C113730CA
OG6r21_102521	C113740WA
OG6r21_101379	C113750CA
OG6_102413	C113760WA
OG6_105299	C113770CA
OG6_100101	C113780WA
OG6_101206	C113790CA
OG6_105980	C113800CA
OG6r21_102031	C113810WA
OG6r21_126916	C113820CA
OG6_116999	C113830CA
OG6_100775	C113840WA
OG6_454421	C113850CA
OG6_100975	C113860CA
OG6_100343	C113870WA
OG6_500907	C113880CA
OG6_100700	C113900CA
OG6_109322	C113910CA
OG6_124888	C113920WA
OG6_127068	C113930WA
OG6_130006	C113940WA
OG6_103577	C113950CA
OG6_222548	C113960WA
OG6_101925	C113970CA
OG6_105980	C113980CA
OG6_110858	C113990WA
OG6_101021	C114000CA
OG6_500442	C114010WA
OG6_102354	C114020WA
OG6_101032	C114030WA
OG6_100684	C114040WA
OG6_104923	C114050CA
OG6_124567	C114060WA
OG6_102005	C114080WA
OG6_100490	C114090WA
OG6_100743	C114100WA
OG6_100849	C114110CA
OG6_101367	C114120CA
OG6_107140	C114130WA
OG6_118281	C114140CA
OG6_102816	C114150CA
OG6_103554	C114160WA
OG6_100963	C114170WA
OG6r21_107062	C114180WA
OG6_104011	C114190CA
OG6_103592	C114200WA
OG6_104710	C114210CA
OG6_107140	C114220CA
OG6_101510	C114230CA
OG6_100909	C114240WA
OG6_102303	C114250CA
OG6_102687	C114260CA
OG6_112755	C114270WA
OG6_101955	C114280CA
OG6_101253	C114290CA
OG6_101370	C114300CA
OG6_102571	C114310WA
OG6_100403	C114320CA
OG6_101163	C114330WA
OG6_113020	C114340CA
OG6_104011	C114350WA
OG6_153192	C114360CA
OG6r21_139987	C114370WA
OG6r21_103537	C114380CA
OG6_103748	C114390WA
OG6_105268	C114400CA
OG6_103447	C114410WA
OG6_101685	C114420WA
OG6_118235	C114430CA
OG6_100967	C114440CA
OG6_102295	C114450CA
OG6_101835	C114460WA
OG6_102786	C114470WA
OG6_102786	C114480WA
OG6_500464	C114490CA
OG6_106784	C114500CA
OG6_148044	C114520WA
OG6_106926	C114530WA
OG6r21_109254	C114550CA
OG6_100011	C114560CA
OG6_100011	C114570CA
OG6r21_139988	C114580CA
OG6r21_167620	C114590CA
OG6_108692	C114630CA
OG6r21_126917	C200010WA
OG6_102817	C200030WA
OG6_127524	C200050CA
OG6_121206	C200060CA
OG6_102269	C200070CA
OG6_121272	C200080CA
OG6r21_101520	C200090WA
OG6_114872	C200100CA
OG6_106953	C200110WA
OG6_133127	C200120CA
OG6r21_139989	C200130WA
OG6_500752	C200140WA
OG6_100703	C200150WA
OG6_111074	C200160CA
OG6_104712	C200170CA
OG6_105201	C200180CA
OG6_114274	C200190CA
OG6_102077	C200200WA
OG6_101624	C200210WA
OG6_102568	C200220CA
OG6_103364	C200230WA
OG6_106303	C200240CA
OG6_206380	C200250WA
OG6_100945	C200260CA
OG6_112036	C200270CA
OG6_102529	C200280CA
OG6_102596	C200290WA
OG6_100687	C200300CA
OG6r21_139990	C200310WA
OG6_105089	C200320WA
OG6_103167	C200330CA
OG6_100686	C200340CA
OG6_101296	C200350WA
OG6_100896	C200360CA
OG6_137820	C200370WA
OG6_101316	C200380CA
OG6_100353	C200390CA
OG6_101311	C200400CA
OG6_102322	C200410CA
OG6_101193	C200420WA
OG6_103217	C200430CA
OG6_143738	C200440WA
OG6_101383	C200450CA
OG6_113234	C200460WA
OG6_113586	C200470WA
OG6_100957	C200480CA
OG6_499970	C200490WA
OG6_166527	C200500WA
OG6_102573	C200510WA
OG6_109780	C200520WA
OG6r21_139991	C200530WA
OG6_100259	C200540WA
OG6_103247	C200550WA
OG6r21_110819	C200560WA
OG6_500338	C200570WA
OG6_100775	C200580CA
OG6_153194	C200590WA
OG6_101229	C200600CA
OG6_116984	C200610CA
OG6_103791	C200620CA
OG6_105441	C200630CA
OG6_124918	C200640WA
OG6_124918	C200650WA
OG6_106303	C200660CA
OG6r21_139992	C200670CA
OG6_106303	C200680CA
OG6_108531	C200690WA
OG6_100384	C200700WA
OG6_115041	C200710WA
OG6_109128	C200720CA
OG6_174504	C200730CA
OG6_100408	C200740CA
OG6r21_105357	C200750WA
OG6r21_115519	C200760CA
OG6_101067	C200770WA
OG6_101592	C200780WA
OG6_108595	C200790CA
OG6r21_112714	C200800CA
OG6_100169	C200810CA
OG6_101467	C200820WA
OG6_103614	C200830CA
OG6_100390	C200840WA
OG6_102538	C200850WA
OG6_120809	C200860CA
OG6r21_102261	C200870WA
OG6_101004	C200880WA
OG6r21_115520	C200890WA
OG6r21_115521	C200900WA
OG6r21_119625	C200910WA
OG6r21_112715	C200920WA
OG6_103236	C200930CA
OG6_102636	C200940WA
OG6_102480	C200950CA
OG6_100458	C200960CA
OG6_101733	C200970CA
OG6r21_139993	C200980WA
OG6r21_294835	C200990WA
OG6_100060	C201000WA
OG6_100060	C201010WA
OG6_100060	C201020WA
OG6_101573	C201030WA
OG6_105233	C201040WA
OG6r21_167622	C201050WA
OG6_104505	C201060CA
OG6_103939	C201070WA
OG6_105162	C201090CA
OG6_100449	C201110CA
OG6_100083	C201120WA
OG6_101346	C201130WA
OG6r21_108060	C201140CA
OG6_103569	C201150WA
OG6_101270	C201160WA
OG6_102785	C201170CA
OG6_103593	C201180WA
OG6_102477	C201190CA
OG6_114277	C201200CA
OG6_103247	C201210CA
OG6_103333	C201220WA
OG6_104009	C201230WA
OG6_102316	C201240CA
OG6r21_126918	C201250WA
OG6r21_102032	C201260WA
OG6_105174	C201270WA
OG6_116848	C201300CA
OG6_111249	C201310WA
OG6_101776	C201320WA
OG6_103854	C201330CA
OG6_101701	C201340WA
OG6_106436	C201350CA
OG6_109780	C201360CA
OG6r21_106203	C201370CA
OG6_108039	C201380WA
OG6_103058	C201390WA
OG6_119473	C201400CA
OG6_100199	C201410CA
OG6r21_119626	C201420CA
OG6_101012	C201430WA
OG6_101264	C201440CA
OG6_129919	C201450CA
OG6r21_115522	C201460CA
OG6_100099	C201470WA
OG6_101219	C201480WA
OG6_102284	C201490CA
OG6r21_139995	C201500WA
OG6_100779	C201510CA
OG6_102589	C201520WA
OG6_100679	C201530CA
OG6_121562	C201540WA
OG6_100990	C201550WA
OG6_588367	C201560WA
OG6_106784	C201570WA
OG6_103503	C201580WA
OG6_102857	C201590WA
OG6_100728	C201600CA
OG6_100814	C201610CA
OG6_102678	C201620WA
OG6_100397	C201630WA
OG6_113608	C201640WA
OG6_103808	C201650WA
OG6_105676	C201660CA
OG6_100521	C201670CA
OG6_127173	C201680CA
OG6_103173	C201690WA
OG6r21_101661	C201700CA
OG6_129990	C201710WA
OG6_104789	C201720CA
OG6_116989	C201730WA
OG6_114551	C201740CA
OG6r21_107064	C201750CA
OG6r21_115523	C201760CA
OG6_210574	C201780WA
OG6_100000	C201800WA
OG6_500388	C201820CA
OG6_104156	C201830WA
OG6_109058	C201840CA
OG6_101279	C201850WA
OG6_104759	C201860CA
OG6_153271	C201870CA
OG6_137735	C201880CA
OG6_107650	C201890WA
OG6r21_112716	C201900CA
OG6_102507	C201910WA
OG6_102894	C201920CA
OG6r21_112717	C201930CA
OG6r21_139996	C201940CA
OG6_110409	C201950CA
OG6r21_139997	C201960CA
OG6_112308	C201970CA
OG6_131573	C201980CA
OG6_101979	C201990CA
OG6_103565	C202000WA
OG6_100224	C202010CA
OG6_101380	C202020WA
OG6_103629	C202030WA
OG6r21_101662	C202040WA
OG6r21_101820	C202050CA
OG6_107354	C202060CA
OG6_108099	C202070WA
OG6_500181	C202090WA
OG6_101122	C202100WA
OG6_103038	C202110CA
OG6_122928	C202120WA
OG6r21_109255	C202130CA
OG6r21_139998	C202140CA
OG6_102277	C202150CA
OG6_103286	C202160WA
OG6_137800	C202170WA
OG6_100747	C202180WA
OG6_100513	C202190CA
OG6_102585	C202200WA
OG6_101604	C202210CA
OG6r21_112718	C202220CA
OG6_101873	C202230CA
OG6r21_101380	C202240CA
OG6_115952	C202250CA
OG6_100282	C202260WA
OG6_100322	C202270CA
OG6_500374	C202280WA
OG6_102580	C202290CA
OG6_103136	C202300WA
OG6r21_101024	C202310WA
OG6_100528	C202320CA
OG6r21_139999	C202330WA
OG6_103183	C202340CA
OG6_103177	C202350CA
OG6_121269	C202360CA
OG6_102581	C202370CA
OG6_101807	C202380WA
OG6r21_115524	C202390WA
OG6_122958	C202400WA
OG6_102592	C202410WA
OG6_101202	C202420CA
OG6_102184	C202430WA
OG6_102524	C202440WA
OG6_102389	C202450CA
OG6_101245	C202460WA
OG6_103278	C202470CA
OG6_100379	C202490CA
OG6_102177	C202500WA
OG6_100356	C202510WA
OG6_102472	C202520WA
OG6_222596	C202530WA
OG6_100538	C202540WA
OG6_115817	C202550CA
OG6r21_140000	C202560WA
OG6_127200	C202570WA
OG6_100246	C202580WA
OG6_101746	C202590WA
OG6_110918	C202600CA
OG6_100060	C202610CA
OG6_104552	C202620WA
OG6_118120	C202630WA
OG6_100255	C202640CA
OG6r21_294838	C202650CA
OG6r21_102033	C202660WA
OG6r21_294834	C202670CA
OG6_102382	C202680WA
OG6_101696	C202690WA
OG6_116771	C202700CA
OG6_103832	C202710CA
OG6_101190	C202720WA
OG6_101567	C202730WA
OG6_500169	C202740CA
OG6r21_110820	C202750CA
OG6_101811	C202760WA
OG6_101356	C202770WA
OG6_109517	C202780CA
OG6_103247	C202790CA
OG6_103811	C202800WA
OG6_103431	C202810CA
OG6_101420	C202820CA
OG6_102652	C202830CA
OG6_500674	C202840CA
OG6_103247	C202850WA
OG6_108958	C202860WA
OG6_102403	C202870WA
OG6_100194	C202880CA
OG6_105381	C202890WA
OG6r21_109256	C202900WA
OG6r21_140001	C202910WA
OG6_100667	C202920WA
OG6_500323	C202930CA
OG6_102380	C202940WA
OG6_100255	C202950WA
OG6_111528	C202960CA
OG6_100163	C202970CA
OG6_100306	C202980CA
OG6_100892	C202990CA
OG6_101679	C203000CA
OG6_100537	C203010CA
OG6_222611	C203020CA
OG6_103257	C203030WA
OG6_110918	C203040WA
OG6_112512	C203050WA
OG6_101965	C203060WA
OG6_105833	C203070CA
OG6_100541	C203080WA
OG6_104105	C203090CA
OG6_100212	C203100WA
OG6r21_107066	C203110WA
OG6_100718	C203120WA
OG6_109089	C203130WA
OG6_103749	C203140CA
OG6_114167	C203150CA
OG6_100448	C203160CA
OG6_116641	C203170WA
OG6_101783	C203180CA
OG6_102616	C203200WA
OG6_499981	C203210WA
OG6_222557	C203220CA
OG6_100254	C203230CA
OG6_104196	C203240CA
OG6_124658	C203250WA
OG6_102988	C203260WA
OG6_101500	C203270WA
OG6_102783	C203280WA
OG6_102406	C203290WA
OG6_101254	C203300WA
OG6_102807	C203310CA
OG6_104239	C203320WA
OG6_102675	C203330CA
OG6r21_104666	C203340WA
OG6r21_108061	C203350WA
OG6_100681	C203360WA
OG6_102750	C203370WA
OG6_113577	C203380WA
OG6_100223	C203390CA
OG6r21_112719	C203400CA
OG6_101536	C203410WA
OG6_103191	C203420CA
OG6_137182	C203430WA
OG6r21_115525	C203440WA
OG6r21_101025	C203450WA
OG6r21_101381	C203460CA
OG6_104716	C203470CA
OG6r21_140002	C203480CA
OG6r21_110821	C203490CA
OG6r21_101249	C203500WA
OG6_123006	C203520CA
OG6_179758	C203530WA
OG6_102732	C203540WA
OG6_103377	C203550CA
OG6_111451	C203560CA
OG6r21_115526	C203570CA
OG6_581674	C203590CA
OG6_454568	C203600WA
OG6_107354	C203610WA
OG6_107354	C203620WA
OG6r21_104647	C203630WA
OG6_103520	C203640WA
OG6_113234	C203670WA
OG6_100536	C203680WA
OG6_133175	C203690CA
OG6_110430	C203700WA
OG6_133175	C203710WA
OG6r21_126919	C203720WA
OG6_126952	C203750WA
OG6_500870	C203760CA
OG6_100581	C203770CA
OG6_104832	C203780CA
OG6r21_102262	C203790CA
OG6_102093	C203800CA
OG6_100663	C203810CA
OG6_100955	C203820CA
OG6_101395	C203830WA
OG6_115999	C203840CA
OG6_102114	C203870WA
OG6_102408	C203880CA
OG6r21_101663	C203890WA
OG6_123088	C203900CA
OG6_101442	C203910CA
OG6_102855	C203920CA
OG6r21_101664	C203930CA
OG6_100157	C203940CA
OG6_103501	C203950WA
OG6_101322	C203960WA
OG6r21_101366	C203970WA
OG6r21_102034	C203980CA
OG6_102470	C203990WA
OG6r21_115527	C204000CA
OG6_100183	C204010CA
OG6_102267	C204020CA
OG6_100820	C204030CA
OG6_100636	C204040CA
OG6_100636	C204050CA
OG6_100168	C204060CA
OG6_100282	C204080WA
OG6r21_105358	C204090WA
OG6_118307	C204100WA
OG6_104328	C204110WA
OG6_103046	C204120CA
OG6_142300	C204130WA
OG6_112515	C204140WA
OG6_102324	C204150CA
OG6_101960	C204160WA
OG6_137751	C204170CA
OG6_100703	C204180CA
OG6_103520	C204190CA
OG6_133447	C204200WA
OG6_101247	C204210WA
OG6_123100	C204220CA
OG6_100313	C204230WA
OG6_101307	C204240CA
OG6_102615	C204250WA
OG6_102974	C204260WA
OG6_121377	C204270WA
OG6_100482	C204280WA
OG6_100482	C204290WA
OG6_133436	C204300CA
OG6_100472	C204310WA
OG6r21_106204	C204320WA
OG6_100091	C204330CA
OG6_104107	C204340CA
OG6_101922	C204350CA
OG6_101957	C204360WA
OG6_103094	C204370WA
OG6_100496	C204380CA
OG6_127524	C204390WA
OG6r21_101665	C204400WA
OG6_100273	C204410WA
OG6_113680	C204420WA
OG6r21_140003	C204430WA
OG6_109383	C204440WA
OG6_102090	C204450WA
OG6_101528	C204460WA
OG6_100245	C204470WA
OG6_100471	C204480WA
OG6_102871	C204490WA
OG6_101665	C204500WA
OG6_103444	C204510WA
OG6r21_105359	C204520CA
OG6_122984	C204530WA
OG6_101338	C204540CA
OG6_101044	C204550CA
OG6_166515	C204560WA
OG6_102606	C204570WA
OG6_101661	C204580WA
OG6_105128	C204590CA
OG6_100758	C204600CA
OG6_100909	C204620WA
OG6_100212	C204640CA
OG6_102742	C204650CA
OG6_100394	C204660CA
OG6r21_167683	C204670WA
OG6_101935	C204680WA
OG6_103247	C204690CA
OG6_102551	C204700CA
OG6_100130	C204710CA
OG6_101394	C204720CA
OG6r21_106205	C204730WA
OG6_133372	C204740CA
OG6_106074	C204750WA
OG6_100860	C204760WA
OG6_500215	C204770WA
OG6_100908	C204780WA
OG6_143686	C204790CA
OG6_114985	C204800CA
OG6_103268	C204810WA
OG6_102128	C204820WA
OG6_109506	C204830WA
OG6_103525	C204850CA
OG6_112959	C204860WA
OG6_102850	C204870CA
OG6_101920	C204880CA
OG6r21_140004	C204910WA
OG6_104394	C204930CA
OG6_102726	C204940CA
OG6_102032	C204950CA
OG6_107840	C204960CA
OG6_101135	C204970WA
OG6_100821	C204980CA
OG6_500285	C204990WA
OG6_100988	C205000CA
OG6_110882	C205020WA
OG6_119792	C205030CA
OG6_222593	C205040CA
OG6_103682	C205050CA
OG6_105315	C205060CA
OG6_114877	C205070WA
OG6_109956	C205080CA
OG6_102605	C205090WA
OG6_100994	C205100CA
OG6_138269	C205110WA
OG6r21_140005	C205120CA
OG6_100445	C205130WA
OG6_104840	C205140WA
OG6_103635	C205150WA
OG6_102938	C205160CA
OG6_103459	C205170WA
OG6_116982	C205180WA
OG6_101427	C205190WA
OG6_109925	C205200CA
OG6_120232	C205210WA
OG6_116656	C205220CA
OG6_102220	C205230CA
OG6_100337	C205250CA
OG6_116980	C205260WA
OG6_101362	C205270WA
OG6_102977	C205280CA
OG6_103696	C205290CA
OG6_119810	C205300CA
OG6_103228	C205320WA
OG6r21_105360	C205330CA
OG6_102180	C205340CA
OG6_137776	C205350CA
OG6_104145	C205360CA
OG6_108030	C205370CA
OG6_135321	C205380WA
OG6r21_102821	C205390CA
OG6r21_101821	C205400WA
OG6_100706	C205410WA
OG6_103617	C205440WA
OG6_101286	C205450CA
OG6_100258	C205460WA
OG6_101003	C205470WA
OG6_106641	C205480CA
OG6r21_108062	C205490WA
OG6_111834	C205500WA
OG6_101102	C205510CA
OG6_103983	C205520WA
OG6_139042	C205530CA
OG6_102349	C205540CA
OG6_100542	C205550WA
OG6_100721	C205560WA
OG6_126952	C205570CA
OG6_109723	C205580WA
OG6_102842	C205590CA
OG6_100802	C205610CA
OG6_103160	C205620WA
OG6_100129	C205640WA
OG6_101945	C205650WA
OG6_108200	C205660WA
OG6_102602	C205670CA
OG6_102876	C205680WA
OG6_103251	C205690CA
OG6_104311	C205700WA
OG6_100954	C205710CA
OG6_112328	C205720CA
OG6_103051	C205730CA
OG6_115039	C205740WA
OG6_103655	C205750WA
OG6_112802	C205760CA
OG6_546974	C205770WA
OG6_114868	C205780CA
OG6_101059	C205790CA
OG6_111491	C205800CA
OG6r21_102035	C205810WA
OG6_119599	C205820WA
OG6_103996	C205830CA
OG6_101267	C205840WA
OG6_102906	C205850CA
OG6_137850	C205860CA
OG6_474323	C205870WA
OG6_100639	C205890CA
OG6_106595	C205900WA
OG6_106911	C205910WA
OG6_172856	C205920CA
OG6_115943	C205930WA
OG6_101460	C205940CA
OG6_104258	C205950CA
OG6_104258	C205960CA
OG6_104258	C205970CA
OG6_104258	C205980CA
OG6_104258	C205990CA
OG6_103624	C206000WA
OG6_102791	C206010WA
OG6_102197	C206020WA
OG6r21_102036	C206030WA
OG6_121258	C206040CA
OG6r21_140006	C206060CA
OG6_100152	C206070WA
OG6_104807	C206080CA
OG6_100703	C206090WA
OG6_105038	C206100WA
OG6_103741	C206110WA
OG6_106444	C206120CA
OG6_104368	C206130WA
OG6_129459	C206140CA
OG6_102002	C206150CA
OG6r21_103538	C206160WA
OG6_103271	C206170CA
OG6r21_110822	C206180CA
OG6_100378	C206190WA
OG6_100972	C206200CA
OG6_102566	C206210CA
OG6_500475	C206220CA
OG6_101260	C206230WA
OG6_102323	C206240WA
OG6_102165	C206250CA
OG6_104401	C206260WA
OG6r21_101822	C206270WA
OG6_111745	C206280CA
OG6_115057	C206290CA
OG6_102948	C206300WA
OG6_101761	C206310CA
OG6_112501	C206320WA
OG6_100570	C206330CA
OG6_113582	C206340WA
OG6_102248	C206350CA
OG6_102084	C206360CA
OG6_124252	C206370CA
OG6_100534	C206390CA
OG6_100293	C206420CA
OG6_100380	C206430CA
OG6_100380	C206440CA
OG6_112506	C206460WA
OG6_112506	C206470WA
OG6_102182	C206480WA
OG6_103952	C206490WA
OG6r21_104648	C206510WA
OG6_103578	C206520CA
OG6r21_104649	C206530WA
OG6_101914	C206540CA
OG6_127524	C206550WA
OG6r21_167623	C206570CA
OG6_112813	C206590CA
OG6_100556	C206600WA
OG6_100069	C206610CA
OG6_102872	C206620WA
OG6r21_115528	C206630CA
OG6_100292	C206640CA
OG6_102494	C206650CA
OG6_103234	C206660WA
OG6_111464	C206670CA
OG6_103278	C206680WA
OG6r21_101823	C206690CA
OG6_100718	C206700WA
OG6_100721	C206710WA
OG6_100721	C206720WA
OG6_112026	C206730WA
OG6r21_101521	C206740WA
OG6_103376	C206750CA
OG6r21_101250	C206760CA
OG6_102985	C206770WA
OG6_111428	C206780CA
OG6_100512	C206790WA
OG6r21_106206	C206800CA
OG6_100325	C206810CA
OG6_100897	C206820CA
OG6_113474	C206830CA
OG6_107620	C206840WA
OG6r21_119627	C206850WA
OG6_123083	C206860WA
OG6_101948	C206870CA
OG6_100121	C206880CA
OG6_100072	C206890CA
OG6_101358	C206910WA
OG6_104292	C206920CA
OG6_153135	C206930CA
OG6_101524	C206940CA
OG6_102968	C206950CA
OG6_100634	C206960WA
OG6_103627	C206970WA
OG6_153135	C206980WA
OG6_153135	C206990WA
OG6_109900	C207000WA
OG6_103006	C207010WA
OG6_106039	C207020CA
OG6_103651	C207030CA
OG6_102819	C207040WA
OG6_102421	C207060WA
OG6_102213	C207070WA
OG6_124901	C207080CA
OG6_100468	C207090CA
OG6_100964	C207100WA
OG6_222577	C207110CA
OG6_102423	C207120WA
OG6_110868	C207130CA
OG6_110112	C207140WA
OG6_100775	C207160WA
OG6r21_126920	C207170CA
OG6r21_115529	C207180WA
OG6_100766	C207190CA
OG6_102455	C207200WA
OG6_100326	C207210CA
OG6_104586	C207220WA
OG6_137705	C207230CA
OG6_100924	C207240CA
OG6_111226	C207250CA
OG6_109302	C207260CA
OG6_104255	C207270WA
OG6_132797	C207280WA
OG6_101312	C207290WA
OG6_103317	C207300CA
OG6_100235	C207310WA
OG6_102024	C207320WA
OG6_100794	C207330WA
OG6_102386	C207340WA
OG6_101598	C207350WA
OG6_102135	C207360WA
OG6r21_108063	C207370WA
OG6_100423	C207380WA
OG6r21_102288	C207390CA
OG6_100536	C207400CA
OG6_100540	C207410WA
OG6_100250	C207420WA
OG6_100640	C207430CA
OG6_115656	C207440CA
OG6_102522	C207450CA
OG6_105779	C207460WA
OG6_102273	C207470WA
OG6_101140	C207480WA
OG6_101310	C207490WA
OG6_221206	C207500CA
OG6_105065	C207510WA
OG6_102296	C207520CA
OG6_153179	C207530CA
OG6r21_101666	C207540WA
OG6_105301	C207550WA
OG6_101779	C207560WA
OG6_100537	C207570WA
OG6_106656	C207580WA
OG6_101449	C207590WA
OG6_108000	C207600CA
OG6_102686	C207610CA
OG6_143869	C207620WA
OG6_110565	C207630CA
OG6r21_105361	C207640WA
