Entry	Gene Names	Protein names	Mass
A0A2H0ZKC5	B9J08_002649 B9J08_00509	General negative regulator of transcription subunit 4	70680
A0A2H0ZKC7	B9J08_002677 B9J08_00537	Uncharacterized protein	107287
A0A2H0ZKC8	B9J08_002647 B9J08_00507	Aprataxin C2HE/C2H2/C2HC zinc finger domain-containing protein	27964
A0A2H0ZKD5	B9J08_004125 B9J08_04879	Prokaryotic-type class I peptide chain release factors domain-containing protein	16370
A0A2H0ZKE0	B9J08_002696 CA7LBN_001180	J domain-containing protein	35799
A0A2H0ZKE3	B9J08_002702 CA7LBN_001176 CJI97_002755	t-SNARE coiled-coil homology domain-containing protein	39001
A0A2H0ZKE4	B9J08_002699 B9J08_00558	V-type proton ATPase subunit H	53894
A0A2H0ZKE5	B9J08_002704 B9J08_00563	Pre-mRNA-splicing factor SYF2	20324
A0A2H0ZKF2	B9J08_002707 CA7LBN_001172	Sterol 3-beta-glucosyltransferase (EC 2.4.1.173) (Autophagy-related protein 26)	185069
A0A2H0ZKF4	B9J08_002712 CA7LBN_001167 CJI97_002765	protein disulfide-isomerase (EC 5.3.4.1)	61606
A0A2H0ZKF7	B9J08_002710 CA7LBN_001169 CJI97_002763 CJJ07_004730	Zn(2)-C6 fungal-type domain-containing protein	110635
A0A2H0ZKF9	B9J08_002724 B9J08_00583	AAA+ ATPase domain-containing protein	37265
A0A2H0ZKH5	MED10 B9J08_002728 B9J08_00587	Mediator of RNA polymerase II transcription subunit 10 (Mediator complex subunit 10)	16499
A0A2H0ZKH6	B9J08_004228 B9J08_04982	4-nitrophenylphosphatase (PNPPase) (EC 3.1.3.41)	34039
A0A2H0ZKH9	B9J08_002733 B9J08_00592	Succinate dehydrogenase assembly factor 3 (SDH assembly factor 3) (SDHAF3)	14280
A0A2H0ZKI4	B9J08_002701 B9J08_00560	Tr-type G domain-containing protein	84072
A0A2H0ZKI8	B9J08_002745 B9J08_00604	SURF1-like protein	41752
A0A2H0ZKJ0	B9J08_002743 B9J08_00602	DASH complex subunit DAM1 (Outer kinetochore protein DAM1)	31787
A0A2H0ZKJ1	B9J08_002741 CA7LBN_001145 QG37_07015	BING4 C-terminal domain-containing protein	59725
A0A2H0ZKJ6	B9J08_002748 B9J08_00607	Zn(2)-C6 fungal-type domain-containing protein	91583
A0A2H0ZKK9	B9J08_002720 B9J08_00579	DASH complex subunit SPC34 (Outer kinetochore protein SPC34)	27218
A0A2H0ZKL2	B9J08_002763 CA7LBN_001127 CJI97_002818 QG37_07044	AMP-dependent synthetase/ligase domain-containing protein	77442
A0A2H0ZKM4	B9J08_002771 CA7LBN_001121 CJI97_002826 QG37_07053	phosphoribosylglycinamide formyltransferase 1 (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase)	24203
A0A2H0ZKM7	B9J08_002740 B9J08_00599	Tethering factor for nuclear proteasome STS1	37434
A0A2H0ZKM9	B9J08_002778 B9J08_00637	threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase)	83786
A0A2H0ZKN0	B9J08_002742 B9J08_00601	Dihydroorotate dehydrogenase (quinone), mitochondrial (DHOdehase) (EC 1.3.5.2)	46548
A0A2H0ZKN1	B9J08_002784 B9J08_00643	Proteasome assembly chaperone 2	27246
A0A2H0ZKN9	B9J08_002794 B9J08_00653	Replication protein A C-terminal domain-containing protein	28132
A0A2H0ZKP1	B9J08_002750 B9J08_00609	Bromo domain-containing protein	122963
A0A2H0ZKP5	B9J08_002793 CA7LBN_001103	RING-type domain-containing protein	196292
A0A2H0ZKQ0	B9J08_002798 B9J08_00657	Acyl-CoA desaturase (EC 1.14.19.1)	57653
A0A2H0ZKQ1	B9J08_002762 B9J08_00621	inositol-3-phosphate synthase (EC 5.5.1.4)	57560
A0A2H0ZKQ2	B9J08_002804 B9J08_00663	DUF1682-domain-containing protein	43169
A0A2H0ZKQ6	B9J08_002801 B9J08_00660	HIT-type domain-containing protein	39542
A0A2H0ZKR1	B9J08_002808 B9J08_00667	Uncharacterized protein	30211
A0A2H0ZKR5	B9J08_002770 B9J08_00629	isocitrate dehydrogenase (NAD(+)) (EC 1.1.1.41) (Isocitric dehydrogenase) (NAD(+)-specific ICDH)	39556
A0A2H0ZKR8	B9J08_002814 B9J08_00673	Lysophospholipase (EC 3.1.1.5)	62452
A0A2H0ZKS0	B9J08_004369 B9J08_05123	Mitogen-activated protein kinase (EC 2.7.11.24)	45082
A0A2H0ZKS6	B9J08_002826 B9J08_00685	valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase)	120366
A0A2H0ZKT1	B9J08_002820 B9J08_00679	CCR4-Not complex component Not N-terminal domain-containing protein	74638
A0A2H0ZKT2	B9J08_002829 B9J08_00688	non-specific serine/threonine protein kinase (EC 2.7.11.1)	68787
A0A2H0ZKT6	B9J08_002835 B9J08_00694	Endoplasmic reticulum transmembrane protein	21482
A0A2H0ZKT7	B9J08_002836 B9J08_00695	Magnesium and cobalt transport protein CorA	101835
A0A2H0ZKT9	B9J08_002832 B9J08_00691	DNA repair and recombination protein RAD26	127616
A0A2H0ZKU0	B9J08_002834 B9J08_00693	HTH APSES-type domain-containing protein	53295
A0A2H0ZKU4	B9J08_004370 CA7LBN_004461 CJI97_004433	CDC20/Fizzy WD40 domain-containing protein	58826
A0A2H0ZKU5	B9J08_002802 B9J08_00661	Ribosomal protein L9 domain-containing protein	24043
A0A2H0ZKU6	B9J08_002846 B9J08_00705	Phospholipid/glycerol acyltransferase domain-containing protein	89017
A0A2H0ZKU7	B9J08_002800 B9J08_00659	RRM domain-containing protein	25938
A0A2H0ZKV4	B9J08_002849 B9J08_00708	Protein kinase domain-containing protein	78961
A0A2H0ZKV5	B9J08_002813 B9J08_00672	Elongation factor 3	116468
A0A2H0ZKV9	B9J08_002855 B9J08_00714	Plasma membrane ATPase (EC 7.1.2.1)	97973
A0A2H0ZKW3	B9J08_002856 CA7LBN_001056 CJI97_002912	Chitin synthase (EC 2.4.1.16)	111987
A0A2H0ZKW6	B9J08_002821 B9J08_00680	Peroxisome assembly protein 12 (Peroxin-12)	52834
A0A2H0ZKW7	B9J08_002823 B9J08_00682	Uncharacterized protein	135891
A0A2H0ZKY0	B9J08_002860 CA7LBN_001052 CJI97_002916	Transcription factor	73076
A0A2H0ZKY6	B9J08_002874 CA7LBN_001042	Chitobiosyldiphosphodolichol beta-mannosyltransferase (EC 2.4.1.142) (Asparagine-linked glycosylation protein 1) (Beta-1,4-mannosyltransferase) (GDP-Man:GlcNAc2-PP-dolichol mannosyltransferase) (GDP-mannose-dolichol diphosphochitobiose mannosyltransferase)	48471
A0A2H0ZKZ2	B9J08_002877 CA7LBN_001039 CJI97_002934	PH domain-containing protein	365153
A0A2H0ZKZ7	B9J08_002851 B9J08_00710	Proteasome subunit alpha type	27285
A0A2H0ZL04	B9J08_002888 CA7LBN_001030	CCR4-Not complex 3'-5'-exoribonuclease subunit Ccr4 (EC 3.1.13.4) (Carbon catabolite repressor protein 4) (Cytoplasmic deadenylase) (Glucose-repressible alcohol dehydrogenase transcriptional effector)	89201
A0A2H0ZL10	B9J08_002893 B9J08_00752	N-acetylglucosaminylphosphatidylinositol deacetylase (EC 3.5.1.89)	35517
A0A2H0ZL11	B9J08_002872 B9J08_00731	Pre-mRNA-splicing factor CWC24	25763
A0A2H0ZL12	B9J08_002898 CA7LBN_001023 CJJ07_001018	TATA box binding protein associated factor (TAF) histone-like fold domain-containing protein	55844
A0A2H0ZL13	B9J08_002602 B9J08_00462	C2H2-type domain-containing protein	17940
A0A2H0ZL15	B9J08_002853 B9J08_00712	Zn(2)-C6 fungal-type domain-containing protein	85262
A0A2H0ZL19	B9J08_002903 CA7LBN_001020 CJI97_002977	RNA helicase (EC 3.6.4.13)	97565
A0A2H0ZL20	B9J08_002908 B9J08_00766	Pre-mRNA-splicing factor SLU7	33741
A0A2H0ZL22	B9J08_002909 B9J08_00767	Vta1 C-terminal domain-containing protein	42754
A0A2H0ZL24	B9J08_002863 CA7LBN_001049	Glutamate decarboxylase	55940
A0A2H0ZL29	B9J08_002913 B9J08_00771	U1-type domain-containing protein	29629
A0A2H0ZL30	B9J08_002918 B9J08_00776	sphingolipid C(9)-methyltransferase (EC 2.1.1.317)	57383
A0A2H0ZL32	B9J08_002875 B9J08_00734	DNA repair protein REV1	132117
A0A2H0ZL35	B9J08_002919 B9J08_00777	Malate synthase (EC 2.3.3.9)	62277
A0A2H0ZL36	B9J08_002912 CA7LBN_001012	HTH APSES-type domain-containing protein	84764
A0A2H0ZL41	B9J08_002603 CA7LBN_001251	Ubiquitin thioesterase OTU (EC 3.4.19.12)	34898
A0A2H0ZL43	B9J08_002929 B9J08_00787	Topoisomerase 1-associated factor 1	145528
A0A2H0ZL45	B9J08_002914 B9J08_00772	FAD synthase (EC 2.7.7.2) (FAD pyrophosphorylase) (FMN adenylyltransferase)	32473
A0A2H0ZL47	B9J08_002936 B9J08_00794	Ribosomal lysine N-methyltransferase 4 (EC 2.1.1.-)	56307
A0A2H0ZL52	B9J08_002896 B9J08_00755	Protein kinase domain-containing protein	130908
A0A2H0ZL53	B9J08_002940 B9J08_00798	Protein kinase domain-containing protein	63209
A0A2H0ZL54	B9J08_002944 B9J08_00802	Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	23636
A0A2H0ZL55	B9J08_002924 B9J08_00782	Zn(2)-C6 fungal-type domain-containing protein	45680
A0A2H0ZL56	B9J08_002932 B9J08_00790	Cyclin-like domain-containing protein	33898
A0A2H0ZL59	B9J08_002653 CA7LBN_001212	Exonuclease V, mitochondrial (Defects in morphology protein 1)	63681
A0A2H0ZL65	MDM10 B9J08_002948 CA7LBN_000986	Mitochondrial distribution and morphology protein 10 (Mitochondrial inheritance component MDM10)	49889
A0A2H0ZL70	B9J08_002634 B9J08_00494	Protein kinase domain-containing protein	79484
A0A2H0ZL71	B9J08_002960 B9J08_00818	Diphthamide biosynthesis protein 3	11424
A0A2H0ZL74	B9J08_002966 B9J08_00824	U3 small nucleolar RNA-associated protein 10	209600
A0A2H0ZL77	B9J08_002945 B9J08_00803	non-specific serine/threonine protein kinase (EC 2.7.11.1)	92115
A0A2H0ZL80	NCS2 CTU2 B9J08_002644 B9J08_00504	Cytoplasmic tRNA 2-thiolation protein 2	48006
A0A2H0ZL81	B9J08_002972 B9J08_00830	Peptide-methionine (R)-S-oxide reductase (EC 1.8.4.12)	17347
A0A2H0ZL85	B9J08_002978 CA7LBN_000963	TRIP4/RQT4 C2HC5-type zinc finger domain-containing protein	57268
A0A2H0ZL86	B9J08_002970 B9J08_00828	Multiprotein-bridging factor 1	16436
A0A2H0ZL89	B9J08_002684 CA7LBN_001188	NDT80 domain-containing protein	77841
A0A2H0ZL91	B9J08_002982 B9J08_00840	Chromatin associated protein KTI12	32492
A0A2H0ZL92	B9J08_002981 CA7LBN_000960	U3 small nucleolar RNA-associated protein 11 (U3 snoRNA-associated protein 11)	29381
A0A2H0ZL93	B9J08_002986 B9J08_00844	1,4-alpha-glucan-branching enzyme (EC 2.4.1.18) (Glycogen-branching enzyme)	80304
A0A2H0ZLA0	B9J08_002992 CA7LBN_000951	Putative peptidase domain-containing protein	31684
A0A2H0ZLA5	B9J08_002998 B9J08_00856	AP-1 accessory protein LAA1	240076
A0A2H0ZLA9	B9J08_003001 CA7LBN_000945	Exocyst complex component SEC5	112524
A0A2H0ZLB5	B9J08_003008 B9J08_00866	Uncharacterized protein	249986
A0A2H0ZLB8	B9J08_002995 B9J08_00853	Adenylyl-sulfate kinase (EC 2.7.1.25)	22691
A0A2H0ZLB9	B9J08_002715 CA7LBN_001164 CJI97_002768	Bicarbonate transporter-like transmembrane domain-containing protein	61119
A0A2H0ZLC5	B9J08_003010 B9J08_00868	NTF2 domain-containing protein	46541
A0A2H0ZLC7	B9J08_002997 B9J08_00855	L-ascorbate oxidase	72805
A0A2H0ZLD2	B9J08_003026 CA7LBN_000924 QG37_05162	Delta(14)-sterol reductase (C-14 sterol reductase) (Sterol C14-reductase)	51093
A0A2H0ZLD3	B9J08_003022 CA7LBN_000928 CJI97_003093	Zinc finger PHD-type domain-containing protein	36594
A0A2H0ZLD4	B9J08_002979 CA7LBN_000962	DNA replication regulator SLD2	51801
A0A2H0ZLE2	B9J08_002736 CA7LBN_001149	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	91879
A0A2H0ZLE3	B9J08_002989 CA7LBN_000953	MICOS complex subunit MIC60 (Mitofilin)	63759
A0A2H0ZLE5	B9J08_003038 B9J08_00896	AMP-activated protein kinase glycogen-binding domain-containing protein	49840
A0A2H0ZLE7	B9J08_003017 B9J08_00875	NCS1 nucleoside transporter	56268
A0A2H0ZLF2	B9J08_002746 CA7LBN_001141 CJI97_002800 QG37_07022	Nucleolar protein 56	56110
A0A2H0ZLF3	B9J08_003040 B9J08_00898	Metal ion transporter	68314
A0A2H0ZLF6	B9J08_003027 CA7LBN_000923 CJI97_003098	Protein BIG1	32058
A0A2H0ZLG8	B9J08_003009 B9J08_00867	UBC core domain-containing protein	24871
A0A2H0ZLH4	B9J08_002737 B9J08_00596	Succinate-semialdehyde dehydrogenase (EC 1.2.1.16)	53784
A0A2H0ZLH7	B9J08_003048 B9J08_00906	Nuclear pore protein	112968
A0A2H0ZLH8	B9J08_003019 B9J08_00877	PNPLA domain-containing protein	70720
A0A2H0ZLI1	B9J08_003079 CA7LBN_000888	Uncharacterized protein	100158
A0A2H0ZLI6	MED18 B9J08_003029 B9J08_00887	Mediator of RNA polymerase II transcription subunit 18 (Mediator complex subunit 18)	40088
A0A2H0ZLI7	B9J08_003059 B9J08_00917	tRNA-5-taurinomethyluridine 2-sulfurtransferase (EC 2.8.1.14)	46144
A0A2H0ZLJ0	B9J08_003088 B9J08_00946	Aldehyde dehydrogenase domain-containing protein	56612
A0A2H0ZLJ8	B9J08_003082 B9J08_00940	Ribosomal RNA-processing protein 7	32588
A0A2H0ZLJ9	B9J08_003105 CA7LBN_000868	Threonine dehydratase (EC 4.3.1.19) (Threonine deaminase)	63276
A0A2H0ZLK1	B9J08_003100 B9J08_00958	Endoribonuclease YSH1 (mRNA 3'-end-processing protein YSH1)	87200
A0A2H0ZLK3	B9J08_002767 B9J08_00626	proteasome endopeptidase complex (EC 3.4.25.1)	28892
A0A2H0ZLK5	B9J08_003084 B9J08_00942	phosphoserine phosphatase (EC 3.1.3.3) (O-phosphoserine phosphohydrolase)	34325
A0A2H0ZLK6	B9J08_003050 B9J08_00908	LNS2/PITP domain-containing protein	91915
A0A2H0ZLK8	B9J08_003092 B9J08_00950	Alpha-1,2-mannosyltransferase	70627
A0A2H0ZLL2	B9J08_003111 CA7LBN_000864 CJI97_003183	Post-GPI attachment to proteins factor 3	41273
A0A2H0ZLL7	B9J08_003104 B9J08_00962	Translation factor GUF1, mitochondrial	74366
A0A2H0ZLL8	B9J08_003126 B9J08_00984	Cytochrome b-c1 complex subunit 8 (Complex III subunit 8)	10786
A0A2H0ZLL9	B9J08_002806 CA7LBN_001093 CJI97_002861 CJJ07_004577	Mitochondrial inner membrane protease ATP23 (EC 3.4.24.-)	26571
A0A2H0ZLM0	B9J08_003122 B9J08_00980	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (EC 7.1.1.2)	53475
A0A2H0ZLN0	B9J08_003132 B9J08_00990	Protein kinase domain-containing protein	78821
A0A2H0ZLN1	B9J08_003131 B9J08_00989	RNA polymerase Rpb4/RPC9 core domain-containing protein	21552
A0A2H0ZLN5	B9J08_003130 CA7LBN_000849	Tr-type G domain-containing protein	108064
A0A2H0ZLN7	B9J08_003117 B9J08_00975	Pre-mRNA-splicing factor CWC25	26984
A0A2H0ZLP0	B9J08_002827 CA7LBN_001082	Nop domain-containing protein	57973
A0A2H0ZLP4	B9J08_002807 B9J08_00666	O-acyltransferase	70192
A0A2H0ZLP9	B9J08_003152 B9J08_01010	Integral membrane protein	105061
A0A2H0ZLQ1	B9J08_002837 B9J08_00696	Transcriptional coactivator p15 (PC4) C-terminal domain-containing protein	15792
A0A2H0ZLQ2	B9J08_003158 CA7LBN_000826	Protein STU1	167338
A0A2H0ZLQ9	B9J08_003162 B9J08_01020	RNA polymerase I-specific transcription initiation factor RRN3	69103
A0A2H0ZLR1	B9J08_002847 CA7LBN_001064 CJI97_002903 CJJ07_000967 QG37_02306	Peroxisomal hydratase-dehydrogenase-epimerase	99436
A0A2H0ZLR3	B9J08_003119 B9J08_00977	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	47917
A0A2H0ZLR4	B9J08_003147 CA7LBN_000835	AP-2 complex subunit alpha	111514
A0A2H0ZLR5	B9J08_003155 B9J08_01013	DNA polymerase alpha subunit B	74112
A0A2H0ZLS4	B9J08_003168 CA7LBN_000819	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	54371
A0A2H0ZLS6	B9J08_002838 B9J08_00697	F-BAR domain-containing protein	110530
A0A2H0ZLT0	B9J08_003185 CA7LBN_000804	palmitoyl-CoA hydrolase (EC 3.1.2.2)	40315
A0A2H0ZLT4	B9J08_003178 CA7LBN_000809	Conserved oligomeric Golgi complex subunit 6 (COG complex subunit 6) (Component of oligomeric Golgi complex 6)	84366
A0A2H0ZLT6	B9J08_003200 CA7LBN_000790 CJI97_003271	C2H2-type domain-containing protein	31384
A0A2H0ZLT7	B9J08_003183 B9J08_01041	Cytochrome c oxidase subunit 8, mitochondrial (Cytochrome c oxidase polypeptide VIII)	9086
A0A2H0ZLU2	B9J08_002868 B9J08_00727	RBR-type E3 ubiquitin transferase (EC 2.3.2.31)	56107
A0A2H0ZLU3	B9J08_003180 CA7LBN_000807 QG37_02141	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	47066
A0A2H0ZLU4	B9J08_003210 CA7LBN_000776	PUM-HD domain-containing protein	89257
A0A2H0ZLU6	B9J08_003193 CA7LBN_000796	Vacuolar protein sorting-associated protein 54 C-terminal domain-containing protein	135383
A0A2H0ZLV0	B9J08_003159 CA7LBN_000825	Protein STE12	58920
A0A2H0ZLV1	B9J08_002879 CA7LBN_001037	Dolichyl-phosphate-mannose--protein mannosyltransferase (EC 2.4.1.109)	88938
A0A2H0ZLV3	B9J08_003190 CA7LBN_000799	Mitochondrial thiamine pyrophosphate carrier 1	33467
A0A2H0ZLV6	B9J08_003220 B9J08_01081	Tubulin gamma chain	53493
A0A2H0ZLV8	B9J08_003224 CA7LBN_000764	3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34)	110235
A0A2H0ZLV9	B9J08_003216 CA7LBN_000770	Fe2OG dioxygenase domain-containing protein	69883
A0A2H0ZLW2	B9J08_003201 CA7LBN_000789	THO complex subunit 2	173466
A0A2H0ZLW6	B9J08_003227 B9J08_01088	Zn(2)-C6 fungal-type domain-containing protein	95845
A0A2H0ZLW9	B9J08_003234 B9J08_01095	Cns1/TTC4 wheel domain-containing protein	44627
A0A2H0ZLX1	B9J08_003182 CA7LBN_000806	CID domain-containing protein	49856
A0A2H0ZLX3	B9J08_003219 B9J08_01080	Aminotransferase class I/classII large domain-containing protein	57635
A0A2H0ZLX5	B9J08_002881 B9J08_00740	Histone H2A/H2B/H3 domain-containing protein	37630
A0A2H0ZLX7	B9J08_003242 B9J08_01103	DNA-directed RNA polymerase (EC 2.7.7.6)	147681
A0A2H0ZLX8	B9J08_002910 B9J08_00768	Succinate dehydrogenase assembly factor 2, mitochondrial (SDH assembly factor 2) (SDHAF2)	16987
A0A2H0ZLX9	B9J08_003238 B9J08_01099	Elongation factor Tu	46873
A0A2H0ZLZ5	B9J08_002901	Uncharacterized protein	113242
A0A2H0ZLZ7	B9J08_002930 B9J08_00788	Zn(2)-C6 fungal-type domain-containing protein	137969
A0A2H0ZM00	B9J08_003264 CA7LBN_000730	RNA-binding protein VTS1	65633
A0A2H0ZM02	B9J08_003243 B9J08_01104	Vacuolar-sorting protein SNF7 (Vacuolar protein-sorting-associated protein 32)	24855
A0A2H0ZM03	B9J08_003256 B9J08_01117	threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase)	53201
A0A2H0ZM08	B9J08_002941 CA7LBN_000992	Mediator of RNA polymerase II transcription subunit 14 (Mediator complex subunit 14)	117095
A0A2H0ZM10	B9J08_003225 CA7LBN_000763	Cystathionine gamma-synthase	66648
A0A2H0ZM11	B9J08_003253 B9J08_01114	Mitochondrial distribution and morphology protein 31	57572
A0A2H0ZM22	B9J08_003278 B9J08_01139	MADS-box domain-containing protein	78464
A0A2H0ZM25	B9J08_002931 B9J08_00789	Zn(2)-C6 fungal-type domain-containing protein	121238
A0A2H0ZM26	B9J08_003271 CA7LBN_000723	Alpha-aminoadipate reductase (EC 1.2.1.31) (EC 1.2.1.95) (L-aminoadipate-semialdehyde dehydrogenase)	154175
A0A2H0ZM27	B9J08_003245 B9J08_01106	Tubulin beta chain	50184
A0A2H0ZM35	B9J08_003281 CA7LBN_000712	non-specific serine/threonine protein kinase (EC 2.7.11.1)	184284
A0A2H0ZM41	B9J08_003304 B9J08_01165	GRIP domain-containing protein	110367
A0A2H0ZM43	B9J08_003296 CA7LBN_000698 CJJ07_000910	Glycylpeptide N-tetradecanoyltransferase (EC 2.3.1.97)	50767
A0A2H0ZM56	B9J08_003308 B9J08_01169	Mitochondrial carrier protein	46290
A0A2H0ZM58	B9J08_002993 B9J08_00851	non-specific serine/threonine protein kinase (EC 2.7.11.1)	64594
A0A2H0ZM60	B9J08_003303 CA7LBN_000691	tRNA(Phe) 7-[(3-amino-3-carboxypropyl)-4-demethylwyosine(37)-N(4)]-methyltransferase (EC 2.1.1.282) (tRNA(Phe) 7-((3-amino-3-carboxypropyl)-4-demethylwyosine(37)-N(4))-methyltransferase)	29684
A0A2H0ZM62	B9J08_002974 B9J08_00832	Major facilitator superfamily (MFS) profile domain-containing protein	56798
A0A2H0ZM75	B9J08_003328 CA7LBN_000668 CJI97_003403	Bromo domain-containing protein	64191
A0A2H0ZM76	B9J08_003321 B9J08_01182	Mitochondrial import inner membrane translocase subunit TIM16 (Mitochondrial import inner membrane translocase subunit tim16) (Presequence translocated-associated motor subunit PAM16)	13682
A0A2H0ZM81	B9J08_003344 B9J08_01205	Late endosomal/lysosomal adaptor and MAPK and MTOR activator 1	16889
A0A2H0ZM84	B9J08_003347 CA7LBN_000654	Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Glucosidase I)	96200
A0A2H0ZM86	B9J08_003023 B9J08_00881	Large ribosomal subunit protein uL3 (60S ribosomal protein L3)	43967
A0A2H0ZM88	B9J08_003305 B9J08_01166	Cell division control protein 25	151803
A0A2H0ZM91	B9J08_003354 B9J08_01215	Vacuolar protein sorting-associated protein	351561
A0A2H0ZM95	B9J08_003357 B9J08_01218	Pru domain-containing protein	27717
A0A2H0ZM98	B9J08_003315 B9J08_01176	Mitochondrial outer membrane protein IML2	97108
A0A2H0ZMA2	B9J08_003356 CA7LBN_000646	Protein kinase domain-containing protein	127421
A0A2H0ZMB2	B9J08_002072 B9J08_003368 B9J08_01229 B9J08_03145	Histone H3	15374
A0A2H0ZMB7	TIF35 B9J08_003055 B9J08_00913	Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Translation initiation factor eIF3 p33 subunit homolog) (eIF3 p33 homolog)	29481
A0A2H0ZMC3	B9J08_003034 B9J08_00892	Kinesin motor domain-containing protein	78225
A0A2H0ZMC4	B9J08_003380 CA7LBN_000625	Probable vacuolar protein sorting-associated protein 16 homolog	106726
A0A2H0ZMD1	B9J08_003396 CA7LBN_000611	Protein transport protein SEC31 (Protein transport protein sec31)	145638
A0A2H0ZMD8	B9J08_003383 B9J08_01244	Serine/threonine-protein phosphatase (EC 3.1.3.16)	35800
A0A2H0ZME0	B9J08_003385 B9J08_01246	ATPase inhibitor, mitochondrial	9392
A0A2H0ZME1	B9J08_003406 B9J08_01267	Ribosomal RNA-processing protein 40	29190
A0A2H0ZME5	B9J08_003090 B9J08_00948	Kinase (EC 2.7.-.-)	85319
A0A2H0ZMF3	B9J08_003069 B9J08_00927	Clathrin heavy chain	188655
A0A2H0ZMF6	B9J08_003420 CA7LBN_000589	Mid2 domain-containing protein	39652
A0A2H0ZMF7	B9J08_003377 CA7LBN_000628 CJI97_003452	tRNA (uracil-O(2)-)-methyltransferase (EC 2.1.1.211)	62706
A0A2H0ZMG0	B9J08_003405 CA7LBN_000602	tRNA wybutosine-synthesizing protein 4 (EC 2.1.1.290) (EC 2.3.1.231) (tRNA(Phe) (7-(3-amino-3-(methoxycarbonyl)propyl)wyosine(37)-N)-methoxycarbonyltransferase) (tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine(37)-O)-methyltransferase)	74273
A0A2H0ZMG5	B9J08_003113 B9J08_00971	SMP-LTD domain-containing protein	89794
A0A2H0ZMG7	B9J08_003387 CA7LBN_000619	Uncharacterized protein	32617
A0A2H0ZMG8	B9J08_003413 B9J08_01274	Oligopeptide transporter	84658
A0A2H0ZMG9	B9J08_003430 B9J08_01290	Mitochondrial Rho GTPase (EC 3.6.5.-)	74528
A0A2H0ZMH1	B9J08_003436 B9J08_01295	Palmitoyltransferase (EC 2.3.1.225)	47817
A0A2H0ZMH4	PRT1 B9J08_003432	Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 90 kDa subunit homolog) (eIF3 p90) (Translation initiation factor eIF3, p90 subunit homolog)	62531
A0A2H0ZMH5	B9J08_003123 B9J08_00981	Mannosyltransferase	51823
A0A2H0ZMH7	B9J08_003425 B9J08_01285	DNA-directed RNA polymerase RBP11-like dimerisation domain-containing protein	13800
A0A2H0ZMH8	B9J08_003397 B9J08_01258	alpha,alpha-trehalase (EC 3.2.1.28)	120028
A0A2H0ZMI0	B9J08_003103 CA7LBN_000870	phosphoserine transaminase (EC 2.6.1.52)	42994
A0A2H0ZMI1	B9J08_003446 CA7LBN_000568	Ras-like protein 1	26356
A0A2H0ZMI5	B9J08_003442 B9J08_01301	Glutathione peroxidase	18270
A0A2H0ZMI7	B9J08_003435 B9J08_01294	Proteasome subunit alpha type	28525
A0A2H0ZMJ0	B9J08_003450 CA7LBN_000564	Histone-lysine N-methyltransferase, H3 lysine-36 specific (EC 2.1.1.359) (SET domain-containing protein 2)	82957
A0A2H0ZMJ1	B9J08_003457 B9J08_01316	UmuC domain-containing protein	86003
A0A2H0ZMJ4	B9J08_003437 B9J08_01296	Thioredoxin domain-containing protein	24681
A0A2H0ZMJ6	B9J08_003462 CA7LBN_000553	Peroxisomal targeting signal receptor (Peroxin-5)	67358
A0A2H0ZMJ9	B9J08_003124 B9J08_00982	Uncharacterized protein	45235
A0A2H0ZMK0	B9J08_003461 CA7LBN_000554 CJI97_003535	Choline monooxygenase, chloroplastic (EC 1.14.15.7)	50988
A0A2H0ZMK6	B9J08_003473 CA7LBN_000543	VPS10 domain-containing protein	172331
A0A2H0ZML1	B9J08_003479 B9J08_01338	Zn(2)-C6 fungal-type domain-containing protein	112611
A0A2H0ZML4	B9J08_003458 B9J08_01317	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (Peroxin-10)	37829
A0A2H0ZML8	B9J08_003439 CA7LBN_000574	VASt domain-containing protein	88296
A0A2H0ZMM1	B9J08_003489 CA7LBN_000532	Flavoprotein domain-containing protein	84903
A0A2H0ZMM5	B9J08_003478 B9J08_01337	Actin-related protein 2/3 complex subunit 4	20013
A0A2H0ZMM6	B9J08_003485 CA7LBN_000536 CJJ07_001719	tRNA (guanine(26)-N(2))-dimethyltransferase (EC 2.1.1.216)	60523
