Gene Names	Accession	Entry	Protein names	Mass
CXQ85_000643	OG6_102116	A0A2V1AV38	Ribosomal protein S14	13158
CXQ85_000644	OG6_100556	A0A2V1AUA1	non-specific serine/threonine protein kinase (EC 2.7.11.1)	62454
CXQ85_000645	OG6_102804	A0A2V1AXU1	PPIase cyclophilin-type domain-containing protein	36305
CXQ85_000646	OG6_101228	A0A2V1AV61	AP-1 complex subunit gamma	89543
CXQ85_000647	OG6_100903	A0A2V1AWG6	Protein YOP1	19119
CXQ85_000648	OG6_114713	A0A2V1AV64	Ribosomal RNA-processing protein 14/surfeit locus protein 6 C-terminal domain-containing protein	47473
CXQ85_000649	OG6_101992	A0A2V1AV20	V-type proton ATPase subunit C	42832
CXQ85_000651	OG6_114704	A0A2V1AVX7	candidapepsin (EC 3.4.23.24)	41875
CXQ85_000652	OG6_102225	A0A2V1AU57	PCI domain-containing protein	67913
CXQ85_000653	OG6_103579	A0A2V1AV02	Amino acid permease/ SLC12A domain-containing protein	63808
CXQ85_000655	OG6r20_112595	A0A2V1AV49	Btz domain-containing protein	44909
CXQ85_000656	OG6r20_107992	A0A2V1AUA9	Uncharacterized protein	16618
CXQ85_000657	OG6_222584	A0A2V1AXV0	PH domain-containing protein	91015
CXQ85_000658	OG6_106277	A0A2V1AV70	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8) (Phosphatidylserine synthase)	30210
CXQ85_000659	OG6r20_101798	A0A2V1AWH4	Uncharacterized protein	20612
CXQ85_000660	OG6_102279	A0A2V1AV73	Mitochondrial import inner membrane translocase subunit TIM50	53056
CXQ85_000661	OG6r20_140423	A0A2V1AV31	Uncharacterized protein	12664
CXQ85_000662	OG6_153158	A0A2V1AVY7	BZIP domain-containing protein	74167
CXQ85_000663	OG6_111633	A0A2V1AU67	Pet127-domain-containing protein	75705
CXQ85_000664	OG6_132866	A0A2V1AV11	6-phosphofructo-2-kinase domain-containing protein	35283
CXQ85_000665	OG6_102397	A0A2V1AV60	Polyadenylation factor subunit 2	51657
CXQ85_000666	OG6_102069	A0A2V1AUB9	Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53)	21268
CXQ85_000667	OG6_102034	A0A2V1AXV9	Prefoldin subunit 2	14260
CXQ85_000668	OG6_103031	A0A2V1AV80	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1 (Oligosaccharyl transferase subunit WBP1)	50024
CXQ85_000669	OG6_102802	A0A2V1AWI1	Ubiquitin-related modifier 1	11268
CXQ85_000670	OG6_102356	A0A2V1AV82	Uncharacterized protein	24430
CXQ85_000671	OG6_104458	A0A2V1AV40	Phosphoadenosine phosphosulfate reductase	27779
CXQ85_000672	OG6_133359	A0A2V1AVZ6	Cytochrome P450	51469
CXQ85_000674	OG6_104603	A0A2V1AU77	Alkaline ceramidase 3	33540
CXQ85_000675	OG6_102031	A0A2V1AV19	DNA mismatch repair proteins mutS family domain-containing protein	110150
CXQ85_000676	OG6r20_110713	A0A2V1AV71	Uncharacterized protein	43927
CXQ85_000677	OG6r20_107993	A0A2V1AUC9	Arrestin C-terminal-like domain-containing protein	86667
CXQ85_000678	OG6_104065	A0A2V1AXX1	Ribosomal protein S6	13630
CXQ85_000679	OG6_110014	A0A2V1AV89	Phosphatidic acid phosphatase type 2/haloperoxidase domain-containing protein	53083
CXQ85_000680	OG6r20_140411	A0A2V1AWJ1	Uncharacterized protein	97876
CXQ85_000681	OG6_102231	A0A2V1AV91	Glucose-6-phosphate 1-epimerase (EC 5.1.3.15)	34478
CXQ85_000682	OG6_130545	A0A2V1AV47	Uncharacterized protein	49088
CXQ85_000683	OG6r20_115446	A0A2V1AW08	Arrestin C-terminal-like domain-containing protein	78935
CXQ85_000684	OG6r20_115446	A0A2V1AU87	Arrestin-like N-terminal domain-containing protein	77847
CXQ85_000686	OG6_222582	A0A2V1AV29	Zn(2)-C6 fungal-type domain-containing protein	32284
CXQ85_000687	OG6_102039	A0A2V1AV81	Uncharacterized protein	21361
CXQ85_000689	OG6_100907	A0A2V1AUD8	Nicotinamide-nucleotide adenylyltransferase (EC 2.7.7.1) (EC 2.7.7.18)	41843
CXQ85_000690	OG6_103823	A0A2V1AXY1	Uncharacterized protein	76986
CXQ85_000691	OG6_111049	A0A2V1AV98	Major facilitator superfamily (MFS) profile domain-containing protein	67266
CXQ85_000692	OG6_111049	A0A2V1AWJ9	Major facilitator superfamily (MFS) profile domain-containing protein	67360
CXQ85_000693	OG6_100806	A0A2V1AV99	Small ribosomal subunit protein uS2	29176
CXQ85_000694	OG6_123088	A0A2V1AV56	Ino eighty subunit 1	104557
CXQ85_000695	OG6r20_101645	A0A2V1AW18	Uncharacterized protein	36982
CXQ85_000696	OG6_102114	A0A2V1AU97	Glucosamine 6-phosphate N-acetyltransferase (EC 2.3.1.4)	16646
CXQ85_000697	OG6_100491	A0A2V1AV39	Enoyl reductase (ER) domain-containing protein	39719
CXQ85_000698	OG6_118216	A0A2V1AV93	Protein kinase domain-containing protein	88988
CXQ85_000699	OG6_100581	A0A2V1AUE9	mitogen-activated protein kinase kinase kinase (EC 2.7.11.25)	78618
CXQ85_000700	OG6_104832	A0A2V1AXZ2	Calcineurin-like phosphoesterase domain-containing protein	76897
CXQ85_000701	OG6_102304	A0A2V1AVA8	Sugar phosphate phosphatase (EC 3.1.3.-)	51625
CXQ85_000702	OG6_113385	A0A2V1AWK8	SAM domain-containing protein	54208
CXQ85_000703	OG6_114704	A0A2V1AVA7	candidapepsin (EC 3.4.23.24)	77892
CXQ85_000704	OG6_100843	A0A2V1AV66	60S ribosomal protein L12-A	17916
CXQ85_000705	OG6_103494	A0A2V1AW29	ACB domain-containing protein	44565
CXQ85_000706	OG6_102666	A0A2V1AUA6	Uncharacterized protein	81898
CXQ85_000707	OG6_121272	A0A2V1AV48	Uncharacterized protein	44899
CXQ85_000708	OG6_104760	A0A2V1AVA3	Sterol 24-C-methyltransferase (EC 2.1.1.41) (Delta(24)-sterol C-methyltransferase)	42627
CXQ85_000709	OG6_103650	A0A2V1AUF7	Nuclear condensin complex subunit 3 C-terminal domain-containing protein	131607
CXQ85_000711	OG6_103368	A0A2V1AY01	Uncharacterized protein	87732
CXQ85_000712	OG6_500043	A0A2V1AVB7	BZIP domain-containing protein	51450
CXQ85_000713	OG6_102588	A0A2V1AWL5	Major facilitator superfamily (MFS) profile domain-containing protein	55071
CXQ85_000714	OG6_143671	A0A2V1AVB8	Protein BOI2	100180
CXQ85_000715	OG6_101939	A0A2V1AV75	Protein bimA	73155
CXQ85_000716	OG6_500271	A0A2V1AW39	Transmembrane 9 superfamily member	72585
CXQ85_000717	OG6_100847	A0A2V1AUB4	ATP synthase subunit gamma	28684
CXQ85_000718	OG6_105956	A0A2V1AV58	Ribosomal protein L35	119852
CXQ85_000719	OG6_107381	A0A2V1AVB4	Pro-apoptotic serine protease NMA111 (Pro-apoptotic serine protease nma111)	110470
CXQ85_000720	OG6_500607	A0A2V1AUG6	ORC6 first cyclin-like domain-containing protein	43492
CXQ85_000721	OG6_103517	A0A2V1AY11	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	17883
CXQ85_000722	OG6_101262	A0A2V1AVC6	Histone-lysine N-methyltransferase, H3 lysine-4 specific (EC 2.1.1.354)	118880
CXQ85_000723	OG6_100652	A0A2V1AWM4	DNA mismatch repair proteins mutS family domain-containing protein	100179
CXQ85_000724	OG6_104062	A0A2V1AVC7	H/ACA ribonucleoprotein complex non-core subunit NAF1	67662
CXQ85_000725	OG6_130006	A0A2V1AV84	Septation protein SUN4	41344
CXQ85_000726	OG6_103579	A0A2V1AW49	Amino acid permease/ SLC12A domain-containing protein	61014
CXQ85_000727	OG6_105343	A0A2V1AUC2	Chromatin modification-related protein EAF7	31905
CXQ85_000728	OG6_112859	A0A2V1AV68	RNA-binding S4 domain-containing protein	52887
CXQ85_000729	OG6_101620	A0A2V1AVC4	peptide chain release factor N(5)-glutamine methyltransferase (EC 2.1.1.297)	28601
CXQ85_000730	OG6_102534	A0A2V1AUH5	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	52469
CXQ85_000731	OG6_100487	A0A2V1AY21	Ribosomal RNA small subunit methyltransferase B	67197
CXQ85_000732	OG6_104278	A0A2V1AVD6	Actin-related protein 5	88409
CXQ85_000733	OG6_101374	A0A2V1AWN2	Adenylyl cyclase-associated protein	58113
CXQ85_000734	OG6_100614	A0A2V1AVD7	Chaperone DnaJ	44446
CXQ85_000735	OG6_102172	A0A2V1AV96	Ubiquinone biosynthesis O-methyltransferase, mitochondrial (3,4-dihydroxy-5-hexaprenylbenzoate methyltransferase) (3-demethylubiquinol 3-O-methyltransferase) (3-demethylubiquinone-6 3-O-methyltransferase) (Hexaprenyldihydroxybenzoate methyltransferase) (Polyprenyldihydroxybenzoate methyltransferase) (DHHB methyltransferase) (DHHB-MT) (DHHB-MTase) (EC 2.1.1.114, EC 2.1.1.64)	36001
CXQ85_000736	OG6_100282	A0A2V1AW58	Vps72/YL1 C-terminal domain-containing protein	97815
CXQ85_000737	OG6_102661	A0A2V1AUD2	Activator of Hsp90 ATPase AHSA1-like N-terminal domain-containing protein	17644
CXQ85_000738	OG6_100380	A0A2V1AV78	Uncharacterized protein	23299
CXQ85_000739	OG6_102730	A0A2V1AVD4	ATP-dependent RNA helicase DBP9	163739
CXQ85_000741	OG6_137497	A0A2V1AUI3	Guanine nucleotide-exchange factor SEC12	126102
CXQ85_000742	OG6_102185	A0A2V1AY31	pyridoxal kinase (EC 2.7.1.35)	33285
CXQ85_000743	OG6_111526	A0A2V1AVE6	Putative lipase ATG15 (EC 3.1.1.3) (Autophagy-related protein 15) (Putative lipase atg15)	64048
CXQ85_000744	OG6_133379	A0A2V1AWP1	Protein SUR7	30550
CXQ85_000745	OG6_222603	A0A2V1AVE7	Protein kinase domain-containing protein	85557
CXQ85_000746	OG6_100702	A0A2V1AVA6	60S ribosomal protein L32	14816
CXQ85_000747	OG6_115052	A0A2V1AW67	FMP27 GFWDK domain-containing protein	293009
CXQ85_000748	OG6_179534	A0A2V1AUE0	Mediator of RNA polymerase II transcription subunit 19 (Mediator complex subunit 19)	18397
CXQ85_000749	OG6_105219	A0A2V1AV86	RRM domain-containing protein	108351
CXQ85_000750	OG6_100628	A0A2V1AVE3	Eukaryotic translation initiation factor 5A (eIF-5A)	14814
CXQ85_000751	OG6_127246	A0A2V1AUJ3	PWWP domain-containing protein	45732
CXQ85_000752	OG6r20_101515	A0A2V1AY42	Uncharacterized protein	77319
CXQ85_000753	OG6_123104	A0A2V1AVF7	SAP domain-containing protein	37415
CXQ85_000754	OG6_104329	A0A2V1AWQ0	DNA-directed DNA polymerase (EC 2.7.7.7) (Mitochondrial DNA polymerase catalytic subunit)	148850
CXQ85_000755	OG6_107303	A0A2V1AVF6	type II protein arginine methyltransferase (EC 2.1.1.320)	70638
CXQ85_000756	OG6r20_103085	A0A2V1AVB6	Uncharacterized protein	65970
CXQ85_000757	OG6_102268	A0A2V1AW77	Magnesium transporter	38676
CXQ85_000758	OG6_102384	A0A2V1AUF0	tRNA(adenine(34)) deaminase (EC 3.5.4.33)	180986
CXQ85_000759	OG6_103072	A0A2V1AV95	General transcription and DNA repair factor IIH subunit TFB4 (TFIIH subunit TFB4) (RNA polymerase II transcription factor B subunit 4)	41379
CXQ85_000760	OG6_164863	A0A2V1AVF3	Uncharacterized protein	28237
CXQ85_000761	OG6_138956	A0A2V1AUK3	Uncharacterized protein	13411
CXQ85_000762	OG6_102387	A0A2V1AY53	Translation initiation factor beta propellor-like domain-containing protein	61438
CXQ85_000763	OG6_104892	A0A2V1AVG7	Exocyst complex component EXO84	85122
CXQ85_000764	OG6_104355	A0A2V1AWR0	Major facilitator superfamily (MFS) profile domain-containing protein	68427
CXQ85_000765	OG6_102498	A0A2V1AVG6	Phospholipid/glycerol acyltransferase domain-containing protein	48018
CXQ85_000766	OG6_143735	A0A2V1AVC8	Uncharacterized protein	28858
CXQ85_000767	OG6_101815	A0A2V1AW90	Non-specific serine/threonine protein kinase	434860
CXQ85_000768	OG6r20_126673	A0A2V1AUF9	MARVEL domain-containing protein	24871
CXQ85_000769	OG6_106813	A0A2V1AVA4	HAD phosphatase, family IIIA	24037
CXQ85_000770	OG6_101580	A0A2V1AVG3	C2H2-type domain-containing protein	69051
CXQ85_000771	OG6_103202	A0A2V1AUL1	DNL-type domain-containing protein	19748
CXQ85_000772	OG6_102875	A0A2V1AY64	ATP synthase mitochondrial F1 complex assembly factor 1	34990
CXQ85_000773	OG6_101854	A0A2V1AVH7	Double-strand break repair protein	70217
CXQ85_000774	OG6_102717	A0A2V1AWR8	non-specific serine/threonine protein kinase (EC 2.7.11.1)	190800
CXQ85_000775	OG6_101726	A0A2V1AVH6	ethanolamine kinase (EC 2.7.1.82)	64434
CXQ85_000776	OG6_100228	A0A2V1AVE0	Phosphatidic acid phosphatase type 2/haloperoxidase domain-containing protein	32901
CXQ85_000777	OG6_105405	A0A2V1AWA0	Sorting nexin MVP1	70468
CXQ85_000778	OG6_153040	A0A2V1AUG8	Protein YAE1 (Protein yae1)	14546
CXQ85_000779	OG6_114265	A0A2V1AVB3	Potassium channel tetramerisation-type BTB domain-containing protein	38323
CXQ85_000780	OG6_101335	A0A2V1AVH3	AAA+ ATPase domain-containing protein	38815
CXQ85_000781	OG6r20_102015	A0A2V1AUM0	Uncharacterized protein	62805
CXQ85_000782	OG6r20_109199	A0A2V1AY75	Uncharacterized protein	17786
CXQ85_000783	OG6_114704	A0A2V1AVI7	candidapepsin (EC 3.4.23.24)	57565
CXQ85_000784	OG6_120864	A0A2V1AWS7	Uncharacterized protein	115116
CXQ85_000785	OG6_137869	A0A2V1AVI5	Symplekin/Pta1 N-terminal domain-containing protein	81762
CXQ85_000786	OG6_115045	A0A2V1AVE9	Uncharacterized protein	53497
CXQ85_000787	OG6_102672	A0A2V1AWA8	Anaphase-promoting complex subunit 4 WD40 domain-containing protein	60042
CXQ85_000788	OG6_103085	A0A2V1AUH7	Exportin-T (Exportin(tRNA)) (tRNA exportin)	111946
CXQ85_000789	OG6_100154	A0A2V1AVC3	Tryptophan synthase beta chain-like PALP domain-containing protein	40244
CXQ85_000790	OG6_222545	A0A2V1AVI3	C2H2-type domain-containing protein	26944
CXQ85_000791	OG6_100076	A0A2V1AUM8	ABC transporter domain-containing protein	141248
CXQ85_000792	OG6_127524	A0A2V1AY84	Cell wall mannoprotein PIR1-like C-terminal domain-containing protein	34829
CXQ85_000793	OG6_101462	A0A2V1AVJ6	Monothiol glutaredoxin-5, mitochondrial	17806
CXQ85_000794	OG6_110868	A0A2V1AWT7	Protein kinase domain-containing protein	64710
CXQ85_000795	OG6_104307	A0A2V1AVJ3	Nucleolar pre-ribosomal-associated protein 1	186886
CXQ85_000796	OG6_102586	A0A2V1AVF9	DNA helicase (EC 3.6.4.12)	81001
CXQ85_000797	OG6_101367	A0A2V1AWC1	SCP domain-containing protein	26048
CXQ85_000798	OG6_152930	A0A2V1AUI8	Zn(2)-C6 fungal-type domain-containing protein	113634
CXQ85_000799	OG6r20_101624	A0A2V1AVD0	Uncharacterized protein	35194
CXQ85_000800	OG6_101090	A0A2V1AVJ1	Probable electron transfer flavoprotein subunit alpha	34292
CXQ85_000801	OG6_100144	A0A2V1AUN6	STAS domain-containing protein	91933
CXQ85_000802	OG6_101102	A0A2V1AY95	Histone-binding protein RBBP4 N-terminal domain-containing protein	43324
CXQ85_000803	OG6_106784	A0A2V1AVK5	N-acetyltransferase domain-containing protein	27276
CXQ85_000804	OG6_500464	A0A2V1AWU5	Uncharacterized protein	36328
CXQ85_000805	OG6_101835	A0A2V1AVK1	26S proteasome regulatory subunit RPN11	34875
CXQ85_000806	OG6_102295	A0A2V1AVG9	Aminopeptidase P N-terminal domain-containing protein	54794
CXQ85_000807	OG6_100967	A0A2V1AWD0	Rab GDP dissociation inhibitor	50086
CXQ85_000809	OG6_121049	A0A2V1AUJ6	Response regulatory domain-containing protein	62251
CXQ85_000810	OG6_105036	A0A2V1AVD8	BSD domain-containing protein	36981
CXQ85_000811	OG6_109322	A0A2V1AVK2	ABC transporter domain-containing protein	60376
CXQ85_000812	OG6_100700	A0A2V1AUP5	Aminotransferase class I/classII large domain-containing protein	61407
CXQ85_000813	OG6_110858	A0A2V1AYA5	Tyrosine-protein phosphatase OCA6	22285
CXQ85_000814	OG6_101021	A0A2V1AVL2	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	93290
CXQ85_000815	OG6_102141	A0A2V1AWV2	Translation initiation factor eIF2B subunit alpha (eIF2B GDP-GTP exchange factor subunit alpha)	34732
CXQ85_000816	OG6_111150	A0A2V1AVL1	Uncharacterized protein	46337
CXQ85_000817	OG6_101640	A0A2V1AVH9	Guanine nucleotide-binding protein subunit beta-like protein	34572
CXQ85_000818	OG6_105184	A0A2V1AWD8	DNA damage-binding protein CMR1	64499
CXQ85_000819	OG6_100496	A0A2V1AUK8	Dihydrofolate synthetase (EC 6.3.2.12)	45330
CXQ85_000820	OG6_500086	A0A2V1AVE8	Mediator of RNA polymerase II transcription subunit 11 (Mediator complex subunit 11)	22078
CXQ85_000821	OG6_103148	A0A2V1AVL0	DNA replication complex GINS protein PSF1	24941
CXQ85_000822	OG6_112022	A0A2V1AUQ2	Mitochondrial distribution and morphology protein 12 (Mitochondrial inheritance component MDM12)	43215
CXQ85_000823	OG6_103335	A0A2V1AYB5	Peroxisomal ATPase PEX1 (Peroxin-1)	117038
CXQ85_000824	OG6_136683	A0A2V1AVM1	Cytochrome c oxidase assembly protein COX20, mitochondrial	18033
CXQ85_000826	OG6_102473	A0A2V1AWV9	ER membrane protein complex subunit 3	28705
CXQ85_000827	OG6_101544	A0A2V1AVL9	GPN-loop GTPase (EC 3.6.5.-)	43559
CXQ85_000828	OG6_109994	A0A2V1AVI8	Uncharacterized protein	68609
CXQ85_000829	OG6r20_101365	A0A2V1AWE9	Uncharacterized protein	50895
CXQ85_000830	OG6_109181	A0A2V1AUL7	Protein N-terminal and lysine N-methyltransferase EFM7 (EC 2.1.1.-) (Elongation factor methyltransferase 7)	29664
CXQ85_000831	OG6_101018	A0A2V1AVF8	40S ribosomal protein S30-B	28644
CXQ85_000832	OG6_101336	A0A2V1AVM3	DNA replication licensing factor MCM2 (EC 3.6.4.12)	119082
CXQ85_000834	OG6_103861	A0A2V1AUR0	UBR-type domain-containing protein	56601
CXQ85_000835	OG6_100411	A0A2V1AYC5	Lon protease homolog, mitochondrial (EC 3.4.21.53)	152256
CXQ85_000836	OG6_500873	A0A2V1AVM9	Uncharacterized protein	35042
CXQ85_000837	OG6_101428	A0A2V1AWW8	SAM-dependent MTase RsmB/NOP-type domain-containing protein	77416
CXQ85_000838	OG6_102274	A0A2V1AVN0	TLC domain-containing protein	35589
CXQ85_000839	OG6_101084	A0A2V1AVJ7	Transcriptional activator HAP3	33378
CXQ85_000840	OG6_103267	A0A2V1AWG0	Man(5)GlcNAc(2)-PP-dolichol translocation protein RFT1	64594
CXQ85_000841	OG6_500879	A0A2V1AUM7	CCHC-type domain-containing protein	21485
CXQ85_000842	OG6_500752	A0A2V1AVG8	NDT80 domain-containing protein	63630
CXQ85_000843	OG6_101162	A0A2V1AVN4	RNA cytidine acetyltransferase (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase)	117506
CXQ85_000844	OG6_103047	A0A2V1AUR8	Phosphoribulokinase/uridine kinase domain-containing protein	26510
CXQ85_000845	OG6r20_102020	A0A2V1AYD6	Uncharacterized protein	53211
CXQ85_000846	OG6_103247	A0A2V1AVP0	Amino acid permease/ SLC12A domain-containing protein	61527
CXQ85_000847	OG6_104355	A0A2V1AWX8	Major facilitator superfamily (MFS) profile domain-containing protein	56390
CXQ85_000848	OG6_451084	A0A2V1AVN9	Uncharacterized protein	29268
CXQ85_000849	OG6_102352	A0A2V1AVK6	Vacuolar protein-sorting-associated protein 60	24218
CXQ85_000851	OG6_106275	A0A2V1AWG9	Formamidopyrimidine-DNA glycosylase catalytic domain-containing protein	46432
CXQ85_000852	OG6_100205	A0A2V1AUN7	Malic enzyme	69922
CXQ85_000853	OG6_121206	A0A2V1AVH5	Alpha/beta hydrolase fold-3 domain-containing protein	47629
CXQ85_000854	OG6_100712	A0A2V1AVP3	Adenylate kinase (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate kinase cytosolic and mitochondrial) (Adenylate monophosphate kinase)	27462
CXQ85_000855	OG6_112326	A0A2V1AUS7	CID domain-containing protein	59211
CXQ85_000856	OG6_110235	A0A2V1AYE5	Mitochondrial GTP/GDP carrier protein 1	32712
CXQ85_000857	OG6_499958	A0A2V1AVQ1	BRO1 domain-containing protein	57973
CXQ85_000858	OG6r20_105304	A0A2V1AWY6	Uncharacterized protein	50443
CXQ85_000859	OG6r20_100774	A0A2V1AVP8	Uncharacterized protein	16538
CXQ85_000860	OG6_106392	A0A2V1AVL6	T6SS Phospholipase effector Tle1-like catalytic domain-containing protein	56242
CXQ85_000861	OG6_101749	A0A2V1AWH9	Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 7.1.1.8)	22859
CXQ85_000862	OG6_101192	A0A2V1AUP6	HECT-type E3 ubiquitin transferase (EC 2.3.2.26)	104856
CXQ85_000863	OG6r20_104600	A0A2V1AVI4	RSE1/DDB1/CPSF1 first beta-propeller domain-containing protein	120377
CXQ85_000864	OG6_143877	A0A2V1AVQ5	Nuclear pore complex protein Nup85	84563
CXQ85_000865	OG6_100711	A0A2V1AUT6	V-type proton ATPase proteolipid subunit	16231
CXQ85_000866	OG6_101116	A0A2V1AYF5	13 kDa ribonucleoprotein-associated protein	13396
CXQ85_000867	OG6_162515	A0A2V1AVR0	Nucleolar 27S pre-rRNA processing Urb2/Npa2 C-terminal domain-containing protein	121630
CXQ85_000868	OG6_100336	A0A2V1AWZ6	Chloride channel protein	81530
CXQ85_000869	OG6_121258	A0A2V1AVQ8	Alcohol acetyltransferase	54602
CXQ85_000870	OG6_102289	A0A2V1AVM2	t-SNARE coiled-coil homology domain-containing protein	30578
CXQ85_000871	OG6_102343	A0A2V1AWJ0	DNA polymerase (EC 2.7.7.7)	162568
CXQ85_000872	OG6_102248	A0A2V1AUQ5	4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	53377
CXQ85_000873	OG6_103095	A0A2V1AVJ4	SWI/SNF chromatin-remodeling complex subunit SNF5	86386
CXQ85_000874	OG6_112885	A0A2V1AVR3	factor independent urate hydroxylase (EC 1.7.3.3) (Urate oxidase)	85858
CXQ85_000875	OG6_106276	A0A2V1AUU5	RNB domain-containing protein	126877
CXQ85_000876	OG6_100323	A0A2V1AYG5	CSC1/OSCA1-like 7TM region domain-containing protein	96927
CXQ85_000877	OG6_100346	A0A2V1AVS0	inorganic diphosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase)	35084
CXQ85_000878	OG6_137446	A0A2V1AX05	Nucleoporin NUP188	179033
CXQ85_000879	OG6_101972	A0A2V1AVR8	Mevalonate kinase (MK) (EC 2.7.1.36)	45975
CXQ85_000880	OG6_101070	A0A2V1AVN3	Sidoreflexin	35446
CXQ85_000881	OG6_100862	A0A2V1AWK0	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)	58483
CXQ85_000882	OG6_102659	A0A2V1AUR5	Ribosome biogenesis protein YTM1	50095
CXQ85_000883	OG6_500589	A0A2V1AVK3	Uncharacterized protein	51106
CXQ85_000884	OG6_102620	A0A2V1AVS3	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha (EC 2.5.1.58) (EC 2.5.1.59) (CAAX farnesyltransferase subunit alpha) (FTase-alpha) (Ras proteins prenyltransferase subunit alpha) (Type I protein geranyl-geranyltransferase subunit alpha)	33869
CXQ85_000888	OG6_105688	A0A2V1AM29	Major facilitator superfamily (MFS) profile domain-containing protein	75121
CXQ85_000889	OG6_105688	A0A2V1AJX1	Major facilitator superfamily (MFS) profile domain-containing protein	75752
CXQ85_000890	OG6_127329	A0A2V1AL77	Agglutinin-like protein N-terminal domain-containing protein	180310
CXQ85_000891	OG6_105259	A0A2V1AL42	Arsenical-resistance protein	45604
CXQ85_000892	OG6_102820	A0A2V1AKN1	UDP-N-acetylglucosamine transferase subunit ALG13 (EC 2.4.1.141) (Asparagine-linked glycosylation protein 13)	23084
CXQ85_000893	OG6_103773	A0A2V1ANV2	Transcription initiation factor TFIID subunit 13	17954
CXQ85_000894	OG6_102767	A0A2V1ALM1	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	134386
CXQ85_000895	OG6_101353	A0A2V1AN18	Dolichyl-phosphate-mannose--protein mannosyltransferase (EC 2.4.1.109)	97514
CXQ85_000896	OG6_101019	A0A2V1ALR1	hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II)	29167
CXQ85_000897	OG6_201441	A0A2V1ALH1	Uncharacterized protein	19847
CXQ85_000898	OG6_222573	A0A2V1AM47	Uncharacterized protein	63054
CXQ85_000899	OG6_101359	A0A2V1AJZ2	argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	46157
CXQ85_000900	OG6_124918	A0A2V1ALA4	ER transporter 6TM N-terminal domain-containing protein	123322
CXQ85_000901	OG6_102291	A0A2V1AL59	JmjC domain-containing histone demethylation protein 1 (EC 1.14.11.27) ([Histone-H3]-lysine-36 demethylase 1)	55916
CXQ85_000902	OG6_103927	A0A2V1AKP8	Protein-serine/threonine kinase (EC 2.7.11.-)	47602
CXQ85_000903	OG6_113917	A0A2V1ANW7	SPIN90/Ldb17 leucine-rich domain-containing protein	67598
CXQ85_000904	OG6_111525	A0A2V1ALN8	SPX domain-containing protein	138262
CXQ85_000905	OG6_101736	A0A2V1AN32	RanBD1 domain-containing protein	23337
CXQ85_000906	OG6_101697	A0A2V1ALT0	Importin N-terminal domain-containing protein	123224
CXQ85_000907	OG6_101212	A0A2V1ALI1	Malate dehydrogenase (EC 1.1.1.37)	35486
CXQ85_000908	OG6_111461	A0A2V1AM57	Trehalase (EC 3.2.1.28) (Alpha-trehalose glucohydrolase)	93275
CXQ85_000909	OG6_100316	A0A2V1AK00	Hexaprenyl pyrophosphate synthase, mitochondrial	53813
CXQ85_000910	OG6_100949	A0A2V1ALB9	Large ribosomal subunit protein uL3m	30329
CXQ85_000911	OG6_103727	A0A2V1AL71	Large ribosomal subunit protein uL6 alpha-beta domain-containing protein	24960
CXQ85_000912	OG6_102070	A0A2V1AKQ3	U3 small nucleolar ribonucleoprotein IMP3	21520
CXQ85_000913	OG6r20_100193	A0A2V1ANX6	Uncharacterized protein	80128
CXQ85_000914	OG6_114877	A0A2V1ALP8	FAD-binding FR-type domain-containing protein	79705
CXQ85_000915	OG6r20_107987	A0A2V1AN41	Uncharacterized protein	16853
CXQ85_000916	OG6_102911	A0A2V1ALU0	N-alpha-acetyltransferase 40 (EC 2.3.1.257)	25131
CXQ85_000917	OG6_102222	A0A2V1ALJ1	Chromo domain-containing protein 1	164765
CXQ85_000918	OG6_101314	A0A2V1AM67	Translation initiation factor RLI1	68733
CXQ85_000919	OG6r20_309485	A0A2V1AK10	Golgi apparatus membrane protein TVP18	31449
CXQ85_000920	OG6r20_169540	A0A2V1ALD0	Arrestin-like N-terminal domain-containing protein	56932
CXQ85_000921	OG6_156413	A0A2V1AL78	Chromatin modification-related protein EAF1 (ESA1-associated factor 1) (Vacuolar import and degradation protein 21)	123322
