Gene Names	Accession	Entry	Protein names	Mass
B9J08_001099	OG6_101941	A0A2H1A035	Protein transporter SEC13	32461
B9J08_001100	OG6r20_102228	A0A2H1A1X4	Uncharacterized protein	22110
B9J08_001101	OG6r20_103094	A0A2H1A0Y3	Uncharacterized protein	109384
B9J08_001102	OG6_100217	A0A2H1A0X7	Small GTP-binding protein	25578
B9J08_001103	OG6_103352	A0A2H1A0X4	GST C-terminal domain-containing protein	38707
B9J08_001104	OG6_111064	A0A2H1A0X2	C2H2-type domain-containing protein	47056
B9J08_001105	OG6_101983	A0A2H1A113	DNA replication licensing factor MCM6 (EC 3.6.4.12)	103563
B9J08_001106	OG6_100111	A0A2H1A0X9	Thioredoxin domain-containing protein	28207
B9J08_001107	OG6_500036	A0A2H1A102	Zn(2)-C6 fungal-type domain-containing protein	105653
B9J08_001108	OG6_100483	A0A2H1A0X6	DNA repair protein RAD51 homolog	36879
B9J08_001109	OG6_102719	A0A2H1A028	Uncharacterized protein	98803
B9J08_001110	OG6_102129	A0A2H1A013	N-acetyltransferase domain-containing protein	22594
B9J08_001111	OG6r20_106985	A0A2H1A0Z4	Interferon-related developmental regulator N-terminal domain-containing protein	63464
B9J08_001112	OG6_137773	A0A2H1A000	Pali-domain-containing protein	36745
B9J08_001113	OG6_105576	A0A2H1A0Y5	TauD/TfdA-like domain-containing protein	46067
B9J08_001114	OG6r20_102250	A0A2H1A0Y4	ATPase expression protein 1	49937
B9J08_001115	OG6_144647	A0A2H1A128	Nuclear fusion protein KAR5 (Karyogamy protein 5)	52139
B9J08_001116	OG6_100474	A0A2H1A0Z0	triacylglycerol lipase (EC 3.1.1.3)	39784
B9J08_001117	OG6r20_106968	A0A2H1A112	Calcipressin	25516
B9J08_001118	OG6_102551	A0A2H1A001	Ribosomal protein L1	42273
B9J08_001119	OG6r20_102786	A0A2H1A1V7	Nibrin second BRCT domain-containing protein	74541
B9J08_001120	OG6_101482	A0A2H1A003	HSF-type DNA-binding domain-containing protein	71795
B9J08_001121	OG6_113605	A0A2H1A105	Copper-fist domain-containing protein	52457
B9J08_001122	OG6_100414	A0A2H1A0Z8	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	106112
B9J08_001123	OG6_102775	A0A2H1A0Z3	MoaB/Mog domain-containing protein	32555
B9J08_001124	OG6_100222	A0A2H1A0Z5	Serine/threonine-protein phosphatase (EC 3.1.3.16)	63491
B9J08_001125	OG6_100151	A0A2H1A137	ABC transporter domain-containing protein	166904
B9J08_001126	OG6_101636	A0A2H1A104	Cyclin-domain-containing protein	46802
B9J08_001127	OG6_305530	A0A2H1A122	5'-3' DNA helicase ZGRF1-like N-terminal domain-containing protein	28875
B9J08_001128	OG6_100325	A0A2H0ZZZ1	Large ribosomal subunit protein uL5 C-terminal domain-containing protein	33752
B9J08_001129	OG6_103111	A0A2H1A1W8	mRNA export factor GLE1 (Nucleoporin GLE1)	55106
B9J08_001130	OG6_101478	A0A2H1A205	Sister chromatid cohesion protein PDS5	146452
B9J08_001131	OG6_101957	A0A2H1A114	non-specific serine/threonine protein kinase (EC 2.7.11.1)	95225
B9J08_001132	OG6_103027	A0A2H1A108	R3H domain-containing protein	76733
B9J08_001133	OG6_102991	A0A2H1A107	rRNA-processing protein UTP23	28893
B9J08_001134	OG6_103317	A0A5Q7YHZ5	DNA-directed RNA polymerase subunit	13647
B9J08_001135	OG6_101312	A0A2H1A152	Deoxyhypusine hydroxylase (DOHH) (EC 1.14.99.29) (Deoxyhypusine dioxygenase) (Deoxyhypusine monooxygenase)	35386
B9J08_001136	OG6_100235	A0A2H1A116	T-complex protein 1 subunit epsilon (CCT-epsilon)	59963
B9J08_001137	OG6_102024	A0A2H1A133	Actin-related protein 3	45988
B9J08_001138	OG6_100794	A0A2H0ZZY1	non-specific serine/threonine protein kinase (EC 2.7.11.1)	279155
B9J08_001139	OG6_102522	A0A2H1A002	18S rRNA biogenesis protein RCL1	40028
B9J08_001140	OG6_105779	A0A2H0ZZY3	Transcription initiation factor TFIID subunit 4 (TBP-associated factor 4)	59491
B9J08_001141	OG6_102273	A0A2H1A125	Condensin complex subunit 1	132733
B9J08_001142	OG6_101140	A0A2H1A121	Lysophospholipid acyltransferase	69171
B9J08_001143	OG6_101310	A0A2H0ZZX6	Ferrochelatase (EC 4.98.1.1)	43337
B9J08_001144	OG6_221206	A0A2H1A115	Mediator of RNA polymerase II transcription subunit 4 (Mediator complex subunit 4)	35136
B9J08_001145	OG6_103225	A0A2H1A163	G-patch domain-containing protein	18678
B9J08_001146	OG6_102296	A0A2H1A126	RRM domain-containing protein	51585
B9J08_001147	OG6r20_101648	A0A2H1A145	Uncharacterized protein	12196
B9J08_001148	OG6_105301	A0A2H0ZZX2	Uncharacterized protein	22050
B9J08_001149	OG6_101779	A0A2H1A1Y7	Helicase SWR1	178324
B9J08_001150	OG6_101449	A0A2H1A226	V-type proton ATPase subunit G	12843
B9J08_001151	OG6_108000	A0A2H1A014	Aldehyde dehydrogenase domain-containing protein	68340
B9J08_001152	OG6_102686	A0A2H1A132	Transcription factor 25	78892
B9J08_001153	OG6_110565	A0A5Q7YHU2	Ribosome maturation protein SDO1/SBDS N-terminal domain-containing protein	11638
B9J08_001155	OG6_117062	A0A2H1A127	Hyphally-regulated cell wall protein N-terminal domain-containing protein	81777
B9J08_001156	OG6_103886	A0A2H0ZZX3	glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase)	81005
B9J08_001157	OG6_119694	A0A2H1A171	DUF155 domain-containing protein	68623
B9J08_001158	OG6_107272	A0A2H1A156	PIN domain-containing protein	48678
B9J08_001159	OG6r20_102748	A0A2H1A131	XLF-like N-terminal domain-containing protein	41070
B9J08_001160	OG6_106381	A0A2H1A1Z7	Phosphoribulokinase/uridine kinase domain-containing protein	24286
B9J08_001161	OG6_101984	A0A2H1A235	coproporphyrinogen oxidase (EC 1.3.3.3)	36559
B9J08_001162	OG6_101780	A0A2H1A004	Magnesium and cobalt transport protein CorA	82568
B9J08_001163	OG6_103057	A0A2H1A144	Kri1-like C-terminal domain-containing protein	65201
B9J08_001164	OG6r20_102781	A0A2H1A139	Uncharacterized protein	88124
B9J08_001165	OG6_100693	A0A2H1A136	Mitochondrial group I intron splicing factor CCM1	94312
B9J08_001166	OG6_102349	A0A2H0ZZW3	RRM domain-containing protein	36929
B9J08_001167	OG6_100542	A0A2H1A150	Cytochrome b5 heme-binding domain-containing protein	16423
B9J08_001168	OG6_131049	A0A2H1A167	Uncharacterized protein	120831
B9J08_001169	OG6_102842	A0A2H1A143	Glutamine amidotransferase domain-containing protein	31664
B9J08_001170	OG6_100130	A0A2H0ZZX4	Protein URE2	35969
B9J08_001171	OG6_100245	A0A2H1A244	Enoyl reductase (ER) domain-containing protein	36358
B9J08_001172	OG6_101297	A0A2H1A162	NFACT RNA-binding domain-containing protein	117181
B9J08_001173	OG6_101879	A0A2H1A153	NAD-dependent protein deacetylase (EC 2.3.1.286)	39719
B9J08_001174	OG6_121376	A0A2H0ZZU8	25S rRNA (Uridine(2843)-N(3))-methyltransferase	37251
B9J08_001175	OG6_102131	A0A2H1A148	DUF726-domain-containing protein	103947
B9J08_001176	OG6_101233	A0A5Q7YHS6	phenylalanine--tRNA ligase (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit)	66627
B9J08_001177	OG6_101252	A0A5C1DXC8	Small GTP-binding protein	22962
B9J08_001178	OG6_103564	A0A5C1DXL9	Uncharacterized protein	15623
B9J08_001179	OG6_578689	A0A2H1A154	WW domain-containing protein	22547
B9J08_001180	OG6r20_115401	A0A2H1A215	Uncharacterized protein	44210
B9J08_001181	OG6_115952	A0A2H1A253	Transcriptional repressor OPI1	46255
B9J08_001182	OG6r20_106130	A0A2H1A174	Globin family profile domain-containing protein	87002
B9J08_001183	OG6_102585	A0A2H0ZZT3	Cation diffusion facilitator family transporter	42797
B9J08_001184	OG6_159662	A0A2H1A159	Enhancer of mRNA-decapping protein 1	30023
B9J08_001185	OG6_100747	A0A2H1A158	Zinc/iron permease	54772
B9J08_001186	OG6_137800	A0A5Q7YHT6	Uncharacterized protein	51712
B9J08_001187	OG6_103286	A0A2H1A147	Mitochondrial outer membrane transport complex Sam37/metaxin N-terminal domain-containing protein	38928
B9J08_001188	OG6_102277	A0A2H1A111	mRNA 3'-end-processing protein RNA14	85255
B9J08_001189	OG6r20_109190	A0A2H0ZZT1	Uncharacterized protein	55951
B9J08_001190	OG6_122928	A0A2H0ZZV6	rRNA adenine N(6)-methyltransferase (EC 2.1.1.-)	41960
B9J08_001191	OG6_103038	A0A2H0ZZT9	Uncharacterized protein	18603
B9J08_001192	OG6_101122	A0A2H1A183	Uncharacterized protein	187795
B9J08_001193	OG6_500181	A0A2H1A177	Uncharacterized protein	41922
B9J08_001194	OG6_108099	A0A2H1A170	Septin-type G domain-containing protein	54491
B9J08_001195	OG6r20_101800	A0A2H0ZZU5	Uncharacterized protein	128217
B9J08_001196	OG6r20_100573	A0A2H1A1C3	CFEM domain-containing protein	14102
B9J08_001197	OG6r20_101644	A0A2H1A142	Uncharacterized protein	92177
B9J08_001198	OG6r20_100795	A0A2H1A198	F-box domain-containing protein	40983
B9J08_001199	OG6_500920	A0A2H1A175	Phosphatidylinositol-glycan biosynthesis class X protein	25049
B9J08_001200	OG6_108957	A0A2H1A233	mRNA stability protein	13388
B9J08_001201	OG6r20_139760	A0A2H0ZZS9	Uncharacterized protein	17479
B9J08_001202	OG6_118296	A0A2H1A194	Uncharacterized protein	22138
B9J08_001203	OG6_105282	A0A2H1A190	Uncharacterized protein	35125
B9J08_001204	OG6_108834	A0A2H1A181	WLM domain-containing protein	46126
B9J08_001205	OG6_102838	A0A2H1A179	Hydroxyethylthiazole kinase	53200
B9J08_001206	OG6_222587	A0A2H0ZZS7	Alcohol acetyltransferase	53059
B9J08_001207	OG6_101016	A0A0L0NY28	fumarate hydratase (EC 4.2.1.2)	52253
B9J08_001208	OG6r20_101359	A0A2H1A1A8	Uncharacterized protein	80640
B9J08_001209	OG6_102113	A0A2H1A187	DNA repair protein Rad4	118460
B9J08_001210	OG6_116883	A0A2H1A243	Uncharacterized protein	30310
B9J08_001211	OG6_127207	A0A2H1A285	Histone transcription regulator 3 homolog	229981
B9J08_001213	OG6_114945	A0A2H1A1A5	Major facilitator superfamily (MFS) profile domain-containing protein	62888
B9J08_001214	OG6r20_102001	A0A2H1A1A1	Uncharacterized protein	66651
B9J08_001215	OG6_115847	A0A2H1A192	Uncharacterized protein	113401
B9J08_001216	OG6_105038	A0A2H1A188	Dolichyl-phosphate-mannose--protein mannosyltransferase (EC 2.4.1.109)	86272
B9J08_001217	OG6_103741	A0A2H0ZZR7	DHHA2 domain-containing protein	43568
B9J08_001218	OG6_106444	A0A2H1A1A6	Uncharacterized protein	35935
B9J08_001219	OG6r20_105300	A0A2H1A0Y6	Protein YOP1	38249
B9J08_001220	OG6_104368	A0A2H1A197	Chromosome segregation in meiosis protein 3 domain-containing protein	28346
B9J08_001221	OG6_108801	A0A2H1A256	GAF domain-containing protein	53083
B9J08_001222	OG6_102002	A0A2H1A296	VWFA domain-containing protein	29130
B9J08_001223	OG6r20_103492	A0A2H1A1B7	Uncharacterized protein	9678
B9J08_001224	OG6_103271	A0A2H1A1B3	Flavodoxin-like domain-containing protein	158425
B9J08_001225	OG6_124636	A0A2H1A1A2	SPX domain-containing protein	97278
B9J08_001226	OG6r20_102004	A0A2H1A199	Uncharacterized protein	28059
B9J08_001227	OG6_100218	A0A2H1A1F9	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	35375
B9J08_001228	OG6_101353	A0A2H1A123	Dolichyl-phosphate-mannose--protein mannosyltransferase (EC 2.4.1.109)	86269
B9J08_001229	OG6_101909	A0A5Q7YI11	FeS cluster biogenesis domain-containing protein	19262
B9J08_001230	OG6_101100	A0A2H1A1A9	Phosphatase PP2A regulatory subunit A/Splicing factor 3B subunit 1-like HEAT repeat domain-containing protein	70034
B9J08_001231	OG6_104655	A0A2H0ZZR8	Phosphoglycerate mutase	39363
B9J08_001232	OG6_181392	A0A2H1A2A8	Zn(2)-C6 fungal-type domain-containing protein	50486
B9J08_001234	OG6r20_102238	A0A2H1A1C8	Uncharacterized protein	18249
B9J08_001235	OG6r20_101994	A0A2H0ZZP0	Uncharacterized protein	49252
B9J08_001236	OG6_102426	A0A2H1A1B4	ATP-dependent DNA helicase II subunit 1 (EC 3.6.4.12) (ATP-dependent DNA helicase II subunit Ku70)	84285
B9J08_001237	OG6_102766	A0A2H0ZZR0	AP complex subunit sigma	17585
B9J08_001238	OG6_100714	A0A2H0ZZP5	dTMP kinase (EC 2.7.4.9)	23653
B9J08_001239	OG6_222563	A0A2H1A1D5	Ketopantoate reductase C-terminal domain-containing protein	104347
B9J08_001240	OG6r20_112588	A0A5C1DXH8	MICOS complex subunit	23925
B9J08_001241	OG6_100466	A0A2H1A1B9	Amino acid transporter transmembrane domain-containing protein	71113
B9J08_001242	OG6_500418	A0A2H1A275	Uncharacterized protein	12395
B9J08_001243	OG6_100627	A0A5Q7YHX9	Eukaryotic translation initiation factor 4E	24329
B9J08_001244	OG6_101827	A0A2H1A1D8	Serine aminopeptidase S33 domain-containing protein	34124
B9J08_001245	OG6_104440	A0A2H0ZZN2	Restriction of telomere capping protein 1	131327
B9J08_001246	OG6_102987	A0A2H1A1C5	DNA replication complex GINS protein SLD5	27457
B9J08_001247	OG6_101571	A0A2H0ZZP7	Dynein intermediate chain	65475
B9J08_001248	OG6_103388	A0A2H1A1I1	Rad21/Rec8-like protein N-terminal domain-containing protein	57488
B9J08_001249	OG6_300562	A0A2H1A110	Uncharacterized protein	32302
B9J08_001250	OG6_101225	A0A2H1A0W4	ATP synthase subunit delta, mitochondrial (F-ATPase delta subunit)	17349
B9J08_001251	OG6_123089	A0A2H0ZZM6	Large ribosomal subunit protein mL59 domain-containing protein	18955
B9J08_001252	OG6_102452	A0A2H0ZZP6	Sm domain-containing protein	12527
B9J08_001253	OG6_101672	A0A2H1A2D7	Derlin	37220
B9J08_001254	OG6_105919	A0A2H1A1E9	Calcium/proton exchanger	115293
B9J08_001255	OG6_100402	A0A2H1A1E5	Alpha-glucosidase	66298
B9J08_001256	OG6_100210	A0A2H1A1D4	DNA-directed RNA polymerase subunit (EC 2.7.7.6)	195617
B9J08_001257	OG6_120119	A0A2H1A1C9	Ribosomal protein L1	32086
B9J08_001258	OG6_100321	A0A2H0ZZN1	Replication factor C subunit 4	36263
B9J08_001259	OG6_101848	A0A2H1A1F8	Vacuolar protein sorting-associated protein 52	73989
B9J08_001260	OG6_110381	A0A2H1A1G6	DNA 3'-5' helicase (EC 5.6.2.4)	93406
B9J08_001261	OG6_110728	A0A2H0ZZM1	CID domain-containing protein	51718
B9J08_001262	OG6_129966	A0A2H1A297	Monopolin complex subunit Csm1/Pcs1 C-terminal domain-containing protein	29127
B9J08_001263	OG6_201405	A0A2H1A2F1	Zinc finger C2H2 LYAR-type domain-containing protein	17235
B9J08_001264	OG6_106785	A0A2H1A1G1	Cytochrome c oxidase assembly protein COX16, mitochondrial (Cytochrome c oxidase assembly protein cox16, mitochondrial)	15858
B9J08_001265	OG6_108387	A0A2H1A1F6	Transcriptional repressor Tup1 N-terminal domain-containing protein	66578
B9J08_001266	OG6_102327	A0A2H1A1E7	Diphosphomevalonate decarboxylase (EC 4.1.1.33)	42361
B9J08_001267	OG6_102621	A0A2H1A1E1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	21095
B9J08_001268	OG6r20_119420	A0A2H1A1K0	Uncharacterized protein	31469
B9J08_001269	OG6_117001	A0A2H1A0Z6	Peroxin/Ferlin domain-containing protein	26311
B9J08_001270	OG6_114910	A0A2H1A1H8	BZIP domain-containing protein	42989
B9J08_001271	OG6_102087	A0A2H1A1F7	CCT-theta	60609
B9J08_001272	OG6_105178	A0A2H0ZZM7	N-(5'-phosphoribosyl)anthranilate isomerase (EC 5.3.1.24)	28431
B9J08_001273	OG6_102035	A0A2H1A2G8	Uncharacterized protein	92406
B9J08_001274	OG6_107531	A0A2H0ZZQ3	Uncharacterized protein	116935
B9J08_001275	OG6_129116	A0A2H1A1G9	pH-response regulator protein palF/RIM8	83995
B9J08_001276	OG6_102437	A0A2H1A1F5	RRM domain-containing protein	48985
B9J08_001277	OG6_110817	A0A2H1A1F2	2-isopropylmalate synthase (EC 2.3.3.13)	65503
B9J08_001278	OG6_100793	A0A2H1A1L1	60S ribosomal protein L16-B	22589
B9J08_001279	OG6_118274	A0A2H1A1H7	Aldehyde dehydrogenase domain-containing protein	51261
B9J08_001280	OG6_108836	A0A2H1A1J0	AB hydrolase-1 domain-containing protein	39682
B9J08_001281	OG6_102655	A0A2H1A1G8	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial (EC 1.14.13.-)	55580
B9J08_001282	OG6_132519	A0A2H1A2C5	Uncharacterized protein	29101
B9J08_001283	OG6_103939	A0A2H1A2I4	RNA polymerase I associated factor, A49-like protein	45674
B9J08_001284	OG6_130005	A0A2H1A1I3	AB hydrolase-1 domain-containing protein	74942
B9J08_001285	OG6_106185	A0A2H1A1I4	Zn(2)-C6 fungal-type domain-containing protein	56187
B9J08_001286	OG6_100384	A0A2H1A1H2	AAA+ ATPase domain-containing protein	104317
B9J08_001287	OG6r20_126658	A0A2H1A1G3	Retrotransposon Copia-like N-terminal domain-containing protein	24360
B9J08_001288	OG6_115041	A0A2H0ZZK3	Chromatin structure-remodeling complex protein RSC7	49320
B9J08_001289	OG6_111133	A0A2H1A0Y0	C2H2-type domain-containing protein	59336
B9J08_001290	OG6_561224	A0A2H1A1K4	Uncharacterized protein	75669
B9J08_001291	OG6_100408	A0A2H1A1I5	AB hydrolase-1 domain-containing protein	56909
B9J08_001292	OG6_106303	A0A2H1A2D9	Superoxide dismutase copper/zinc binding domain-containing protein	20684
B9J08_001293	OG6_140564	A0A2H1A2J5	OPT family small oligopeptide transporter	101359
B9J08_001294	OG6_101248	A0A2H0ZZI4	Amidase domain-containing protein	60161
B9J08_001295	OG6_102078	A0A2H0ZZI8	Endonuclease (EC 3.1.30.-)	36305
B9J08_001296	OG6_101866	A0A2H1A1I0	Fatty acid synthase subunit beta (EC 2.3.1.86) [Includes: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9); [Acyl-carrier-protein] acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] malonyltransferase (EC 2.3.1.39); S-acyl fatty acid synthase thioesterase (EC 3.1.2.14)]	229374
B9J08_001297	OG6_101402	A0A2H1A1H5	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase (EC 2.7.4.24)	128859
B9J08_001298	OG6_118316	A0A2H1A0X5	ribose-phosphate diphosphokinase (EC 2.7.6.1)	44191
B9J08_001299	OG6_104590	A0A2H1A1J8	SRR1-like domain-containing protein	28388
B9J08_001300	OG6_111996	A0A2H0ZZI2	Transcription factor	56220
B9J08_001301	OG6_100592	A0A2H1A1J6	Glucosidase II subunit alpha	106779
B9J08_001302	OG6_113897	A0A2H0ZBL6	E3 ubiquitin protein ligase (EC 2.3.2.27)	76902
B9J08_001303	OG6_100249	A0A2H0ZCU0	Uncharacterized protein	71165
B9J08_001304	OG6_104072	A0A2H1A1J9	tRNA-dihydrouridine synthase (EC 1.3.1.-)	33870
B9J08_001305	OG6_101113	A0A2H1A1K1	Structural maintenance of chromosomes protein	160736
B9J08_001306	OG6_100908	A0A2H1A1J1	Uncharacterized protein	26260
B9J08_001307	OG6_110173	A0A2H1A1I6	Protein CSF1	340611
B9J08_001308	OG6r20_101807	A0A2H1A1N7	Uncharacterized protein	30468
B9J08_001309	OG6_120853	A0A2H1A1K3	Chaperone protein DnaJ	50794
B9J08_001311	OG6_100500	A0A2H1A1M3	Cofilin (Actin-depolymerizing factor 1)	16117
B9J08_001312	OG6_119776	A0A2H1A1K7	HTH CENPB-type domain-containing protein	53591
B9J08_001313	OG6r20_119437	A0A2H0ZZL7	4Fe-4S ferredoxin-type domain-containing protein	13903
B9J08_001314	OG6r20_102009	A0A2H0ZZG7	Spindle pole body-associated protein cut12 domain-containing protein	84518
B9J08_001315	OG6_105441	A0A2H1A1L2	Allantoicase	38295
B9J08_001316	OG6_103791	A0A2H1A1K9	Uncharacterized protein	46481
B9J08_001317	OG6r20_107977	A0A2H0ZZH5	Uncharacterized protein	13528
B9J08_001318	OG6_102947	A0A2H1A1L0	Trafficking protein particle complex subunit	18496
B9J08_001319	OG6_123029	A0A2H1A1P8	Major facilitator superfamily (MFS) profile domain-containing protein	55585
B9J08_001320	OG6_119711	A0A2H1A1M0	Transcriptional coactivator HFI1/ADA1	48010
B9J08_001321	OG6_100805	A0A2H1A1M9	Spindle assembly checkpoint component MAD1	73730
B9J08_001322	OG6_100695	A0A2H0ZZG8	2Fe-2S ferredoxin-type domain-containing protein	20197
B9J08_001323	OG6_101479	A0A2H1A2I3	t-SNARE coiled-coil homology domain-containing protein	24430
B9J08_001324	OG6_110013	A0A2H0ZZF7	Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Glucosidase I)	121503
B9J08_001325	OG6_119760	A0A2H0ZZF1	Uncharacterized protein	30672
B9J08_001328	OG6_102469	A0A2H1A1L8	peptidylprolyl isomerase (EC 5.2.1.8)	31693
B9J08_001329	OG6_101988	A0A2H0ZZG5	CCHC-type domain-containing protein	18376
B9J08_001330	OG6_103256	A0A2H1A1L9	Dihydropteroate synthase	83341
B9J08_001331	OG6r20_102234	A0A2H1A1Q7	Restriction of telomere capping protein 4	36433
B9J08_001332	OG6_100513	A0A2H1A1N1	BHLH domain-containing protein	51356
B9J08_001335	OG6_499902	A0A2H1A1P2	Uncharacterized protein	44150
B9J08_001336	OG6_103065	A0A2H1A1N2	RRM domain-containing protein	14762
B9J08_001337	OG6_101831	A0A2H1A2J4	DNA-directed RNA polymerase subunit	22081
B9J08_001338	OG6_101899	A0A2H1A2Q1	26S protease regulatory subunit 7	49805
B9J08_001339	OG6r20_115392	A0A2H1A1N3	Uncharacterized protein	16013
B9J08_001340	OG6_105748	A0A2H0ZZG4	Reduced viability upon starvation protein 161	30193
B9J08_001341	OG6r20_110714	A0A2H1A1M8	Uncharacterized protein	25610
B9J08_001342	OG6_104680	A0A2H1A1N5	Uncharacterized protein	33657
B9J08_001343	OG6_101742	A0A2H1A0M8	DNA 5'-3' helicase (EC 5.6.2.3)	91125
B9J08_001344	OG6_103907	A0A2H0ZZE4	Adenylate kinase active site lid domain-containing protein	26695
B9J08_001345	OG6_103907	A0A2H1A1R2	GTP:AMP phosphotransferase, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3)	26010
B9J08_001346	OG6_104699	A0A2H1A1P1	Leo1-like protein	42547
B9J08_001347	OG6_114191	A0A2H1A2L3	Rho-GAP domain-containing protein	70917
B9J08_001348	OG6_100573	A0A2H0ZZD8	Aurora kinase (EC 2.7.11.1)	36130
B9J08_001349	OG6_120122	A0A2H0ZZD3	SCA7 domain-containing protein	53246
B9J08_001350	OG6r20_102789	A0A2H1A1P4	Uncharacterized protein	143045
B9J08_001351	OG6_109522	A0A2H0ZZE6	HIG1 domain-containing protein	28557
B9J08_001352	OG6_114274	A0A2H1A1P3	Peroxin/Ferlin domain-containing protein	47274
B9J08_001353	OG6_130010	A0A2H1A0L9	rRNA-processing protein	16104
B9J08_001354	OG6_100597	A0A2H1A1Q9	TATA-box-binding protein 1	26169
B9J08_001355	OG6_105226	A0A2H1A1S3	DNA-(apurinic or apyrimidinic site) endonuclease 2	61648
B9J08_001356	OG6_344096	A0A2H1A1Q3	Up-regulated during septation protein 1 domain-containing protein	59719
B9J08_001357	OG6r20_103077	A0A2H1A2M9	Uncharacterized protein	85459
B9J08_001358	OG6_100327	A0A2H1A2T0	H/ACA ribonucleoprotein complex subunit CBF5	54509
B9J08_001359	OG6_102944	A0A2H1A1Q6	UEV domain-containing protein	57693
B9J08_001360	OG6_102348	A0A2H1A1Q4	Uncharacterized protein	8003
B9J08_001361	OG6r20_110713	A0A2H1A1Q0	Uncharacterized protein	35043
B9J08_001362	OG6_132941	A0A2H1A1Q5	Amino acid permease/ SLC12A domain-containing protein	58606
B9J08_001363	OG6_108375	A0A2H1A1U0	RNA helicase (EC 3.6.4.13)	64505
B9J08_001364	OG6_133359	A0A2H1A1S2	Cytochrome P450	65216
B9J08_001365	OG6_101008	A0A2H0ZZE5	Oxidoreductin	60819
B9J08_001366	OG6_500526	A0A2H0ZZD4	Uncharacterized protein	24462
B9J08_001367	OG6_186968	A0A2H1A2P4	Zn(2)-C6 fungal-type domain-containing protein	91522
B9J08_001368	OG6_102658	A0A2H1A2U5	Dihydroxyacetone kinase	62697
B9J08_001369	OG6_116786	A0A2H1A1R7	Uncharacterized protein	94888
B9J08_001370	OG6r20_115391	A0A2H1A1R5	Uncharacterized protein	49100
B9J08_001371	OG6_500510	A0A2H1A1R1	Zn(2)-C6 fungal-type domain-containing protein	85716
B9J08_001372	OG6_118293	A0A2H1A0R2	Cytochrome P450	54143
B9J08_001373	OG6_127179	A0A2H1A0J9	Vacuolar segregation protein 7	99252
B9J08_001374	OG6_116779	A0A2H1A1T4	6-phosphofructo-2-kinase domain-containing protein	107558
B9J08_001375	OG6_102864	A0A2H0ZZD6	protein-histidine N-methyltransferase (EC 2.1.1.85)	37891
B9J08_001376	OG6_103801	A0A2H1A1S4	Exportin-5 C-terminal domain-containing protein	142658
B9J08_001377	OG6_102467	A0A2H0ZZG6	Brix domain-containing protein	35205
B9J08_001378	OG6_103656	A0A2H1A2V9	BSD domain-containing protein	71585
B9J08_001379	OG6_113000	A0A2H0ZZA6	MaoC-like domain-containing protein	34495
B9J08_001380	OG6_101324	A0A2H1A1S6	ribonuclease T2 (EC 4.6.1.19)	32964
B9J08_001381	OG6_101013	A0A2H0ZZB5	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	15989
B9J08_001382	OG6_110554	A0A2H1A1S8	Inhibitor I9 domain-containing protein	8393
B9J08_001383	OG6_103853	A0A2H1A1W0	alpha-mannosidase (EC 3.2.1.24)	125814
B9J08_001384	OG6_101125	A0A2H1A1U4	SBDS family rRNA metabolism protein	28752
B9J08_001385	OG6_102149	A0A2H1A1U9	J domain-containing protein	48545
B9J08_001386	OG6_112910	A0A2H1A1T5	Glc8 protein	23595
B9J08_001387	OG6_103249	A0A5Q7YD54	ADP-ribosylation factor-like protein 1	20774
B9J08_001388	OG6_106957	A0A2H0ZZA2	Prephenate dehydrogenase [NADP(+)] (PRDH) (EC 1.3.1.13)	49014
B9J08_001389	OG6_106644	A0A2H1A1U2	Phosphomevalonate kinase (EC 2.7.4.2)	48065
B9J08_001390	OG6_108413	A0A2H1A1T6	Uncharacterized protein	48785
B9J08_001391	OG6r20_101968	A0A2H0ZZA5	Uncharacterized protein	111172
B9J08_001392	OG6_103064	A0A2H1A1T9	Mitochondrial import inner membrane translocase subunit	9998
B9J08_001393	OG6_101849	A0A2H1A1X0	Holocytochrome c-type synthase (EC 4.4.1.17)	28155
B9J08_001394	OG6_104535	A0A2H1A1V2	Uncharacterized protein	37510
B9J08_001396	OG6_101074	A0A2H1A1V9	Uncharacterized protein	27506
B9J08_001397	OG6_102429	A0A2H1A1U5	GPI mannosyltransferase 1 (EC 2.4.1.-) (GPI mannosyltransferase I)	48115
B9J08_001398	OG6_113595	A0A2H0ZZE9	Uncharacterized protein	18430
B9J08_001399	OG6_111963	A0A2H1A2Y8	Mitochondrial carrier protein	32936
B9J08_001400	OG6_115055	A0A2H1A1V3	Transcription initiation factor IIF subunit alpha	64703
