Entry	Gene Names	Protein names	Mass
P40061	TSC11 AVO3 YER093C	Target of rapamycin complex 2 subunit TSC11 (TORC2 subunit TSC11) (Adheres voraciously to TOR2 protein 3) (Temperature-sensitive CSG2 suppressor protein 11)	164368
P40063	RTT105 YER104W	Regulator of Ty1 transposition protein 105	24413
P40064	NUP157 YER105C	Nucleoporin NUP157 (Nuclear pore protein NUP157)	156649
P40065	MAM1 YER106W	Monopolin complex subunit MAM1 (Monopolar microtubule attachment during meiosis 1 protein 1)	35753
P40066	GLE2 RAE1 YER107C	mRNA export factor GLE2 (Nuclear pore protein GLE2) (Nucleoporin GLE2) (poly(A) RNA export protein RAE1)	40523
P40068	FLO8 PDH5 YER109C YER108C	Transcriptional activator FLO8 (Protein PDH5)	86835
P40069	KAP123 YRB4 YER110C	Importin subunit beta-4 (Importin-123) (Karyopherin subunit beta-4) (Karyopherin-123) (Ran-binding protein YRB4)	122601
P40070	LSM4 SDB23 USS1 YER112W	U6 snRNA-associated Sm-like protein LSm4 (Like-SM protein 4)	21276
P40072	SLX8 YER116C	E3 ubiquitin-protein ligase complex SLX5-SLX8 subunit SLX8 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SLX8) (Synthetic lethal of unknown function protein 8)	30764
P40073	SHO1 SSU81 YER118C	High osmolarity signaling protein SHO1 (Osmosensor SHO1) (Suppressor of SUA8-1 mutation) (Synthetic high osmolarity-sensitive protein 1)	41126
P40075	SCS2 YER120W	Vesicle-associated membrane protein-associated protein SCS2 (VAMP-associated protein SCS2) (Choline sensitivity suppressor protein 2) (VAP homolog 1)	26926
P40078	NSA2 YER126C SYGP-ORF47	Ribosome biogenesis protein NSA2 (NOP7-associated protein 2)	29723
P40084	RTR1 YER139C	RNA polymerase II subunit B1 CTD phosphatase RTR1 (EC 3.1.3.16) (RNA polymerase II-associated protein 2 homolog RTR1) (Regulator of transcription 1)	26240
P40086	COX15 YER141W	Heme A synthase COX15 (HAS) (EC 1.17.99.9) (Cytochrome c oxidase assembly protein COX15)	54658
P40087	DDI1 VSM1 YER143W	DNA damage-inducible protein 1 (EC 3.4.23.-) (v-SNARE-master 1)	47354
P40089	LSM5 YER146W	U6 snRNA-associated Sm-like protein LSm5	10423
P40090	SCC4 YER147C	MAU2 chromatid cohesion factor homolog (Sister chromatid cohesion protein 4)	72141
P40091	PEA2 PPF2 YER149C	Protein PEA2 (Protein PPF2)	48165
P40094	COG3 GRD20 SEC34 YER157W	Conserved oligomeric Golgi complex subunit 3 (COG complex subunit 3) (Component of oligomeric Golgi complex 3) (Protein SEC34)	92544
P40096	BUR6 NCB1 YER159C	Negative cofactor 2 complex subunit alpha (NC2 complex subunit alpha) (Transcription repressor BUR6)	15517
P40106	GPP2 HOR2 YER062C	Glycerol-1-phosphate phosphohydrolase 2 (EC 3.1.3.21) ((DL)-glycerol-3-phosphatase 2) (Hyperosmolarity-responsive protein 2)	27814
P40107	VRG4 GOG5 LDB3 MCD3 VAN2 VIG4 YGL225W	GDP-mannose transporter 1 (GMT 1) (Low dye-binding protein 3) (Morphogenesis checkpoint-dependent protein 3) (Vanadate resistance glycosylation protein 4)	37019
P40150	SSB2 YG103 YNL209W N1333	Ribosome-associated molecular chaperone SSB2 (EC 3.6.4.10) (Heat shock protein SSB2) (Hsp70 chaperone Ssb)	66595
P40151	MGS1 YNL218W N1302	DNA-dependent ATPase MGS1 (Maintenance of genome stability protein 1)	66544
P40152	PPN2 YNL217W N1306	Zinc-dependent endopolyphosphatase (EC 3.6.1.10) (Vacuolar polyphosphatase PPN2)	37151
P40160	RIO2 YNL207W N1342	Serine/threonine-protein kinase RIO2 (EC 2.7.11.1)	49125
P40161	RTT106 YNL206C N1346	Histone chaperone RTT106 (Regulator of Ty1 transposition protein 106)	51621
P40164	PSY2 YNL201C N1366	Serine/threonine-protein phosphatase 4 regulatory subunit 3 (PP4R3)	98053
P40167	SLZ1 YNL196C N1386	Sporulation-specific with a leucine zipper motif protein 1	34318
P40186	PCL7 PAP1 YIL050W	PHO85 cyclin-7 (PHO85-associated protein 1)	32037
P40202	CCS1 LYS7 YMR038C YM9532.03C	Superoxide dismutase 1 copper chaperone	27330
P40204	SMX2 SNP2 YFL017W-A YFL017Bw	Small nuclear ribonucleoprotein G (snRNP-G) (Sm protein G) (Sm-G) (SmG)	8482
P40208	GID8 DCR1 YMR135C YM9375.04C	GID complex subunit 8 (Dosage-dependent cell cycle regulator 1) (Glucose-induced degradation protein 8)	51729
P40215	NDE1 NDH1 YMR145C YM9375.14C	External NADH-ubiquinone oxidoreductase 1, mitochondrial (EC 1.6.5.9) (External NADH dehydrogenase 1)	62774
P40217	TIF34 YMR146C YM9375.16C	Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 39 kDa subunit) (eIF-3 39 kDa subunit) (eIF3 p39)	38755
P40218	LDO45 YMR147W YM9375.17	Lipid droplet organization protein LDO45 (Lipid droplet organization 45 KDa protein)	46677
P40219	LDO16 OSW5 YMR148W YM9375.18	Lipid droplet organization protein LDO16 (Lipid droplet organization 16 KDa protein) (Outer spore wall protein 5)	16384
P40302	PRE5 YMR314W YM9924.06	Proteasome subunit alpha type-6 (Macropain subunit PRE5) (Multicatalytic endopeptidase complex subunit PRE5) (Proteasome component PRE5) (Proteinase YSCE subunit PRE5)	25604
P40303	PRE6 YOL038W	Proteasome subunit alpha type-4 (Macropain subunit PRE6) (Multicatalytic endopeptidase complex subunit PRE6) (Proteasome component PRE6) (Proteinase YSCE subunit PRE6)	28439
P40308	TGL3 YMR313C YM9924.05C	Triacylglycerol lipase 3 (EC 3.1.1.3) (Lipase 3)	73613
P40316	PDS1 YDR113C YD9727.08C	Securin	41838
P40318	SSM4 DOA10 YIL030C YI3299.01C YI9905.18C	ERAD-associated E3 ubiquitin-protein ligase DOA10 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase DOA10)	151455
P40319	ELO3 APA1 SRE1 SUR4 VBM1 YLR372W L8039.2	Fatty acid elongase 3 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELO3) (Affecting plasma membrane ATPase activity protein 1) (Elongation of fatty acids protein 3) (Suppressor of RAD3 essential function protein 1) (Suppressor of Rvs161 and Rvs167 mutations protein 4) (Very-long-chain 3-oxoacyl-CoA synthase 3) (v-SNARE bypass mutant gene 1 protein)	39465
P40327	RPT2 YHS4 YTA5 YDL007W D2920	26S proteasome regulatory subunit 4 homolog (Tat-binding homolog 5)	48828
P40335	PEP8 GRD6 VPS26 VPT4 YJL053W J1152	Carboxypeptidase Y-deficient protein 8 (Vacuolar protein sorting-associated protein 26) (Vacuolar protein-targeting protein 4)	42547
P40339	RFC4 YOL094C O0923	Replication factor C subunit 4 (Replication factor C4) (Activator 1 37 kDa subunit)	36149
P40340	YTA7 YGR270W	ATPase histone chaperone YTA7 (EC 3.6.1.-) (ATPase family AAA domain-containing protein YTA7) (AAA-ATPase) (Tat-binding homolog 7)	157407
P40341	YTA12 RCA1 YMR089C YM9582.14C	Mitochondrial inner membrane m-AAA protease component YTA12 (EC 3.4.24.-) (EC 3.6.-.-) (Tat-binding homolog 12)	93276
P40343	VPS27 DID7 GRD11 SSV17 VPL23 VPT27 YNR006W N2038	Vacuolar protein sorting-associated protein 27 (Golgi retention defective protein 11)	70974
P40344	ATG3 APG3 AUT1 YNR007C N2040	Autophagy-related protein 3 (Autophagy-related E2-like conjugation enzyme ATG3)	35887
P40345	LRO1 YNR008W N2042	Phospholipid:diacylglycerol acyltransferase (PDAT) (EC 2.3.1.158) (LCAT-related open reading frame 1) (Lecithin cholesterol acyl transferase-related open reading frame 1) (Triacylglycerol synthase) (TAG synthase)	75393
P40347	LTP1 YPR073C YP9499.28C	Low molecular weight phosphotyrosine protein phosphatase (PTPase) (EC 3.1.3.48) (Low molecular weight cytosolic acid phosphatase) (EC 3.1.3.2)	18675
P40348	RFC2 YJR068W J1808	Replication factor C subunit 2 (Replication factor C2) (Activator 1 41 kDa subunit)	39742
P40352	RAD26 GTA1085 YJR035W J1606	DNA repair and recombination protein RAD26 (EC 3.6.4.12) (ATP-dependent helicase RAD26)	124528
P40353	ATF1 YOR377W	Alcohol O-acetyltransferase 1 (AATase 1) (EC 2.3.1.84) (EC 3.1.2.20)	61036
P40356	PGD1 HRS1 MED3 YGL025C	Mediator of RNA polymerase II transcription subunit 3 (Hyper-recombination suppressor protein 1) (Mediator complex subunit 3) (Poly-glutamine domain protein 1)	43079
P40357	SEC9 HSS7 YGR009C	Protein transport protein SEC9	73624
P40358	JEM1 KAR8 YJL073W HRC558 J1083	DnaJ-like chaperone JEM1 (DnaJ-like protein of the ER membrane 1)	75144
P40359	PSF2 YJL072C HRF213 J1086	DNA replication complex GINS protein PSF2 (Partner of Sld five 2)	25061
P40360	ARG2 YJL071W HRB574 J1091	Amino-acid acetyltransferase, mitochondrial (EC 2.3.1.1) (Arginine-requiring protein 2) (Glutamate N-acetyltransferase) (N-acetylglutamate synthase) (AGS) (NAGS)	65610
P40362	UTP18 YJL069C HRE594 J1098	U3 small nucleolar RNA-associated protein 18 (U3 snoRNA-associated protein 18) (U three protein 18)	66424
P40367	LAS21 GPI7 YJL062W HRC830 J1132	GPI ethanolamine phosphate transferase 2 (EC 2.-.-.-) (Glycosylphosphatidylinositol-anchor biosynthesis protein 7) (Local anestheticum-sensitive protein 21)	94851
P40368	NUP82 YJL061W HRB187 J1135	Nucleoporin NUP82 (Nuclear pore protein NUP82)	82085
P40395	RIC1 YLR039C	Guanine nucleotide exchange factor subunit RIC1 (Protein RIC1) (Ribosome control protein 1) (Ric1p)	121650
P40414	TPM2 YIL138C	Tropomyosin-2	19093
P40416	ATM1 MDY YMR301C YM9952.03C	Iron-sulfur clusters transporter ATM1, mitochondrial (EC 7.-.-.-)	77522
P40422	RPC10 RPB12 YHR143W-A YHR143BW	DNA-directed RNA polymerases I, II, and III subunit RPABC4 (RNA polymerases I, II, and III subunit ABC4) (ABC10-alpha)	7716
P40438	VTH1 YIL173W	VPS10 homolog 1 (Sortilin VTH1)	174428
P40450	BNR1 YIL159W	BNI1-related protein 1	156852
P40453	UBP7 YIL156W	Ubiquitin carboxyl-terminal hydrolase 7 (EC 3.4.19.12) (Deubiquitinating enzyme 7) (Ubiquitin thioesterase 7) (Ubiquitin-specific-processing protease 7)	123134
P40454	RRD1 NCS1 YPA1 YIL153W	Serine/threonine-protein phosphatase 2A activator 1 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase PTPA-1) (PPIase PTPA-1) (Rotamase PTPA-1) (Phosphotyrosyl phosphatase activator 1)	45082
P40457	MLP2 YIL149C	Protein MLP2 (Myosin-like protein 2)	195141
P40458	ATG32 ECM17 YIL146C	Autophagy-related protein 32 (Extracellular mutant protein 37)	58969
P40460	NDC80 HEC1 TID3 YIL144W	Kinetochore protein NDC80 (80 kDa spindle component protein) (Nuclear division cycle protein 80) (Two-hybrid interaction with DMC1 protein 3)	80487
P40462	TMA108 YIL137C	Protein TMA108 (EC 3.4.11.-) (108 kDa translation machinery-associated protein)	107723
P40465	CSM2 YIL132C	Chromosome segregation in meiosis protein 2	24953
P40466	FKH1 YIL131C	Fork head protein homolog 1	53490
P40467	ASG1 YIL130W	Activator of stress genes 1	108781
P40469	MET18 MMS19 YIL128W	DNA repair/transcription protein MET18/MMS19 (Methyl methanesulfonate-sensitivity protein 19)	117883
P40471	AYR1 GBG1 YIL124W	NADPH-dependent 1-acyldihydroxyacetone phosphate reductase (ADR) (EC 1.1.1.101) (1-acyl DHAP reductase) (Acyl/alkyl DHAP reductase) (Acylglycerone-phosphate reductase) (Triacylglycerol lipase AYR1) (TAG lipase) (EC 3.1.1.3)	32814
P40472	SIM1 PBP3 YIL123W	Probable secreted beta-glucosidase SIM1 (EC 3.2.1.-)	48190
P40477	NUP159 NUP158 RAT7 YIL115C	Nucleoporin NUP159 (Nuclear pore protein NUP159)	158908
P40479	SDP1 YIL113W	Dual-specificity protein phosphatase SDP1 (EC 3.1.3.48) (Stress-inducible MAPK phosphatase)	23886
P40482	SEC24 ANU1 YIL109C	Protein transport protein SEC24 (Abnormal nuclear morphology 1)	103636
P40484	MOB1 YIL106W	DBF2 kinase activator protein MOB1 (MPS1 binder 1) (Maintenance of ploidy protein MOB1)	35882
P40485	SLM1 LIT2 YIL105C	Phosphatidylinositol 4,5-bisphosphate-binding protein SLM1 (Synthetic lethal with MSS4 protein 1) (TORC2 effector protein SLM1)	77995
P40487	DPH1 YIL103W	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 (EC 2.5.1.108) (Diphthamide biosynthesis protein 1) (Diphtheria toxin resistance protein 1) (S-adenosyl-L-methionine:L-histidine 3-amino-3-carboxypropyltransferase 1)	48311
P40489	XBP1 YIL101C	Transcriptional repressor XBP1 (XhoI site-binding protein 1)	72687
P40492	FYV10 GID9 YIL097W	GID complex subunit 9 (EC 2.3.2.27) (Function required for yeast viability protein 10) (Glucose-induced degradation protein 9) (Probable E3 ubiquitin-protein ligase GID9)	59894
P40494	PRK1 PAK1 YIL095W	Actin-regulating kinase PRK1 (EC 2.7.11.1) (p53-regulating kinase 1)	91032
P40495	LYS12 LYS10 LYS11 YIL094C YI9910.02C	Homoisocitrate dehydrogenase, mitochondrial (HIcDH) (EC 1.1.1.87)	40069
P40498	UTP25 YIL091C	U3 small nucleolar RNA-associated protein 25 (U3 snoRNA-associated protein 25) (U three protein 25)	83991
P40501	AVT7 YIL088C	Vacuolar amino acid transporter 7	53737
P40505	SDS3 YIL084C	Transcriptional regulatory protein SDS3 (Suppressor of defective silencing protein 3)	37625
P40506	CAB2 YIL083C	Phosphopantothenate--cysteine ligase CAB2 (EC 6.3.2.5) (Coenzyme A biosynthesis protein 2) (Phosphopantothenoylcysteine synthetase) (PPC synthetase)	41867
P40507	AIR1 YIL079C	Protein AIR1 (Arginine methyltransferase-interacting RING finger protein 1)	41631
P40509	SEC28 YIL076W	Coatomer subunit epsilon (Epsilon-coat protein) (Epsilon-COP)	33829
P40510	SER33 YIL074C	D-3-phosphoglycerate dehydrogenase 2 (3-PGDH 2) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399)	51188
P40515	FIS1 MDV2 YIL065C	Mitochondrial fission 1 protein (Mitochondrial division protein 2)	17733
P40526	DFG10 YIL049W	Polyprenal reductase (EC 1.3.1.94)	30306
P40527	NEO1 YIL048W	Phospholipid-transporting ATPase NEO1 (EC 7.6.2.1)	130218
P40530	PKP1 YIL042C	[Pyruvate dehydrogenase (acetyl-transferring)] kinase 1, mitochondrial (PDK 1) (Pyruvate dehydrogenase kinase 1) (EC 2.7.11.2) (Protein kinase of PDH protein 1) (Pyruvate dehydrogenase complex kinase 1) (PDC kinase 1) ([Pyruvate dehydrogenase [lipoamide]] kinase 1)	45444
P40535	CST6 ACA2 YIL036W	ATF/CREB activator 2 (Chromosome stability protein CST6)	65264
P40537	ULP2 SMT4 YIL031W	Ubiquitin-like-specific protease 2 (EC 3.4.22.-)	116883
P40540	EMC5 KRE27 YIL027C	ER membrane protein complex subunit 5 (Killer toxin-resistance protein 27)	15907
P40541	IRR1 SCC3 YIL026C	Cohesin subunit SCC3 (Irregular cell behavior protein 1)	133009
P40543	ATG45 YIL024C	Autophagy receptor ATG45 (Autophagy-related protein 45)	21791
P40547	VID28 GID5 YIL017C	GID complex subunit 5 (Glucose-induced degradation protein 5) (Vacuolar import and degradation protein 28)	105491
P40548	SNL1 YIL016W	HSP70 co-chaperone SNL1 (Suppressor of NUP116-C lethal)	18306
P40553	DOT5 YIL010W	Peroxiredoxin DOT5 (Prx) (EC 1.11.1.24) (Disrupter of telomere silencing protein 5) (Nuclear thiol peroxidase) (nTPx) (Thioredoxin peroxidase) (Thioredoxin-dependent peroxiredoxin DOT5)	24120
P40554	URM1 YIL008W	Ubiquitin-related modifier 1	11028
P40556	YIA6 NDT1 YIL006W	Mitochondrial nicotinamide adenine dinucleotide transporter 1 (Mitochondrial NAD(+) transporter 1)	41954
P40557	EPS1 YIL005W YIA5W	ER-retained PMA1-suppressing protein 1 (EC 5.3.4.1)	81219
P40558	CFD1 DRE3 RIX19 YIL003W YIA3W	Cytosolic Fe-S cluster assembly factor CFD1 (Cytosolic Fe-S cluster-deficient protein 1) (Ribosomal export protein 19)	31922
P40559	INP51 SJL1 YIL002C YIA2C	Phosphatidylinositol 4,5-bisphosphate 5-phosphatase INP51 (EC 3.1.3.36) (Synaptojanin-like protein 1)	108430
P40562	MPH1 YIR002C YIB2C	ATP-dependent DNA helicase MPH1 (EC 3.6.4.12) (FANCM-like protein 1) (Mutator phenotype protein 1)	114058
P40563	AIM21 YIR003W YIB3W	Altered inheritance of mitochondria protein 21	74763
P40564	DJP1 ICS1 PAS22 YIR004W YIB4W	DnaJ-like protein 1 (Peroxisome assembly protein 22)	48575
P40565	IST3 SNU17 YIR005W YIB5W	U2 snRNP component IST3 (Increased sodium tolerance protein 3) (U2 snRNP protein SNU17)	17098
P40568	DSN1 YIR010W YIB10W	Kinetochore-associated protein DSN1	65692
P40571	RPR2 YIR015W	Ribonuclease P protein subunit RPR2 (EC 3.1.26.5) (RNA-processing protein RPR2) (RNase P 16.4 kDa subunit)	16344
P40573	MET28 YIR017C	Transcriptional activator of sulfur metabolism MET28 (Methionine-requiring protein 28)	21590
P40577	MND2 YIR025W	Anaphase-promoting complex subunit MND2 (Meiotic nuclear division protein 2)	42826
P40581	HYR1 GPX3 ORP1 YIR037W	Glutathione peroxidase-like peroxiredoxin HYR1 (EC 1.11.1.24) (Glutathione peroxidase homolog 3) (GPx 3) (Hydrogen peroxide resistance protein 1) (Oxidant receptor peroxidase 1) (Phospholipid hydroperoxide glutathione peroxidase 3) (PHGPx3)	18641
P40693	RLP7 RPL7 YNL002C N2014	Ribosome biogenesis protein RLP7 (Ribosomal protein L7-like)	36559
P40825	ALA1 CDC64 YOR335C	Alanine--tRNA ligase, mitochondrial (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	110059
P40850	MKT1 YNL085W N2302	Post-transcriptional regulator MKT1 (Inactive endonuclease MKT1)	94495
P40851	AXL1 YPR122W P9642.4	Putative protease AXL1 (EC 3.4.24.-)	138332
P40857	PHS1 YJL097W J0902	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase PHS1 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase PHS1) (HACD) (PTPLA homolog involved in sphingolipid biosynthesis protein 1)	24511
P40917	CIN5 HAL6 SDS15 YAP4 YOR028C OR26.18	AP-1-like transcription factor YAP4 (Chromosome instability protein 5) (Transcription activator CIN5)	32975
P40955	CHS6 CSD3 YJL099W J0838	Chitin biosynthesis protein CHS6 (Protein CSD3)	86042
P40956	GTS1 LSR1 YGL181W	Protein GTS1 (Protein LSR1)	44407
P40957	MAD1 YGL086W	Spindle assembly checkpoint component MAD1 (Mitotic arrest deficient protein 1)	87651
P40958	MAD2 YJL030W J1256	Mitotic spindle checkpoint component MAD2 (Mitotic MAD2 protein)	22284
P40959	MVP1 YMR004W YM8270.06	Sorting nexin MVP1	59657
P40961	PHB1 PHB YGR132C	Prohibitin-1	31427
P40963	SAS2 ESO1 YMR127C YM9553.03C	Histone acetyltransferase SAS2 (EC 2.3.1.48) (Something about silencing protein 2)	39206
P40968	CDC40 PRP17 SLU4 XRS2 YDR364C D9481.11	Pre-mRNA-processing factor 17 (Cell division control protein 40)	52048
P40969	CEP3 CBF3 CBF3B CSL1 YMR168C YM8520.17C	Centromere DNA-binding protein complex CBF3 subunit B (Centromere protein 3)	71358
P40970	LCB2 SCS1 TSC1 YDR062W D4246 YD9609.16	Serine palmitoyltransferase 2 (SPT 2) (EC 2.3.1.50) (Long chain base biosynthesis protein 2)	63111
P40988	FET4 YMR319C YM9924.11C	Low-affinity Fe(2+) transport protein (Low-affinity Fe(II) transport protein)	62792
P40989	GSC2 FKS2 GLS2 YGR032W	1,3-beta-glucan synthase component GSC2 (EC 2.4.1.34) (1,3-beta-D-glucan-UDP glucosyltransferase) (FK506 sensitivity protein 2) (Glucan synthase of cerevisiae protein 2)	216990
P40991	NOP2 YNA1 YNL061W N2428 YNL2428W	25S rRNA (cytosine(2870)-C(5))-methyltransferase (EC 2.1.1.310) (Nucleolar protein 2)	69812
P40992	RRN7 YJL025W J1273	RNA polymerase I-specific transcription initiation factor RRN7	60357
P40993	SNM1 YDR478W D8035.21	Ribonuclease MRP protein subunit SNM1 (RNA-processing protein SNM1) (RNase MRP 22.5 kDa subunit)	22541
P40994	ARF3 YOR094W YOR3172W	ADP-ribosylation factor 3	20696
P41056	RPL33B RPL37B YOR234C O5224	Large ribosomal subunit protein eL33B (60S ribosomal protein L33-B) (L37) (RP47) (YL37)	12168
P41277	GPP1 RHR2 YIL053W	Glycerol-1-phosphate phosphohydrolase 1 (EC 3.1.3.21) ((DL)-glycerol-3-phosphatase 1) (Related to HOR2 protein 2)	27947
P41318	LST8 YNL006W N2005	Target of rapamycin complex subunit LST8 (TORC subunit LST8) (Lethal with SEC13 protein 8)	34034
P41338	ERG10 YPL028W LPB3	Acetyl-CoA acetyltransferase (EC 2.3.1.9) (Acetoacetyl-CoA thiolase) (Ergosterol biosynthesis protein 10)	41729
P41543	OST1 NLT1 YJL002C J1404	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (N-linked oligosaccharyl transferase subunit 1) (Oligosaccharyl transferase 64 kDa subunit) (Oligosaccharyl transferase subunit OST1) (Oligosaccharyl transferase subunit alpha)	54072
P41546	HAC1 ERN4 IRE15 IRE2 YFL031W	Transcriptional activator HAC1	26905
P41695	BUB1 YGR188C G7542	Spindle assembly checkpoint serine/threonine-protein kinase BUB1 (EC 2.7.11.1) (Checkpoint serine/threonine-protein kinase BUB1)	117868
P41696	AZF1 YOR113W O3244 YOR3244W	Transcription factor AZF1 (asparagine-rich zinc-finger protein 1)	101170
P41697	BUD6 AIP3 YLR319C L8543.5	Bud site selection protein 6 (Actin-interacting protein 3)	88817
P41698	BUD8 YLR353W L9638.3	Bud site selection protein 8	66289
P41735	CAT5 COQ7 YOR125C O3284 YOR3284C	5-demethoxyubiquinone hydroxylase, mitochondrial (DMQ hydroxylase) (EC 1.14.99.60) (Catabolite repression protein 5) (NADPH-dependent 3-demethoxyubiquinone 3-hydroxylase) (EC 1.14.13.253) (Ubiquinone biosynthesis monooxygenase COQ7)	26060
P41800	MMM1 YME6 YLL006W L1357	Maintenance of mitochondrial morphology protein 1 (Mitochondrial outer membrane protein MMM1) (Yeast mitochondrial escape protein 6)	48660
P41805	RPL10 GRC5 QSR1 YLR075W	Large ribosomal subunit protein uL16 (60S ribosomal protein L10) (L9) (Ubiquinol-cytochrome C reductase complex subunit VI-requiring protein)	25361
P41807	VMA13 CLS11 YPR036W YP3085.02	V-type proton ATPase subunit H (V-ATPase subunit H) (V-ATPase 54 kDa subunit) (Vacuolar proton pump subunit H)	54416
P41808	SMK1 YPR054W YP9499.10	Sporulation-specific mitogen-activated protein kinase SMK1 (MAP kinase SMK1) (EC 2.7.11.24)	44300
P41809	HKR1 YDR420W	Signaling mucin HKR1 (Hansenula MRAKII killer toxin-resistant protein 1)	188948
P41810	SEC26 YDR238C YD8419.05C	Coatomer subunit beta (Beta-coat protein) (Beta-COP)	109019
P41811	SEC27 YGL137W G2827	Coatomer subunit beta' (Beta'-coat protein) (Beta'-COP)	99445
P41812	POP1 YNL221C N1285	Ribonucleases P/MRP protein subunit POP1 (EC 3.1.26.5) (RNA-processing protein POP1) (RNases P/MRP 100.4 kDa subunit)	100395
P41813	FKH2 YNL068C N2403 YNL2403C	Fork head protein homolog 2	94374
P41816	OYE3 YPL171C P2291	NADPH dehydrogenase 3 (EC 1.6.99.1) (Old yellow enzyme 3)	44920
P41821	MID1 YNL291C N0530	Stretch-activated cation channel MID1 (Mating pheromone-induced death protein 2)	61575
P41832	BNI1 PPF3 SHE5 YNL271C N0646	Protein BNI1 (Pointed projection formation protein 3) (Sensitive to high expression protein 5) (Synthetic lethal 39)	219673
P41833	IME4 SPO8 YGL192W G1337	N(6)-adenosine-methyltransferase IME4 (EC 2.1.1.348)	69396
P41834	UFE1 YOR075W YOR29-26	Syntaxin UFE1	40539
P41835	THI6 YPL214C	Thiamine biosynthetic bifunctional enzyme [Includes: Thiamine-phosphate synthase (TP synthase) (TPS) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase) (TMP pyrophosphorylase) (TMP-PPase); Hydroxyethylthiazole kinase (EC 2.7.1.50) (4-methyl-5-beta-hydroxyethylthiazole kinase) (TH kinase) (THZ kinase)]	58059
P41895	TFG1 SSU71 YGR186W G7526	Transcription initiation factor IIF subunit alpha (TFIIF-alpha) (TFIIF large subunit) (Transcription factor G 105 kDa subunit) (P105)	82194
P41896	TFG2 YGR005C	Transcription initiation factor IIF subunit beta (TFIIF medium subunit) (TFIIF-beta) (Transcription factor G 54 kDa subunit)	46605
P41901	SPR3 YGR059W	Sporulation-regulated protein 3	59845
P41909	PXA1 PAL1 PAT2 SSH2 YPL147W LPI1W P2607	Peroxisomal long-chain fatty acid import protein 2 (Peroxisomal ABC transporter 1)	100025
P41911	GPD2 GPD3 YOL059W O1222	Glycerol-3-phosphate dehydrogenase [NAD(+)] 2, mitochondrial (EC 1.1.1.8)	49422
P41920	YRB1 CST20 HTN1 SFO1 YDR002W YD8119.08	Ran-specific GTPase-activating protein 1 (Chromosome stability protein 20) (Perinuclear array-localized protein) (Ran-binding protein 1) (RANBP1)	22953
P41921	GLR1 YPL091W LPG17W	Glutathione reductase (GR) (GRase) (EC 1.8.1.7)	53441
P41939	IDP2 YLR174W L9470.12	Isocitrate dehydrogenase [NADP] cytoplasmic (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	46562
P41948	MEP2 AMT2 YNL142W N1207 N1820	Ammonium transporter MEP2	53401
P42073	REF2 YDR195W YD9346.06	RNA end formation protein 2	59819
P42835	EGT2 YNL327W N0320	Protein EGT2 (Early G1 transcript 2)	108525
P42836	PFA3 YNL326C N0325	Palmitoyltransferase PFA3 (EC 2.3.1.225) (Protein fatty acyltransferase 3)	39184
P42837	FIG4 YNL325C N0330	Polyphosphoinositide phosphatase (EC 3.1.3.-) (Factor-induced gene 4 protein) (Phosphatidylinositol 3,5-bisphosphate 5-phosphatase)	101746
P42838	LEM3 BRE3 ROS3 YNL323W N0333	Phospholipid-transporting ATPase accessory subunit LEM3 (Alkylphosphocholine resistance protein LEM3) (Brefeldin-A sensitivity protein 3) (Ro-sensitive 3)	47438
P42839	VNX1 YNL321W N0339	Low affinity vacuolar monovalent cation/H(+) antiporter (Vacuolar Na(+)/H(+) exchanger)	102499
P42844	ZIM17 FMP28 HEP1 TIM15 YNL310C N0381	Mitochondrial protein import protein ZIM17 (Mitochondrial import inner membrane translocase subunit TIM15) (mtHsp70 escort protein 1) (mtHsp70-associated motor and chaperone protein TIM15/ZIM17) (MMC)	19855
P42845	STB1 YNL309W N0384	Protein STB1 (SIN3-binding protein 1)	45684
P42935	ELP2 TOT2 YGR200C G7725	Elongator complex protein 2 (Gamma-toxin target 2)	89411
P42939	MVB12 YGR206W G7740	Multivesicular body sorting factor 12 (12 kDa multivesicular body sorting factor) (ESCRT-I complex subunit MVB12)	11968
P42945	UTP10 YJL109C J0808	U3 small nucleolar RNA-associated protein 10 (U3 snoRNA-associated protein 10) (U three protein 10) (U3 protein 10 required for transcription) (t-UTP10)	200082
P42949	PAM16 TIM16 YJL104W J0822	Mitochondrial import inner membrane translocase subunit TIM16 (Presequence translocated-associated motor subunit PAM16)	16216
