Entry	Gene Names	Protein names	Mass
A0A2V1AUK5	CXQ85_002385	Pyruvate dehydrogenase complex protein X component, mitochondrial	47517
A0A2V1AS75	CXQ85_002386	Uncharacterized protein	53350
A0A2V1ATI2	CXQ85_002388	Transcription factor IIIC 90kDa subunit N-terminal domain-containing protein	80361
A0A2V1AS91	CXQ85_002389	Uncharacterized protein	32875
A0A2V1AS33	CXQ85_002390	L-serine ammonia-lyase (EC 4.3.1.17)	37541
A0A2V1ASW3	CXQ85_002391	Fe2OG dioxygenase domain-containing protein	27515
A0A2V1AQU2	CXQ85_002392	Nuclear pore protein	118297
A0A2V1AS00	CXQ85_002393	Choline transport protein	57638
A0A2V1ARW4	CXQ85_002394	LNS2/PITP domain-containing protein	93406
A0A2V1ARA6	CXQ85_002395	Uncharacterized protein	79480
A0A2V1AUL6	CXQ85_002397	RRM domain-containing protein	31045
A0A2V1ASA1	CXQ85_002400	Anaphase-promoting complex subunit 4 WD40 domain-containing protein	96288
A0A2V1AS44	CXQ85_002401	SCD domain-containing protein	129569
A0A2V1ASX3	CXQ85_002402	SWIRM domain-containing protein	64659
A0A2V1AQV5	CXQ85_002403	tRNA-5-taurinomethyluridine 2-sulfurtransferase (EC 2.8.1.14)	46592
A0A2V1AS10	CXQ85_002404	C2H2-type domain-containing protein	69072
A0A2V1ARX9	CXQ85_002408	Type 1 phosphatases regulator	16255
A0A2V1ARB8	CXQ85_002409	WSC domain-containing protein	46862
A0A2V1AUM9	CXQ85_002410	Central kinetochore subunit MCM21	35830
A0A2V1AS94	CXQ85_002411	Clathrin heavy chain	188695
A0A2V1ATK3	CXQ85_002412	Uncharacterized protein	38616
A0A2V1ASB1	CXQ85_002414	Pre-mRNA-splicing factor CEF1	68857
A0A2V1AS61	CXQ85_002415	BRO1 domain-containing protein	87863
A0A2V1ASY8	CXQ85_002416	tRNA dimethylallyltransferase (EC 2.5.1.75)	53104
A0A2V1AQW8	CXQ85_002417	Nitrogen regulatory protein areA GATA-like domain-containing protein	98778
A0A2V1AS27	CXQ85_002418	Vacuolar membrane protein	34066
A0A2V1ARZ2	CXQ85_002419	Vacuolar protein sorting-associated protein 54 C-terminal domain-containing protein	151747
A0A2V1ARD0	CXQ85_002420	Fe2OG dioxygenase domain-containing protein	42247
A0A2V1AUS4	CXQ85_002421	Uncharacterized protein	41247
A0A2V1ASB0	CXQ85_002422	Mitochondrial thiamine pyrophosphate carrier 1	33191
A0A2V1ATL9	CXQ85_002423	MutL C-terminal dimerisation domain-containing protein	102070
A0A2V1ASC7	CXQ85_002424	palmitoyl-CoA hydrolase (EC 3.1.2.2)	38610
A0A2V1AS71	CXQ85_002425	palmitoyl-CoA hydrolase (EC 3.1.2.2)	39228
A0A2V1ASZ8	CXQ85_002426	palmitoyl-CoA hydrolase (EC 3.1.2.2)	39058
A0A2V1AQX8	CXQ85_002427	Vacuolar protein sorting-associated protein 33A	79106
A0A2V1AS37	CXQ85_002428	CID domain-containing protein	51452
A0A2V1AS01	CXQ85_002429	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	47063
A0A2V1ARE0	CXQ85_002430	HTH APSES-type domain-containing protein	52570
A0A2V1AUT1	CXQ85_002431	Conserved oligomeric Golgi complex subunit 6 (COG complex subunit 6) (Component of oligomeric Golgi complex 6)	83546
A0A2V1ASC0	CXQ85_002432	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 (EC 2.5.1.108)	45505
A0A2V1ATM6	CXQ85_002433	CS domain-containing protein	54971
A0A2V1ASD7	CXQ85_002434	Uncharacterized protein	54643
A0A2V1AS81	CXQ85_002435	Alcohol dehydrogenase N-terminal domain-containing protein	73024
A0A2V1AT08	CXQ85_002436	Lysosomal cobalamin transporter	74606
A0A2V1AQY8	CXQ85_002437	Protein GCN20	84721
A0A2V1AS48	CXQ85_002438	Metallo-beta-lactamase domain-containing protein	50229
A0A2V1AS11	CXQ85_002439	Protein MGR2	11050
A0A2V1ARE9	CXQ85_002440	DUF1690 domain-containing protein	16400
A0A2V1AUT8	CXQ85_002441	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	54516
A0A2V1ASC9	CXQ85_002442	Aldehyde dehydrogenase domain-containing protein	65322
A0A2V1ATN6	CXQ85_002443	AB hydrolase-1 domain-containing protein	34944
A0A2V1ASE6	CXQ85_002444	Autophagy-related protein 18	64081
A0A2V1AS90	CXQ85_002447	RNA polymerase I-specific transcription initiation factor RRN3	67457
A0A2V1AT16	CXQ85_002448	JAB1/MPN/MOV34 metalloenzyme domain-containing protein	25379
A0A2V1AY32	CXQ85_002450	Gfd2/YDR514C-like C-terminal domain-containing protein	32488
A0A2V1AZE6	CXQ85_002451	Transcription initiation factor IIB (General transcription factor TFIIB)	37776
A0A2V1AY63	CXQ85_002452	Uncharacterized protein	17967
A0A2V1AY04	CXQ85_002453	Urea active transporter	71950
A0A2V1AZ15	CXQ85_002454	Major facilitator superfamily (MFS) profile domain-containing protein	73789
A0A2V1AXC7	CXQ85_002455	Formamidase	47458
A0A2V1AY03	CXQ85_002456	CFEM domain-containing protein	62608
A0A2V1AYB2	CXQ85_002457	Thiamine transporter	59778
A0A2V1AXB5	CXQ85_002459	Protein FYV8	91286
A0A2V1B0S5	CXQ85_002460	Metacaspase-1	48671
A0A2V1AY41	CXQ85_002461	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing] (EC 1.3.1.124)	30099
A0A2V1AZF4	CXQ85_002462	J domain-containing protein	36369
A0A2V1AY74	CXQ85_002463	candidapepsin (EC 3.4.23.24)	62593
A0A2V1AY12	CXQ85_002464	histidine kinase (EC 2.7.13.3)	119526
A0A2V1AZ25	CXQ85_002465	DNA polymerase delta catalytic subunit (EC 2.7.7.7)	238214
A0A2V1AXD1	CXQ85_002466	Uncharacterized protein	34393
A0A2V1AY13	CXQ85_002467	Peroxisomal membrane protein PEX14 (Peroxin-14)	44547
A0A2V1AYC2	CXQ85_002468	Mitochondrial glycine transporter (Solute carrier family 25 member 38 homolog)	34570
A0A2V1AXC5	CXQ85_002469	Prenyltransferase alpha-alpha toroid domain-containing protein	43410
A0A2V1B0T3	CXQ85_002470	holo-[acyl-carrier-protein] synthase (EC 2.7.8.7)	32857
A0A2V1AY51	CXQ85_002471	Aromatic amino acid beta-eliminating lyase/threonine aldolase domain-containing protein	40566
A0A2V1AZF9	CXQ85_002472	Aldehyde dehydrogenase domain-containing protein	53847
A0A2V1AY85	CXQ85_002473	F-box domain-containing protein	59298
A0A2V1AY24	CXQ85_002474	Uncharacterized protein	41031
A0A2V1AZ34	CXQ85_002475	Myosin-binding domain-containing protein	90083
A0A2V1AXE3	CXQ85_002476	Chromatin-remodeling ATPase INO80 (EC 3.6.4.-)	147860
A0A2V1AY23	CXQ85_002477	TMEM14 protein	11333
A0A2V1AYD2	CXQ85_002478	40S ribosomal protein S3	26915
A0A2V1AXD2	CXQ85_002479	phosphoribosylformylglycinamidine synthase (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (Formylglycinamide ribotide amidotransferase)	147162
A0A2V1B0U3	CXQ85_002480	Ribosome biogenesis protein SLX9	17549
A0A2V1AY60	CXQ85_002481	Protein FMP42	58407
A0A2V1AZG6	CXQ85_002482	Uncharacterized protein	14667
A0A2V1AY94	CXQ85_002483	DNA-directed RNA polymerases I, II, and III subunit RPABC3	16778
A0A2V1AY34	CXQ85_002484	ASX DEUBAD domain-containing protein	17328
A0A2V1AZ42	CXQ85_002485	Mannosyltransferase	77186
A0A2V1AXF6	CXQ85_002488	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	55821
A0A2V1AY33	CXQ85_002490	Nicotinate phosphoribosyltransferase (EC 6.3.4.21)	47574
A0A2V1AYE2	CXQ85_002491	Importin N-terminal domain-containing protein	64994
A0A2V1AXE0	CXQ85_002492	Uncharacterized protein	117455
A0A2V1B0V0	CXQ85_002493	Glutathione S-transferase	29788
A0A2V1AY70	CXQ85_002494	TauD/TfdA-like domain-containing protein	47010
A0A2V1AZH6	CXQ85_002495	Mannosyltransferase	53255
A0A2V1AYA2	CXQ85_002496	OPT family small oligopeptide transporter	87095
A0A2V1AY43	CXQ85_002497	Aspartate-tRNA ligase	77182
A0A2V1AZ48	CXQ85_002498	Nucleolar protein 9 (Pumilio domain-containing protein NOP9)	81746
A0A2V1AXG8	CXQ85_002499	Glutathione S-transferase	29158
A0A2V1AY44	CXQ85_002500	20S-pre-rRNA D-site endonuclease NOB1	51094
A0A2V1AYF2	CXQ85_002501	EH domain-containing protein	75628
A0A2V1AXF1	CXQ85_002502	PX domain-containing protein	83909
A0A2V1B0V8	CXQ85_002503	sphinganine-1-phosphate aldolase (EC 4.1.2.27) (Sphingosine-1-phosphate aldolase)	65451
A0A2V1AY81	CXQ85_002504	Uncharacterized protein	23725
A0A2V1AZI6	CXQ85_002505	Uncharacterized protein	191686
A0A2V1AYB1	CXQ85_002506	CP-type G domain-containing protein	75070
A0A2V1AY54	CXQ85_002507	Small COPII coat GTPase SAR1 (Small COPII coat GTPase sar1)	72687
A0A2V1AZ58	CXQ85_002508	Uncharacterized protein	34373
A0A2V1AXH6	CXQ85_002509	Altered inheritance of mitochondria protein 9, mitochondrial (Found in mitochondrial proteome protein 29)	70065
A0A2V1AY52	CXQ85_002510	Trafficking protein particle complex subunit	16650
A0A2V1AYG1	CXQ85_002511	Inheritance of peroxisomes protein 1	53312
A0A2V1AXG0	CXQ85_002512	Uncharacterized protein	87703
A0A2V1B0W5	CXQ85_002513	Thioredoxin	36309
A0A2V1AY92	CXQ85_002514	Letm1 RBD domain-containing protein	54914
A0A2V1AZJ6	CXQ85_002515	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	16194
A0A2V1AYC0	CXQ85_002516	DUF1746 domain-containing protein	30922
A0A2V1AY65	CXQ85_002517	Uncharacterized protein	146259
A0A2V1AZ70	CXQ85_002518	Uncharacterized protein	12894
A0A2V1AXI5	CXQ85_002519	[histone H3]-trimethyl-L-lysine(9) demethylase (EC 1.14.11.66)	85376
A0A2V1AY61	CXQ85_002520	Checkpoint protein RAD24	68989
A0A2V1AYG7	CXQ85_002521	Grx4 family monothiol glutaredoxin	26110
A0A2V1AXH0	CXQ85_002522	C2H2-type domain-containing protein	136129
A0A2V1B0X3	CXQ85_002523	Vacuolar ATPase assembly integral membrane protein VMA21	13778
A0A2V1AY99	CXQ85_002524	TMEM205-like domain-containing protein	17493
A0A2V1AZK6	CXQ85_002525	DNA mismatch repair protein	134387
A0A2V1AYC9	CXQ85_002526	Protein BIG1	23493
A0A2V1AY73	CXQ85_002527	Nucleotidyl transferase domain-containing protein	47551
A0A2V1AZ80	CXQ85_002528	RNA exonuclease 3	63395
A0A2V1AXJ7	CXQ85_002529	Palmitoyltransferase (EC 2.3.1.225)	84721
A0A2V1AY72	CXQ85_002530	Vacuolar membrane protein	30466
A0A2V1AYH7	CXQ85_002531	Uncharacterized protein	52513
A0A2V1AXI1	CXQ85_002532	Uncharacterized protein	39926
A0A2V1B0Y1	CXQ85_002533	peptidylprolyl isomerase (EC 5.2.1.8)	41079
A0A2V1AYA9	CXQ85_002534	Uncharacterized protein	41360
A0A2V1AZL3	CXQ85_002535	Midasin	557822
A0A2V1AYD3	CXQ85_002536	Protein phosphatase (EC 3.1.3.16)	46143
A0A2V1AY83	CXQ85_002537	Pentafunctional AROM polypeptide [Includes: 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4); 3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS); Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10); Shikimate dehydrogenase (EC 1.1.1.25)]	235908
A0A2V1AZ91	CXQ85_002540	ADP-ribosylation factor GTPase-activating protein	106000
A0A2V1AXK7	CXQ85_002541	RNA polymerase II transcription factor B subunit 3 (RNA polymerase II transcription factor B 38 kDa subunit) (RNA polymerase II transcription factor B p38 subunit)	39771
A0A2V1AY80	CXQ85_002542	Uncharacterized protein	43378
A0A2V1AYI9	CXQ85_002543	EKC/KEOPS complex subunit CGI121 (EKC/KEOPS complex subunit cgi121)	21460
A0A2V1AXI9	CXQ85_002544	Uncharacterized protein	71497
A0A2V1B0Y9	CXQ85_002545	TEA domain-containing protein	95647
A0A2V1AYB9	CXQ85_002546	non-specific serine/threonine protein kinase (EC 2.7.11.1)	42973
A0A2V1AZM4	CXQ85_002547	RNA polymerase II-associated protein RBA50	49749
A0A2V1AYE3	CXQ85_002548	Uncharacterized protein	22887
A0A2V1AY93	CXQ85_002549	ER membrane protein complex subunit 1	95621
A0A2V1AZA1	CXQ85_002550	Zn(2)-C6 fungal-type domain-containing protein	72988
A0A2V1AXL8	CXQ85_002551	Uncharacterized protein	16031
A0A2V1AY87	CXQ85_002552	TECPR1-like DysF domain-containing protein	55472
A0A2V1AYJ8	CXQ85_002553	Deacetylase sirtuin-type domain-containing protein	53570
A0A2V1AXK0	CXQ85_002554	non-specific serine/threonine protein kinase (EC 2.7.11.1)	69261
A0A2V1B0Z7	CXQ85_002555	U1 small nuclear ribonucleoprotein component SNU71	25160
A0A2V1AZN4	CXQ85_002557	Major facilitator superfamily (MFS) profile domain-containing protein	63391
A0A2V1AYF4	CXQ85_002558	G-protein coupled receptors family 1 profile domain-containing protein	71563
A0A2V1AYA4	CXQ85_002559	Amino acid permease/ SLC12A domain-containing protein	66158
A0A2V1AZA9	CXQ85_002560	Association with the SNF1 complex (ASC) domain-containing protein	40114
A0A2V1AXM8	CXQ85_002561	Pheromone alpha factor receptor	41778
A0A2V1AY96	CXQ85_002562	diphosphoinositol-polyphosphate diphosphatase (EC 3.6.1.52)	33138
A0A2V1AYK8	CXQ85_002563	Uncharacterized protein	12357
A0A2V1AQR4	CXQ85_002564 CXQ85_003420	Histone H3	15374
A0A2V1B103	CXQ85_002565 CXQ85_003421	Histone H4	11379
A0A2V1AYD4	CXQ85_002566	Mannosyltransferase	67665
A0A2V1AZP2	CXQ85_002567	Transcriptional regulatory protein SDS3	40154
A0A2V1AYG6	CXQ85_002568	N-acetyltransferase domain-containing protein	25182
A0A2V1AYB4	CXQ85_002569	N-acetyltransferase domain-containing protein	62809
A0A2V1AZB7	CXQ85_002570	Protein URA2	244074
A0A2V1AXN5	CXQ85_002571	Major facilitator superfamily (MFS) profile domain-containing protein	62955
A0A2V1AYA6	CXQ85_002572	Potassium transport protein	115746
A0A2V1AYL8	CXQ85_002573	U3 small nucleolar ribonucleoprotein protein IMP4	34574
A0A2V1AXM0	CXQ85_002574	Uncharacterized protein	47168
A0A2V1B109	CXQ85_002575	REM-1 domain-containing protein	145280
A0A2V1AYE4	CXQ85_002576	Uncharacterized protein	24261
A0A2V1AZQ1	CXQ85_002577	Histone chaperone	27334
A0A2V1AYH5	CXQ85_002578	Uncharacterized protein	52432
A0A2V1AYC1	CXQ85_002579	Auxin efflux carrier	48164
A0A2V1AZC5	CXQ85_002580	GTP-binding protein rhb1	20581
A0A2V1AXP4	CXQ85_002581	FAD dependent oxidoreductase domain-containing protein	38962
A0A2V1AYB6	CXQ85_002582	Golgi apyrase	80441
A0A2V1AYM8	CXQ85_002583	Protein FYV10 (Protein fyv10)	53261
A0A2V1AXM9	CXQ85_002584	25S rRNA (uridine-N(3))-methyltransferase BMT5-like domain-containing protein	36729
A0A2V1B116	CXQ85_002585	Ubiquitin carboxyl-terminal hydrolase	130327
A0A2V1AYF3	CXQ85_002586	tRNA wybutosine-synthesizing protein 2 (tRNA-yW-synthesizing protein 2) (tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase)	47989
A0A2V1AZR1	CXQ85_002587	C2H2-type domain-containing protein	64284
A0A2V1AYI4	CXQ85_002588	Bacterial surface antigen (D15) domain-containing protein	54778
A0A2V1AYD0	CXQ85_002589	DNA/pantothenate metabolism flavoprotein C-terminal domain-containing protein	40234
A0A2V1AZD4	CXQ85_002590	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	12490
A0A2V1AXQ3	CXQ85_002591	Cyclin-like domain-containing protein	38627
A0A2V1AYC6	CXQ85_002592	TLC domain-containing protein	45047
A0A2V1AYN7	CXQ85_002593	Amino acid transporter transmembrane domain-containing protein	47101
A0A2V1AXN9	CXQ85_002594	Dynactin subunit 4	30132
A0A2V1B122	CXQ85_002595	SSD domain-containing protein	216518
A0A2V1AYG3	CXQ85_002596	Deoxycytidylate deaminase	30096
A0A2V1AZR8	CXQ85_002597	Fumarylacetoacetase-like C-terminal domain-containing protein	27218
A0A2V1AYJ5	CXQ85_002598	Plasma membrane iron permease	43319
A0A2V1AYD9	CXQ85_002599	glucan endo-1,3-beta-D-glucosidase (EC 3.2.1.39)	119025
A0A2V1AZE1	CXQ85_002600	Major facilitator superfamily (MFS) profile domain-containing protein	75938
A0A2V1AXR3	CXQ85_002601	Mitochondrial import inner membrane translocase subunit TIM9	64066
A0A2V1AYD5	CXQ85_002602	asparagine--tRNA ligase (EC 6.1.1.22)	55664
A0A2V1AYP5	CXQ85_002603	Histidinol-phosphatase (HolPase) (EC 3.1.3.15)	36360
A0A2V1AXP6	CXQ85_002604	proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase)	76196
A0A2V1B127	CXQ85_002605	asparagine--tRNA ligase (EC 6.1.1.22) (Asparaginyl-tRNA synthetase)	62149
A0A2V1AYH3	CXQ85_002606	Arginosuccinase	51863
A0A2V1AZS2	CXQ85_002607	Uncharacterized protein	14326
A0A2V1AYK3	CXQ85_002608	Uncharacterized protein	143903
A0A2V1AYE8	CXQ85_002609	Pre-mRNA-splicing factor ISY1	25265
A0A2V1AZF0	CXQ85_002610	Uncharacterized protein	21153
A0A2V1AXS2	CXQ85_002611	Initiation-specific alpha-1,6-mannosyltransferase	42496
A0A2V1AYE6	CXQ85_002612	RNA helicase (EC 3.6.4.13)	68440
A0A2V1AYQ5	CXQ85_002613	NAD(+) kinase	59724
A0A2V1AXQ6	CXQ85_002614	guanosine-diphosphatase (EC 3.6.1.42)	61632
A0A2V1B132	CXQ85_002615	DNA replication checkpoint mediator MRC1 domain-containing protein	90544
A0A2V1AYI3	CXQ85_002616	Transcription factor BYE1	178092
A0A2V1AZT2	CXQ85_002617	Proline dehydrogenase (EC 1.5.5.2)	54532
A0A2V1AYL2	CXQ85_002618	Uncharacterized protein	85993
A0A2V1AYF6	CXQ85_002619	ABC1 atypical kinase-like domain-containing protein	62791
A0A2V1AZF8	CXQ85_002621	Uncharacterized protein	87033
A0A2V1AXT0	CXQ85_002622	Zn(2)-C6 fungal-type domain-containing protein	39706
A0A2V1AYF7	CXQ85_002623	Man1/Src1 C-terminal domain-containing protein	93852
A0A2V1AYR5	CXQ85_002624	RWD domain-containing protein	26577
A0A2V1AXR5	CXQ85_002625	SH3 domain-containing protein	22063
A0A2V1B138	CXQ85_002626	SANT domain-containing protein	71636
A0A2V1AYJ3	CXQ85_002627	Uncharacterized protein	34919
A0A2V1AZU0	CXQ85_002628	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	17558
A0A2V1AYM3	CXQ85_002629	Redoxin domain-containing protein	20361
A0A2V1AYH1	CXQ85_002630	UDENN domain-containing protein	79110
A0A2V1AZG8	CXQ85_002631	Uncharacterized protein	46777
A0A2V1AXU0	CXQ85_002632	Metal resistance protein YCF1	174438
A0A2V1AYG4	CXQ85_002633	Protein transport protein SEC1	86631
A0A2V1AYT3	CXQ85_002634	GDP-mannose transporter (GMT)	40335
A0A2V1AXS3	CXQ85_002635	Peptidase A1 domain-containing protein	60676
A0A2V1B142	CXQ85_002636	histidine kinase (EC 2.7.13.3)	138574
A0A2V1AYK4	CXQ85_002637	Dipeptidyl aminopeptidase B	96695
A0A2V1AZU9	CXQ85_002638	Translationally-controlled tumor protein homolog	18675
A0A2V1AYN2	CXQ85_002639	tRNA:m(4)X modification enzyme TRM13 (EC 2.1.1.225)	49121
A0A2V1AYH9	CXQ85_002640	Bud22 domain-containing protein	53094
A0A2V1AZH8	CXQ85_002641	Glucosidase 2 subunit beta	55958
A0A2V1AXU9	CXQ85_002642	Uncharacterized protein	59140
A0A2V1AYH4	CXQ85_002643	3-oxoacyl-[acyl-carrier-protein] reductase	26464
A0A2V1AYU6	CXQ85_002644	YCII-related domain-containing protein	12532
A0A2V1AXT5	CXQ85_002645	ubiquitinyl hydrolase 1 (EC 3.4.19.12)	113183
A0A2V1B147	CXQ85_002646	Uncharacterized protein	34488
A0A2V1AYL3	CXQ85_002647	Histone chaperone RTT106 (Histone chaperone rtt106)	50557
A0A2V1AZV7	CXQ85_002648	Uncharacterized protein	13061
A0A2V1AYP2	CXQ85_002649	Aminotransferase class I/classII large domain-containing protein	48692
A0A2V1AYI7	CXQ85_002650	PX domain-containing protein	37789
A0A2V1AZI8	CXQ85_002651	AB hydrolase-1 domain-containing protein	63997
A0A2V1AXV8	CXQ85_002652	FHA domain-containing protein	58772
A0A2V1AYI5	CXQ85_002653	Major facilitator superfamily (MFS) profile domain-containing protein	65365
A0A2V1AYV3	CXQ85_002654	Transcription factor domain-containing protein	49532
A0A2V1AXU2	CXQ85_002655	Zn(2)-C6 fungal-type domain-containing protein	68175
A0A2V1B152	CXQ85_002656	N-acetyltransferase domain-containing protein	17945
A0A2V1AYM0	CXQ85_002657	Phosphoglycerate mutase	29148
A0A2V1AZW7	CXQ85_002658	P-type Na(+) transporter (EC 7.2.2.3)	119634
A0A2V1AYQ2	CXQ85_002659	N-terminal acetyltransferase B complex subunit MDM20	87376
A0A2V1AYJ7	CXQ85_002660	Uncharacterized protein	42677
A0A2V1AZJ8	CXQ85_002661	Antagonist of mitotic exit network protein 1	66317
A0A2V1AXX0	CXQ85_002662	t-SNARE coiled-coil homology domain-containing protein	119150
A0A2V1AYJ4	CXQ85_002663	1-phosphatidylinositol-3-phosphate 5-kinase (EC 2.7.1.150)	323976
A0A2V1AYX1	CXQ85_002664	Vacuolar protein sorting-associated protein 74	38554
A0A2V1AXV3	CXQ85_002665	chitinase (EC 3.2.1.14)	40344
A0A2V1B156	CXQ85_002666	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	88301
A0A2V1AYM9	CXQ85_002667	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	40560
A0A2V1AZX6	CXQ85_002668	Amino acid permease/ SLC12A domain-containing protein	61208
A0A2V1AYR3	CXQ85_002669	MATE efflux family protein	59270
A0A2V1AYK5	CXQ85_002670	Mannan endo-1,6-alpha-mannosidase (EC 3.2.1.101)	50687
A0A2V1AZK8	CXQ85_002671	Haloacid dehalogenase, type II	37023
A0A2V1AXY0	CXQ85_002672	Zn(2)-C6 fungal-type domain-containing protein	93770
A0A2V1AYK6	CXQ85_002673	MHD domain-containing protein	67103
A0A2V1AYY3	CXQ85_002674	4a-hydroxytetrahydrobiopterin dehydratase (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase)	17223
A0A2V1AXW2	CXQ85_002675	RNA helicase (EC 3.6.4.13)	284908
A0A2V1B161	CXQ85_002676	V-SNARE coiled-coil homology domain-containing protein	33166
A0A2V1AYP0	CXQ85_002677	DNA polymerase epsilon subunit D (DNA polymerase II subunit D)	26241
A0A2V1AZY2	CXQ85_002678	DNA repair protein RAD5 (EC 2.3.1.48)	169833
A0A2V1AYS1	CXQ85_002679	Chromatin structure-remodeling complex protein RSC58	62095
A0A2V1AYL4	CXQ85_002680	Uncharacterized protein	56702
A0A2V1AZL8	CXQ85_002681	Mmc1 C-terminal domain-containing protein	65890
A0A2V1AXY9	CXQ85_002682	Scaffold protein Nfu/NifU N-terminal domain-containing protein	27073
A0A2V1AYL5	CXQ85_002683	Phosphate transporter	62261
A0A2V1AYZ3	CXQ85_002684	F-actin-capping protein subunit beta	32756
A0A2V1AXX2	CXQ85_002685	Topoisomerase I damage affected protein 11	39400
A0A2V1B172	CXQ85_002686	Uncharacterized protein	50051
A0A2V1AYP8	CXQ85_002687	Clathrin light chain	25121
A0A2V1AZZ0	CXQ85_002688	Elongator complex protein 2	89374
A0A2V1AYM2	CXQ85_002690	ATP-dependent RNA helicase (EC 3.6.4.13)	84508
A0A2V1AZM8	CXQ85_002691	DNA-directed RNA polymerase III subunit RPC4	41662
A0A2V1AXZ9	CXQ85_002692	Sas10 C-terminal domain-containing protein	61549
A0A2V1AYM4	CXQ85_002693	T-complex protein 1 subunit delta	57471
A0A2V1AZ03	CXQ85_002694	Uncharacterized protein	39222
A0A2V1AXY3	CXQ85_002695	SMP-30/Gluconolactonase/LRE-like region domain-containing protein	38865
A0A2V1B178	CXQ85_002696	HIT-type domain-containing protein	15879
A0A2V1AYQ6	CXQ85_002697	Cyclin N-terminal domain-containing protein	32879
A0A2V1B000	CXQ85_002698	Zn(2)-C6 fungal-type domain-containing protein	104100
A0A2V1AYU0	CXQ85_002699	C2H2-type domain-containing protein	55661
A0A2V1AYN0	CXQ85_002700	Cyclin N-terminal domain-containing protein	40887
A0A2V1AZN8	CXQ85_002701	Histone H2A.Z-specific chaperone CHZ1 (Histone H2A.Z-specific chaperone chz1)	18789
A0A2V1AY10	CXQ85_002702	Sm protein B	15037
A0A2V1AYN3	CXQ85_002703	Uncharacterized protein	24674
A0A2V1AZ11	CXQ85_002704	FACT complex subunit	115827
A0A2V1AXZ3	CXQ85_002705	DNA primase large subunit	58911
A0A2V1B187	CXQ85_002706	Uncharacterized protein	33793
A0A2V1AYR6	CXQ85_002707	Purine permease	61140
A0A2V1B009	CXQ85_002708	LicD/FKTN/FKRP nucleotidyltransferase domain-containing protein	97108
A0A2V1AYU9	CXQ85_002709	BHLH domain-containing protein	29777
A0A2V1AYN9	CXQ85_002710	Pyruvate decarboxylase	61669
A0A2V1AZP7	CXQ85_002711	Iron-sulfur clusters transporter ATM1, mitochondrial (Iron-sulfur clusters transporter atm1, mitochondrial)	78698
A0A2V1AY20	CXQ85_002712	Aminopeptidase (EC 3.4.11.-)	106534
A0A2V1AYP1	CXQ85_002713	Altered inheritance of mitochondria protein 21	29529
A0A2V1AZ23	CXQ85_002714	non-specific serine/threonine protein kinase (EC 2.7.11.1)	51748
A0A2V1AY05	CXQ85_002715	tRNA pseudouridine(38-40) synthase	57766
A0A2V1B196	CXQ85_002716	60S ribosome subunit biogenesis protein NIP7	20478
A0A2V1AYS3	CXQ85_002717	Small ribosomal subunit protein mS29	51736
A0A2V1B018	CXQ85_002718	ATP-dependent RNA helicase (EC 3.6.4.13)	64430
A0A2V1AYV8	CXQ85_002719	NAD(+) diphosphatase (EC 3.6.1.22)	47676
A0A2V1AYQ0	CXQ85_002720	GP-PDE domain-containing protein	45128
A0A2V1AZQ6	CXQ85_002721	Pre-mRNA-processing protein 45	36191
A0A2V1AY30	CXQ85_002722	WAC domain-containing protein	139357
A0A2V1AYP9	CXQ85_002723	Enoyl reductase (ER) domain-containing protein	39345
A0A2V1AZ35	CXQ85_002724	Ubiquinol-cytochrome c chaperone domain-containing protein	37841
A0A2V1AY17	CXQ85_002725	N-acetyltransferase domain-containing protein	27861
A0A2V1B1A0	CXQ85_002726	Major facilitator superfamily (MFS) profile domain-containing protein	68610
A0A2V1AYT8	CXQ85_002727	Signal recognition particle subunit SRP72	73184
A0A2V1B026	CXQ85_002728	Uncharacterized protein	25495
A0A2V1AYX2	CXQ85_002729	Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)	42956
A0A2V1AYR0	CXQ85_002730	Serine/threonine-protein kinase Tel1 (EC 2.7.11.1)	359435
A0A2V1AZR5	CXQ85_002731	RRM domain-containing protein	69391
