Gene Names	Accession	Entry	Protein names	Mass
YEL064C	OG6_100459	P39981	Vacuolar amino acid transporter 2	53324
YEL065W	OG6_105688	P39980	Siderophore iron transporter 1 (Ferrioxamine B permease) (Siderophore iron transporter ARN3)	70562
YEL066W	OG6_132807	P39979	D-amino-acid N-acetyltransferase HPA3 (DNT) (EC 2.3.1.36)	18814
YEL067C	OG6_500260	P39978	Uncharacterized protein YEL067C	21721
YEL068C	OG6_500714	P39977	Uncharacterized protein YEL068C	12911
YEL069C	OG6_100060	P39924	Hexose transporter HXT13	62734
YEL070W	OG6_109307	P0CX08	Mannitol dehydrogenase DSF1 (EC 1.1.1.67) (Deletion suppressor of MPT5 mutation protein 1)	56470
YEL071W	OG6_100306	P39976	D-2-hydroxyglutarate--pyruvate transhydrogenase DLD3 (D-2HG--pyruvate transhydrogenase DLD3) (EC 1.1.99.40) ((R)-2-hydroxyglutarate--pyruvate transhydrogenase) (D-lactate dehydrogenase [cytochrome] 3) (EC 1.1.2.4) (D-lactate ferricytochrome C oxidoreductase) (D-LCR)	55225
YEL072W	OG6_106358	P39975	Sporulation protein RMD6 (Required for meiotic nuclear division protein 6)	26815
YEL073C	OG6_162025	P39974	Uncharacterized protein YEL073C	11960
YEL075C	OG6_108906	P39972	Uncharacterized protein YEL075C	13994
YEL076C	OG6_108906	P39971	Uncharacterized protein YEL076C	24465
YEL076C-A	OG6_108906	P0CX16	Putative uncharacterized protein YEL076C-A	24171
YEL077C	OG6_108906	Q3E7X8	Y' element ATP-dependent helicase YEL077C (EC 3.6.4.12)	143092
YER001W	OG6_105463	P39106	Alpha-1,3-mannosyltransferase MNN1 (EC 2.4.1.-)	88529
YER002W	OG6_109417	P40007	Nucleolar protein 16	26901
YER003C	OG6_102059	P29952	Mannose-6-phosphate isomerase (EC 5.3.1.8) (Phosphohexomutase) (Phosphomannose isomerase) (PMI)	48189
YER004W	OG6_103869	P40008	Protein FMP52, mitochondrial (Found in mitochondrial proteome protein 52)	25086
YER005W	OG6_101124	P40009	Golgi apyrase (EC 3.6.1.5) (ATP-diphosphatase) (ATP-diphosphohydrolase) (Adenosine diphosphatase) (ADPase) (Golgi nucleoside diphosphatase) (Yeast nucleoside diphosphatase 1)	71852
YER006W	OG6_101399	P40010	Nuclear GTP-binding protein NUG1 (Nuclear GTPase 1)	57709
YER007C-A	OG6_101211	P89886	Translation machinery-associated protein 20	20278
YER007W	OG6_102729	P39937	Protein PAC2	59258
YER008C	OG6_102748	P33332	Exocyst complex component SEC3 (Protein PSL1)	154695
YER009W	OG6_101526	P33331	Nuclear transport factor 2 (NTF-2) (Nuclear transport factor P10)	14453
YER010C	OG6_106335	P40011	4-hydroxy-4-methyl-2-oxoglutarate aldolase (HMG aldolase) (EC 4.1.3.17) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112) (Regulator of ribonuclease activity homolog) (RraA-like protein)	25563
YER011W	OG6_499871	P10863	Cold shock-induced protein TIR1 (Serine-rich protein 1) (TIP1-related protein 1)	24906
YER012W	OG6_102061	P22141	Proteasome subunit beta type-4 (Macropain subunit C11) (Multicatalytic endopeptidase complex subunit C11) (Proteasome component C11) (Proteinase YSCE subunit 11)	22517
YER013W	OG6_100085	P24384	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22 (EC 3.6.4.13)	130011
YER014C-A	OG6_499980	P85052	Bud site selection protein 25	18006
YER014W	OG6_101704	P40012	Protoporphyrinogen oxidase (PPO) (EC 1.3.3.4)	59703
YER015W	OG6_100152	P39518	Long-chain-fatty-acid--CoA ligase 2 (EC 6.2.1.3) (Fatty acid activator 2) (Long-chain acyl-CoA synthetase 2)	83438
YER016W	OG6_100898	P40013	Protein BIM1	38362
YER017C	OG6_100384	P39925	Mitochondrial inner membrane m-AAA protease component YTA10 (EC 3.4.24.-) (EC 3.6.-.-) (ATPase family gene 3 protein) (Tat-binding homolog 10)	84544
YER018C	OG6_500618	P40014	Kinetochore protein SPC25	25244
YER019C-A	OG6_103007	P52871	Protein transport protein SBH2 (Ssh1 complex subunit SBH2) (Ssh1 complex subunit beta)	9606
YER019W	OG6_105043	P40015	Inositol phosphosphingolipids phospholipase C (IPS phospholipase C) (IPS-PLC) (EC 3.1.4.-) (Neutral sphingomyelinase) (N-SMase) (nSMase)	53940
YER020W	OG6_100285	P10823	Guanine nucleotide-binding protein alpha-2 subunit (GP2-alpha)	50448
YER021W	OG6_101680	P40016	26S proteasome regulatory subunit RPN3	60393
YER022W	OG6_137788	P32569	Mediator of RNA polymerase II transcription subunit 17 (Mediator complex subunit 17) (Suppressor of RNA polymerase B 4)	78476
YER023W	OG6_100382	P32263	Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2)	30132
YER024W	OG6_500858	P40017	Carnitine O-acetyltransferase YAT2 (EC 2.3.1.7)	103334
YER025W	OG6_101121	P32481	Eukaryotic translation initiation factor 2 subunit gamma (eIF2-gamma) (EC 3.6.5.3)	57866
YER026C	OG6_106277	P08456	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8) (Phosphatidylserine synthase) (PSS)	30805
YER027C	OG6_101253	Q04739	SNF1 protein kinase subunit beta-3 (Glucose repression protein GAL83) (Protein SPM1)	46648
YER028C	OG6_500950	P39943	Transcription corepressor MIG3 (Multicopy inhibitor of growth protein 3)	43119
YER029C	OG6_101868	P40018	Small nuclear ribonucleoprotein-associated protein B (snRNP-B) (Sm protein B) (Sm-B) (SmB)	22379
YER030W	OG6_500934	P40019	Histone H2A.Z-specific chaperone CHZ1	17463
YER031C	OG6_100582	P38555	GTP-binding protein YPT31/YPT8 (Rab GTPase YPT31)	24469
YER032W	OG6_500053	P40020	Factor interacting with REF2 (PAP1-interacting protein) (Polymerase-interacting protein 1)	98812
YER033C	OG6_500727	P40021	Zinc-regulated protein 8	119350
YER034W	OG6_500711	P40022	Uncharacterized protein YER034W	21191
YER035W	OG6_222571	P40023	Enhancer of mRNA-decapping protein 2	16071
YER036C	OG6_102940	P40024	ABC transporter ATP-binding protein ARB1 (EC 3.6.5.-) (ATP-binding cassette protein involved in ribosome biogenesis 1)	68377
YER037W	OG6_106165	P40025	Phosphate metabolism protein 8	37719
YER038C	OG6_500124	P40026	DNA repair protein KRE29 (Killer toxin-resistance protein 29)	53772
YER038W-A	OG6_500489	A0A023PZB3	Protein FMP49, mitochondrial (Found in mitochondrial proteome protein 49)	14348
YER039C	OG6_500071	P0CE11	Probable GDP-mannose transporter 2 (GMT 2)	27688
YER039C-A	OG6_500097	P0CD97	Uncharacterized protein YER039C-A	7986
YER040W	OG6_500963	P18494	Nitrogen regulatory protein GLN3	79383
YER041W	OG6_124905	P40028	Holliday junction resolvase YEN1 (EC 3.1.-.-)	87364
YER042W	OG6_100458	P40029	Peptide methionine sulfoxide reductase (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase) (Protein-methionine-S-oxide reductase)	21141
YER043C	OG6_100715	P39954	Adenosylhomocysteinase (AdoHcyase) (EC 3.13.2.1) (S-adenosyl-L-homocysteine hydrolase)	49126
YER044C	OG6_105162	P40030	Ergosterol biosynthetic protein 28	17135
YER044C-A	OG6_500474	P29467	Meiosis-specific protein MEI4	48215
YER045C	OG6_186922	P39970	ATF/CREB activator 1	54592
YER046W	OG6_117001	P40031	Sporulation-specific protein 73	16598
YER047C	OG6_100722	P39955	Protein SAP1 (SIN1-associated protein)	100332
YER048C	OG6_102152	P39101	Protein CAJ1	44855
YER048W-A	OG6_103491	Q6Q560	Protein ISD11 (Iron-sulfur protein biogenesis, desulfurase-interacting protein 11)	11266
YER049W	OG6_104447	P40032	Prolyl 3,4-dihydroxylase TPA1 (EC 1.14.11.-) (Termination and polyadenylation protein 1) (uS12 prolyl 3,4-dihydroxylase)	74041
YER050C	OG6_101408	P40033	Small ribosomal subunit protein bS18m (37S ribosomal protein RSM18, mitochondrial)	15835
YER051W	OG6_104082	P40034	JmjC domain-containing histone demethylation protein 1 (EC 1.14.11.27) (Jumonji/ARID domain-containing protein 1) (ScJHDM1) ([Histone-H3]-lysine-36 demethylase 1)	56530
YER052C	OG6_100697	P10869	Aspartokinase (EC 2.7.2.4) (Aspartate kinase)	58110
YER053C	OG6_101022	P40035	Mitochondrial phosphate carrier protein 2 (Phosphate transport protein 2) (PTP 2) (Pi carrier isoform 2) (mPic 2)	33528
YER053C-A	OG6_500138	Q3E7B0	Uncharacterized protein YER053C-A	4459
YER054C	OG6_222572	P40036	GLC7-interacting protein 2	62319
YER055C	OG6_103082	P00498	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	32266
YER056C	OG6_110306	P17064	Purine-cytosine permease FCY2 (PCP FCY2) (Cytosine/purine transport protein FCY2) (Fluorocytosine resistance protein 2)	58201
YER056C-A	OG6_100855	P87262	Large ribosomal subunit protein eL34A (60S ribosomal protein L34-A)	13639
YER057C	OG6_100612	P40037	Protein HMF1 (High dosage growth inhibitor) (Homologous mitochondrial matrix factor 1)	13906
YER058W	OG6_106323	Q02771	Protein PET117, mitochondrial	12281
YER059W	OG6_101636	P40038	PHO85 cyclin-6	47007
YER060W	OG6_110306	P40039	Purine-cytosine permease FCY21 (PCP FCY21) (Cytosine/purine transport protein FCY21) (Fluorocytosine resistance protein 21)	58050
YER060W-A	OG6_110306	Q12119	Purine-cytosine permease FCY22 (PCP FCY22) (Cytosine/purine transport protein FCY22) (Fluorocytosine resistance protein 22)	57327
YER061C	OG6_100752	P39525	3-oxoacyl-[acyl-carrier-protein] synthase homolog (EC 2.3.1.41) (Beta-ketoacyl-ACP synthase homolog)	47555
YER062C	OG6_111160	P40106	Glycerol-1-phosphate phosphohydrolase 2 (EC 3.1.3.21) ((DL)-glycerol-3-phosphatase 2) (Hyperosmolarity-responsive protein 2)	27814
YER063W	OG6_103733	P40040	Protein THO1	24138
YER064C	OG6_222573	P40041	Transcription factor VHR2 (VHT1 regulator 2)	56638
YER065C	OG6_104865	P28240	Isocitrate lyase (ICL) (EC 4.1.3.1) (Methylisocitrate lyase) (MICA) (EC 4.1.3.30) (Threo-D(S)-isocitrate glyoxylate-lyase)	62409
YER066W	OG6_500372	P40042	Regulator of rDNA transcription protein 13	20686
YER067W	OG6_222574	P40043	Respiratory growth induced protein 1	18989
YER068W	OG6_102042	P34909	General negative regulator of transcription subunit 4 (EC 2.3.2.27) (Modulator of transcription 2)	65354
YER069W	OG6_101994	Q01217	Protein ARG5,6, mitochondrial [Cleaved into: N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase); Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (AGK)]	94869
YER070W	OG6_100448	P21524	Ribonucleoside-diphosphate reductase large chain 1 (EC 1.17.4.1) (Ribonucleotide reductase R1 subunit 1) (Ribonucleotide reductase large subunit 1)	99561
YER071C	OG6_500472	P40045	Topoisomerase I damage affected protein 2	14498
YER072W	OG6_107280	P40046	Vacuolar transporter chaperone complex subunit 1 (Negative regulator of CDC42 protein 1) (Phosphate metabolism protein 4) (SPX-dependent polyphosphate polymerase VTC subunit 1) (Vacuolar membrane polyphosphate polymerase accessory subunit 1) (PolyP polymerase)	14371
YER073W	OG6_100163	P40047	Aldehyde dehydrogenase 5, mitochondrial (EC 1.2.1.-) (EC 1.2.1.4)	56693
YER074W	OG6_100698	P0CX31	Small ribosomal subunit protein eS24A (40S ribosomal protein S24-A) (RP50)	15329
YER074W-A	OG6_103811	Q3E834	Protein transport protein YOS1 (YIP one suppressor protein 1)	9436
YER075C	OG6_104767	P40048	Tyrosine-protein phosphatase 3 (EC 3.1.3.48) (Protein-tyrosine phosphatase 3) (PTPase 3)	105224
YER076C	OG6_500416	P40049	Putative uncharacterized protein YER076C	33466
YER077C	OG6_100693	P40050	MIOREX complex component 1 (Mitochondrial organization of gene expression protein 1)	79548
YER078C	OG6_100598	P40051	Intermediate cleaving peptidase 55 (EC 3.4.11.26) (Intermediate cleaving peptidase of 55 kDa)	57990
YER078W-A	OG6_500032	Q3E7A2	Uncharacterized protein YER078W-A	6263
YER079W	OG6_500533	P40052	Uncharacterized protein YER079W	23197
YER080W	OG6_110891	P40053	Altered inheritance of mitochondria protein 9, mitochondrial (Found in mitochondrial proteome protein 29)	72414
YER081W	OG6_100629	P40054	D-3-phosphoglycerate dehydrogenase 1 (3-PGDH 1) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399)	51193
YER082C	OG6_102360	P40055	U3 small nucleolar RNA-associated protein 7 (U3 snoRNA-associated protein 7) (U three protein 7)	62317
YER083C	OG6_198766	P40056	Golgi to ER traffic protein 2 (Guided entry of tail-anchored proteins 2) (Hydroxyurea resistance protein 2) (Required for meiotic nuclear division protein 7)	31493
YER084W	OG6_500592	P40057	Uncharacterized protein YER084W	14313
YER085C	OG6_499916	P40058	Uncharacterized protein YER085C	20484
YER086W	OG6_100378	P00927	Threonine dehydratase, mitochondrial (EC 4.3.1.19) (Threonine deaminase)	63831
YER087C-B	OG6_103007	P52870	Protein transport protein SBH1 (Sec61 complex subunit SBH1) (Sec61 complex subunit beta)	8711
YER087W	OG6_103003	P39965	Probable proline--tRNA ligase, mitochondrial (EC 6.1.1.15) (Altered inheritance rate of mitochondria protein 10) (Prolyl-tRNA synthetase) (ProRS)	65880
YER088C	OG6_222543	P40059	Transcriptional regulatory protein DOT6 (Disrupter of telomere silencing protein 6) (PAC-binding factor 2)	73048
YER089C	OG6_100270	P39966	Protein phosphatase 2C homolog 2 (PP2C-2) (EC 3.1.3.16)	50388
YER090W	OG6_102508	P00899	Anthranilate synthase component 1 (EC 4.1.3.27) (Anthranilate synthase component I)	56768
YER091C	OG6_103138	P05694	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Delta-P8 protein) (Methionine synthase, vitamin-B12 independent isozyme)	85860
YER092W	OG6_500213	P40060	Ino eighty subunit 5	14312
YER093C	OG6_103652	P40061	Target of rapamycin complex 2 subunit TSC11 (TORC2 subunit TSC11) (Adheres voraciously to TOR2 protein 3) (Temperature-sensitive CSG2 suppressor protein 11)	164368
YER093C-A	OG6_143732	P87275	Altered inheritance of mitochondria protein 11 (Genetic interactor of prohibitins 8)	15753
YER094C	OG6_101970	P25451	Proteasome subunit beta type-3 (Macropain subunit PUP3) (Multicatalytic endopeptidase complex subunit PUP3) (Proteasome component PUP3)	22605
YER095W	OG6_100483	P25454	DNA repair protein RAD51	42963
YER096W	OG6_500137	P39000	Protein SHC1 (Sporulation-specific homolog of CSD4)	56578
YER098W	OG6_101733	P39967	Ubiquitin carboxyl-terminal hydrolase 9 (EC 3.4.19.12) (Deubiquitinating enzyme 9) (Ubiquitin thioesterase 9) (Ubiquitin-specific-processing protease 9)	86244
YER102W	OG6_100802	P0CX40	Small ribosomal subunit protein eS8B (40S ribosomal protein S8-B) (RP19) (S14) (YS9)	22490
YER099C	OG6_100356	P38620	Ribose-phosphate pyrophosphokinase 2 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase 2)	34765
YER100W	OG6_101978	P33296	Ubiquitin-conjugating enzyme E2 6 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 6) (Ubiquitin carrier protein UBC6) (Ubiquitin-protein ligase UBC6)	28383
YER101C	OG6_187137	P39945	Protein AST2 (ATPAse stabilizing protein 1)	48371
YER103W	OG6_100083	P22202	Heat shock protein SSA4	69651
YER104W	OG6_500698	P40063	Regulator of Ty1 transposition protein 105	24413
YER105C	OG6_102040	P40064	Nucleoporin NUP157 (Nuclear pore protein NUP157)	156649
YER106W	OG6_500178	P40065	Monopolin complex subunit MAM1 (Monopolar microtubule attachment during meiosis 1 protein 1)	35753
YER107C	OG6_101883	P40066	mRNA export factor GLE2 (Nuclear pore protein GLE2) (Nucleoporin GLE2) (poly(A) RNA export protein RAE1)	40523
YER110C	OG6_102877	P40069	Importin subunit beta-4 (Importin-123) (Karyopherin subunit beta-4) (Karyopherin-123) (Ran-binding protein YRB4)	122601
YER111C	OG6_500375	P25302	Regulatory protein SWI4 (Cell-cycle box factor subunit SWI4) (Protein ART1)	123806
YER112W	OG6_102392	P40070	U6 snRNA-associated Sm-like protein LSm4 (Like-SM protein 4)	21276
YER113C	OG6_500271	P40071	Transmembrane 9 superfamily member 3	81546
YER114C	OG6_143671	P39969	BEM1-interacting protein 2	115688
YER115C	OG6_500011	Q01684	Sporulation-specific protein (SPR6)	21512
YER116C	OG6_500000	P40072	E3 ubiquitin-protein ligase complex SLX5-SLX8 subunit SLX8 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SLX8) (Synthetic lethal of unknown function protein 8)	30764
YER117W	OG6_100370	P0CX42	Large ribosomal subunit protein uL14B (60S ribosomal protein L23-B) (L17a) (YL32)	14473
YER118C	OG6_114267	P40073	High osmolarity signaling protein SHO1 (Osmosensor SHO1) (Suppressor of SUA8-1 mutation) (Synthetic high osmolarity-sensitive protein 1)	41126
YER119C	OG6_100459	P40074	Vacuolar amino acid transporter 6	48840
YER120W	OG6_101143	P40075	Vesicle-associated membrane protein-associated protein SCS2 (VAMP-associated protein SCS2) (Choline sensitivity suppressor protein 2) (VAP homolog 1)	26926
YER121W	OG6_500202	P40076	Uncharacterized protein YER121W	12941
YER122C	OG6_101784	P38682	ADP-ribosylation factor GTPase-activating protein GLO3 (ARF GAP GLO3)	55094
YER123W	OG6_499860	P39962	Casein kinase I homolog 3 (EC 2.7.11.1)	60261
YER124C	OG6_500256	P40077	Protein DSE1 (Daughter-specific expression protein 1)	63999
YER125W	OG6_100256	P39940	E3 ubiquitin-protein ligase RSP5 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase RSP5) (Reverses SPT-phenotype protein 5)	91816
YER126C	OG6_102245	P40078	Ribosome biogenesis protein NSA2 (NOP7-associated protein 2)	29723
YER127W	OG6_102932	P40079	U3 small nucleolar ribonucleoprotein protein LCP5	40794
YER128W	OG6_500367	P40080	VPS4-associated protein 1	23489
YER129W	OG6_100881	P38990	SNF1-activating kinase 1 (EC 2.7.11.1)	126872
YER130C	OG6_148764	P39959	Zinc finger protein YER130C	50320
YER131W	OG6_100814	P39939	Small ribosomal subunit protein eS26B (40S ribosomal protein S26-B)	13447
YER132C	OG6_171097	P32634	Negative regulator of sporulation PMD1	195383
YER133W	OG6_100222	P32598	Serine/threonine-protein phosphatase PP1-2 (EC 3.1.3.16)	35907
YER134C	OG6_103342	P40081	Putative magnesium-dependent phosphatase YER134C (EC 3.1.3.48)	20441
YER136W	OG6_100967	P39958	Rab GDP-dissociation inhibitor (Rab GDI) (Secretory pathway GDP dissociation inhibitor)	51206
YER137C	OG6_500879	P40083	Uncharacterized protein YEL137C	16603
YER137C-A	OG6_100069	P0CX71	Transposon Ty1-ER1 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	48953
YER138C	OG6_100069	Q03612	Transposon Ty1-ER1 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	198562
YER138W-A	OG6_181777	P0C270	Putative uncharacterized protein YER138W-A	3954
YER139C	OG6_104782	P40084	RNA polymerase II subunit B1 CTD phosphatase RTR1 (EC 3.1.3.16) (RNA polymerase II-associated protein 2 homolog RTR1) (Regulator of transcription 1)	26240
YER140W	OG6_101942	P40085	Endoplasmic reticulum membrane protein 65 (65 kDa endoplasmic reticulum membrane protein)	64794
YER141W	OG6_102761	P40086	Heme A synthase COX15 (HAS) (EC 1.17.99.9) (Cytochrome c oxidase assembly protein COX15)	54658
YER142C	OG6_106094	P22134	DNA-3-methyladenine glycosylase (EC 3.2.2.21) (3-methyladenine DNA glycosidase) (3MEA DNA glycosylase)	34333
YER143W	OG6_101685	P40087	DNA damage-inducible protein 1 (EC 3.4.23.-) (v-SNARE-master 1)	47354
YER144C	OG6_101021	P39944	Ubiquitin carboxyl-terminal hydrolase 5 (EC 3.4.19.12) (Deubiquitinating enzyme 5) (Ubiquitin thioesterase 5) (Ubiquitin-specific-processing protease 5)	92261
YER145C	OG6_107140	P40088	Plasma membrane iron permease	45722
YER146W	OG6_103447	P40089	U6 snRNA-associated Sm-like protein LSm5	10423
YER147C	OG6_155740	P40090	MAU2 chromatid cohesion factor homolog (Sister chromatid cohesion protein 4)	72141
YER148W	OG6_100597	P13393	TATA-box-binding protein (TATA sequence-binding protein) (TBP) (TATA-binding factor) (TATA-box factor) (Transcription factor D) (Transcription initiation factor TFIID TBP subunit)	27003
YER149C	OG6_499946	P40091	Protein PEA2 (Protein PPF2)	48165
YER150W	OG6_222559	P40092	Uncharacterized cell wall protein SPI1 (Stationary phase-induced protein 1)	14996
YER151C	OG6_103260	Q01477	Ubiquitin carboxyl-terminal hydrolase 3 (EC 3.4.19.12) (Deubiquitinating enzyme 3) (Ubiquitin thioesterase 3) (Ubiquitin-specific-processing protease 3)	101917
YER152C	OG6_100686	P10356	Uncharacterized protein YER152C	49490
YER153C	OG6_500803	P10355	Protein PET122, mitochondrial	29155
YER154W	OG6_100866	P39952	Mitochondrial inner membrane protein OXA1 (Cytochrome oxidase biogenesis protein OXA1) (Oxidase assembly protein 1)	44816
YER155C	OG6_122634	P39960	GTPase-activating protein BEM2/IPL2 (Bud emergence protein 2)	245430
YER156C	OG6_102232	P40093	MYG1 protein YER156C	38174
YER157W	OG6_103055	P40094	Conserved oligomeric Golgi complex subunit 3 (COG complex subunit 3) (Component of oligomeric Golgi complex 3) (Protein SEC34)	92544
YER158C	OG6_500363	P40095	Uncharacterized protein YER158C	63712
YER159C	OG6_103329	P40096	Negative cofactor 2 complex subunit alpha (NC2 complex subunit alpha) (Transcription repressor BUR6)	15517
YER159C-A	OG6_100069	P0CX66	Transposon Ty1-ER2 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	49129
YER160C	OG6_100069	Q03619	Transposon Ty1-ER2 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	198570
YER161C	OG6_500198	P06843	Protein SPT2 (Negative regulator of Ty transcription)	38551
YER162C	OG6_102113	P14736	DNA repair protein RAD4	87174
YER163C	OG6_101165	P32656	Glutathione-specific gamma-glutamylcyclotransferase (Gamma-GCG) (EC 4.3.2.7)	26294
YER164W	OG6_102222	P32657	Chromo domain-containing protein 1 (EC 3.6.4.-) (ATP-dependent helicase CHD1)	168241
YER165W	OG6_100425	P04147	Polyadenylate-binding protein, cytoplasmic and nuclear (PABP) (Poly(A)-binding protein) (ARS consensus-binding protein ACBP-67) (Polyadenylate tail-binding protein)	64344
YER166W	OG6_100089	P32660	Phospholipid-transporting ATPase DNF1 (EC 7.6.2.1) (Flippase DNF1)	177798
YER167W	OG6_500749	P33306	Protein BCK2 (Bypass of kinase C protein)	93738
YER168C	OG6_104034	P21269	CCA tRNA nucleotidyltransferase, mitochondrial (EC 2.7.7.72) (CCA-adding enzyme) (tRNA CCA-pyrophosphorylase) (tRNA adenylyltransferase) (tRNA nucleotidyltransferase)	62485
YER169W	OG6_100918	P39956	DNA damage-responsive transcriptional repressor RPH1	90211
YER170W	OG6_103907	P26364	GTP:AMP phosphotransferase, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3)	25194
YER171W	OG6_101742	P06839	General transcription and DNA repair factor IIH helicase subunit XPD/RAD3 (TFIIH subunit XPD) (EC 5.6.2.3) (DNA 5'-3' helicase RAD3) (DNA repair helicase RAD3) (RNA polymerase II transcription factor B subunit RAD3) (TFB subunit RAD3)	89786
YER172C	OG6_100305	P32639	Pre-mRNA-splicing helicase BRR2 (EC 3.6.4.13) (Protein Snu246)	246185
YER173W	OG6_103195	P32641	Checkpoint protein RAD24	75727
YER174C	OG6_101660	P32642	Monothiol glutaredoxin-4	27493
YER175C	OG6_101540	P32643	Trans-aconitate 3-methyltransferase (EC 2.1.1.145)	34768
YER175W-A	OG6_500935	Q8TGU4	Uncharacterized protein YER175W-A	6467
YER176W	OG6_500748	P32644	Putative ATP-dependent RNA helicase ECM32 (EC 3.6.4.13) (DNA helicase B) (Hcs B) (DNA helicase III) (Extracellular mutant protein 32) (Helicase 1) (scHelI) (Modulator of translation termination protein 1)	126970
YER177W	OG6_100283	P29311	Protein BMH1	30091
YER178W	OG6_100754	P16387	Pyruvate dehydrogenase E1 component subunit alpha, mitochondrial (EC 1.2.4.1) (Pyruvate dehydrogenase complex component E1 alpha) (PDHE1-A)	46343
YER179W	OG6_100483	P25453	Meiotic recombination protein DMC1	36613
YER180C	OG6_500875	P32645	Meiosis-specific protein ISC10	31655
YER180C-A	OG6_500203	Q3E784	SCOCO-like protein 1	9735
YER182W	OG6_103459	P40098	Uncharacterized mitochondrial membrane protein FMP10	27698
YER183C	OG6_101474	P40099	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2) (5,10-methenyl-tetrahydrofolate synthetase) (MTHFS) (Methenyl-THF synthetase)	24059
YER184C	OG6_179530	P39961	Transcription factor TOG1 (Transcriptional regulator of oleate 1)	91077
YER185W	OG6_111248	P40100	Protoporphyrin uptake protein 1	33733
YER186C	OG6_162026	P40101	Uncharacterized protein YER186C	35911
YER187W	OG6_222575	P40102	Uncharacterized protein YER187W	15395
YER188C-A	OG6_181778	P0C0V2	UPF0320 protein YER188C-A	11411
YER189W	OG6_108906	P40104	Uncharacterized protein YER189W	14008
YER190C-B	OG6_222576	P0CX94	UPF0479 membrane protein YER190C-B	18602
YER190W	OG6_108906	P40105	Y' element ATP-dependent helicase protein 1 copy 2 (EC 3.6.4.12)	190503
YFL001W	OG6_100424	P31115	tRNA pseudouridine(38/39) synthase (EC 5.4.99.45) (Depressed growth-rate protein DEG1) (tRNA pseudouridine synthase 3) (tRNA pseudouridylate synthase 3) (tRNA-uridine isomerase 3)	50889
YFL002C	OG6_102339	P25808	ATP-dependent rRNA helicase SPB4 (EC 3.6.4.13) (Suppressor of PAB1 protein 4)	69422
YFL002W-A	OG6_100069	P0CX63	Transposon Ty2-F Gag-Pol polyprotein (TY2A-TY2B) (Transposon Ty2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA); Ty2 protease (PR) (EC 3.4.23.-); Integrase (IN); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4)]	202039
YFL002W-B	OG6_100069	P0CX61	Transposon Ty2-F Gag polyprotein (TY2A) (TYA) (Transposon Ty2 protein A) [Cleaved into: Capsid protein (CA); Gag-p4]	49762
YFL003C	OG6_103909	P40965	MutS protein homolog 4	99225
