Accession	Entry
OG6r21_101811	A0A1D8PEK5
OG6_104673	Q5APH1
OG6r21_101022	A0A1D8PEK0
OG6_500524	Q5AQ12
OG6_126435	Q5APG7
OG6_102607	Q5APG6
OG6_102685	Q9UW12
OG6_100923	A0A1D8PEK6
OG6_107140	A0A1D8PEK3
OG6_130000	Q9P8W5
OG6_100323	A0A1D8PEK8
OG6_100346	Q5APF8
OG6_137446	A0A1D8PEL3
OG6_101972	A0A1D8PEL1
OG6_101070	Q5APF5
OG6_101866	Q5APF3
OG6_100862	Q5APF2
OG6r21_106200	Q5APF1
OG6_102659	Q5APF0
OG6_500589	Q5APE9
OG6_102620	A0A1D8PEN1
OG6r21_102260	A0A1D8PEN5
OG6r21_139972	Q5APE6
OG6_107303	Q5APE5
OG6_130000	O94091
OG6_130000	Q9P4E5
OG6_130000	Q9P4E8
OG6r21_101660	Q5APE1
OG6_109050	Q5APE0
OG6_101342	A0A1D8PEM5
OG6_100659	P0CH96
OG6r21_104035	A0A1D8PEP2
OG6_101801	A0A1D8PEM3
OG6_103793	Q5APD5
OG6_101437	Q5APD4
OG6_104513	Q5APD2
OG6r21_106201	Q5APD1
OG6_102360	Q5APD0
OG6_101797	Q874I4
OG6_117018	Q5APC8
OG6r21_112711	A0A1D8PEP6
OG6_198766	P0CB63
OG6_103106	Q5APC5
OG6r21_103123	Q5APC3
OG6_142743	Q5APC2
OG6_105655	Q5APC1
OG6_117003	Q5APC0
OG6_105111	Q5APB9
OG6r21_139973	Q5APB8
OG6_103307	Q5APB7
OG6_113988	Q5APB6
OG6_112055	Q5APB5
OG6_104238	Q5APB4
OG6_109619	Q5APB2
OG6_102341	Q5APB0
OG6_130000	Q9P8W2
OG6r21_101660	Q5APA8
OG6_103391	A0A1D8PEQ9
OG6r21_115516	A0A1D8PEQ0
OG6r21_139974	A0A1D8PEQ6
OG6_101456	Q5APA2
OG6_106533	A0A1D8PES2
OG6_142402	A0A1D8PER5
OG6_100231	A0A1D8PEQ8
OG6_101364	A0A1D8PEV5
OG6_115683	Q5APU2
OG6_104974	Q5AP97
OG6_119685	Q5AP95
OG6_108375	Q5APT8
OG6_101008	A0A1D8PER8
OG6r21_105353	A0A1D8PES5
OG6r21_102519	A0A1D8PEU0
OG6_116848	Q5AP90
OG6_102153	Q5AP89
OG6r21_108056	Q5AP87
OG6_101526	A0A1D8PES3
OG6_115817	A0A1D8PES6
OG6_103945	Q5AP83
OG6_357195	Q5APS5
OG6_115063	Q5AP80
OG6_101022	Q5AP79
OG6r21_101817	Q5AP78
OG6_222544	A0A1D8PET4
OG6_101458	A0A1D8PET7
OG6_127200	Q5AP74
OG6_100484	Q5APR8
OG6_100326	Q5AP71
OG6r21_101519	A0A1D8PES9
OG6_106335	Q5AP69
OG6r21_104036	Q5AP68
OG6_500269	Q5AP67
OG6_110260	Q5AP66
OG6_103869	Q5AP65
OG6_100516	O74254
OG6_105463	Q5APQ8
OG6_101540	A0A1D8PET9
OG6_101964	A0A1D8PEU2
OG6_103780	Q5AP59
OG6_112284	Q5AP58
OG6_104109	A0A1D8PEU9
OG6_118311	A0A1D8PEV1
OG6_100850	Q5AP53
OG6_100788	A0A1D8PEV4
OG6r21_105354	Q5AP52
OG6_151304	A0A1D8PEY7
OG6_133449	Q59NC8
OG6_100381	A0A1D8PEV2
OG6_101578	A0A1D8PEU5
OG6_102336	Q59NC4
OG6_104486	A0A1D8PEV8
OG6_104516	A0A1D8PEV9
OG6_102152	A0A1D8PEX2
OG6_101703	Q59NB8
OG6_112856	A0A1D8PEW7
OG6r21_139975	A0A1D8PEZ6
OG6_101852	A0A1D8PEW3
OG6_104542	Q59NB3
OG6r21_106202	A0A1D8PEW0
OG6_100516	A0A1D8PEW1
OG6_115059	A0A1D8PEX1
OG6_101852	A0A1D8PEW9
OG6r21_139976	Q59LX2
OG6_166214	Q59LX0
OG6_100327	O43101
OG6r21_103124	A0A1D8PF12
OG6r21_112712	A0A1D8PEX7
OG6_105226	A0A1D8PEX6
OG6_100597	O43133
OG6_101773	A0A1D8PEX3
OG6_100476	A0A1D8PEY6
OG6_101420	Q59WE9
OG6_100517	Q59WF0
OG6_123029	Q59WF2
OG6_116848	Q59WF4
OG6_102046	A0A1D8PF26
OG6_126865	A0A1D8PEZ0
OG6_102348	A0A1D8PEY4
OG6_102944	Q59WF8
OG6_103301	A0A1D8PEY1
OG6_100377	Q59WG0
OG6_100525	Q59WG3
OG6_103579	Q59WG4
OG6_101367	Q59WG5
OG6_102047	Q59WG6
OG6_121415	Q59WG7
OG6_108388	A0A1D8PEZ9
OG6_105209	A0A1D8PEY8
OG6_100940	Q59WH0
OG6_100832	A0A1D8PEY9
OG6_102475	A0A1D8PF14
OG6_129700	A0A1D8PEZ3
OG6_499845	Q59WH5
OG6_105212	A0A1D8PF03
OG6_100543	Q59WH7
OG6_102210	A0A1D8PF48
OG6_101068	Q59WI0
OG6_118284	A0A1D8PEZ7
OG6_103088	A0A1D8PEZ5
OG6r21_115517	Q59WI4
OG6_126505	A0A1D8PF20
OG6_130010	Q59WI7
OG6_114274	A0A1D8PF18
OG6_114877	Q59WI9
OG6_101259	A0A1D8PF11
OG6_101591	A0A1D8PF57
OG6_500859	A0A1D8PF15
OG6_100234	A0A1D8PF08
OG6_111633	A0A1D8PF16
OG6_116779	Q59WJ3
OG6_102397	Q59WJ4
OG6_102069	Q59WJ5
OG6_102034	A0A1D8PF30
OG6_112318	Q59WJ7
OG6_102388	Q59WJ8
OG6_106468	A0A1D8PF61
OG6_102356	Q59WK1
OG6_102802	Q59WK2
OG6_103031	A0A1D8PF22
OG6_103510	A0A1D8PF23
OG6r21_126909	A0A1D8PF42
OG6_153158	A0A1D8PF19
OG6_102279	Q59W44
OG6r21_101818	A0A1D8PF33
OG6_106277	A0A1D8PF32
OG6_100898	Q59W48
OG6r21_167618	A0A1D8PF29
OG6_137540	A0A1D8PF41
OG6_106961	Q59W50
OG6_100194	Q59W51
OG6_102378	Q59W52
OG6_104927	A0A1D8PF34
OG6_109510	A0A1D8PF49
OG6_100654	Q59W54
OG6_117010	Q59W55
OG6_137859	A0A1D8PF67
OG6_100852	A0A1D8PF45
OG6r21_108057	A0A1D8PF46
OG6_101493	A0A1D8PF50
OG6r21_105355	Q59W60
OG6_100252	Q59W62
OG6r21_102520	A0A1D8PF40
OG6_102159	Q59W63
OG6_109925	A0A1D8PF44
OG6r21_119620	A0A1D8PF47
OG6_100388	A0A1D8PF68
OG6_100228	Q59W68
OG6_101246	A0A1D8PF54
OG6_109283	Q59TS3
OG6_106484	Q59TS4
OG6_127203	A0A1D8PF96
OG6_143774	Q59TS6
OG6_105576	Q59TS7
OG6_101578	A0A1D8PF53
OG6_102146	A0A1D8PF56
OG6_101142	A0A1D8PF73
OG6_121391	A0A1D8PF60
OG6_112856	Q59TT2
OG6_100567	A0A1D8PF62
OG6_104172	A0A1D8PF69
OG6_103275	A0A1D8PFA3
OG6_105238	Q59TT6
OG6_514445	Q59TT8
OG6_100228	Q59TT9
OG6_101091	Q59TU0
OG6_104611	A0A1D8PF79
OG6_153084	A0A1D8PF63
OG6_103168	A0A1D8PF89
OG6_105861	Q59TU4
OG6_100989	Q59TU5
OG6_127524	A0A1D8PFB4
OG6r21_139978	A0A1D8PF83
OG6_110526	A0A1D8PF82
OG6_127218	Q59TV1
OG6_100466	A0A1D8PF84
OG6_115066	A0A1D8PF88
OG6_499907	A0A1D8PF76
OG6_100714	Q59TV7
OG6_102766	Q59TV8
OG6_102426	A0A1D8PF81
OG6r21_102029	A0A1D8PFC2
OG6_104272	A0A1D8PF90
OG6_110122	Q5A3J0
OG6_103158	Q5A3J1
OG6_127195	Q5A3J2
OG6_104140	Q5A3J3
OG6_121412	Q5A3J4
OG6_102826	Q5A3J5
OG6_500329	A0A1D8PF97
OG6_133380	Q5A3J9
OG6_127195	Q5A3K0
OG6_105122	A0A1D8PFA9
OG6r21_119622	Q5A3K1
OG6_103658	Q5A3K2
OG6r21_109250	Q5A3K3
OG6r21_109251	Q5A3K4
OG6_100344	Q5A3K5
OG6_100629	Q5A3K7
OG6r21_126910	Q5A3K8
OG6_101410	Q5A3L0
OG6r21_100645	A0A1D8PFD5
OG6_115274	A0A1D8PFB2
OG6_101566	Q5A3L3
OG6_139201	Q5A3L4
OG6_100236	A0A1D8PFB0
OG6_100260	Q5A3L6
OG6_100394	Q5A3L7
OG6_143728	Q5A3L9
OG6_107107	Q5A3M0
OG6_104431	A0A1D8PFB7
OG6_500369	Q5A3M2
OG6_499847	Q5A3M3
OG6r21_126911	Q5A3M4
OG6_160270	Q5A3M5
OG6_103930	Q5A3M6
OG6_103198	A0A1D8PFC8
OG6_100406	A0A1D8PFB8
OG6_307818	A0A1D8PFD3
OG6_104566	A0A1D8PFC1
OG6_100861	Q5A3N2
OG6_143667	A0A1D8PFF4
OG6_100493	A0A1D8PFD1
OG6_138994	Q5A3N5
OG6_100562	A0A1D8PFE0
OG6_101913	A0A1D8PFE1
OG6_116431	A0A1D8PFD4
OG6r21_110818	A0A1D8PFC9
OG6_101155	O94150
OG6_101226	Q5A3P1
OG6_100984	Q5A3V6
OG6_499976	A0A1D8PFG6
OG6_101168	Q5A3P4
OG6_101266	A0A1D8PFG4
OG6r21_139981	A0A1D8PFF0
OG6_101713	Q5A3P6
OG6_114145	A0A1D8PFD7
OG6_102721	Q5A3Q0
OG6_103500	A0A1D8PFE8
OG6r21_126912	A0A1D8PFE7
OG6r21_109252	A0A1D8PFE2
OG6_101285	A0A1D8PFH5
OG6_114276	A0A1D8PFE5
OG6_102833	A0A1D8PFH1
OG6_103163	A0A1D8PFF7
OG6r21_105356	A0A1D8PFG1
OG6_101805	A0A1D8PFE6
OG6_100483	A0A1D8PFE4
OG6_103712	Q59M28
OG6_101085	A0A1D8PFF6
OG6_104623	Q59M30
OG6_102417	Q9Y7C4
OG6_117012	Q59M32
OG6r21_104645	A0A1D8PFH4
OG6_102825	Q59PD3
OG6_500894	Q59PD4
OG6_101344	A0A1D8PFF9
OG6_103958	Q59PD6
OG6_102682	A0A1D8PFI2
OG6_102504	A0A1D8PFH2
OG6r21_104646	Q59PD9
OG6_107448	A0A1D8PFI9
OG6r21_102030	A0A1D8PFG3
OG6r21_126913	A0A1D8PFJ0
OG6_105748	Q59PE4
OG6_121400	A0A1D8PFI5
OG6_102256	A0A1D8PFH7
OG6_102632	Q59PE7
OG6_102668	Q59PL9
OG6_100800	A0A1D8PFI3
OG6_100254	Q59PF0
OG6_103001	A0A1D8PFJ7
OG6_101319	A0A1D8PFH0
OG6_101049	A0A1D8PFJ8
OG6_103667	A0A1D8PFH9
OG6_105266	Q5AL63
OG6r21_119623	P0CT51
OG6r21_294833	A0A1D8PFH3
OG6_115817	A0A1D8PFK0
OG6_100067	Q5AL59
OG6_115817	A0A1D8PFH6
OG6r21_115518	A0A1D8PFL4
OG6_101326	A0A1D8PFI0
OG6_100060	Q5AL54
OG6r21_139983	A0A1D8PFI8
OG6r21_108058	A0A1D8PFJ5
OG6_101727	Q5AL52
OG6_127196	Q5AL49
OG6_100693	A0A1D8PFL0
OG6_102447	Q5AL47
OG6_100332	Q5AL46
OG6_100966	A0A1D8PFL9
OG6_100770	Q5AL45
OG6_102311	A0A1D8PFL5
OG6r21_101023	A0A1D8PFJ9
OG6r21_126914	A0A1D8PFK2
OG6_105483	A0A1D8PFK5
OG6_102916	A0A1D8PFK4
OG6_103579	Q5AL37
OG6_121262	Q5AL36
OG6_103587	Q5AL34
OG6_100652	A0A1D8PFM1
OG6r21_103536	Q5AL31
OG6_104794	A0A1D8PFM0
OG6_103246	Q5AL29
OG6_101007	Q5AL27
OG6r21_101819	A0A1D8PFL6
OG6r21_100483	A0A1D8PFL2
OG6_101705	A0A1D8PFM9
OG6_118130	Q5AL24
OG6_102000	A0A1D8PFL8
OG6_117007	A0A1D8PFN9
OG6_101799	A0A1D8PFL7
OG6_103505	A0A1D8PFN0
OG6_131591	A0A1D8PFM7
OG6_100634	Q5AL17
OG6_323906	Q5AL16
OG6_143849	A0A1D8PFN8
OG6_105270	A0A1D8PFN5
OG6_103002	Q5AL13
OG6r21_107061	A0A1D8PFM4
OG6_102019	Q5AL11
OG6_103881	Q5AL10
OG6_100417	A0A1D8PFP3
OG6r21_108059	A0A1D8PFP0
OG6_134431	A0A1D8PFN2
OG6_153397	Q5AL03
OG6_100708	Q5AL00
OG6_100083	P41797
OG6_101277	A0A1D8PFN3
OG6_100408	A0A1D8PFN1
OG6r21_101248	Q5AKZ4
OG6_102319	Q5AKZ2
OG6_121211	A0A1D8PFQ0
OG6r21_112713	Q5AKY8
OG6_104470	A0A1D8PFN4
OG6_101440	A0A1D8PFN6
OG6r21_126915	A0A1D8PFR1
OG6r21_109253	Q5AKY1
OG6_101253	Q5AKY0
OG6_107650	A0A1D8PFP2
OG6_100930	Q5AKX8
OG6_113605	Q5AKX6
OG6_123064	Q5AKX4
OG6_102456	Q5AKX3
OG6_104311	Q5AKX2
OG6_100619	Q5AKX1
OG6_105078	A0A1D8PFS0
OG6_100127	A0A1D8PFR4
OG6_113505	A0A1D8PFP9
OG6_103804	Q5AKW8
OG6_100569	Q5AKW7
OG6r21_102521	Q5AKW6
OG6r21_101379	Q5AKW5
OG6_102413	Q5AKW4
OG6_105299	Q5AKW3
OG6_100101	Q5AKW2
OG6_101206	Q5AKW1
OG6_105980	Q5AKW0
OG6r21_102031	Q5AKV9
OG6r21_126916	Q5AKV7
OG6_116999	Q5AKV6
OG6_100775	A0A1D8PFT1
OG6_454421	Q5AKV4
OG6_100975	A0A1D8PFS4
OG6_100343	Q9Y872
OG6_500907	Q5AKV1
OG6_100700	Q5AKV0
OG6_109322	Q5AKU8
OG6_124888	Q5AKU7
OG6_127068	Q5AKU6
OG6_130006	Q5AKU5
OG6_103577	Q5AKU4
OG6_222548	Q5AKU3
OG6_101925	Q5AKU2
OG6_105980	A0A1D8PFU4
OG6_110858	A0A1D8PFT4
OG6_101021	A0A1D8PFU3
OG6_500442	A0A1D8PFT5
OG6_102354	A0A1D8PFU1
OG6_101032	A0A1D8PFU2
OG6_100684	A0A1D8PFU6
OG6_104923	A0A1D8PFW0
OG6_124567	A0A1D8PFV8
OG6_102005	Q59ZX6
OG6_100490	A0A1D8PFU8
OG6_100743	A0A1D8PFT9
OG6_100849	A0A1D8PFV1
OG6_101367	Q59ZX3
OG6_107140	A0A1D8PFV0
OG6_118281	A0A1D8PFV9
OG6_102816	Q59ZW9
OG6_103554	A0A1D8PFW1
OG6_100963	A0A1D8PFW5
OG6r21_107062	A0A1D8PFU9
OG6_104011	Q59ZW4
OG6_103592	A0A1D8PFU7
OG6_104710	Q59ZW2
OG6_107140	A0A1D8PFV2
OG6_101510	A0A1D8PFW4
OG6_100909	A0A1D8PFW3
OG6_102303	A0A1D8PFX9
OG6_102687	Q59ZV5
OG6_112755	Q59ZV4
OG6_101955	A0A1D8PFV4
OG6_101253	A0A1D8PFV7
OG6_101370	A0A1D8PFW9
OG6_102571	A0A1D8PFW6
OG6_100403	A0A1D8PFV6
OG6_101163	A0A1D8PFW8
OG6_113020	Q9UW14
OG6_104011	Q59ZU1
OG6_153192	A0A1D8PFX5
OG6r21_103537	A0A1D8PFY1
OG6_103748	A0A1D8PFX2
OG6_105268	A0A1D8PFX1
OG6_103447	A0A1D8PFX4
OG6_101685	A0A1D8PFX6
OG6_118235	A0A1D8PFX7
OG6_100967	A0A1D8PFX8
OG6_102295	A0A1D8PFY5
OG6_101835	A0A1D8PFZ8
OG6_102786	A0A1D8PFY2
OG6_102786	A0A1D8PFY8
OG6_500464	A0A1D8PFY3
OG6_106784	A0A1D8PFY0
OG6_148044	A0A1D8PFY4
OG6_106926	A0A1D8PFY6
OG6r21_109254	A0A1D8PFZ6
OG6_100011	A0A1D8PFY7
OG6_100011	A0A1D8PFZ2
OG6r21_139988	A0A1D8PG02
OG6r21_167620	A0A1D8PFZ0
OG6_108692	A0A1D8PFZ5
OG6r21_126917	A0A1D8PFZ1
OG6_102817	Q59L42
OG6_127524	A0A1D8PFZ3
OG6_121206	Q59L46
OG6_102269	A0A1D8PFZ9
OG6_121272	A0A1D8PFZ7
OG6r21_101520	A0A1D8PG05
OG6_114872	Q59L72
OG6_106953	A0A1D8PG03
OG6_133127	A0A1D8PG01
OG6_500752	Q5ACU9
OG6_100703	A0A1D8PG00
OG6_111074	A0A1D8PG06
OG6_104712	A0A1D8PG18
OG6_105201	Q5ACV3
OG6_114274	Q5ACV4
OG6_102077	A0A1D8PG11
OG6_101624	A0A1D8PG16
OG6_102568	A0A1D8PG13
OG6_103364	A0A1D8PG12
OG6_106303	Q5ACV9
OG6_206380	A0A1D8PG09
OG6_100945	A0A1D8PG14
OG6_112036	A0A1D8PG23
OG6_102529	Q5ACW2
OG6_102596	Q5ACW3
OG6_100687	Q5ACW5
OG6r21_139990	Q5ACW4
OG6_105089	Q5ACW6
OG6_103167	Q5ACW8
OG6_100686	A0A1D8PG20
OG6_101296	Q5ACX1
OG6_100896	A0A1D8PG26
OG6_137820	A0A1D8PG38
OG6_101316	Q5ACX4
OG6_100353	Q5ACX5
OG6_101311	A0A1D8PG37
OG6_102322	A0A1D8PG31
OG6_101193	A0A1D8PG36
OG6_103217	A0A1D8PG40
OG6_143738	Q5ACY2
OG6_101383	Q5ACY4
OG6_113234	A0A1D8PG34
OG6_113586	A0A1D8PG44
OG6_100957	Q5ACY8
OG6_499970	A0A1D8PG39
OG6_166527	A0A1D8PG41
OG6_102573	A0A1D8PG52
OG6_109780	Q5ACZ2
OG6_100259	Q5ACZ4
OG6_103247	Q5ACZ5
OG6r21_110819	Q5ACZ6
OG6_500338	A0A1D8PG45
OG6_100775	Q5ACZ8
OG6_153194	A0A1D8PG47
OG6_101229	A0A1D8PG46
OG6_116984	A0A1D8PG50
OG6_103791	Q5AD01
OG6_105441	Q5AD02
OG6_124918	A0A1D8PG60
OG6_124918	Q5AD04
OG6_106303	Q5AD05
OG6_106303	Q5AD07
OG6_108531	Q5AD08
OG6_100384	Q5AD10
OG6_115041	A0A1D8PG62
OG6_109128	Q5AD13
OG6_174504	A0A1D8PG77
OG6_100408	Q5AD17
OG6r21_105357	Q5AD18
OG6r21_115519	Q5AD19
OG6_101067	Q5AD20
OG6_101592	Q5AD21
OG6_108595	Q5AD22
OG6r21_112714	Q5AD23
OG6_100169	Q5AD24
OG6_101467	A0A1D8PG79
OG6_103614	A0A1D8PG88
OG6_100390	Q5AD27
OG6_102538	Q5AD28
OG6_120809	Q5AD29
OG6r21_102261	Q5AD30
OG6_101004	Q5AD31
OG6r21_115520	A0A1D8PG78
OG6r21_115521	Q5AD33
OG6r21_119625	Q5AD34
OG6r21_112715	A0A1D8PG85
OG6_103236	A0A1D8PG90
OG6_102636	Q5AD37
OG6_102480	A0A1D8PG80
OG6_100458	Q5AD39
OG6_101733	A0A1D8PG89
OG6_100060	A0A1D8PG81
OG6_100060	A0A1D8PG82
OG6_100060	Q5AD47
OG6_101573	A0A1D8PG94
OG6_105233	A0A1D8PG95
OG6r21_167622	A0A1D8PG98
OG6_104505	Q5AD49
OG6_103939	Q5AD50
OG6_105162	Q5AD51
OG6_100449	Q9HEW1
OG6_100083	A0A1D8PG96
OG6_101346	Q5AD56
OG6r21_108060	A0A1D8PGA0
OG6_103569	A0A1D8PGB2
OG6_101270	Q5AD59
OG6_102785	A0A1D8PGA1
OG6_103593	A0A1D8PGA3
OG6_102477	A0A1D8PGA5
OG6_114277	A0A1D8PGA2
OG6_103247	A0A1D8PGA9
OG6_103333	A0A1D8PGB0
OG6_104009	A0A1D8PGA7
OG6_102316	Q5AD67
OG6r21_126918	Q5AD68
OG6r21_102032	A0A1D8PGE2
OG6_105174	A0A1D8PGA8
OG6_116848	Q5AD72
OG6_111249	Q5AD73
OG6_101776	A0A1D8PGA6
OG6_103854	O59923
OG6_101701	A0A1D8PGD2
OG6_106436	Q5AD77
OG6_109780	Q5AD78
OG6r21_106203	Q5ALY5
OG6_108039	A0A1D8PGF0
OG6_103058	A0A1D8PGB7
OG6_119473	Q5ALY1
OG6_100199	Q5ALY0
OG6r21_119626	A0A1D8PGB8
OG6_101012	Q5ALX8
OG6_101264	A0A1D8PGE0
OG6_129919	Q5ALX7
OG6r21_115522	Q5ALX6
OG6_100099	Q5ALX5
OG6_101219	Q5ALX3
OG6_102284	A0A1D8PGC3
OG6r21_139995	Q5ALW9
OG6_100779	A0A1D8PGE9
OG6_102589	Q5ALW7
OG6_100679	Q5ALW6
OG6_121562	A0A1D8PGE7
OG6_100990	Q5ALW4
OG6_588367	Q5ALW2
OG6_106784	Q5ALW1
OG6_103503	A0A1D8PGG3
OG6_102857	Q5ALV9
OG6_100728	Q5ALV8
OG6_100814	Q5ALV6
OG6_102678	Q5ALV5
OG6_100397	Q5ALV4
OG6_113608	Q5ALV2
OG6_103808	Q5ALV0
OG6_105676	Q5ALU9
OG6_100521	Q5ALU8
OG6_127173	A0A1D8PGH2
OG6_103173	Q5ALU6
OG6r21_101661	A0A1D8PGE6
OG6_129990	Q5ALU4
OG6_104789	Q5ALU3
OG6_116989	Q5ALU2
OG6_114551	Q5ALU1
OG6r21_107064	Q5ALU0
OG6r21_115523	A0A1D8PGH1
OG6_210574	A0A1D8PGF8
OG6_100000	A0A1D8PGH8
OG6_500388	Q5AM84
OG6_104156	A0A1D8PGF5
OG6_109058	A0A1D8PGH5
OG6_101279	A0A1D8PGE3
OG6_104759	Q5AM80
OG6_153271	A0A1D8PGH3
OG6_137735	A0A1D8PGF3
OG6_107650	A0A1D8PGH7
OG6r21_112716	A0A1D8PGI1
OG6_102507	A0A1D8PGI6
OG6_102894	Q5AM72
OG6r21_112717	A0A1D8PGG2
OG6_110409	Q5ALR8
OG6_112308	A0A1D8PGG1
OG6_131573	A0A1D8PGG7
OG6_101979	A0A1D8PGH4
OG6_103565	A0A1D8PGG5
OG6_100224	Q5AM60
OG6_101380	A0A1D8PGI9
OG6_103629	A0A1D8PGI8
OG6r21_101662	A0A1D8PGI3
OG6r21_101820	A0A1D8PGI2
OG6_107354	Q5ALQ3
OG6_108099	A0A1D8PGH0
OG6_500181	Q5AM50
OG6_101122	A0A1D8PGK4
OG6_103038	Q5ALP8
OG6_122928	Q5ALP7
OG6r21_109255	A0A1D8PGK3
OG6r21_139998	A0A1D8PGJ6
OG6_102277	Q5AM44
OG6_103286	Q5ALP4
OG6_137800	A0A1D8PGJ8
OG6_100747	A0A1D8PGH6
OG6_100513	Q5ALP1
OG6_102585	A0A1D8PGL8
OG6_101604	A0A1D8PGJ1
OG6r21_112718	A0A1D8PGJ3
OG6_101873	A0A1D8PGM5
OG6r21_101380	Q5ALN5
OG6_115952	A0A1D8PGK8
OG6_100282	Q5ALN3
OG6_100322	Q5ALN2
OG6_500374	Q5ALN1
OG6_102580	A0A1D8PGJ5
OG6_103136	A0A1D8PGM6
OG6r21_101024	A0A1D8PGJ9
OG6_100528	Q5ALM6
OG6r21_139999	Q5ALM5
OG6_103183	A0A1D8PGL6
OG6_103177	A0A1D8PGL7
OG6_121269	A0A1D8PGL5
OG6_102581	Q5ALM0
OG6_101807	Q5ALL8
OG6r21_115524	Q5ALL6
OG6_122958	A0A1D8PGN3
OG6_102592	A0A1D8PGL1
OG6_101202	Q5ALL3
OG6_102184	A0A1D8PGP2
OG6_102524	A0A1D8PGN0
OG6_102389	A0A1D8PGM4
OG6_101245	Q04782
OG6_103278	A0A1D8PGM7
OG6_100379	A0A1D8PGL4
OG6_102177	A0A1D8PGL0
OG6_100356	Q5ALK3
OG6_102472	A0A1D8PGM1
OG6_222596	Q5ALK1
OG6_100538	A0A1D8PGR5
OG6_115817	A0A1D8PGN6
OG6_127200	A0A1D8PGN2
OG6_100246	Q5ALJ4
OG6_101746	A0A1D8PGN5
OG6_110918	Q5ALJ2
OG6_100060	Q5ALJ1
OG6_104552	A0A1D8PGP5
OG6_118120	Q5ALI9
OG6_100255	A0A1D8PGM8
OG6r21_102033	Q5A0H0
OG6r21_294834	A0A1D8PGQ1
OG6_102382	A0A1D8PGP3
OG6_101696	Q5A0H3
OG6_116771	Q5A0H4
OG6_103832	Q5A0H6
OG6_101190	A0A1D8PGN9
OG6_101567	Q5A0H8
OG6_500169	A0A1D8PGN7
OG6r21_110820	Q5A0I0
OG6_101811	A0A1D8PGU0
OG6_101356	A0A1D8PGR8
OG6_109517	A0A1D8PGP6
OG6_103247	A0A1D8PGP7
OG6_103811	A0A1D8PGP8
OG6_103431	Q5A0I6
OG6_101420	Q5A0I7
OG6_102652	Q5A0I8
OG6_500674	Q5A0J0
OG6_103247	A0A1D8PGQ6
OG6_108958	Q5A0J3
OG6_102403	A0A1D8PGS6
OG6_100194	Q5A0J5
OG6_105381	Q5A0J6
OG6r21_109256	Q5A0J7
OG6r21_140001	A0A1D8PGR3
OG6_100667	A0A1D8PGQ5
OG6_500323	Q5A0J9
OG6_102380	A0A1D8PGS2
OG6_100255	A0A1D8PGR0
OG6_111528	A0A1D8PGX0
OG6_100163	A0A1D8PGT5
OG6_100306	A0A1D8PGR9
OG6_100892	A0A1D8PGR6
OG6_101679	A0A1D8PGR1
OG6_100537	Q5A0L0
OG6_222611	Q5A0L2
OG6_103257	P52496
OG6_110918	Q5A0L4
OG6_112512	Q5A0L7
OG6_101965	Q5A0L8
OG6_105833	Q5A0L9
OG6_100541	A0A1D8PGS5
OG6_104105	A0A1D8PGS7
OG6_100212	Q5A0M4
OG6r21_107066	A0A1D8PGS4
OG6_100718	Q5A0M7
OG6_109089	A0A1D8PGT0
OG6_103749	A0A1D8PGT1
OG6_114167	A0A1D8PGT8
OG6_100448	Q5A0N3
OG6_116641	Q5A0N4
OG6_101783	A0A1D8PGT3
OG6_102616	Q5AH86
OG6_499981	A0A1D8PGV8
OG6_222557	Q5AH87
OG6_100254	A0A1D8PGU2
OG6_104196	Q5AH90
OG6_124658	A0A1D8PGU1
OG6_102988	Q5AH92
OG6_101500	P82612
OG6_102783	A0A1D8PGV7
OG6_102406	A0A1D8PGX4
OG6_101254	A0A1D8PGU4
OG6_102807	Q5AH99
OG6_104239	Q5AHA0
OG6_102675	Q92207
OG6r21_104666	A0A1D8PGU6
OG6r21_108061	Q5AHA4
OG6_100681	Q5AHA6
OG6_102750	A0A1D8PH02
OG6_113577	Q5AHB1
OG6_100223	Q96UX5
OG6r21_112719	Q5AHB5
OG6_101536	A0A1D8PGX7
OG6_103191	A0A1D8PGZ1
OG6_137182	Q5AHB8
OG6r21_115525	Q5AHC0
OG6r21_101025	A0A1D8PGU5
OG6r21_101381	Q5AHC2
OG6_104716	A0A1D8PH08
OG6r21_110821	Q5AHC4
OG6r21_101249	A0A1D8PGY3
OG6_123006	A0A1D8PGW0
OG6_179758	A0A1D8PGY5
OG6_102732	A0A1D8PGZ5
OG6_103377	A0A1D8PGW7
OG6_111451	Q5AHD3
OG6r21_115526	A0A1D8PGW6
OG6_581674	Q5AHD5
OG6_454568	Q5AHD6
OG6_107354	A0A1D8PGW4
OG6_107354	Q5AHE0
OG6r21_104647	A0A1D8PGX9
OG6_103520	Q5AHE2
OG6_113234	A0A1D8PGZ9
OG6_100536	A0A1D8PGX5
OG6_133175	Q5AHE5
OG6_110430	A0A1D8PGW9
OG6_133175	A0A1D8PGW8
OG6r21_126919	Q5AHE8
OG6_126952	Q5AHE9
OG6_500870	A0A1D8PH10
OG6_100581	A0A1D8PGY4
OG6_104832	A0A1D8PGZ0
OG6r21_102262	A0A1D8PH00
OG6_102093	A0A1D8PGY6
OG6_100663	A0A1D8PGY0
OG6_100955	A0A1D8PGY8
OG6_101395	A0A1D8PGY1
OG6_115999	A0A1D8PH18
OG6_102114	Q5AHF9
OG6_102408	A0A1D8PH20
