Accession	Group ID	Entry
C201900CA	OG7_0023019	A0A1D8PGI1
C201910WA	OGR7_0054071	A0A1D8PGI6
C201920CA	OG7_0007317	Q5AM72
C201930CA	OGR7_0016634	A0A1D8PGG2
C201950CA	OG7_0029289	Q5ALR8
C201970CA	OG7_0011635	A0A1D8PGG1
C201980CA	OG7_0030389	A0A1D8PGG7
C201990CA	OG7_0004508	A0A1D8PGH4
C202000WA	OG7_0008442	A0A1D8PGG5
C202010CA	OG7_0001525	Q5AM60
C202020WA	OG7_0005679	A0A1D8PGI9
C202030WA	OG7_0009286	A0A1D8PGI8
C202040WA	OGR7_0003421	A0A1D8PGI3
C202050CA	OGR7_0004262	A0A1D8PGI2
C202060CA	OG7_0001362	Q5ALQ3
C202070WA	OG7_0001286	A0A1D8PGH0
C202090WA	OG7_0155921	Q5AM50
C202100WA	OG7_0000402	A0A1D8PGK4
C202110CA	OG7_0007229	Q5ALP8
C202120WA	OG7_0026617	Q5ALP7
C202130CA	OGR7_0006739	A0A1D8PGK3
C202140CA	OGR7_0006739	A0A1D8PGJ6
C202150CA	OG7_0006717	Q5AM44
C202160WA	OG7_0005076	Q5ALP4
C202170WA	OG7_0036316	A0A1D8PGJ8
C202180WA	OG7_0004237	A0A1D8PGH6
C202190CA	OGR7_0002999	Q5ALP1
C202200WA	OG7_0001790	A0A1D8PGL8
C202210CA	OG7_0004540	A0A1D8PGJ1
C202220CA	OGR7_0011383	A0A1D8PGJ3
C202230CA	OGR7_0004032	A0A1D8PGM5
C202240CA	OG7_0156018	Q5ALN5
C202250CA	OG7_0019445	A0A1D8PGK8
C202260WA	OGR7_0002667	Q5ALN3
C202270CA	OG7_0003622	Q5ALN2
C202280WA	OGR7_0010210	Q5ALN1
C202290CA	OG7_0006002	A0A1D8PGJ5
C202300WA	OG7_0008104	A0A1D8PGM6
C202310WA	OGR7_0002823	A0A1D8PGJ9
C202320CA	OG7_0000556	Q5ALM6
C202330WA	OGR7_0054062	Q5ALM5
C202340CA	OG7_0002658	A0A1D8PGL6
C202350CA	OG7_0005281	A0A1D8PGL7
C202360CA	OG7_0033046	A0A1D8PGL5
C202370CA	OG7_0007767	Q5ALM0
C202380WA	OG7_0006625	Q5ALL8
C202390WA	OGR7_0016637	Q5ALL6
C202400WA	OG7_0007965	A0A1D8PGN3
C202410WA	OG7_0007710	A0A1D8PGL1
C202420CA	OG7_0002064	Q5ALL3
C202430WA	OG7_0007300	A0A1D8PGP2
C202440WA	OG7_0004559	A0A1D8PGN0
C202450CA	OG7_0007458	A0A1D8PGM4
C202460WA	OG7_0005133	Q04782
C202470CA	OG7_0007009	A0A1D8PGM7
C202490CA	OG7_0002066	A0A1D8PGL4
C202500WA	OG7_0007249	A0A1D8PGL0
C202510WA	OG7_0002319	Q5ALK3
C202520WA	OG7_0006142	A0A1D8PGM1
C202530WA	OG7_0001357	Q5ALK1
C202540WA	OG7_0006184	A0A1D8PGR5
C202550CA	OG7_0007961	A0A1D8PGN6
C202570WA	OG7_0015876	A0A1D8PGN2
C202580WA	OG7_0001151	Q5ALJ4
C202590WA	OG7_0002599	A0A1D8PGN5
C202600CA	OG7_0012464	Q5ALJ2
C202610CA	OG7_0000446	Q5ALJ1
C202620WA	OG7_0008876	A0A1D8PGP5
C202630WA	OG7_0018849	Q5ALI9
C202640CA	OG7_0001326	A0A1D8PGM8
C202660WA	OGR7_0004256	Q5A0H0
C202670CA	OGR7_0210941	A0A1D8PGQ1
C202680WA	OG7_0001253	A0A1D8PGP3
C202690WA	OG7_0006346	Q5A0H3
C202700CA	OG7_0019456	Q5A0H4
C202710CA	OG7_0008716	Q5A0H6
C202720WA	OG7_0005004	A0A1D8PGN9
C202730WA	OG7_0005142	Q5A0H8
C202740CA	OG7_0003751	A0A1D8PGN7
C202750CA	OGR7_0016631	Q5A0I0
C202760WA	OG7_0000779	A0A1D8PGU0
C202770WA	OG7_0003721	A0A1D8PGR8
C202780CA	OG7_0014573	A0A1D8PGP6
C202790CA	OG7_0005350	A0A1D8PGP7
C202800WA	OG7_0008929	A0A1D8PGP8
C202810CA	OG7_0002789	Q5A0I6
C202820CA	OG7_0005925	Q5A0I7
C202830CA	OG7_0001150	Q5A0I8
C202840CA	OG7_0040988	Q5A0J0
C202850WA	OG7_0005350	A0A1D8PGQ6
C202860WA	OG7_0003175	Q5A0J3
C202870WA	OG7_0006801	A0A1D8PGS6
C202880CA	OG7_0002671	Q5A0J5
C202890WA	OG7_0008954	Q5A0J6
C202900WA	OG7_0041063	Q5A0J7
C202910WA	OGR7_0054037	A0A1D8PGR3
C202920WA	OG7_0001212	A0A1D8PGQ5
C202930CA	OG7_0036991	Q5A0J9
C202940WA	OG7_0004717	A0A1D8PGS2
C202950WA	OG7_0001326	A0A1D8PGR0
C202960CA	OG7_0001290	A0A1D8PGX0
C202970CA	OG7_0000707	A0A1D8PGT5
C202980CA	OG7_0002979	A0A1D8PGR9
C202990CA	OG7_0005433	A0A1D8PGR6
C203000CA	OG7_0006812	A0A1D8PGR1
C203010CA	OG7_0003661	Q5A0L0
C203020CA	OG7_0017553	Q5A0L2
C203030WA	OG7_0002598	P52496
C203040WA	OG7_0012464	Q5A0L4
C203050WA	OG7_0018898	Q5A0L7
C203060WA	OG7_0000949	Q5A0L8
C203070CA	OG7_0010998	Q5A0L9
C203080WA	OG7_0002137	A0A1D8PGS5
C203090CA	OG7_0002040	A0A1D8PGS7
C203100WA	OG7_0002134	Q5A0M4
C203110WA	OGR7_0011400	A0A1D8PGS4
C203120WA	OG7_0004287	Q5A0M7
C203130WA	OG7_0014596	A0A1D8PGT0
C203140CA	OG7_0003703	A0A1D8PGT1
C203150CA	OG7_0017479	A0A1D8PGT8
C203160CA	OG7_0004218	Q5A0N3
C203170WA	OG7_0009040	Q5A0N4
C203180CA	OG7_0000785	A0A1D8PGT3
C203200WA	OG7_0007602	Q5AH86
C203210WA	OGR7_0010208	A0A1D8PGV8
C203220CA	OG7_0038960	Q5AH87
C203230CA	OG7_0001356	A0A1D8PGU2
C203240CA	OG7_0004535	Q5AH90
C203250WA	OG7_0001448	A0A1D8PGU1
C203260WA	OG7_0006444	Q5AH92
C203270WA	OG7_0002311	P82612
C203280WA	OG7_0008016	A0A1D8PGV7
C203290WA	OG7_0005998	A0A1D8PGX4
C203300WA	OG7_0006147	A0A1D8PGU4
C203310CA	OG7_0007999	Q5AH99
C203320WA	OG7_0000615	Q5AHA0
C203330CA	OG7_0000396	Q92207
C203340WA	OG7_0008528	A0A1D8PGU6
C203350WA	OGR7_0012784	Q5AHA4
C203360WA	OG7_0003457	Q5AHA6
C203370WA	OG7_0005718	A0A1D8PH02
C203380WA	OG7_0001721	Q5AHB1
C203390CA	OG7_0002479	Q96UX5
C203400CA	OGR7_0004934	Q5AHB5
C203410WA	OG7_0002859	A0A1D8PGX7
C203420CA	OG7_0007332	A0A1D8PGZ1
C203430WA	OG7_0002667	Q5AHB8
C203440WA	OGR7_0019432	Q5AHC0
C203450WA	OGR7_0001620	A0A1D8PGU5
C203460CA	OGR7_0004564	Q5AHC2
C203470CA	OG7_0009384	A0A1D8PH08
C203490CA	OGR7_0004920	Q5AHC4
C203500WA	OG7_0156015	A0A1D8PGY3
C203520CA	OG7_0010452	A0A1D8PGW0
C203530WA	OG7_0001646	A0A1D8PGY5
C203540WA	OG7_0002159	A0A1D8PGZ5
C203550CA	OG7_0007636	A0A1D8PGW7
C203560CA	OG7_0002955	Q5AHD3
C203570CA	OGR7_0007274	A0A1D8PGW6
C203590CA	OG7_0022994	Q5AHD5
C203600WA	OG7_0273756	Q5AHD6
C203610WA	OG7_0001362	A0A1D8PGW4
C203620WA	OG7_0001362	Q5AHE0
C203630WA	OGR7_0002663	A0A1D8PGX9
C203640WA	OG7_0008935	Q5AHE2
C203670WA	OG7_0001304	A0A1D8PGZ9
C203680WA	OG7_0001304	A0A1D8PGX5
C203690CA	OG7_0028333	Q5AHE5
C203700WA	OG7_0016133	A0A1D8PGW9
C203710WA	OG7_0028333	A0A1D8PGW8
C203720WA	OGR7_0038515	Q5AHE8
C203750WA	OG7_0001098	Q5AHE9
C203760CA	OG7_0156071	A0A1D8PH10
C203770CA	OG7_0000432	A0A1D8PGY4
C203780CA	OG7_0009341	A0A1D8PGZ0
C203790CA	OGR7_0004931	A0A1D8PH00
C203800CA	OG7_0004893	A0A1D8PGY6
C203810CA	OG7_0004780	A0A1D8PGY0
C203820CA	OG7_0003589	A0A1D8PGY8
C203830WA	OG7_0005204	A0A1D8PGY1
C203840CA	OG7_0003410	A0A1D8PH18
C203870WA	OG7_0006920	Q5AHF9
C203880CA	OG7_0001217	A0A1D8PH20
C203890WA	OGR7_0004040	A0A1D8PGZ4
C203900CA	OG7_0025232	A0A1D8PGZ6
C203910CA	OG7_0004077	A0A1D8PH01
C203920CA	OG7_0004202	A0A1D8PGZ7
C203930CA	OGR7_0003450	A0A1D8PH05
C203940CA	OG7_0000103	Q5AHG6
C203950WA	OG7_0005906	Q5AHG8
C203960WA	OG7_0006528	A0A1D8PH21
C203970WA	OGR7_0002528	A0A1D8PH07
C203980CA	OGR7_0004258	Q5AHH0
C203990WA	OG7_0001817	A0A1D8PH13
C204000CA	OGR7_0023453	Q5AHH3
C204010CA	OG7_0002248	Q5AHH4
C204020CA	OG7_0008278	Q5AHH6
C204030CA	OG7_0003886	Q5AHH7
C204040CA	OG7_0003368	A0A1D8PH14
C204050CA	OG7_0003368	A0A1D8PH11
C204060CA	OG7_0005294	A0A1D8PH27
C204080WA	OGR7_0003765	Q5AHI3
C204090WA	OGR7_0004281	A0A1D8PH41
C204100WA	OG7_0007438	A0A1D8PH25
C204110WA	OG7_0001850	A0A1D8PH33
C204120CA	OG7_0000011	Q5AHI7
C204130WA	OG7_0022151	A0A1D8PH30
C204140WA	OG7_0017148	O74161
C204150CA	OG7_0007465	A0A1D8PH17
C204160WA	OG7_0007235	Q5AHJ1
C204170CA	OG7_0024066	A0A1D8PH39
C204180CA	OG7_0001013	A0A1D8PH37
C204190CA	OG7_0008935	A0A1D8PH55
C204200WA	OG7_0017146	Q5AHJ5
C204210WA	OG7_0003428	A0A1D8PH43
C204220CA	OG7_0003156	A0A1D8PH31
C204230WA	OG7_0002834	A0A1D8PH42
C204240CA	OG7_0005684	Q5AHK0
C204250WA	OG7_0007744	A0A1D8PH22
C204260WA	OG7_0000396	Q5AHK2
C204270WA	OG7_0000396	A0A1D8PH53
C204280WA	OG7_0003063	A0A1D8PH46
C204290WA	OG7_0003063	A0A1D8PH74
C204300CA	OG7_0023018	A0A1D8PH47
C204310WA	OG7_0001846	A0A1D8PH52
C204320WA	OGR7_0012771	A0A1D8PH44
C204330CA	OG7_0001023	Q59TB0
C204340CA	OG7_0008676	Q59TB1
C204350CA	OG7_0007059	Q59TB2
C204360WA	OG7_0000009	Q59TB3
C204370WA	OG7_0007862	Q59TB4
C204380CA	OG7_0004140	A0A1D8PH56
C204390WA	OG7_0032027	A0A1D8PH83
C204400WA	OGR7_0003734	A0A1D8PH57
C204410WA	OGR7_0000448	A0A1D8PH61
C204420WA	OGR7_0000448	A0A1D8PH54
C204430WA	OGR7_0054194	Q59TC1
C204440WA	OGR7_0054245	A0A1D8PH50
C204450WA	OGR7_0014281	A0A1D8PH38
C204460WA	OG7_0004756	Q59TC4
C204470WA	OG7_0001104	A0A1D8PH64
C204480WA	OG7_0001105	A0A1D8PH67
C204490WA	OG7_0007993	A0A1D8PH93
C204500WA	OG7_0000402	A0A1D8PH70
C204510WA	OG7_0001013	Q59TD1
C204520CA	OGR7_0004563	Q59TD2
C204530WA	OG7_0025214	Q59TD3
C204540CA	OG7_0005080	A0A1D8PH63
C204550CA	OG7_0005772	Q59TD5
C204560WA	OG7_0007223	A0A1D8PH51
C204570WA	OG7_0008057	A0A1D8PH72
C204580WA	OG7_0006063	A0A1D8PH78
C204590CA	OG7_0010753	A0A1D8PHA2
C204600CA	OG7_0004429	Q59TE0
C204620WA	OG7_0155776	A0A1D8PH73
C204640CA	OG7_0002134	A0A1D8PH71
C204650CA	OG7_0008000	A0A1D8PH80
C204660CA	OG7_0001715	A0A1D8PH81
C204670WA	OGR7_0085313	A0A1D8PH58
C204680WA	OG7_0006509	Q59LI2
C204690CA	OG7_0005350	A0A1D8PH79
C204700CA	OG7_0007533	A0A1D8PH84
C204710CA	OG7_0001367	Q96WL3
C204720CA	OGR7_0014477	A0A1D8PH87
C204730WA	OGR7_0004255	A0A1D8PH86
C204740CA	OG7_0028326	A0A1D8PH77
C204750WA	OG7_0002524	A0A1D8PH90
C204760WA	OG7_0000432	Q59LK7
C204770WA	OG7_0036288	Q59LK8
C204780WA	OG7_0036288	A0A1D8PH76
C204790CA	OG7_0033033	A0A1D8PH91
C204800CA	OG7_0018409	Q59LL4
C204810WA	OG7_0008343	Q59LL5
C204820WA	OG7_0002390	A0A1D8PHA0
C204830WA	OG7_0006601	A0A1D8PH95
C204850CA	OG7_0006125	A0A1D8PH89
C204860WA	OG7_0000135	Q59KL6
C204870CA	OG7_0006260	A0A1D8PH99
C204880CA	OG7_0006573	A0A1D8PH88
C204930CA	OG7_0000396	Q9Y7W4
C204940CA	OG7_0000446	A0A1D8PH98
C204950CA	OG7_0007156	A0A1D8PHA3
C204960CA	OG7_0011970	A0A1D8PHE6
C204970WA	OG7_0002666	A0A1D8PHA7
C204980CA	OG7_0000396	Q59ZI9
C204990WA	OG7_0155774	Q59ZI8
C205000CA	OG7_0005732	Q59ZI7
C205020WA	OG7_0015036	Q59ZI6
C205030CA	OG7_0001254	A0A1D8PH96
C205040CA	OG7_0033024	A0A1D8PH92
C205050CA	OG7_0030169	Q59ZI3
C205060CA	OG7_0010898	Q59ZI2
C205070WA	OG7_0035606	Q59ZI1
C205080CA	OG7_0015549	Q59ZI0
C205090WA	OG7_0000117	Q59ZH9
C205100CA	OG7_0005645	Q59ZH8
C205110WA	OG7_0003685	A0A1D8PHB8
C205130WA	OG7_0003137	Q59ZH5
C205140WA	OG7_0000432	A0A1D8PHB0
C205150WA	OG7_0008531	Q59ZH3
C205160CA	OG7_0007334	A0A1D8PHC4
C205170WA	OG7_0007260	Q59ZH1
C205180WA	OG7_0022991	A0A1D8PHF8
C205190WA	OG7_0003559	P12461
C205200CA	OGR7_0016658	A0A1D8PHC3
C205210WA	OG7_0022064	Q59ZG8
C205220CA	OG7_0008997	A0A1D8PHC5
C205230CA	OG7_0007289	Q59ZG6
C205250CA	OG7_0003266	A0A1D8PHC9
C205260WA	OG7_0017149	A0A1D8PHB1
C205270WA	OG7_0005206	A0A1D8PHD1
C205280CA	OG7_0008060	A0A1D8PHD4
C205290CA	OG7_0001609	Q59ZG1
C205300CA	OG7_0017536	A0A1D8PHE0
C205320WA	OG7_0008039	A0A1D8PHD2
C205330CA	OGR7_0003742	A0A1D8PHB9
C205340CA	OG7_0003550	A0A1D8PHD8
C205350CA	OG7_0041031	Q59ZF4
C205360CA	OG7_0001476	Q59ZF3
C205370CA	OG7_0012099	A0A1D8PHC7
C205380WA	OG7_0064296	A0A1D8PHD9
C205390CA	OGR7_0003745	Q59ZE8
C205400WA	OGR7_0004282	A0A1D8PHG8
C205410WA	OG7_0004750	A0A1D8PHF5
C205440WA	OG7_0001162	Q59ZE6
C205450CA	OG7_0005855	Q59ZE5
C205460WA	OG7_0002165	P46614
C205470WA	OG7_0001767	Q59ZE2
C205480CA	OG7_0011524	A0A1D8PHE3
C205490WA	OGR7_0004562	Q59ZE1
C205500WA	OG7_0017153	Q59ZE0
C205510CA	OG7_0004181	Q59ZD9
C205520WA	OG7_0008645	A0A1D8PHH0
C205530CA	OG7_0007126	A0A1D8PHF9
C205540CA	OG7_0000011	A0A1D8PHF1
C205550WA	OG7_0003360	A0A1D8PHE5
C205560WA	OG7_0002966	Q59T49
C205570CA	OG7_0001098	Q59T48
C205580WA	OG7_0101609	Q59T47
C205590CA	OG7_0002020	Q59T45
C205610CA	OG7_0005073	Q59T44
C205620WA	OG7_0005982	A0A1D8PHF7
C205640WA	OG7_0001158	Q59T43
C205650WA	OG7_0006483	Q59T42
C205660WA	OG7_0012583	A0A1D8PHH2
C205670CA	OG7_0004069	Q59T38
C205680WA	OG7_0006567	Q59T37
C205690CA	OG7_0007171	Q59T36
C205700WA	OG7_0003099	Q59T35
C205710CA	OG7_0005647	A0A1D8PHH4
C205720CA	OG7_0002578	A0A1D8PHG1
C205730CA	OG7_0007455	Q873N2
C205740WA	OG7_0020676	Q59T32
C205750WA	OG7_0008563	A0A1D8PHI7
C205760CA	OG7_0020680	Q59T30
C205770WA	OG7_0048647	A0A1D8PHG0
C205780CA	OG7_0000432	A0A1D8PHG7
C205790CA	OG7_0001167	A0A1D8PHI0
C205800CA	OG7_0012728	A0A1D8PHG9
C205810WA	OG7_0155989	Q59MG4
C205820WA	OG7_0005659	A0A1D8PHH8
C205830CA	OG7_0009370	Q59MG2
C205840WA	OG7_0003745	Q59MG1
C205850CA	OG7_0007477	Q59MF9
C205860CA	OG7_0026599	A0A1D8PHJ0
C205870WA	OG7_0161165	A0A1D8PHI1
C205890CA	OG7_0004251	A0A1D8PHH7
C205900WA	OG7_0011642	A0A1D8PHK1
C205910WA	OG7_0006585	A0A1D8PHH9
C205920CA	OG7_0034525	A0A1D8PHJ3
C205930WA	OG7_0020662	A0A1D8PHI5
C205940CA	OG7_0005075	Q59MF4
C205950CA	OG7_0008737	Q59MF3
C205960CA	OG7_0008737	A0A1D8PHK2
C205970CA	OG7_0008737	Q59MF1
C205980CA	OG7_0008737	A0A1D8PHJ4
C205990CA	OG7_0008737	Q59X09
C206000WA	OG7_0007402	A0A1D8PHK8
C206010WA	OG7_0006389	Q59X11
C206020WA	OG7_0005903	A0A1D8PHJ7
C206030WA	OGR7_0003446	A0A1D8PHJ1
C206040CA	OG7_0025157	A0A1D8PHJ5
C206070WA	OG7_0001203	A0A1D8PHL1
C206080CA	OG7_0009321	A0A1D8PHM2
C206090WA	OG7_0010392	A0A1D8PHK4
C206100WA	OG7_0004620	Q59X23
C206110WA	OG7_0008103	Q59X24
C206120CA	OG7_0009570	Q59X25
C206130WA	OG7_0009268	Q59X26
C206140CA	OG7_0002132	Q59X27
C206150CA	OG7_0007046	Q59X29
C206160WA	OGR7_0006740	Q59X30
C206170CA	OG7_0007837	A0A1D8PHL8
C206180CA	OGR7_0006147	Q59P58
C206190WA	OG7_0002175	Q59P56
C206200CA	OG7_0005337	Q59P53
C206210CA	OG7_0008108	Q59P52
C206220CA	OG7_0155847	Q59P51
C206230WA	OG7_0002417	Q59P50
C206240WA	OG7_0004589	A0A1D8PHP3
C206250CA	OG7_0001163	Q59P49
C206260WA	OG7_0002662	Q59P48
C206270WA	OGR7_0004591	A0A1D8PHM7
C206280CA	OGR7_0004582	A0A1D8PHN4
C206290CA	OG7_0019457	A0A1D8PHL7
C206300WA	OG7_0007657	Q59P44
C206310CA	OG7_0005954	Q59P43
C206320WA	OG7_0014205	Q59P41
C206330CA	OG7_0001576	Q59P40
C206340WA	OG7_0009582	Q59P39
C206350CA	OG7_0005937	A0A1D8PHL9
C206360CA	OG7_0007199	Q59P36
C206370CA	OG7_0003037	A0A1D8PHP1
C206390CA	OG7_0002926	Q59Q46
C206420CA	OG7_0002540	Q59Q44
C206430CA	OG7_0001918	Q59Q43
C206440CA	OG7_0001918	Q59Q42
C206460WA	OG7_0010250	A0A1D8PHN5
C206470WA	OG7_0010250	Q59Q40
C206480WA	OG7_0004507	Q59Q39
C206490WA	OG7_0007624	Q59Q38
C206510WA	OGR7_0009182	A0A1D8PHP5
C206520CA	OG7_0001013	Q59Q36
C206530WA	OGR7_0002665	Q59Q35
C206540CA	OG7_0002066	Q59Q34
C206550WA	OG7_0032027	Q59Q33
C206570CA	OGR7_0085278	Q59Q31
C206590CA	OG7_0002865	Q59Q30
C206600WA	OG7_0003017	A0A1D8PHP6
C206610CA	OG7_0001280	A0A1D8PHT7
C206620WA	OG7_0007864	A0A1D8PHP4
C206630CA	OGR7_0019448	A0A1D8PHQ3
C206640CA	OG7_0003490	A0A1D8PHR0
C206650CA	OG7_0007002	A0A1D8PHQ5
C206660WA	OG7_0002908	A0A1D8PHQ0
C206670CA	OG7_0000103	Q59KM8
C206680WA	OG7_0007009	A0A1D8PHP8
C206690CA	OGR7_0002661	Q59KM6
C206700WA	OG7_0004287	Q59KV5
C206710WA	OG7_0002966	A0A1D8PHU5
C206720WA	OG7_0002966	A0A1D8PHQ6
C206730WA	OG7_0015586	Q59KV8
C206740WA	OGR7_0003756	A0A1D8PHT1
C206750CA	OG7_0008837	A0A1D8PHR7
C206760CA	OGR7_0002822	A0A1D8PHQ7
C206770WA	OG7_0007344	A0A1D8PHR2
C206780CA	OG7_0002147	Q59Z69
C206790WA	OG7_0008087	Q59Z68
C206800CA	OGR7_0007414	Q59Z67
C206810CA	OG7_0003690	A0A1D8PHW1
C206820CA	OG7_0001933	Q59Z65
C206830CA	OG7_0000970	Q59ZC8
C206840WA	OG7_0006512	A0A1D8PHV3
C206850WA	OG7_0155900	A0A1D8PHS1
C206860WA	OG7_0001368	A0A1D8PHR4
C206870CA	OG7_0006510	A0A1D8PHR5
C206880CA	OG7_0001376	Q59Z57
C206890CA	OG7_0001209	Q59Z55
C206910WA	OG7_0000131	A0A1D8PHR9
C206920CA	OG7_0003327	Q59Z54
C206930CA	OG7_0041026	A0A1D8PHT6
C206940CA	OG7_0003638	Q59Z52
C206950CA	OG7_0007292	Q59Z51
C206960WA	OG7_0003460	Q59Z50
C206970WA	OG7_0004753	Q59ZB1
C206980WA	OG7_0041026	A0A1D8PHS6
C206990WA	OG7_0041026	Q59Z47
C207000WA	OG7_0010166	A0A1D8PHS4
C207010WA	OG7_0007998	A0A1D8PHU4
C207020CA	OG7_0075029	A0A1D8PHZ0
C207030CA	OG7_0006972	A0A1D8PHU0
C207040WA	OG7_0007866	A0A1D8PHU3
C207060WA	OG7_0002347	A0A1D8PHX6
C207070WA	OG7_0001083	Q59Z38
C207080CA	OG7_0026622	Q59Z37
C207090CA	OG7_0003409	A0A1D8PHT9
C207100WA	OG7_0004787	A0A1D8PHT4
C207110CA	OG7_0101627	A0A1D8PHT8
C207120WA	OG7_0007041	Q59Z33
C207130CA	OG7_0000003	A0A1D8PI07
C207140WA	OG7_0016165	A0A1D8PHU6
C207160WA	OG7_0003741	A0A1D8PHV2
C207170CA	OG7_0101639	Q59Z29
C207180WA	OGR7_0014465	Q59Z27
C207190CA	OG7_0005090	Q59Z25
C207200WA	OG7_0002891	Q59Z24
C207210CA	OG7_0000103	A0A1D8PHU1
C207220WA	OG7_0009763	A0A1D8PHU2
C207230CA	OG7_0002985	A0A1D8PHW6
C207240CA	OG7_0005506	Q59Z19
C207250CA	OG7_0013494	Q59Z18
C207260CA	OG7_0014772	Q59Z17
C207270WA	OG7_0010436	A0A1D8PHY8
C207280WA	OG7_0002149	A0A1D8PHV4
C207290WA	OG7_0007797	Q59Z14
C207300CA	OG7_0002891	A0A1D8PHV8
C207310WA	OG7_0001068	Q59Z12
C207320WA	OG7_0000774	Q59Z11
C207330WA	OG7_0001934	A0A1D8PHX3
C207340WA	OG7_0007004	A0A1D8PI20
C207350WA	OG7_0001163	A0A1D8PHW4
C207360WA	OG7_0005542	Q59U53
C207370WA	OG7_0155697	Q59U54
C207380WA	OG7_0000776	P83784
C207390CA	OGR7_0004590	A0A1D8PHV7
C207400CA	OG7_0001304	Q59U59
C207410WA	OG7_0002952	Q59U61
C207420WA	OG7_0002314	A0A1D8PHW0
C207430CA	OG7_0003876	A0A1D8PI06
C207440CA	OG7_0002078	A0A1D8PI33
C207450CA	OG7_0004312	A0A1D8PHX2
C207460WA	OG7_0041035	Q59U67
C207470WA	OG7_0006727	A0A1D8PI01
C207480WA	OG7_0003726	A0A1D8PHX1
C207490WA	OG7_0006062	Q59U72
C207500CA	OG7_0041014	Q59U73
C207510WA	OG7_0006584	A0A1D8PHW7
C207520CA	OG7_0000011	A0A1D8PHZ3
C207530CA	OG7_0000003	A0A1D8PI13
C207540WA	OGR7_0003720	A0A1D8PI37
C207550WA	OG7_0010226	A0A1D8PHY0
C207560WA	OG7_0000402	Q59U81
C207570WA	OG7_0003661	A0A1D8PI17
C207580WA	OG7_0011634	A0A1D8PHX8
C207590WA	OG7_0006223	Q59U85
C207600CA	OG7_0000714	A0A1D8PHY1
C207610CA	OG7_0007879	A0A1D8PHX5
C207620WA	OG7_0005902	A0A1D8PI09
C207630CA	OG7_0016148	Q59U89
C207640WA	OGR7_0005308	Q59U90
C207650CA	OG7_0017077	A0A1D8PHY7
C207660WA	OG7_0004389	A0A1D8PHZ6
C207670CA	OG7_0008208	Q5A2J1
C207680WA	OG7_0003690	A0A1D8PHY2
C207690WA	OG7_0022940	A0A1D8PHY3
C207700CA	OGR7_0019436	Q5A2J4
C207710WA	OGR7_0001434	Q5A2J5
C207720CA	OGR7_0002815	A0A1D8PI18
C207730WA	OG7_0024054	Q5A2J7
C207740WA	OG7_0016488	Q5A2K0
C207750WA	OG7_0001254	A0A1D8PHZ5
C207760WA	OG7_0005290	A0A1D8PHZ9
C207770CA	OGR7_0008203	A0A1D8PI30
C207790CA	OG7_0002314	A0A1D8PHZ2
C207800WA	OG7_0025520	Q5A2K4
C207810WA	OG7_0004547	Q5A2K5
C207820CA	OG7_0155624	A0A1D8PI08
C207830WA	OG7_0015877	A0A1D8PI48
C207840WA	OG7_0001362	A0A1D8PI45
C207860WA	OG7_0008151	A0A1D8PI66
C207870CA	OGR7_0054038	Q5A2K9
C207880WA	OG7_0002824	Q5A2L1
C207890WA	OG7_0002319	Q5A2L2
C207900WA	OG7_0011174	A0A1D8PI00
C207910CA	OGR7_0019451	A0A1D8PI02
C207920WA	OG7_0007677	A0A1D8PI03
C207930CA	OG7_0008490	A0A1D8PI26
C207940CA	OG7_0004432	A0A1D8PI58
C207950WA	OG7_0003747	Q5A2S9
C207960CA	OG7_0008518	Q5A2T0
C207980WA	OG7_0003712	A0A1D8PI10
C208000CA	OG7_0001747	Q5A2T2
C208010WA	OG7_0006392	Q5A2T3
C208020CA	OG7_0003253	Q5A2T4
C208030WA	OGR7_0054166	Q5A2T5
C208040CA	OG7_0006219	A0A1D8PI15
C208050CA	OG7_0011977	Q5A2T6
C208060WA	OG7_0038192	A0A1D8PI67
C208070CA	OG7_0001370	Q5A2T7
C208080CA	OG7_0001271	A0A1D8PI81
C208090WA	OGR7_0054152	Q5A2T8
C208100WA	OG7_0002549	A0A1D8PI22
C208110WA	OG7_0001765	A0A1D8PI62
C208120WA	OG7_0007393	A0A1D8PI21
C208130WA	OG7_0001209	A0A1D8PI24
C208140CA	OG7_0002441	A0A1D8PI19
C208150WA	OGR7_0011396	A0A1D8PI39
C208160CA	OG7_0002143	A0A1D8PI76
C208170WA	OG7_0001300	Q5A2U7
C208180CA	OG7_0008441	A0A1D8PI86
C208190WA	OG7_0006232	Q5A2U9
C208200WA	OG7_0011721	A0A1D8PI34
C208210CA	OGR7_0085304	A0A1D8PI68
C208240WA	OG7_0000132	A0A1D8PI28
C208260WA	OGR7_0004932	A0A1D8PI29
C208270CA	OG7_0001256	A0A1D8PI35
C208280WA	OG7_0004292	Q59K07
C208290CA	OG7_0101638	Q59KG2
C208310WA	OG7_0007758	A0A1D8PI78
C208320CA	OGR7_0016640	A0A1D8PI89
C208330WA	OGR7_0011385	A0A1D8PI40
C208340CA	OG7_0101687	Q59KG7
C208350CA	OGR7_0023479	A0A1D8PI75
C208360CA	OG7_0006835	Q5A741
C208370CA	OG7_0001444	P0CY35
C208380CA	OG7_0004430	A0A1D8PI44
C208390WA	OG7_0012344	Q59K70
C208400CA	OGR7_0023478	A0A1D8PIA1
C208420WA	OG7_0010452	A0A1D8PI96
