Accession	Group ID	Entry
B9J08_001554	OGR7_0014534	A0A2H1A1S5
B9J08_001555	OGR7_0007428	A0A2H0ZXS4
B9J08_001556	OGR7_0004020	A0A2H0ZXR7
B9J08_001557	OG7_0006017	A0A2H0ZXU7
B9J08_001558	OG7_0004863	A0A2H0ZXT5
B9J08_001559	OG7_0010336	A0A2H0ZXU0
B9J08_001560	OG7_0004545	A0A2H0ZXS1
B9J08_001561	OG7_0005015	A0A2H0ZYP1
B9J08_001562	OG7_0018420	A0A2H0ZYU7
B9J08_001563	OGR7_0004001	A0A2H0ZXU2
B9J08_001564	OG7_0003023	A0A2H0ZXT9
B9J08_001565	OG7_0036292	A0A2H0ZXT4
B9J08_001566	OG7_0007708	A0A2H1A0P0
B9J08_001567	OG7_0001030	A0A2H0ZXV7
B9J08_001568	OG7_0008516	A0A5Q7Y9A0
B9J08_001569	OG7_0009351	A0A2H1A0U0
B9J08_001570	OG7_0008073	A0A2H0ZXT0
B9J08_001571	OG7_0008073	A0A2H1A0N8
B9J08_001572	OG7_0001721	A0A2H0ZYV7
B9J08_001573	OG7_0007449	A0A2H0ZXV1
B9J08_001574	OG7_0005348	A0A2H0ZXU9
B9J08_001575	OG7_0023005	A0A2H0ZXU4
B9J08_001576	OG7_0002555	A0A2H0ZXU3
B9J08_001577	OG7_0009760	A0A2H1A0R5
B9J08_001578	OG7_0008430	A0A2H0ZXV5
B9J08_001579	OGR7_0029173	A0A2H0ZXV8
B9J08_001580	OG7_0000783	A0A2H0ZXU1
B9J08_001581	OG7_0001064	A0A2H0ZYR2
B9J08_001582	OG7_0002414	A0A2H1A0P1
B9J08_001584	OG7_0012155	A0A2H0ZXW2
B9J08_001585	OG7_0007043	A0A2H0ZXV9
B9J08_001586	OG7_0006934	A0A2H0ZXV3
B9J08_001587	OG7_0008053	A0A2H0ZXV4
B9J08_001588	OG7_0000397	A0A2H0ZXX8
B9J08_001589	OG7_0007238	A0A2H0ZXW5
B9J08_001590	OG7_0041062	A0A2H0ZXW8
B9J08_001591	OG7_0004177	A0A2H0ZXV2
B9J08_001592	OG7_0003746	A0A2H0ZYS4
B9J08_001593	OG7_0007167	A0A2H1A0N1
B9J08_001594	OG7_0004833	A0A2H1A0M7
B9J08_001595	OG7_0009351	A0A2H1A1Q1
B9J08_001596	OG7_0048853	A0A2H0ZXW1
B9J08_001597	OG7_0008729	A0A2H0ZXW4
B9J08_001598	OG7_0006450	A0A2H0ZXZ1
B9J08_001599	OGR7_0004291	A0A2H0ZXX5
B9J08_001600	OG7_0004112	A0A2H0ZXX7
B9J08_001601	OG7_0006989	A0A2H0ZXW3
B9J08_001602	OG7_0006981	A0A2H0ZYT3
B9J08_001603	OG7_0007287	A0A2H0ZYY0
B9J08_001604	OG7_0020677	A0A2H0ZXY2
B9J08_001605	OG7_0007073	A0A2H0ZXY0
B9J08_001606	OG7_0002030	A0A2H0ZXX0
B9J08_001607	OG7_0010555	A0A2H0ZXX4
B9J08_001608	OG7_0003118	A0A2H0ZY00
B9J08_001609	OG7_0010567	A0A2H0ZXY6
B9J08_001610	OG7_0008933	A0A2H0ZXY8
B9J08_001611	OG7_0004934	A0A2H0ZXX2
B9J08_001612	OG7_0002535	A0A2H0ZYU3
B9J08_001613	OG7_0008727	A0A2H1A0L0
B9J08_001614	OG7_0008727	A0A2H0ZXZ0
B9J08_001615	OG7_0008216	A0A2H1A1N8
B9J08_001616	OG7_0003571	A0A2H0ZXY1
B9J08_001617	OGR7_0004044	A0A2H0ZXY5
B9J08_001618	OG7_0007520	A0A2H0ZY12
B9J08_001619	OG7_0000009	A0A2H0ZXZ7
B9J08_001620	OG7_0013810	A0A2H1A0P4
B9J08_001621	OG7_0018913	A0A2H0ZXY3
B9J08_001622	OG7_0002966	A0A2H0ZYV3
B9J08_001623	OG7_0008748	A0A2H0ZZ01
B9J08_001624	OG7_0003029	A0A2H0ZY03
B9J08_001625	OG7_0003635	A0A2H0ZXZ9
B9J08_001626	OG7_0006745	A0A2H0ZXY9
B9J08_001627	OG7_0003290	A0A2H0ZXZ5
B9J08_001630	OG7_0036327	A0A2H0ZY22
B9J08_001631	OG7_0008157	A0A2H0ZY08
B9J08_001632	OG7_0005414	A0A2H0ZY10
B9J08_001633	OG7_0001810	A0A2H0ZXZ3
B9J08_001634	OG7_0009112	A0A2H0ZYW6
B9J08_001635	OG7_0001922	A0A2H0ZZ15
B9J08_001636	OG7_0002826	A0A2H0ZY17
B9J08_001637	OGR7_0004261	A0A2H0ZY09
B9J08_001638	OGR7_0004273	A0A2H0ZY02
B9J08_001639	OG7_0027410	A0A2H1A0H7
B9J08_001640	OG7_0009968	A0A2H0ZY32
B9J08_001641	OG7_0003481	A0A2H0ZY18
B9J08_001642	OG7_0003989	A0A2H0ZY21
B9J08_001643	OG7_0071896	A0A2H0ZY05
B9J08_001644	OG7_0004216	A0A2H0ZYY1
B9J08_001645	OG7_0002476	A0A2H0ZZ31
B9J08_001646	OG7_0006229	A0A2H0ZY25
B9J08_001647	OG7_0002727	A0A2H0ZY19
B9J08_001648	OG7_0003760	A0A2H0ZY11
B9J08_001649	OG7_0003632	A0A2H0ZY16
B9J08_001650	OG7_0010383	A0A2H1A0J6
B9J08_001651	OG7_0004214	A0A2H0ZY28
B9J08_001652	OG7_0007748	A0A2H1A0L5
B9J08_001653	OG7_0004996	A0A2H1A0E9
B9J08_001654	OG7_0003658	A0A2H0ZYY6
B9J08_001655	OG7_0019444	A0A2H1A0H4
B9J08_001656	OG7_0007569	A0A2H0ZY37
B9J08_001657	OG7_0011517	A0A2H1A1K8
B9J08_001658	OG7_0002754	A0A2H0ZY24
B9J08_001659	OGR7_0005312	A0A2H1A0F5
B9J08_001660	OG7_0004287	A0A2H0ZY54
B9J08_001663	OGR7_0005303	A0A2H1A0F6
B9J08_001664	OG7_0008513	A0A2H0ZY43
B9J08_001665	OG7_0002049	A0A2H0ZY23
B9J08_001666	OG7_0014971	A0A2H0ZYZ8
B9J08_001667	OG7_0007388	A0A2H0ZZ60
B9J08_001668	OG7_0002914	A0A2H0ZY47
B9J08_001669	OG7_0010607	A0A2H0ZY40
B9J08_001670	OG7_0004538	A0A2H0ZY36
B9J08_001671	OG7_0001217	A0A2H0ZR87
B9J08_001672	OG7_0005294	A0A2H0ZY66
B9J08_001673	OG7_0005294	A0A2H0ZY51
B9J08_001674	OG7_0003378	A0A2H0ZY53
B9J08_001675	OG7_0000985	A0A2H0ZPW7
B9J08_001676	OG7_0005678	A0A2H0ZPU1
B9J08_001677	OG7_0002346	A0A2H0ZZ74
B9J08_001678	OG7_0011362	A0A2H0ZY59
B9J08_001679	OG7_0007752	A0A2H0ZY52
B9J08_001680	OGR7_0005315	A0A2H0ZY46
B9J08_001681	OG7_0008467	A0A2H0ZY50
B9J08_001682	OG7_0002827	A0A2H0ZY76
B9J08_001683	OGR7_0004017	A0A2H0ZY61
B9J08_001684	OG7_0006435	A0A2H0ZY63
B9J08_001685	OG7_0008750	A0A2H0ZPX5
B9J08_001686	OG7_0004517	A0A2H0ZMW6
B9J08_003582	OG7_0004517	A0A2H0ZMW6
B9J08_001687	OG7_0013305	A0A2H0ZQ56
B9J08_001688	OG7_0001023	A0A2H0ZPU8
B9J08_001689	OG7_0007424	A0A2H0ZY62
B9J08_001690	OG7_0036262	A0A2H0ZPX9
B9J08_001691	OG7_0007795	A0A2H0ZRA9
B9J08_001692	OG7_0007631	A0A2H0ZY85
B9J08_001693	OG7_0006474	A0A2H0ZY72
B9J08_001694	OG7_0006570	A0A2H0ZY74
B9J08_001695	OG7_0003699	A0A2H0ZY58
B9J08_001696	OGR7_0004264	A0A2H0ZZ42
B9J08_001697	OG7_0000783	A0A2H0ZZA0
B9J08_001698	OG7_0014172	A0A2H0ZPV9
B9J08_001699	OG7_0155598	A0A2H0ZPV6
B9J08_001700	OGR7_0004942	A0A2H0ZY67
B9J08_001701	OG7_0005088	A0A2H0ZY70
B9J08_001702	OG7_0001897	A0A2H0ZY98
B9J08_001703	OG7_0001368	A0A2H0ZY83
B9J08_001704	OG7_0000996	A0A2H0ZY84
B9J08_001705	OG7_0008836	A0A2H0ZY68
B9J08_001706	OG7_0003719	A0A2H0ZZ58
B9J08_001707	OG7_0000558	A0A2H0ZZB1
B9J08_001708	OG7_0005806	A0A2H0ZY91
B9J08_001709	OGR7_0014548	A0A2H0ZY86
B9J08_001710	OG7_0007517	A0A2H0ZPZ6
B9J08_001711	OGR7_0005314	A0A2H0ZY82
B9J08_001712	OG7_0008281	A0A2H0ZYA8
B9J08_001713	OG7_0003566	A0A2H0ZY97
B9J08_001714	OGR7_0019484	A0A2H0ZY95
B9J08_001715	OG7_0001754	A0A2H0ZY80
B9J08_001716	OG7_0000698	A0A2H0ZZ72
B9J08_001717	OG7_0001357	A0A2H0ZZC9
B9J08_001718	OGR7_0002540	A0A2H0ZYA2
B9J08_001719	OGR7_0016686	A0A2H0ZY96
B9J08_001720	OG7_0017961	A0A2H0ZPX3
B9J08_001721	OG7_0006414	A0A2H0ZQ04
B9J08_001722	OG7_0009143	A0A2H0ZYC0
B9J08_001723	OG7_0007103	A0A2H0ZYA6
B9J08_001724	OG7_0002777	A0A2H0ZPY9
B9J08_001725	OGR7_0004008	A0A2H0ZQ32
B9J08_001726	OG7_0001715	A0A2H0ZQ13
B9J08_001727	OG7_0020669	A0A2H0ZZE3
B9J08_001728	OG7_0002918	A0A2H0ZYB2
B9J08_001729	OG7_0059248	A0A2H0ZPY5
B9J08_001730	OG7_0000992	A0A2H0ZY99
B9J08_001731	OGR7_0004292	A0A2H0ZQ14
B9J08_001732	OG7_0002692	A0A2H0ZYD3
B9J08_001733	OG7_0000052	A0A2H0ZYB7
B9J08_001734	OG7_0004535	A0A2H0ZYB5
B9J08_001735	OG7_0007562	A0A2H0ZYA0
B9J08_001736	OG7_0017903	A0A2H0ZZA1
B9J08_001737	OG7_0013164	A0A2H0ZZF8
B9J08_001738	OG7_0056871	A0A2H0ZYC1
B9J08_001739	OG7_0007213	A0A2H0ZPZ5
B9J08_001740	OG7_0002296	A0A2H0ZPZ1
B9J08_001741	OG7_0002296	A0A2H0ZYB3
B9J08_001742	OG7_0001169	A0A2H0ZYE5
B9J08_001743	OG7_0019448	A0A2H0ZYC7
B9J08_001744	OG7_0003192	A0A2H0ZYC6
B9J08_001745	OG7_0000130	A0A2H0ZYB1
B9J08_001746	OGR7_0004568	A0A2H0ZZB6
B9J08_001747	OG7_0006974	A0A2H0ZZH1
B9J08_001748	OG7_0004817	A0A2H0ZYD1
B9J08_001749	OG7_0006125	A0A2H0ZYD2
B9J08_001750	OGR7_0016669	A0A2H0ZQ00
B9J08_001751	OGR7_0004265	A0A2H0ZYC5
B9J08_001752	OG7_0002747	A0A2H0ZYF4
B9J08_001753	OG7_0010384	A0A2H0ZYD9
B9J08_001754	OG7_0006578	A0A2H0ZYD6
B9J08_001755	OGR7_0012796	A0A2H0ZYC4
B9J08_001756	OG7_0001901	A0A2H0ZZC8
B9J08_001757	OG7_0006357	A0A2H0ZQ15
B9J08_001758	OG7_0017971	A0A2H0ZQC2
B9J08_001759	OG7_0008520	A0A2H0ZQ12
B9J08_001760	OGR7_0001899	A0A2H0ZYD0
B9J08_001761	OG7_0004316	A0A2H0ZYD4
B9J08_001762	OG7_0006481	A0A2H0ZYG5
B9J08_001763	OGR7_0005708	A0A2H0ZYE9
B9J08_001764	OG7_0002743	A0A2H0ZYE8
B9J08_001765	OG7_0005523	A0A2H0ZYD5
B9J08_001766	OG7_0002347	A0A2H0ZZD9
B9J08_001767	OG7_0023010	A0A2H0ZZJ9
B9J08_001768	OG7_0005006	A0A2H0ZYF3
B9J08_001769	OG7_0006184	A0A2H0ZYF7
B9J08_001770	OG7_0006142	A0A2H0ZYE0
B9J08_001771	OG7_0002627	A0A2H0ZQ54
B9J08_001772	OG7_0002319	A0A2H0ZYH6
B9J08_001773	OG7_0007249	A0A2H0ZRJ4
B9J08_001774	OG7_0002066	A0A2H0ZYG0
B9J08_001775	OG7_0007009	A0A2H0ZYE7
B9J08_001776	OG7_0006206	A0A2H0ZZF6
B9J08_001780	OG7_0005838	A0A2H0ZYF1
B9J08_001777	OG7_0010779	A0A2H0ZQ34
B9J08_001778	OG7_0011625	A0A2H0ZYG4
B9J08_001779	OG7_0004413	A0A2H0ZYG9
B9J08_001781	OGR7_0085463	A0A2H0ZYF6
B9J08_001782	OG7_0004544	A0A2H0ZYI6
B9J08_001783	OG7_0007231	A0A2H0ZYH1
B9J08_001784	OG7_0003059	A0A2H0ZYG8
B9J08_001785	OG7_0026623	A0A2H0ZYF8
B9J08_001786	OG7_0020664	A0A2H0ZZG9
B9J08_001787	OG7_0002985	A0A2H0ZZN0
B9J08_001788	OG7_0001932	A0A2H0ZQF0
B9J08_001789	OGR7_0085469	A0A2H0ZQ41
B9J08_001790	OG7_0006692	A0A2H0ZYG2
B9J08_001791	OG7_0006665	A0A2H0ZYG6
B9J08_001792	OGR7_0006149	A0A2H0ZRJ2
B9J08_001793	OG7_0007403	A0A2H0ZYI3
B9J08_001795	OG7_0007624	A0A2H0ZYH9
B9J08_001796	OG7_0000698	A0A2H0ZYH0
B9J08_001797	OG7_0006537	A0A2H0ZZI5
B9J08_001798	OG7_0002653	A0A2H0ZQ53
B9J08_001799	OG7_0005464	A0A2H0ZYI7
B9J08_001800	OG7_0004862	A0A2H0ZYJ4
B9J08_001801	OG7_0001682	A0A2H0ZQ47
B9J08_001802	OG7_0156018	A0A2H0ZYH7
B9J08_001803	OG7_0005355	A0A2H0ZRK0
B9J08_001804	OG7_0006304	A0A2H0ZRM2
B9J08_001805	OG7_0007515	A0A2H0ZQ63
B9J08_001806	OG7_0005351	A0A2H0ZQA8
B9J08_001807	OG7_0040987	A0A2H0ZZJ7
B9J08_001808	OG7_0001722	A0A2H0ZZQ8
B9J08_001809	OG7_0000033	A0A2H0ZYJ8
B9J08_001810	OG7_0016488	A0A2H0ZYK6
B9J08_001811	OG7_0024054	A0A2H0ZQ59
B9J08_001812	OGR7_0002815	A0A2H0ZYI8
B9J08_001813	OG7_0000402	A0A2H0ZYL7
B9J08_001814	OG7_0002331	A0A2H0ZYK5
B9J08_001815	OG7_0016770	A0A2H0ZYK2
B9J08_001816	OG7_0014005	A0A2H0ZYJ3
B9J08_001817	OG7_0001056	A0A2H0ZQ89
B9J08_001818	OG7_0036334	A0A2H0ZZS1
B9J08_001819	OG7_0001577	A0A2H0ZYL0
B9J08_001820	OG7_0019453	A0A2H0ZQ69
B9J08_001821	OG7_0003886	A0A2H0ZQ68
B9J08_001822	OG7_0003205	A0A2H0ZQ99
B9J08_001823	OG7_0007634	A0A2H0ZYM8
B9J08_001824	OG7_0000432	A0A2H0ZYL6
B9J08_001825	OG7_0002028	A0A2H0ZYL4
B9J08_001826	OG7_0048899	A0A2H0ZYK4
B9J08_001827	OG7_0006572	A0A2H0ZZM8
B9J08_001828	OG7_0007177	A0A2H0ZQ80
B9J08_001829	OG7_0004912	A0A2H0ZQI6
B9J08_001830	OGR7_0004011	A0A2H0ZQ75
B9J08_001831	OGR7_0004009	A0A2H0ZYK3
B9J08_001832	OG7_0002970	A0A2H0ZQB1
B9J08_001833	OG7_0004687	A0A2H0ZRM8
B9J08_001834	OG7_0003055	A0A2H0ZRQ0
B9J08_001835	OG7_0014413	A0A2H0ZYM4
B9J08_001836	OG7_0008462	A0A2H0ZYL5
B9J08_001837	OG7_0006030	A0A2H0ZZP3
B9J08_001838	OG7_0006183	A0A2H0ZQ87
B9J08_001839	OG7_0005393	A0A2H0ZQJ5
B9J08_001840	OG7_0021353	A0A2H0ZYP0
B9J08_001841	OG7_0001661	A0A2H0ZYL2
B9J08_001842	OG7_0000949	A0A2H0ZQB8
B9J08_001843	OG7_0000434	A0A2H0ZYQ0
B9J08_001844	OG7_0002326	A0A2H0ZYN6
B9J08_001845	OG7_0001533	A0A2H0ZYN5
B9J08_001846	OG7_0005885	A0A2H0ZYM5
B9J08_001847	OG7_0003360	A0A2H0ZZQ6
B9J08_001848	OG7_0004128	A0A2H0ZZX1
B9J08_001849	OG7_0006623	A0A2H0ZYP2
B9J08_001850	OG7_0006200	A0A2H0ZQ96
B9J08_001851	OG7_0005736	A0A2H0ZYM3
B9J08_001852	OGR7_0000890	A0A2H0ZQC9
B9J08_001853	OG7_0007962	A0A2H0ZRQ2
B9J08_001854	OGR7_0000890	A0A2H0ZRS3
B9J08_001855	OG7_0005394	A0A2H0ZYP7
B9J08_001856	OG7_0003576	A0A2H0ZYN7
B9J08_001857	OG7_0007627	A0A2H0ZZS2
B9J08_001858	OG7_0155797	A0A2H0ZZY4
B9J08_001859	OG7_0004971	A0A2H0ZQL4
B9J08_001860	OG7_0003822	A0A2H0ZYR1
B9J08_001861	OG7_0003456	A0A2H0ZYN4
B9J08_001862	OGR7_0004935	A0A2H0ZQD8
B9J08_001863	OG7_0007918	A0A2H0ZYS1
B9J08_001864	OG7_0006501	A0A2H0ZYQ8
B9J08_001865	OG7_0008282	A0A2H0ZYQ7
B9J08_001866	OGR7_0003996	A0A2H0ZYP8
B9J08_001867	OGR7_0004278	A0A2H0ZQD7
B9J08_001868	OG7_0003270	A0A2H0ZZZ8
B9J08_001869	OG7_0008986	A0A2H0ZQL9
B9J08_001870	OG7_0005835	A0A2H0ZYS2
B9J08_001871	OG7_0005447	A0A2H0ZQB3
B9J08_001872	OG7_0017544	A0A2H0ZYQ5
B9J08_001873	OG7_0003699	A0A2H0ZYT1
B9J08_001874	OG7_0002527	A0A2H0ZYR8
B9J08_001875	OG7_0003951	A0A2H0ZYR6
B9J08_001876	OG7_0009652	A0A2H0ZYQ9
B9J08_001877	OG7_0007516	A0A2H0ZZV4
B9J08_001878	OG7_0003861	A0A2H1A012
B9J08_001879	OG7_0002819	A0A2H0ZYS3
B9J08_001880	OG7_0003061	A0A2H0ZQC3
B9J08_001881	OG7_0000431	A0A2H0ZQC4
B9J08_001882	OGR7_0003183	A0A2H0ZYR5
B9J08_001883	OG7_0002979	A0A2H0ZYU2
B9J08_001884	OG7_0009713	A0A2H0ZYS8
B9J08_001885	OG7_0005677	A0A2H0ZQD9
B9J08_001887	OG7_0001707	A0A2H0ZQI1
B9J08_001888	OG7_0002813	A0A2H0ZZW7
B9J08_001889	OG7_0001718	A0A2H1A024
B9J08_001890	OG7_0000696	A0A2H0ZQP1
B9J08_001891	OG7_0006099	A0A2H0ZYU0
B9J08_001892	OG7_0011679	A0A2H0ZYR7
B9J08_001893	OG7_0005426	A0A2H0ZQG6
B9J08_001894	OGR7_0004286	A0A2H0ZYV0
B9J08_001895	OG7_0014794	A0A2H0ZRW9
B9J08_001896	OG7_0025229	A0A2H0ZYT6
B9J08_001897	OG7_0001577	A0A2H0ZYT0
B9J08_001898	OG7_0014784	A0A2H0ZZY2
B9J08_001899	OG7_0000689	A0A2H1A037
B9J08_001900	OG7_0003119	A0A2H0ZQQ1
B9J08_001901	OG7_0004303	A0A2H0ZYV1
B9J08_001902	OG7_0006188	A0A2H0ZYS7
B9J08_001903	OG7_0000696	A0A2H0ZQH4
B9J08_001904	OG7_0024022	A0A2H0ZYW7
B9J08_001905	OG7_0000949	A0A2H0ZRY0
B9J08_001906	OGR7_0003001	A0A2H0ZQF4
B9J08_001907	OG7_0007223	A0A2H0ZYU1
B9J08_001908	OG7_0007223	A0A2H0ZZZ4
B9J08_001909	OG7_0007128	A0A2H0ZQF7
B9J08_001910	OG7_0000779	A0A2H0ZQR0
B9J08_001911	OG7_0003017	A0A2H0ZYV8
B9J08_001912	OG7_0005445	A0A2H0ZQF2
B9J08_001913	OG7_0155719	A0A2H0ZYU5
B9J08_001914	OG7_0020052	A0A2H0ZYX7
B9J08_001915	OG7_0005392	A0A2H0ZYV9
B9J08_001916	OG7_0013961	A0A2H0ZQG4
B9J08_001917	OG7_0004922	A0A2H0ZQK7
B9J08_001918	OGR7_0016665	A0A2H1A010
B9J08_001919	OGR7_0005705	A0A2H1A061
B9J08_001920	OG7_0002985	A0A2H0ZYW1
B9J08_001921	OG7_0005233	A0A2H0ZQF9
B9J08_001922	OG7_0005141	A0A2H0ZQG0
B9J08_001923	OG7_0002819	A0A2H0ZYV5
B9J08_001924	OG7_0004411	A0A2H0ZYZ3
B9J08_001925	OG7_0007285	A0A2H0ZYW5
B9J08_001926	OGR7_0004938	A0A2H0ZYW2
B9J08_001927	OG7_0005696	A0A2H0ZYW3
B9J08_001928	OG7_0002921	A0A2H0ZQJ2
B9J08_001929	OG7_0001448	A0A2H1A075
B9J08_001930	OG7_0008185	A0A2H0ZYX0
B9J08_001931	OG7_0000102	A0A2H0ZQG9
B9J08_001932	OGR7_0010224	A0A2H0ZYW0
B9J08_001933	OG7_0006757	A0A2H0ZYW9
B9J08_001934	OG7_0003077	A0A2H0ZZ06
B9J08_001935	OG7_0009716	A0A2H0ZYX5
B9J08_001936	OG7_0002014	A0A2H0ZYX3
B9J08_001937	OG7_0002422	A0A2H0ZYX2
B9J08_001938	OG7_0005925	A0A2H1A033
B9J08_001939	OG7_0001162	A0A2H1A091
B9J08_001940	OG7_0022991	A0A2H0ZYX4
B9J08_001941	OG7_0008014	A0A2H0ZYY5
B9J08_001942	OGR7_0004275	A0A2H0ZYX6
B9J08_001943	OG7_0005819	A0A2H0ZYX8
B9J08_001944	OG7_0003346	A0A2H0ZZ22
B9J08_001945	OG7_0002064	A0A2H0ZYY4
B9J08_001946	OG7_0101621	A0A2H0ZYZ0
B9J08_001948	OG7_0011977	A0A2H0ZW10
B9J08_001949	OGR7_0029164	A0A2H0ZVZ5
B9J08_001950	OG7_0010619	A0A2H0ZPL0
B9J08_001951	OG7_0022996	A0A2H0ZW41
B9J08_001952	OG7_0011734	A0A2H0ZW00
B9J08_001954	OGR7_0004567	A0A2H0ZW08
B9J08_001955	OG7_0004424	A0A2H0ZPG0
B9J08_001956	OG7_0000050	A0A2H0ZWT9
B9J08_001957	OG7_0000411	A0A2H0ZX08
B9J08_001958	OG7_0001304	A0A2H0ZW02
B9J08_001959	OG7_0000615	A0A2H0ZPC6
B9J08_001960	OG7_0002028	A0A2H0ZPC7
B9J08_001961	OGR7_0012815	A0A2H0ZW05
B9J08_001962	OGR7_0014545	A0A2H0ZW46
B9J08_001963	OG7_0006931	A0A2H0ZW12
B9J08_001964	OG7_0001370	A0A2H0ZPD2
B9J08_001965	OG7_0002914	A0A2H0ZW23
B9J08_001966	OG7_0006545	A0A2H0ZPF4
B9J08_001967	OG7_0006404	A0A2H0ZX20
B9J08_001968	OG7_0000707	A0A2H0ZW09
B9J08_001969	OGR7_0002525	A0A2H0ZW33
B9J08_001970	OGR7_0016680	A0A2H0ZW15
B9J08_001971	OGR7_0003772	A0A2H0ZW14
B9J08_001972	OG7_0000402	A0A2H0ZW56
B9J08_001973	OG7_0005469	A0A5Q7YHM6
B9J08_001974	OG7_0004238	A0A2H0ZW29
B9J08_001975	OG7_0005326	A0A2H0ZW30
B9J08_001976	OG7_0013811	A0A2H0ZPG4
B9J08_001977	OG7_0004805	A0A2H0ZX31
B9J08_001978	OGR7_0004285	A0A5Q7YGS5
B9J08_001979	OG7_0007329	A0A2H0ZW51
B9J08_001980	OGR7_0004569	A0A2H0ZPE1
B9J08_001981	OG7_0010607	A0A2H0ZW24
B9J08_001984	OG7_0000446	A0A2H0ZW65
B9J08_001985	OG7_0002049	A0A2H0ZW28
B9J08_001986	OG7_0005194	A0A2H0ZW39
B9J08_001987	OG7_0003139	A0A2H0ZW40
B9J08_001988	OGR7_0006157	A0A2H0ZWY1
B9J08_001989	OG7_0005733	A0A2H0ZQV3
B9J08_001991	OG7_0015320	A0A2H0ZW25
B9J08_001992	OG7_0006775	A0A2H0ZW61
B9J08_001993	OG7_0008092	A0A2H0ZW36
B9J08_001994	OG7_0007446	A0A2H0ZW34
B9J08_001995	OG7_0016485	A0A2H0ZPQ7
B9J08_001996	OG7_0008073	A0A2H0ZW38
B9J08_001997	OG7_0007223	A0A2H0ZW49
B9J08_001998	OG7_0006835	A0A2H0ZW50
B9J08_001999	OG7_0006499	A0A2H0ZWZ2
B9J08_002000	OG7_0008396	A0A2H0ZQW2
B9J08_002001	OG7_0016485	A0A2H0ZW37
B9J08_002002	OG7_0005837	A0A2H0ZW70
B9J08_002003	OG7_0001721	A0A2H0ZW44
B9J08_002004	OG7_0155892	A0A2H0ZPG5
B9J08_002005	OG7_0004177	A0A2H0ZW79
B9J08_002006	OG7_0006909	A0A2H0ZPG6
B9J08_002007	OGR7_0004925	A0A2H0ZW60
B9J08_002008	OG7_0006649	A0A2H0ZW64
B9J08_002009	OG7_0001608	A0A2H0ZX10
B9J08_002010	OG7_0000557	A0A2H0ZX73
B9J08_002011	OG7_0001362	A0A2H0ZW45
B9J08_002012	OGR7_0004043	A0A2H0ZW88
B9J08_002013	OG7_0011622	A0A2H0ZW55
B9J08_002014	OG7_0004832	A0A2H0ZW54
B9J08_002015	OGR7_0004035	A0A2H0ZW83
B9J08_002016	OG7_0048807	A0A2H0ZPH5
B9J08_002017	OG7_0156065	A0A2H0ZW68
B9J08_002018	OG7_0000495	A0A2H0ZW76
B9J08_002019	OG7_0005407	A0A2H0ZQW5
B9J08_002020	OG7_0005325	A0A2H0ZX88
B9J08_002021	OGR7_0004015	A0A2H0ZPI4
B9J08_002022	OG7_0008456	A0A2H0ZW93
B9J08_002023	OGR7_0003004	A0A2H0ZW58
B9J08_002024	OG7_0003562	A0A2H0ZW59
B9J08_002025	OG7_0008158	A0A2H0ZPT3
B9J08_002026	OG7_0003454	A0A2H0ZW57
B9J08_002027	OG7_0049130	A0A2H0ZW85
B9J08_002028	OGR7_0007426	A0A2H0ZW82
B9J08_002029	OG7_0009055	A0A2H0ZQX5
B9J08_002030	OG7_0001337	A0A2H0ZXA1
B9J08_002031	OGR7_0006744	A0A2H0ZW66
B9J08_002032	OG7_0001661	A0A2H0ZWA6
B9J08_002033	OG7_0002372	A0A2H0ZW71
B9J08_002034	OG7_0000782	A0A2H0ZW67
B9J08_002035	OG7_0017939	A0A2H0ZWA3
B9J08_002036	OGR7_0002821	A0A2H0ZPJ1
B9J08_002037	OGR7_0001612	A0A2H0ZW95
B9J08_002038	OG7_0001020	A0A2H0ZW89
B9J08_002039	OG7_0020656	A0A2H0ZX45
B9J08_002043	OG7_0003074	A0A2H0ZW78
B9J08_002040	OG7_0020661	A0A2H0ZXB6
B9J08_002041	OG7_0004933	A0A2H0ZW74
B9J08_002042	OG7_0003823	A0A2H0ZWB7
B9J08_002044	OG7_0004166	A0A2H0ZW77
B9J08_002047	OG7_0003968	A0A2H0ZWB3
B9J08_002048	OG7_0007576	A0A2H0ZW80
B9J08_002049	OGR7_0003760	A0A2H0ZWA2
B9J08_002050	OG7_0009145	A0A2H0ZPN3
B9J08_002051	OG7_0001893	A0A2H0ZX59
B9J08_002052	OGR7_0004016	A0A2H0ZXC9
B9J08_002053	OG7_0000432	A0A2H0ZWA7
B9J08_002054	OG7_0007200	A0A2H0ZWC6
B9J08_002055	OGR7_0014493	A0A2H0ZW84
B9J08_002056	OG7_0006927	A0A2H0ZW92
B9J08_002057	OG7_0028306	A0A2H0ZWC3
B9J08_002058	OG7_0020669	A0A2H0ZW90
B9J08_002059	OG7_0001464	A0A2H0ZPL1
B9J08_002060	OG7_0000009	A0A2H0ZWA0
B9J08_002061	OG7_0006039	A0A2H0ZX76
B9J08_002062	OG7_0002788	A0A2H0ZXE1
B9J08_002063	OG7_0009701	A0A2H0ZWB4
B9J08_002064	OG7_0009718	A0A2H0ZWD8
B9J08_002065	OG7_0002006	A0A2H0ZPP2
B9J08_002066	OG7_0045813	A0A2H0ZWA1
B9J08_002067	OG7_0005294	A0A2H0ZWD3
